approx_kl,clip_fraction,entropy,episode_index,group_index,policy_loss,pomo_rollouts,update_index,validation_gain_pct_vs_initial,validation_mean_obj,validation_zero_violations,value_loss
0.16374046728014946,0.62109375,21.936705946922302,3,0,0.12912578112445772,4,0,,,,4510.628814697266
0.02043753582984209,0.1669921875,23.043514847755432,7,1,0.0014423313550651073,4,1,,,,5268.750671386719
0.01472773402929306,0.1611328125,22.726031184196472,11,2,0.002633806725498289,4,2,,,,2308.3107147216797
0.016717600636184216,0.17578125,23.399592399597168,15,3,0.005141856032423675,4,3,,,,8535.932495117188
0.016167997382581234,0.171875,22.381820678710938,19,4,0.014496147108729929,4,4,,,,4551.280914306641
0.012359711341559887,0.2412109375,22.58197283744812,23,5,-0.016696645179763436,4,5,,,,7145.0924072265625
0.015538661740720272,0.1357421875,24.345012068748474,27,6,0.0033613494597375393,4,6,,,,8351.797576904297
0.01179597806185484,0.1669921875,23.599448919296265,31,7,-0.007925560639705509,4,7,,,,9834.351379394531
0.016996819525957108,0.12890625,24.648322820663452,35,8,-0.008833820873405784,4,8,,,,3295.9382934570312
0.012315678410232067,0.0546875,24.31856369972229,39,9,-0.009297900833189487,4,9,7.587181018026766,782.3715069650793,True,9921.53482055664
0.01471512857824564,0.1279296875,23.401652336120605,43,10,0.003989835851825774,4,10,,,,7158.686187744141
0.015533775091171265,0.1220703125,23.514943957328796,47,11,0.012275631306692958,4,11,,,,4985.532501220703
0.027028667740523815,0.2275390625,24.116737365722656,51,12,-0.007120008813217282,4,12,,,,9777.956481933594
0.020494073629379272,0.2578125,23.953544855117798,55,13,0.0032919150544330478,4,13,,,,6248.221252441406
0.012614184059202671,0.1162109375,23.47225034236908,59,14,-0.004736987873911858,4,14,,,,2564.8257598876953
0.011025555431842804,0.0791015625,24.596289038658142,63,15,0.003705165581777692,4,15,,,,8965.3916015625
0.0145433209836483,0.1005859375,25.64793026447296,67,16,-0.004949453170411289,4,16,,,,5291.130645751953
0.012322523631155491,0.1083984375,25.66810691356659,71,17,-0.004749315558001399,4,17,,,,3637.580032348633
0.013781397603452206,0.138671875,24.22121298313141,75,18,-0.00811333890305832,4,18,,,,4328.392501831055
0.009821159765124321,0.126953125,25.176711559295654,79,19,0.003659660869743675,4,19,4.223748838216476,810.8464905450774,True,3607.428924560547
0.013508825562894344,0.1142578125,24.303276538848877,83,20,0.005254382733255625,4,20,,,,4162.47412109375
0.012211299501359463,0.107421875,24.644634246826172,87,21,-0.006226734374649823,4,21,,,,3694.058547973633
0.011928639374673367,0.169921875,25.459581971168518,91,22,0.000713823945261538,4,22,,,,3437.5121002197266
0.014391918666660786,0.046875,26.302698373794556,95,23,-0.006445111823268235,4,23,,,,8285.560852050781
0.012426150031387806,0.1123046875,25.736233711242676,99,24,-0.0132353357039392,4,24,,,,3525.9469146728516
0.013839928433299065,0.095703125,24.57933211326599,103,25,-0.02422923780977726,4,25,,,,6771.030731201172
0.01421512570232153,0.1923828125,25.382603526115417,107,26,-0.006760266609489918,4,26,,,,1855.0045166015625
0.01584126055240631,0.0908203125,25.632787585258484,111,27,-0.005773044831585139,4,27,,,,10635.5810546875
0.014818831346929073,0.1552734375,25.245314598083496,115,28,-0.016102244378998876,4,28,,,,3596.4833984375
0.011746150441467762,0.1005859375,25.68509554862976,119,29,0.0007194108329713345,4,29,6.133199928831998,794.6809829488597,True,2856.2840118408203
0.015948294661939144,0.1201171875,25.08470892906189,123,30,-0.011387834732886404,4,30,,,,4684.115539550781
0.015668902546167374,0.1572265625,25.910811185836792,127,31,-0.008531879051588476,4,31,,,,4104.405059814453
0.021896053105592728,0.2294921875,26.687809705734253,131,32,-0.005021878983825445,4,32,,,,382.7848491668701
0.022356191650032997,0.2216796875,26.010650992393494,135,33,-0.013904048886615783,4,33,,,,6441.227264404297
0.013494543731212616,0.17578125,25.815956354141235,139,34,-0.01262549520470202,4,34,,,,3437.6227111816406
0.013730735518038273,0.095703125,26.475361227989197,143,35,0.0013761191512458026,4,35,,,,1734.875373840332
0.017304574139416218,0.1318359375,25.72948396205902,147,36,-0.001153830555267632,4,36,,,,4093.9156494140625
0.01947133243083954,0.1435546875,27.002477288246155,151,37,0.0010392447002232075,4,37,,,,3427.523391723633
0.012667610310018063,0.1396484375,27.398059248924255,155,38,-0.010814760462380946,4,38,,,,1647.5519409179688
0.011741336435079575,0.1005859375,26.54900860786438,159,39,-0.011803661356680095,4,39,7.887885733269474,779.8257259380788,True,5634.591949462891
0.020130216144025326,0.2412109375,26.306467413902283,163,40,-0.030632536974735558,4,40,,,,3458.954330444336
0.013343357481062412,0.1025390625,26.87009358406067,167,41,-0.0006506983190774918,4,41,,,,3271.9818572998047
0.017473761923611164,0.1201171875,27.219687581062317,171,42,0.014997624675743282,4,42,,,,1670.5598754882812
0.013573398813605309,0.177734375,27.048264861106873,175,43,-0.003151372424326837,4,43,,,,4168.610641479492
0.026390238665044308,0.31640625,27.530760407447815,179,44,0.019198683090507984,4,44,,,,178.58433389663696
