metric_id,metric_cn,unit,denominator,asap_absolute,carbon_absolute,relative_change_pct,paired_solution_days,fixed_solutions,calendar_days
charging_emissions_kg,充电排放,kg CO2e,11340 paired solution-days (405 solutions x 28 dates),475317.334540161223,214033.627568814244,-54.970371998766,11340,405,28
system_emissions_kg,系统排放,kg CO2e,11340 paired solution-days (405 solutions x 28 dates),2680860.542424268422,2419576.835452921443,-9.746262546543,11340,405,28
charging_electricity_cost_cny,充电电费,CNY,11340 paired solution-days (405 solutions x 28 dates),528422.792406114047,1241158.274937080239,134.879776719245,11340,405,28
full_model_cost_cny,完整模型成本,CNY,11340 paired solution-days (405 solutions x 28 dates),37560607.872429307051,38253741.851263282606,1.845374763870,11340,405,28
