stream_seed,cooperative_total_cost,independent_total_cost,cooperative_saving_percent,cooperative_total_emissions,independent_total_emissions
1,6029.259243618509,6259.520300738182,3.6785735337022416,1714.7522148586993,1762.7406271738164
