arm,stream_seed,stage,trigger_second,event_count,committed_route_count,future_route_count,future_cost,running_total_cost,cross_site_customer_count,initial_continuation_feasible,changed_candidate_count,executable_candidate_count,accepted_candidate_count,evaluations,elapsed_seconds,customer_accounting_pass
cooperative,1,1,2381.970953031277,1,5,28,4836.527586043295,5817.011679870668,4,True,100,0,0,100,2.2965220829937607,True
cooperative,1,2,3309.8745990333464,1,5,28,4846.770522696242,5841.968046722952,4,True,100,16,11,100,1.764885166019667,True
cooperative,1,3,3502.364276284161,1,5,28,4847.615146175585,5842.812670202295,4,True,100,17,14,100,3.387804750003852,True
cooperative,1,4,3850.7858490617864,1,5,29,5025.534476284338,6020.732000311047,4,True,100,23,23,100,2.1848266249871813,True
cooperative,1,5,6860.201637249754,1,7,27,4670.096050223537,6020.336294664174,4,True,100,8,6,100,1.6351673330063932,True
cooperative,1,6,8783.176773748888,1,8,26,4409.017525287643,6035.420713334822,4,True,100,13,11,100,1.57905533304438,True
cooperative,1,7,8886.5277733935,1,8,26,4406.755663713932,6033.158851761111,4,True,100,20,8,100,1.733975792012643,True
cooperative,1,8,11187.007859090007,1,8,26,4401.006301916901,6033.541714313229,4,True,97,0,0,100,1.9581779580330476,True
cooperative,1,9,11597.73017135447,1,9,25,4224.993624258895,6030.305077095069,4,True,99,20,15,100,1.6098630420165136,True
cooperative,1,10,12629.586082922457,1,9,25,4217.998105200019,6029.259243618509,4,True,100,11,6,100,1.8013493749895133,True
independent,1,1,2381.970953031277,1,6,28,4988.170458332476,6059.75111325167,0,True,100,0,0,100,2.3354464580188505,True
independent,1,2,3309.8745990333464,1,6,28,5005.577231196505,6077.157886115699,0,True,100,10,9,100,2.625745499972254,True
independent,1,3,3502.364276284161,1,7,27,4904.152704699375,6077.820241371324,0,True,100,28,24,100,1.7571112919831648,True
independent,1,4,3850.7858490617864,1,7,28,5079.767588677306,6253.435125349255,0,True,100,23,23,100,1.8334670420153998,True
independent,1,5,6860.201637249754,1,9,26,4694.889624899788,6253.435125349257,0,True,100,18,13,100,1.4002272500074469,True
independent,1,6,8783.176773748888,1,9,26,4698.627615625403,6263.016507230366,0,True,100,12,12,100,1.7274627090082504,True
independent,1,7,8886.5277733935,1,9,26,4698.651655257117,6263.040546862079,0,True,100,25,15,100,1.612983124970924,True
independent,1,8,11187.007859090007,1,10,25,4508.427168574924,6260.042292571048,0,True,100,0,0,100,1.8414617920061573,True
independent,1,9,11597.73017135447,1,11,24,4283.206926168664,6259.430588783112,0,True,100,26,20,100,1.4291000840021297,True
independent,1,10,12629.586082922457,1,13,22,3954.7775625401787,6259.520300738182,0,True,100,4,3,100,0.9351094160228968,True
