actual_evals,algorithm,best_obj,bundle,candidate_scores,current_obj,eval_budget,feasible,repair_delta_count,reward_sum,scale,seed,steps,violation_count,wall_time_seconds,worker_integrity_ok,worker_numpy_version,worker_python_executable
120,learned_destroy,599.7803966779722,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,120,599.7803966779722,120,True,25524,25.935188750069486,25c,1,120,0,6.202999999979511,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,559.0583347943918,models/data_bundle/generated_instances/E-UK25_03__curric_d2_s3_seed3_24h,120,559.0801858483294,120,True,26084,29.68088916857432,25c,2,120,0,5.875,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,488.86205918683,models/data_bundle/generated_instances/E-UK25_04__curric_d2_s3_seed4_24h,120,488.86205918683,120,True,16188,31.610659875483623,25c,3,120,0,7.204000000027008,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,606.9867850588333,models/data_bundle/generated_instances/E-UK25_05__curric_d2_s3_seed5_24h,120,608.1166928318347,120,True,22521,31.1505176820924,25c,4,120,0,5.280999999959022,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,540.3762250782751,models/data_bundle/generated_instances/E-UK25_06__curric_d2_s3_seed6_24h,120,541.4096632718841,120,True,24780,31.298854716963017,25c,5,120,0,5.812000000034459,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,527.9660987301874,models/data_bundle/generated_instances/E-UK25_07__curric_d2_s3_seed7_24h,120,527.9660987301874,120,True,23144,46.77045722188731,25c,6,120,0,5.469000000040978,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,580.7036170206251,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,120,580.7036170206251,120,True,20954,30.527655810733027,25c,7,120,0,7.155999999959022,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,489.4663717664625,models/data_bundle/generated_instances/E-UK25_03__curric_d2_s3_seed3_24h,120,491.2509685012594,120,True,17801,46.02912604887996,25c,8,120,0,4.890999999945052,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,477.0616151361038,models/data_bundle/generated_instances/E-UK25_04__curric_d2_s3_seed4_24h,120,477.0616151361038,120,True,19806,35.87698861099945,25c,9,120,0,5.186999999918044,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,597.096361473374,models/data_bundle/generated_instances/E-UK25_05__curric_d2_s3_seed5_24h,120,597.468104763453,120,True,28688,34.33507018865235,25c,10,120,0,6.452999999979511,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,528.8596826629409,models/data_bundle/generated_instances/E-UK25_06__curric_d2_s3_seed6_24h,120,529.9674216672647,120,True,22222,33.52873049792369,25c,11,120,0,5.422000000020489,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,597.2251156939022,models/data_bundle/generated_instances/E-UK25_07__curric_d2_s3_seed7_24h,120,597.288566414702,120,True,22079,30.79200443856579,25c,12,120,0,5.343999999924563,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,580.4994465578362,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,120,592.4685194845272,120,True,22215,29.896025683329366,25c,13,120,0,7.937999999965541,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,489.4663717664625,models/data_bundle/generated_instances/E-UK25_03__curric_d2_s3_seed3_24h,120,489.4663717664625,120,True,21296,46.268968538103266,25c,14,120,0,5.422000000020489,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,476.6538579805703,models/data_bundle/generated_instances/E-UK25_04__curric_d2_s3_seed4_24h,120,476.6538579805703,120,True,18651,34.44605731156428,25c,15,120,0,5.10999999998603,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,582.9055341101946,models/data_bundle/generated_instances/E-UK25_05__curric_d2_s3_seed5_24h,120,582.9055341101946,120,True,22037,36.74538116522365,25c,16,120,0,6.327999999979511,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,534.3281019563966,models/data_bundle/generated_instances/E-UK25_06__curric_d2_s3_seed6_24h,120,536.5107946359843,120,True,22056,32.329125253312576,25c,17,120,0,6.047000000020489,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,506.4770956784431,models/data_bundle/generated_instances/E-UK25_07__curric_d2_s3_seed7_24h,120,506.4770956784431,120,True,17402,53.154778524158345,25c,18,120,0,4.719000000040978,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
