instance,n,BKS,VCGP_error_pct,MDFIHA_error_pct,ETGA_error_pct,MV-HGS-SP_Best,MV-HGS-SP_Avg,MV-HGS-SP_Best_error_pct,MV-HGS-SP_Avg_error_pct
PR11A,360,6655.548,0.9790628810730576,0.4479270527385559,0.4124679139869508,6672.748,6707.0797,0.25843101124054424,0.7742668222060821
PR11B,360,4814.803,0.5116927940769272,0.377523234076237,0.35176932472626393,4816.902,4836.9222,0.0435947223593605,0.45939989652744034
PR12A,480,8148.107,0.38896150971017207,0.7411905611941526,0.20388784781545313,8194.636,8220.3,0.5710406110278186,0.8860094743478368
PR12B,480,6004.834,0.9729827668841534,0.5586499143856479,0.48454295322735746,6011.056,6043.3202,0.1036165196240188,0.6409202985461427
PR13A,600,9501.934,1.7392880228383132,1.0564796598250465,0.7343347154379292,9580.149,9627.236200000001,0.8231482138267867,1.3187020663372522
PR13B,600,7201.765,0.7276688422907405,0.604365735344039,0.41913336522365685,7230.335,7268.8225,0.39670830692197967,0.9311259114953055
PR14A,720,10925.67,1.8153577766855502,1.4971164239813184,1.2542022594495408,11055.153,11105.5299,1.1851264041472986,1.6462139164005454
PR14B,720,8656.335,0.8774498676403092,1.3412720279425576,1.2099231372168544,8722.913,8759.597,0.7691245775492902,1.1929066978114946
PR15A,840,12714.063,2.3588604209370305,2.4049511159414565,1.4280800716497872,12897.333,13013.6484,1.4414746883038132,2.356330938426213
PR15B,840,10223.105,2.1188767991720696,1.982910280193739,1.898102386701497,10369.112,10406.943,1.4282060098179528,1.7982599220099935
PR16A,960,13992.681,2.195354843006857,3.2698451426141912,1.6487119230403287,14299.112,14467.863000000001,2.18993772530081,3.395932487848474
PR16B,960,11225.795,2.293156074914955,3.0523005274904844,1.5028334296145611,11479.315,11524.4056,2.258370119889063,2.660039667569201
PR17A,360,6292.594,0.18602821030564073,0.2638975277921914,0.35432128626128234,6304.696,6310.8331,0.19232132249434591,0.2898502588916396
PR17B,360,4771.155,0.7305358974923363,0.4006367430947159,0.5507052275602144,4771.155,4791.9057,0.0,0.43491984645228476
PR18A,520,8183.231,1.5286016000281544,0.5508704324734292,0.6723383465528497,8215.182,8263.914999999999,0.3904448010816379,0.9859675230969197
PR18B,520,6443.442,1.2924458697696084,0.37771737527861254,0.6370508184911073,6462.527,6485.060100000001,0.2961926249976338,0.6458985740851023
PR19A,700,10521.112,1.487466343861765,1.5077113521840717,1.355731219285574,10650.927,10699.3278,1.2338524673057423,1.6938874902196646
PR19B,700,8061.518,2.055841095932552,1.5104103222246692,1.272365824897992,8131.012,8172.8366,0.8620460811474921,1.3808640010479367
PR20A,880,11686.369,2.3749121733191827,2.0781561834989035,1.3139324969115682,11924.648,11949.6712,2.0389481112567864,2.2530710779370398
PR20B,880,10013.395,3.119870932885388,2.608855438140598,1.492450862070254,10141.893,10194.819099999999,1.2832610717943274,1.8118140750464589
PR21A,420,6230.046,0.48930617847764635,0.5101727980820631,0.4621795729919148,6234.394,6241.18,0.0697908169538388,0.17871457128887996
PR21B,420,4822.337,0.9172523612513862,0.17756950623731174,0.2520147389118458,4822.912,4844.5506000000005,0.011923679328089638,0.46063972716962837
PR22A,600,7868.943,1.4795761006274881,0.6459190262275406,0.8493771018547158,7936.795,7954.3549,0.8622759117711217,1.0854304065997182
PR22B,600,6403.374,1.3293929106749067,1.1029497886582948,0.6747380365413629,6417.919,6460.928,0.2271458765332163,0.8988074099685586
PR23A,780,9726.158,2.1722040707132337,1.7194045171793424,1.481283771042997,9892.624,9948.0412,1.711528848287272,2.2813036761278216
PR23B,780,8317.649,2.4737879658062085,2.0956763143046757,1.1973455480028112,8405.473,8454.2268,1.0558752839895087,1.6420240863734565
PR24A,960,11638.608,2.4497087624224405,3.3722417663693114,1.912702962416117,11889.491,11960.5389,2.1556100179677826,2.7660601680200876
PR24B,960,10486.45,3.8490623614283117,2.240510372909792,1.7041992285282352,10641.27,10691.497,1.4763814255539263,1.9553519065079092
