arm,time_min,median_exact_cost
cv_only,0.0,2599.0986351907086
cv_only,0.001461194359124757,2599.0986351907086
cv_only,0.002922388718249514,2599.0986351907086
cv_only,0.004383583077374271,2599.0986351907086
cv_only,0.005844777436499028,2599.0986351907086
cv_only,0.007305971795623784,2599.0986351907086
cv_only,0.008767166154748542,2599.0986351907086
cv_only,0.010228360513873299,2599.0986351907086
cv_only,0.011689554872998055,2599.0986351907086
cv_only,0.013150749232122812,2599.0986351907086
cv_only,0.014611943591247569,2599.0986351907086
cv_only,0.016073137950372327,2599.0986351907086
cv_only,0.017534332309497084,2599.0986351907086
cv_only,0.01899552666862184,2599.0986351907086
cv_only,0.020456721027746597,2599.0986351907086
cv_only,0.021917915386871354,2599.0986351907086
cv_only,0.02337910974599611,2599.0986351907086
cv_only,0.02484030410512087,2599.0986351907086
cv_only,0.026301498464245624,2599.0986351907086
cv_only,0.027762692823370384,2599.0986351907086
cv_only,0.029223887182495138,2599.0986351907086
cv_only,0.030685081541619898,2599.0986351907086
cv_only,0.032146275900744654,2599.0986351907086
cv_only,0.03360747025986941,2599.0986351907086
cv_only,0.03506866461899417,2599.0986351907086
cv_only,0.036529858978118925,2599.0986351907086
cv_only,0.03799105333724368,2599.0986351907086
cv_only,0.03945224769636844,2599.0986351907086
cv_only,0.040913442055493195,2599.0986351907086
cv_only,0.04237463641461795,2599.0986351907086
cv_only,0.04383583077374271,2599.0986351907086
cv_only,0.045297025132867465,2599.0986351907086
cv_only,0.04675821949199222,2599.0986351907086
cv_only,0.04821941385111698,2599.0986351907086
cv_only,0.04968060821024174,2599.0986351907086
cv_only,0.05114180256936649,2599.0986351907086
cv_only,0.05260299692849125,2599.0986351907086
cv_only,0.054064191287616005,2599.0986351907086
cv_only,0.05552538564674077,2599.0986351907086
cv_only,0.05698658000586552,2599.0986351907086
cv_only,0.058447774364990275,2599.0986351907086
cv_only,0.05990896872411503,2599.0986351907086
cv_only,0.061370163083239795,2599.0986351907086
cv_only,0.06283135744236455,2599.0986351907086
cv_only,0.06429255180148931,2599.0986351907086
cv_only,0.06575374616061407,2599.0986351907086
cv_only,0.06721494051973882,2599.0986351907086
cv_only,0.06867613487886358,2599.0986351907086
cv_only,0.07013732923798834,2599.0986351907086
cv_only,0.07159852359711309,2599.0986351907086
cv_only,0.07305971795623785,2599.0986351907086
cv_only,0.07452091231536259,2599.0986351907086
cv_only,0.07598210667448736,2599.0986351907086
cv_only,0.07744330103361212,2599.0986351907086
cv_only,0.07890449539273688,2599.0986351907086
cv_only,0.08036568975186163,2599.0986351907086
cv_only,0.08182688411098639,2599.0986351907086
cv_only,0.08328807847011115,2599.0986351907086
cv_only,0.0847492728292359,2599.0986351907086
cv_only,0.08621046718836066,2599.0986351907086
cv_only,0.08767166154748542,2599.0986351907086
cv_only,0.08913285590661017,2599.0986351907086
cv_only,0.09059405026573493,2599.0986351907086
cv_only,0.09205524462485969,2599.0986351907086
cv_only,0.09351643898398444,2599.0986351907086
cv_only,0.0949776333431092,2599.0986351907086
cv_only,0.09643882770223396,2599.0986351907086
cv_only,0.09790002206135871,2599.0986351907086
cv_only,0.09936121642048348,2599.0986351907086
cv_only,0.10082241077960823,2599.0986351907086
cv_only,0.10228360513873298,2599.0986351907086
cv_only,0.10374479949785774,2599.0986351907086
cv_only,0.1052059938569825,2599.0986351907086
cv_only,0.10666718821610725,2599.0986351907086
cv_only,0.10812838257523201,2599.0986351907086
cv_only,0.10958957693435677,2599.0986351907086
cv_only,0.11105077129348154,2599.0986351907086
cv_only,0.1125119656526063,2599.0986351907086
cv_only,0.11397316001173104,2599.0986351907086
cv_only,0.1154343543708558,2599.0986351907086
cv_only,0.11689554872998055,2599.0986351907086
cv_only,0.1183567430891053,2599.0986351907086
cv_only,0.11981793744823006,2599.0986351907086
cv_only,0.12127913180735482,2599.0986351907086
cv_only,0.12274032616647959,2599.0986351907086
cv_only,0.12420152052560435,2599.0986351907086
cv_only,0.1256627148847291,2599.0986351907086
cv_only,0.12712390924385383,2599.0986351907086
cv_only,0.12858510360297862,2599.0986351907086
cv_only,0.13004629796210337,2599.0986351907086
cv_only,0.13150749232122813,2599.0986351907086
cv_only,0.1329686866803529,2599.0986351907086
cv_only,0.13442988103947764,2599.0986351907086
cv_only,0.1358910753986024,2599.0986351907086
cv_only,0.13735226975772716,2599.0986351907086
cv_only,0.13881346411685191,2599.0986351907086
cv_only,0.14027465847597667,2599.0986351907086
cv_only,0.14173585283510143,2599.0986351907086
cv_only,0.14319704719422618,2599.0986351907086
cv_only,0.14465824155335094,2599.0986351907086
cv_only,0.1461194359124757,2599.0986351907086
cv_only,0.14758063027160043,2599.0986351907086
cv_only,0.14904182463072518,2599.0986351907086
cv_only,0.15050301898984994,2599.0986351907086
cv_only,0.15196421334897472,2599.0986351907086
cv_only,0.15342540770809948,2599.0986351907086
