implementation,instance,seed,iterations,runtime_seconds,cost,complete,feasible,completed_clients,total_clients,completed_delivery,total_delivery,no_duplicate_clients
frozen_pyvrp,PR11B,11,1000,15.309831749997102,4926611,True,True,360,360,4700000,4700000,True
