stage,trigger_second,trigger_cause,revealed_in_batch,active_customers,committed_customers,future_customers,iterations,runtime_seconds,population_size,initial_feasible_candidates,best_cost,best_emissions_kg,history_preserved,completed_customers,total_active_customers,termination_status,readiness_charging_kwh_cumulative
1,25200.0,fixed_interval,1,41,0,41,0,0.0644210419850424,2,1,1809.4103336193698,181.7646695212334,True,41,41,MECHANICAL_REGRET2_INSERTION,0
2,28800.0,fixed_interval,1,42,0,42,0,0.06809733295813203,2,1,2031.257031474274,181.7646695212334,True,42,42,MECHANICAL_REGRET2_INSERTION,0
3,30600.0,fixed_interval,2,44,0,44,0,0.20649887499166653,2,1,2365.0311386225917,213.56647876513253,True,44,44,MECHANICAL_REGRET2_INSERTION,0
4,34200.0,fixed_interval,1,45,0,45,0,0.0853351250407286,2,1,2377.5677489998243,216.0969989171481,True,45,45,MECHANICAL_REGRET2_INSERTION,0
5,37800.0,fixed_interval,1,46,0,46,0,0.07942324999021366,2,1,2382.1514814703933,217.08479580803714,True,46,46,MECHANICAL_REGRET2_INSERTION,0
6,41400.0,fixed_interval,1,47,0,47,0,0.08366229198873043,2,1,2387.260708554811,218.2019549666049,True,47,47,MECHANICAL_REGRET2_INSERTION,0
7,43200.0,fixed_interval,1,48,16,32,0,0.05673354200553149,2,1,2392.683325104046,219.47609894386937,True,48,48,MECHANICAL_REGRET2_INSERTION,0
8,45000.0,fixed_interval,1,49,27,22,0,0.08266491699032485,2,1,2404.4757345221706,219.47609894386937,True,49,49,MECHANICAL_REGRET2_INSERTION,0
9,50400.0,fixed_interval,1,50,39,11,0,0.031005583005025983,2,1,2453.711503503042,229.39618550742404,True,50,50,MECHANICAL_REGRET2_INSERTION,0
