task_id,instance_id,region,tier,seed,HGS-F_cost,HGS-F_cpu_seconds,HGS-E_cost,HGS-E_cpu_seconds,HGS-M_cost,HGS-M_cpu_seconds,MV-HGS-SP_cost,MV-HGS-SP_cpu_seconds,HGS-F_emissions_kg,HGS-E_emissions_kg,HGS-M_emissions_kg,MV-HGS-SP_emissions_kg,complete_candidate_attempts,wallclock_safety_triggered,all_charging_on_registered_date,all_depot_charging_finishes_before_departure,mip_status,mip_status_class,mip_message,mip_incumbent_available,mip_objective,mip_dual_bound,mip_gap,mip_node_count,mip_time_limit_seconds,mip_optimality_proven,selected_source,witness_sha256,input_manifest_sha256,responsibility_map_sha256,status
D6-E2__cn-jjj-20c-01-V2-LOCATIONS__seed1,cn-jjj-20c-01-V2-LOCATIONS,jjj,20,1,992.0656343726765,10.041952582992963,992.0656343726765,9.102197500003967,992.0656343726765,9.896067417008453,992.0656343726765,29.100741415997618,95.98484588235921,95.98484588235921,95.98484588235921,95.98484588235921,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,992.0656343726764,992.0656343726764,0.0,0,5.0,True,best_exact_hgs_parent,dc205bb29e0c380d82b0f1564b0e5a947eb286eff67d10204df9b728159cc910,a426c30ee6ea57b482cbd0ad87d455a80649bbdefca28fb026b621eead5267c2,ce8eef307f30a2eb79cadbd187f806f78d3e99e4a6324cf6b9a792c91e7815e0,PASS
D6-E2__cn-jjj-20c-01-V2-LOCATIONS__seed2,cn-jjj-20c-01-V2-LOCATIONS,jjj,20,2,992.0656343726765,8.869647332991008,992.0656343726765,10.048815917005413,992.0656343726765,9.567370250006206,992.0656343726765,28.54916820800281,95.98484588235921,95.98484588235921,95.98484588235921,95.98484588235921,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,992.0656343726764,992.0656343726764,0.0,0,5.0,True,best_exact_hgs_parent,dc205bb29e0c380d82b0f1564b0e5a947eb286eff67d10204df9b728159cc910,a426c30ee6ea57b482cbd0ad87d455a80649bbdefca28fb026b621eead5267c2,ce8eef307f30a2eb79cadbd187f806f78d3e99e4a6324cf6b9a792c91e7815e0,PASS
D6-E2__cn-jjj-20c-01-V2-LOCATIONS__seed3,cn-jjj-20c-01-V2-LOCATIONS,jjj,20,3,992.0656343726765,9.42727279200335,992.0656343726765,10.339861291999114,992.0656343726765,9.441208958000061,992.0656343726765,29.26645345900033,95.98484588235921,95.98484588235921,95.98484588235921,95.98484588235921,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,992.0656343726764,992.0656343726764,0.0,0,5.0,True,best_exact_hgs_parent,dc205bb29e0c380d82b0f1564b0e5a947eb286eff67d10204df9b728159cc910,a426c30ee6ea57b482cbd0ad87d455a80649bbdefca28fb026b621eead5267c2,ce8eef307f30a2eb79cadbd187f806f78d3e99e4a6324cf6b9a792c91e7815e0,PASS
D6-E2__cn-jjj-20c-01-V2-LOCATIONS__seed4,cn-jjj-20c-01-V2-LOCATIONS,jjj,20,4,992.0656343726765,9.837968624997302,992.0656343726765,9.477095707989065,992.0656343726765,10.560717125001247,992.0656343726765,29.926970957996673,95.98484588235921,95.98484588235921,95.98484588235921,95.98484588235921,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,992.0656343726764,992.0656343726764,0.0,0,5.0,True,best_exact_hgs_parent,7c750122f8a7c31b61b7e1d738faa5dcc3bce1c0ac302c75d227744febee307c,a426c30ee6ea57b482cbd0ad87d455a80649bbdefca28fb026b621eead5267c2,ce8eef307f30a2eb79cadbd187f806f78d3e99e4a6324cf6b9a792c91e7815e0,PASS
D6-E2__cn-jjj-20c-01-V2-LOCATIONS__seed5,cn-jjj-20c-01-V2-LOCATIONS,jjj,20,5,992.0656343726765,10.709996999998111,992.0656343726765,10.202284749990213,992.0656343726765,10.060789583003498,992.0656343726765,31.04096420800488,95.98484588235921,95.98484588235921,95.98484588235921,95.98484588235921,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,992.0656343726764,992.0656343726764,0.0,0,5.0,True,best_exact_hgs_parent,dc205bb29e0c380d82b0f1564b0e5a947eb286eff67d10204df9b728159cc910,a426c30ee6ea57b482cbd0ad87d455a80649bbdefca28fb026b621eead5267c2,ce8eef307f30a2eb79cadbd187f806f78d3e99e4a6324cf6b9a792c91e7815e0,PASS
D6-E2__cn-jjj-20c-02-V2-LOCATIONS__seed1,cn-jjj-20c-02-V2-LOCATIONS,jjj,20,1,1231.3244240347594,9.82868174999021,1233.3313763030599,10.542462207988137,1233.3313763030599,10.081206334012677,1231.3244240347594,30.53186599999026,109.8124447454657,110.19105363341257,110.19105363341257,109.8124447454657,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,1231.3244240347594,1231.3244240347594,0.0,1,5.0,True,best_exact_hgs_parent,0dc8b9f78292dac90c70cbc029d4d130e8537092422d7c1fdd85e0cfa3306863,81409f6e1e8e3220f050f79ac94ec5dbdfd620f9f9014ad1c9c407d7ef456d4c,ce8eef307f30a2eb79cadbd187f806f78d3e99e4a6324cf6b9a792c91e7815e0,PASS
D6-E2__cn-jjj-20c-02-V2-LOCATIONS__seed2,cn-jjj-20c-02-V2-LOCATIONS,jjj,20,2,1231.3244240347594,10.241553958010627,1233.3313763030599,10.325792750008986,1233.3313763030599,9.776714334002463,1231.3244240347594,30.411883208013023,109.8124447454657,110.19105363341257,110.19105363341257,109.8124447454657,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,1231.3244240347594,1231.3244240347594,0.0,0,5.0,True,best_exact_hgs_parent,0dc8b9f78292dac90c70cbc029d4d130e8537092422d7c1fdd85e0cfa3306863,81409f6e1e8e3220f050f79ac94ec5dbdfd620f9f9014ad1c9c407d7ef456d4c,ce8eef307f30a2eb79cadbd187f806f78d3e99e4a6324cf6b9a792c91e7815e0,PASS
D6-E2__cn-jjj-20c-02-V2-LOCATIONS__seed3,cn-jjj-20c-02-V2-LOCATIONS,jjj,20,3,1231.3244240347594,10.740314374997979,1233.3313763030599,9.712064124993049,1233.3313763030599,9.073188833004679,1231.3244240347594,29.588373332997435,109.8124447454657,110.19105363341257,110.19105363341257,109.8124447454657,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,1231.3244240347594,1231.3244240347594,0.0,1,5.0,True,best_exact_hgs_parent,90ee33f829612c2a05b1ccca51ee3864155453bacafa38c87cf570257b42724b,81409f6e1e8e3220f050f79ac94ec5dbdfd620f9f9014ad1c9c407d7ef456d4c,ce8eef307f30a2eb79cadbd187f806f78d3e99e4a6324cf6b9a792c91e7815e0,PASS
D6-E2__cn-jjj-20c-02-V2-LOCATIONS__seed4,cn-jjj-20c-02-V2-LOCATIONS,jjj,20,4,1231.3244240347594,9.274649124999996,1233.3313763030599,9.42157158399641,1233.3313763030599,9.599238665992743,1231.3244240347594,28.358074582996778,109.8124447454657,110.19105363341257,110.19105363341257,109.8124447454657,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,1231.3244240347594,1231.3244240347594,0.0,1,5.0,True,best_exact_hgs_parent,7d275b8464a94fcfa8161168392369eb5b710d3896352e5c2f87c00feaf85e38,81409f6e1e8e3220f050f79ac94ec5dbdfd620f9f9014ad1c9c407d7ef456d4c,ce8eef307f30a2eb79cadbd187f806f78d3e99e4a6324cf6b9a792c91e7815e0,PASS
D6-E2__cn-jjj-20c-02-V2-LOCATIONS__seed5,cn-jjj-20c-02-V2-LOCATIONS,jjj,20,5,1231.3244240347594,9.312848500005202,1233.3313763030599,9.579533540992998,1233.3313763030599,10.767676957999356,1231.3244240347594,29.722361624997575,109.8124447454657,110.19105363341257,110.19105363341257,109.8124447454657,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,1231.3244240347594,1231.3244240347594,0.0,1,5.0,True,best_exact_hgs_parent,1b15f25090a227fc46443439fbf67b875773cd145fa37c3588e0fc7a221974e3,81409f6e1e8e3220f050f79ac94ec5dbdfd620f9f9014ad1c9c407d7ef456d4c,ce8eef307f30a2eb79cadbd187f806f78d3e99e4a6324cf6b9a792c91e7815e0,PASS
D6-E2__cn-jjj-20c-03-V2-LOCATIONS__seed1,cn-jjj-20c-03-V2-LOCATIONS,jjj,20,1,1270.1048844877548,9.873040624996065,1270.1048844877548,10.895340417002444,1277.0427895191933,14.053910624992568,1270.1048844877548,34.884374500004924,117.70123054534841,117.70123054534841,119.25760204962592,117.70123054534841,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,1270.104884487755,1270.104884487755,0.0,1,5.0,True,best_exact_hgs_parent,ad3f0d0cf2c938a2f708fc8016d872d58e8aafd2fb991b02e6057fe43ceba20c,185e86ca542b72015f5ae503b27c019321d75b4f8dfb4286c4ca34e5113026a3,ce8eef307f30a2eb79cadbd187f806f78d3e99e4a6324cf6b9a792c91e7815e0,PASS
D6-E2__cn-jjj-20c-03-V2-LOCATIONS__seed2,cn-jjj-20c-03-V2-LOCATIONS,jjj,20,2,1270.1048844877548,11.00916270801099,1270.1048844877548,14.17369883399806,1277.0427895191933,11.627567332994658,1270.1048844877548,36.881458625008236,117.70123054534841,117.70123054534841,119.25760204962592,117.70123054534841,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,1270.104884487755,1270.104884487755,0.0,1,5.0,True,best_exact_hgs_parent,43b233a8e3b5cf24a8c286eb9430105e92f28fc27026c22ed5ecb0065c73b46e,185e86ca542b72015f5ae503b27c019321d75b4f8dfb4286c4ca34e5113026a3,ce8eef307f30a2eb79cadbd187f806f78d3e99e4a6324cf6b9a792c91e7815e0,PASS
D6-E2__cn-jjj-20c-03-V2-LOCATIONS__seed3,cn-jjj-20c-03-V2-LOCATIONS,jjj,20,3,1270.1048844877548,14.20375224998861,1270.1048844877548,11.467850458997418,1277.0427895191933,13.262520541000413,1270.1048844877548,38.99382779200096,117.70123054534841,117.70123054534841,119.25760204962592,117.70123054534841,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,1270.104884487755,1270.104884487755,0.0,1,5.0,True,best_exact_hgs_parent,a3502ea90138a3bc67e8f3f5362406a53489bb225d8fdf2c4118e5f7f93b35cb,185e86ca542b72015f5ae503b27c019321d75b4f8dfb4286c4ca34e5113026a3,ce8eef307f30a2eb79cadbd187f806f78d3e99e4a6324cf6b9a792c91e7815e0,PASS
D6-E2__cn-jjj-20c-03-V2-LOCATIONS__seed4,cn-jjj-20c-03-V2-LOCATIONS,jjj,20,4,1270.1048844877548,11.735282833004021,1270.1048844877548,12.92645016599272,1277.4532966950603,11.40035783300118,1270.1048844877548,36.155078209005296,117.70123054534841,117.70123054534841,119.16699465526715,117.70123054534841,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,1270.104884487755,1270.104884487755,0.0,1,5.0,True,best_exact_hgs_parent,eb1d9b50fd4a4b0240ed0cf63611bd049e83ecd1c537349bd6f7f835cad2dd2c,185e86ca542b72015f5ae503b27c019321d75b4f8dfb4286c4ca34e5113026a3,ce8eef307f30a2eb79cadbd187f806f78d3e99e4a6324cf6b9a792c91e7815e0,PASS
D6-E2__cn-jjj-20c-03-V2-LOCATIONS__seed5,cn-jjj-20c-03-V2-LOCATIONS,jjj,20,5,1270.1048844877548,12.583738582994556,1270.1048844877548,11.052839374999166,1277.0427895191933,9.822198791007395,1270.1048844877548,33.53172975000052,117.70123054534841,117.70123054534841,119.25760204962592,117.70123054534841,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,1270.104884487755,1270.104884487755,0.0,1,5.0,True,best_exact_hgs_parent,e5f1acd096919b417d086bd42c206f1e93e3431d9b7061c37f2ac922236caa9f,185e86ca542b72015f5ae503b27c019321d75b4f8dfb4286c4ca34e5113026a3,ce8eef307f30a2eb79cadbd187f806f78d3e99e4a6324cf6b9a792c91e7815e0,PASS
D6-E2__cn-jjj-25c-01-V2-LOCATIONS__seed1,cn-jjj-25c-01-V2-LOCATIONS,jjj,25,1,1300.098988738683,12.431822083002771,1326.1206720451082,10.70797054200375,1326.1206720451082,10.541374915992492,1300.098988738683,33.789473666998674,123.87153612308916,128.85222003464477,128.85222003464477,123.87153612308916,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,1300.098988738683,1300.098988738683,0.0,1,5.0,True,best_exact_hgs_parent,b4d5719dc4166026cdd29f964672bdf4124a29324dcecc6d04882dcc03a918bf,8d243bb3f0c93d7570382b6f80b16619a14e42f08a64208a5aad120fe4f1784f,a321ed453f3c350191ab211b013e5d77ea60121b55524cbfc0127cfe4065a026,PASS
D6-E2__cn-jjj-25c-01-V2-LOCATIONS__seed2,cn-jjj-25c-01-V2-LOCATIONS,jjj,25,2,1300.098988738683,11.443670124994242,1326.1206720451082,11.173110834002728,1326.1206720451082,10.700560208002571,1300.098988738683,33.40571108300355,123.87153612308916,128.85222003464477,128.85222003464477,123.87153612308916,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,1300.098988738683,1300.098988738683,0.0,1,5.0,True,best_exact_hgs_parent,85d38819865ab090d1fe180603bdaca4b45b7ba4d73c02d8b954e880e54f9a50,8d243bb3f0c93d7570382b6f80b16619a14e42f08a64208a5aad120fe4f1784f,a321ed453f3c350191ab211b013e5d77ea60121b55524cbfc0127cfe4065a026,PASS
D6-E2__cn-jjj-25c-01-V2-LOCATIONS__seed3,cn-jjj-25c-01-V2-LOCATIONS,jjj,25,3,1300.098988738683,12.957425582993892,1326.1206720451082,10.731589540999266,1326.1206720451082,9.989296250001644,1300.098988738683,33.78496333300427,123.87153612308916,128.85222003464477,128.85222003464477,123.87153612308916,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,1300.098988738683,1300.098988738683,0.0,1,5.0,True,best_exact_hgs_parent,c4adf45b1ea6134b0502b167e9ba2a79ca6fdb4d61c053150cb870d89450d04f,8d243bb3f0c93d7570382b6f80b16619a14e42f08a64208a5aad120fe4f1784f,a321ed453f3c350191ab211b013e5d77ea60121b55524cbfc0127cfe4065a026,PASS
D6-E2__cn-jjj-25c-01-V2-LOCATIONS__seed4,cn-jjj-25c-01-V2-LOCATIONS,jjj,25,4,1300.098988738683,12.1052394159924,1326.1206720451082,10.33306658299989,1326.1206720451082,10.430065624997951,1300.098988738683,32.9802947499993,123.87153612308916,128.85222003464477,128.85222003464477,123.87153612308916,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,1300.098988738683,1300.098988738683,0.0,1,5.0,True,best_exact_hgs_parent,1b2067e12db58b4c292dbb1bda24c901d3d55844d92b2832f77764e9579915ae,8d243bb3f0c93d7570382b6f80b16619a14e42f08a64208a5aad120fe4f1784f,a321ed453f3c350191ab211b013e5d77ea60121b55524cbfc0127cfe4065a026,PASS
D6-E2__cn-jjj-25c-01-V2-LOCATIONS__seed5,cn-jjj-25c-01-V2-LOCATIONS,jjj,25,5,1300.098988738683,11.700012833985966,1326.1206720451082,10.790385582993622,1326.1206720451082,9.596495042002061,1300.098988738683,32.163887125003384,123.87153612308916,128.85222003464477,128.85222003464477,123.87153612308916,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,1300.098988738683,1300.098988738683,0.0,1,5.0,True,best_exact_hgs_parent,ed69fb2ab167b90ae912a89f89d057fec48b9fd7227cbe08ef063e665a389662,8d243bb3f0c93d7570382b6f80b16619a14e42f08a64208a5aad120fe4f1784f,a321ed453f3c350191ab211b013e5d77ea60121b55524cbfc0127cfe4065a026,PASS
D6-E2__cn-jjj-25c-02-V2-LOCATIONS__seed1,cn-jjj-25c-02-V2-LOCATIONS,jjj,25,1,1557.1819437454428,12.428036915996927,1582.458172989338,10.840164209002978,1585.1340912221365,9.927467082990916,1557.1819437454428,33.28043658399838,140.65233990659377,145.5943838427228,146.10999737402418,140.65233990659377,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,1557.1819437454426,1557.1819437454426,0.0,1,5.0,True,best_exact_hgs_parent,406f83d9cc76aa673e1851ff6dfb132b615349e45d375f3a74996a5de77a981a,1101ff7f3b9f9624a5e31656055f1c963e654e285242a90a58208502cb0634e2,a321ed453f3c350191ab211b013e5d77ea60121b55524cbfc0127cfe4065a026,PASS
D6-E2__cn-jjj-25c-02-V2-LOCATIONS__seed2,cn-jjj-25c-02-V2-LOCATIONS,jjj,25,2,1557.1819437454428,11.199572500001523,1585.1340912221365,10.464928459012299,1582.7932490708477,11.75035995899816,1557.1819437454428,33.50805066600151,140.65233990659377,146.10999737402418,145.6909744328574,140.65233990659377,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,1557.1819437454426,1557.1819437454426,0.0,1,5.0,True,best_exact_hgs_parent,6e292114c4e3f6ae9ee6b76faa0f21f4cf3beca9482665f241894b88a16b32c1,1101ff7f3b9f9624a5e31656055f1c963e654e285242a90a58208502cb0634e2,a321ed453f3c350191ab211b013e5d77ea60121b55524cbfc0127cfe4065a026,PASS
D6-E2__cn-jjj-25c-02-V2-LOCATIONS__seed3,cn-jjj-25c-02-V2-LOCATIONS,jjj,25,3,1557.1819437454428,11.144271999990451,1585.1340912221365,12.183403332994203,1585.827083378477,10.825491875002626,1557.1819437454428,34.22653979099414,140.65233990659377,146.10999737402418,146.27535510410016,140.65233990659377,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,1557.1819437454462,1557.1819437454462,0.0,1,5.0,True,best_exact_hgs_parent,37654d0fb85e940f6d6f6d492fd185ceb63560ea4f8167d09886fec79ace2f54,1101ff7f3b9f9624a5e31656055f1c963e654e285242a90a58208502cb0634e2,a321ed453f3c350191ab211b013e5d77ea60121b55524cbfc0127cfe4065a026,PASS
D6-E2__cn-jjj-25c-02-V2-LOCATIONS__seed4,cn-jjj-25c-02-V2-LOCATIONS,jjj,25,4,1557.1819437454428,12.212316791992635,1582.458172989338,12.342533415998332,1585.827083378477,14.17692775001342,1557.1819437454428,39.02573116699932,140.65233990659377,145.5943838427228,146.27535510410016,140.65233990659377,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,1557.1819437454426,1557.1819437454426,0.0,1,5.0,True,best_exact_hgs_parent,faeaec4c6e4af5cfb4cbce81e1da2c53d77df66335bebddd319ba240842f7e8f,1101ff7f3b9f9624a5e31656055f1c963e654e285242a90a58208502cb0634e2,a321ed453f3c350191ab211b013e5d77ea60121b55524cbfc0127cfe4065a026,PASS
D6-E2__cn-jjj-25c-02-V2-LOCATIONS__seed5,cn-jjj-25c-02-V2-LOCATIONS,jjj,25,5,1557.1819437454428,13.070979165990138,1581.3073256668642,14.503694166007335,1585.827083378477,12.62459133300581,1557.1819437454428,40.295320542005356,140.65233990659377,145.28683894871787,146.27535510410016,140.65233990659377,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,1557.1819437454426,1557.1819437454426,0.0,1,5.0,True,best_exact_hgs_parent,2510f0a337ab99dbec782f0e70d148646042892ec2f1ce8a85c65d0a053fce0c,1101ff7f3b9f9624a5e31656055f1c963e654e285242a90a58208502cb0634e2,a321ed453f3c350191ab211b013e5d77ea60121b55524cbfc0127cfe4065a026,PASS
D6-E2__cn-jjj-25c-03-V2-LOCATIONS__seed1,cn-jjj-25c-03-V2-LOCATIONS,jjj,25,1,1608.1900296595925,11.86379620799562,1629.3894935946548,13.685889125001268,1637.4754148759093,13.044202040997334,1608.1900296595925,38.713898584013805,150.95792944086986,154.92102752259618,156.66707416159733,150.95792944086986,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,1608.1900296595925,1608.1900296595925,0.0,1,5.0,True,best_exact_hgs_parent,9e6b442c095cddd6a37255eadd489bb1d8aef80cff1403008fedd196b3c3b477,f3c8e5885222c72b34c83c43516c1dd02bbbbf3d6cc3f6ce36506091440cc913,a321ed453f3c350191ab211b013e5d77ea60121b55524cbfc0127cfe4065a026,PASS
D6-E2__cn-jjj-25c-03-V2-LOCATIONS__seed2,cn-jjj-25c-03-V2-LOCATIONS,jjj,25,2,1608.1900296595925,12.651366291989689,1629.3894935946548,13.307481749987346,1636.30230299442,12.546147082990501,1608.1900296595925,38.59089404200495,150.95792944086986,154.92102752259618,156.48800016963176,150.95792944086986,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,1608.1900296595925,1608.1900296595925,0.0,1,5.0,True,best_exact_hgs_parent,8229564d5ab0d12691efcb74b7c17add1a6c55ab83879a6665bfe206675171c0,f3c8e5885222c72b34c83c43516c1dd02bbbbf3d6cc3f6ce36506091440cc913,a321ed453f3c350191ab211b013e5d77ea60121b55524cbfc0127cfe4065a026,PASS
D6-E2__cn-jjj-25c-03-V2-LOCATIONS__seed3,cn-jjj-25c-03-V2-LOCATIONS,jjj,25,3,1608.1900296595925,12.591209624995827,1631.6711305181757,13.555666292013484,1626.2752518130446,12.709864458010998,1608.1900296595925,38.94653450000624,150.95792944086986,155.73351197198986,154.43679701572884,150.95792944086986,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,1608.1900296595925,1608.1900296595925,0.0,1,5.0,True,best_exact_hgs_parent,09eacc589c4efd901da58deb6c6d3566cb1be16187bad36d8f3efafc8113a00c,f3c8e5885222c72b34c83c43516c1dd02bbbbf3d6cc3f6ce36506091440cc913,a321ed453f3c350191ab211b013e5d77ea60121b55524cbfc0127cfe4065a026,PASS
D6-E2__cn-jjj-25c-03-V2-LOCATIONS__seed4,cn-jjj-25c-03-V2-LOCATIONS,jjj,25,4,1608.1900296595925,12.675761542006512,1632.784306268526,12.800564709003083,1637.4754148759093,11.683718999993289,1608.1900296595925,37.248230249999324,150.95792944086986,155.7571856260917,156.66707416159733,150.95792944086986,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,1608.1900296595925,1608.1900296595925,0.0,1,5.0,True,best_exact_hgs_parent,9968222ef7518f1129c4b3d935b01d2a883d80afa3cea31bdbdd4ce25d3e5f8b,f3c8e5885222c72b34c83c43516c1dd02bbbbf3d6cc3f6ce36506091440cc913,a321ed453f3c350191ab211b013e5d77ea60121b55524cbfc0127cfe4065a026,PASS
D6-E2__cn-jjj-25c-03-V2-LOCATIONS__seed5,cn-jjj-25c-03-V2-LOCATIONS,jjj,25,5,1608.1900296595925,11.556593375004013,1637.4754148759093,11.729992499997024,1637.4754148759093,10.936240958006238,1608.1900296595925,34.3233665000007,150.95792944086986,156.66707416159733,156.66707416159733,150.95792944086986,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,1608.1900296595925,1608.1900296595925,0.0,1,5.0,True,best_exact_hgs_parent,f9ad2af140f78dde985932bceb182aea89f0d26f491c3577e1c92539eac841b4,f3c8e5885222c72b34c83c43516c1dd02bbbbf3d6cc3f6ce36506091440cc913,a321ed453f3c350191ab211b013e5d77ea60121b55524cbfc0127cfe4065a026,PASS
D6-E2__cn-jjj-50c-01-V2-LOCATIONS__seed1,cn-jjj-50c-01-V2-LOCATIONS,jjj,50,1,2474.430149624234,21.311739583004965,2474.430149624234,24.156704624998383,2474.430149624234,24.36522695799067,2474.430149624234,70.30879212499713,222.2771831244743,222.2771831244743,222.2771831244743,222.2771831244743,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,2474.4301496242338,2474.4301496242338,0.0,1,5.0,True,best_exact_hgs_parent,8086704b71d18479fe26e9003a4479cf7f0fcebd14628a3c7d24ad7975ffe47b,c1099f6f7f0d022255f674c76395947c32ba6dabf41f1664ae3b37ca61c9c8af,c52e9f4a98d3552b2543ca98cf394be64c32d6756b0ab328033094eea416781a,PASS
D6-E2__cn-jjj-50c-01-V2-LOCATIONS__seed2,cn-jjj-50c-01-V2-LOCATIONS,jjj,50,2,2474.430149624234,19.5090758340084,2474.430149624234,24.2098795829952,2474.430149624234,24.24969195900485,2474.430149624234,68.40979391700239,222.2771831244743,222.2771831244743,222.2771831244743,222.2771831244743,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,2474.4301496242338,2474.4301496242338,0.0,1,5.0,True,best_exact_hgs_parent,ee683c7b230a63bd6da5b961c1839f165ca43676bfcd9a167afeb079528dbc60,c1099f6f7f0d022255f674c76395947c32ba6dabf41f1664ae3b37ca61c9c8af,c52e9f4a98d3552b2543ca98cf394be64c32d6756b0ab328033094eea416781a,PASS
D6-E2__cn-jjj-50c-01-V2-LOCATIONS__seed3,cn-jjj-50c-01-V2-LOCATIONS,jjj,50,3,2474.430149624234,20.329692375002196,2474.430149624234,25.080251167004462,2474.430149624234,24.363494374993024,2474.430149624234,70.19560612499481,222.2771831244743,222.2771831244743,222.2771831244743,222.2771831244743,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,2474.4301496242338,2474.4301496242338,0.0,1,5.0,True,best_exact_hgs_parent,8086704b71d18479fe26e9003a4479cf7f0fcebd14628a3c7d24ad7975ffe47b,c1099f6f7f0d022255f674c76395947c32ba6dabf41f1664ae3b37ca61c9c8af,c52e9f4a98d3552b2543ca98cf394be64c32d6756b0ab328033094eea416781a,PASS
D6-E2__cn-jjj-50c-01-V2-LOCATIONS__seed4,cn-jjj-50c-01-V2-LOCATIONS,jjj,50,4,2474.430149624234,20.69453112500196,2474.430149624234,24.993257958005415,2474.430149624234,23.558053290995304,2474.430149624234,69.8591842080059,222.2771831244743,222.2771831244743,222.2771831244743,222.2771831244743,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,2474.4301496242338,2474.4301496242338,0.0,1,5.0,True,best_exact_hgs_parent,8086704b71d18479fe26e9003a4479cf7f0fcebd14628a3c7d24ad7975ffe47b,c1099f6f7f0d022255f674c76395947c32ba6dabf41f1664ae3b37ca61c9c8af,c52e9f4a98d3552b2543ca98cf394be64c32d6756b0ab328033094eea416781a,PASS
D6-E2__cn-jjj-50c-01-V2-LOCATIONS__seed5,cn-jjj-50c-01-V2-LOCATIONS,jjj,50,5,2474.430149624234,20.15644400000747,2474.430149624234,25.24661112499598,2474.430149624234,24.031995416997233,2474.430149624234,69.8793768339965,222.2771831244743,222.2771831244743,222.2771831244743,222.2771831244743,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,2474.4301496242338,2474.4301496242338,0.0,1,5.0,True,best_exact_hgs_parent,774c0e5d1bec82c60ac776a1ca4f1e6148b8e86a51db7af5c870b316d760004f,c1099f6f7f0d022255f674c76395947c32ba6dabf41f1664ae3b37ca61c9c8af,c52e9f4a98d3552b2543ca98cf394be64c32d6756b0ab328033094eea416781a,PASS
