instance_id,arm,seed,iterations,runtime_seconds,initial_total_cost_cny,total_cost_cny,total_emissions_kg,cv_direct_emissions_kg,ev_indirect_emissions_kg,used_cv,used_ev,electricity_kwh,customers_served,customers_total,demand_served,demand_total,caps_by_depot_json,individual_fingerprint
cn-jjj-50c-01-V2-LOCATIONS,BOTH_TYPES_AVAILABLE,11,7,59.94227724999655,2409.588573273671,2115.554625527596,171.62389903973016,0.0,171.62389903973016,0,8,279.35759710504766,50,50,13264.0,13264.0,"{""D_beijing"": {""num_cv"": 6, ""num_ev"": 6, ""total_fleet_cap"": 6}, ""D_tianjin"": {""num_cv"": 3, ""num_ev"": 3, ""total_fleet_cap"": 3}}",cacb55cdaad701f191cf23e48d4ff6551dada397fd9f323baaf710f0fa543fc3
