instance,seed,objective,iterations,runtime_seconds,end_to_end_seconds,complete,feasible,independent_valid
PR11A,1,6849667,11109,8.500126541999634,8.671713540970813,true,true,true
PR17A,1,6439328,10895,8.500115457980428,8.661122707999311,true,true,true
PR21A,1,6395861,11849,8.500737541005947,8.759694374981336,true,true,true
