implementation,instance,seed,iterations,runtime_seconds,cost,complete,feasible,completed_clients,total_clients,completed_delivery,total_delivery,no_duplicate_clients
independent,PR11B,11,27328,253.78448745899368,4818916,True,True,360,360,4700000,4700000,True
