bundle,left_algorithm,baseline_algorithm,paired_n,wins,mean_relative_pct,std_relative_pct,min_relative_pct,max_relative_pct
models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,best_static_meta,default_alpha_ucb_meta,5,3,1.0671454318809936,2.7791988268872836,-2.577031372040678,4.805766833482626
models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,best_static_meta,default_alpha_ucb_meta,5,4,1.9076305917112837,2.649233586100024,-2.7170747035545837,3.8438583717088517
