bundle,left_algorithm,baseline_algorithm,paired_n,wins,mean_relative_pct,std_relative_pct,min_relative_pct,max_relative_pct
models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,block_meta_best,best_static_meta,5,2,0.14669612636492568,3.0280944261638965,-3.884883787170738,4.365061781110876
models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,block_meta_best,best_static_meta,5,2,0.5756065471152463,1.7218080910609932,-0.873825338511091,3.405724968885561
models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,block_meta_best,best_static_meta,5,1,-1.0829742882228444,1.3418467979719089,-3.014697533577176,0.5302262372935731
