algorithm,bundle,seed,eval_budget,best_obj,actual_evals,candidate_scores,repair_delta_count,operator_base_id,control_mode,violation_count,feasible,solution_signature_hash,operator_counts,destroy_counts,repair_counts,q_ratio_counts,worker_python_executable,worker_python_version,worker_numpy_version,elapsed_seconds,runtime_target_seconds,model_label,checkpoint_update,eval_mode,bundle_role,selection_mode,meta_q_ratio,meta_threshold_ratio,meta_exploration_ratio
block_meta_refine,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,1,13100,3523.0076687900737,13100,13100,5148169,winner_kernel_v1,block_ppo,0,1,10795f107b9c3996069df24b7a47a06cc887294cb422405fc929bb330e14c75c,{},"{""alpha_ucb"":410}","{""alpha_ucb"":410}","{""0.400000"":410}",C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,1912.3437991000246,900.0,checkpoint_0030,30,refine,held_out,block_meta_masked,,,
block_meta_refine,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,2,13100,3581.4715279077714,13100,13100,4839925,winner_kernel_v1,block_ppo,0,1,2c2d42eecf7e2d8e6c8eb73cdad4cfabf9c15779bc536861ac9924f7e96ec97d,{},"{""alpha_ucb"":410}","{""alpha_ucb"":410}","{""0.400000"":410}",C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,1672.9474119999795,900.0,checkpoint_0030,30,refine,held_out,block_meta_masked,,,
block_meta_refine,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,3,13100,3552.7050743356644,13100,13100,5117107,winner_kernel_v1,block_ppo,0,1,27930796215fe8ced57265e085e0339c32048a593bebc07891741d65c0307f50,{},"{""alpha_ucb"":410}","{""alpha_ucb"":410}","{""0.400000"":410}",C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,1699.4923012999934,900.0,checkpoint_0030,30,refine,held_out,block_meta_masked,,,
block_meta_refine,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,1,13100,3527.3133842344328,13100,13100,5128749,winner_kernel_v1,block_ppo,0,1,a94111eccffc3220ae6666466331565eefbdcde0ef2c8f7498a63b4ad8d11c2e,{},"{""alpha_ucb"":410}","{""alpha_ucb"":410}","{""0.400000"":410}",C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,1788.5148525999975,900.0,checkpoint_0020,20,refine,held_out,block_meta_masked,,,
block_meta_refine,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,2,13100,3590.218787036377,13100,13100,4804986,winner_kernel_v1,block_ppo,0,1,86e461d232982273c0c0065797198eda06da24cc8f7d64189fa94d47e0779a44,{},"{""alpha_ucb"":410}","{""alpha_ucb"":410}","{""0.400000"":410}",C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,1771.688320700021,900.0,checkpoint_0020,20,refine,held_out,block_meta_masked,,,
block_meta_refine,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,3,13100,3552.7050743356644,13100,13100,5116976,winner_kernel_v1,block_ppo,0,1,27930796215fe8ced57265e085e0339c32048a593bebc07891741d65c0307f50,{},"{""alpha_ucb"":410}","{""alpha_ucb"":410}","{""0.400000"":410}",C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,1792.544433699979,900.0,checkpoint_0020,20,refine,held_out,block_meta_masked,,,
block_meta_refine,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,1,13100,3530.8767680310402,13100,13100,5057582,winner_kernel_v1,block_ppo,0,1,18d13559505fab491ef5d61d22289e5a126daa10ed5f1b942b9f37194534d631,{},"{""alpha_ucb"":410}","{""alpha_ucb"":410}","{""0.400000"":410}",C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,1895.892598699953,900.0,checkpoint_0010,10,refine,held_out,block_meta_masked,,,
block_meta_refine,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,2,13100,3605.244428405085,13100,13100,4840272,winner_kernel_v1,block_ppo,0,1,e025f05d2485a38df891e5593a85ff8015ced2fd165e9ee27f2a4d60e8aea5e6,{},"{""alpha_ucb"":410}","{""alpha_ucb"":410}","{""0.400000"":410}",C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,1715.157229000004,900.0,checkpoint_0010,10,refine,held_out,block_meta_masked,,,
block_meta_refine,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,3,13100,3552.6417134782887,13100,13100,5147584,winner_kernel_v1,block_ppo,0,1,d60d1504ca6aab12a8d378cdbf98173fc9e6bf8c16c64a034d45953ca27eefb4,{},"{""alpha_ucb"":410}","{""alpha_ucb"":410}","{""0.400000"":410}",C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,1637.8102004000102,900.0,checkpoint_0010,10,refine,held_out,block_meta_masked,,,
block_meta_refine,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,1,13100,3677.5099017411712,13100,13100,2801569,winner_kernel_v1,block_ppo,0,1,f56a70e03802c2a804e4b940c8edcb71e3b20cb0fd6a92b9d5006e67b0a15c06,{},"{""alpha_ucb"":410}","{""alpha_ucb"":410}","{""0.300000"":410}",C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,1135.9392004999681,900.0,final,595,refine,held_out,block_meta_masked,,,
