algorithm,bundle,seed,eval_budget,best_obj,actual_evals,candidate_scores,repair_delta_count,operator_base_id,control_mode,violation_count,feasible,solution_signature_hash,operator_counts,destroy_counts,repair_counts,q_ratio_counts,worker_python_executable,worker_python_version,worker_numpy_version,elapsed_seconds,runtime_target_seconds,model_label,checkpoint_update,eval_mode,bundle_role,selection_mode,meta_q_ratio,meta_threshold_ratio,meta_exploration_ratio
default_alpha_ucb_meta,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,1,13100,3722.9234637189716,13100,13100,198790,winner_kernel_v1,block_ppo,0,1,3655ab2150880659bf1931af7ab48e5ff0ef55bcfa70589117aa7c091d6d6444,{},"{""route_segment_removal"":312,""shaw_related_removal"":1,""vehicle_type_swap"":36,""whole_route_removal"":57,""worst_customer_removal"":4}","{""greedy_insert_repair"":96,""regret2_insert_repair"":2,""regret3_insert_repair"":312}","{""0.160000"":410}",C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,295.4017399000004,900.0,default,,budget,train,alpha_ucb_meta,0.16,0.0,0.0
default_alpha_ucb_meta,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,2,13100,3562.5768629259983,13100,13100,490479,winner_kernel_v1,block_ppo,0,1,225d5d1d94ad194f004892af830d11bb92d358c80549fcbd7ac59112b13ca93d,{},"{""route_segment_removal"":334,""shaw_related_removal"":20,""vehicle_type_swap"":40,""whole_route_removal"":9,""worst_customer_removal"":7}","{""greedy_insert_repair"":64,""regret2_insert_repair"":9,""regret3_insert_repair"":337}","{""0.160000"":410}",C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,393.5672213000362,900.0,default,,budget,train,alpha_ucb_meta,0.16,0.0,0.0
default_alpha_ucb_meta,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,3,13100,3704.832271520522,13100,13100,425688,winner_kernel_v1,block_ppo,0,1,9c1d7f520ec78d0f54a32e9ab4388cb55f4d74325fae1e461e039ff3d1693929,{},"{""route_segment_removal"":342,""shaw_related_removal"":18,""vehicle_type_swap"":43,""whole_route_removal"":3,""worst_customer_removal"":4}","{""greedy_insert_repair"":45,""regret2_insert_repair"":17,""regret3_insert_repair"":348}","{""0.160000"":410}",C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,372.1302200999926,900.0,default,,budget,train,alpha_ucb_meta,0.16,0.0,0.0
default_alpha_ucb_meta,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,4,13100,3635.4861152006993,13100,13100,623126,winner_kernel_v1,block_ppo,0,1,6bc4d23a6a3812bdc67d0b25fb387d89d3a445682ba652be8eefa3d63a714d79,{},"{""route_segment_removal"":321,""shaw_related_removal"":39,""vehicle_type_swap"":40,""whole_route_removal"":1,""worst_customer_removal"":9}","{""greedy_insert_repair"":54,""regret2_insert_repair"":2,""regret3_insert_repair"":354}","{""0.160000"":410}",C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,431.19786730001215,900.0,default,,budget,train,alpha_ucb_meta,0.16,0.0,0.0
default_alpha_ucb_meta,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,5,13100,3650.0421599618985,13100,13100,421024,winner_kernel_v1,block_ppo,0,1,06211697af18c6b9e42cf1e2beac23eaa3ad40242e496288f8528a0ed5c0f3a9,{},"{""route_segment_removal"":352,""shaw_related_removal"":17,""vehicle_type_swap"":37,""worst_customer_removal"":4}","{""greedy_insert_repair"":404,""regret2_insert_repair"":3,""regret3_insert_repair"":3}","{""0.160000"":410}",C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,391.1913506000419,900.0,default,,budget,train,alpha_ucb_meta,0.16,0.0,0.0
static_alpha_ucb_meta,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,1,13100,3553.432977907054,13100,13100,2467381,winner_kernel_v1,block_ppo,0,1,f3f0a48b75d79823a142a2fc2f0b5979ecf62712a2738c7de3febba389bdc7b9,{},"{""random_customer_removal"":19,""route_segment_removal"":339,""shaw_related_removal"":7,""vehicle_type_swap"":26,""whole_route_removal"":15,""worst_customer_removal"":4}","{""greedy_insert_repair"":355,""regret2_insert_repair"":19,""regret3_insert_repair"":36}","{""0.400000"":410}",C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,821.4473448999925,900.0,meta_q0.40_t0.0000_e0.05,,budget,train,alpha_ucb_meta,0.4,0.0,0.05
static_alpha_ucb_meta,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,2,13100,3644.2117797900096,13100,13100,2019333,winner_kernel_v1,block_ppo,0,1,c51d779e715c665213b7b3590819bb193a65db16c029cfa87d2f59abb1f489cd,{},"{""random_customer_removal"":13,""route_segment_removal"":332,""shaw_related_removal"":5,""vehicle_type_swap"":33,""whole_route_removal"":23,""worst_customer_removal"":4}","{""greedy_insert_repair"":37,""regret2_insert_repair"":344,""regret3_insert_repair"":29}","{""0.400000"":410}",C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,768.8122642000089,900.0,meta_q0.40_t0.0000_e0.05,,budget,train,alpha_ucb_meta,0.4,0.0,0.05
static_alpha_ucb_meta,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,3,13100,3531.142880574166,13100,13100,2952198,winner_kernel_v1,block_ppo,0,1,bc74d25dc816e773bcdb1f2f440b1aab20e4d6ea5dbac13ef221be174c1f9529,{},"{""random_customer_removal"":23,""route_segment_removal"":318,""shaw_related_removal"":6,""vehicle_type_swap"":43,""whole_route_removal"":17,""worst_customer_removal"":3}","{""greedy_insert_repair"":373,""regret2_insert_repair"":15,""regret3_insert_repair"":22}","{""0.400000"":410}",C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,987.9640436000191,900.0,meta_q0.40_t0.0000_e0.05,,budget,train,alpha_ucb_meta,0.4,0.0,0.05
static_alpha_ucb_meta,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,4,13100,3721.869298228429,13100,13100,1527717,winner_kernel_v1,block_ppo,0,1,7fe11f704c122ee98df42e1144b5311ca3183624d1e0ed925abe0405f334a3cc,{},"{""random_customer_removal"":2,""route_segment_removal"":326,""shaw_related_removal"":5,""vehicle_type_swap"":36,""whole_route_removal"":31,""worst_customer_removal"":10}","{""greedy_insert_repair"":369,""regret2_insert_repair"":33,""regret3_insert_repair"":8}","{""0.400000"":410}",C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,645.227645499981,900.0,meta_q0.40_t0.0000_e0.05,,budget,train,alpha_ucb_meta,0.4,0.0,0.05
static_alpha_ucb_meta,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,5,13100,3753.140302532145,13100,13100,1943417,winner_kernel_v1,block_ppo,0,1,f5351b7957c05979b10fe054f8e15e2cfb65c06a503b73f182643a2a14cc89c7,{},"{""random_customer_removal"":5,""route_segment_removal"":337,""shaw_related_removal"":9,""vehicle_type_swap"":43,""whole_route_removal"":4,""worst_customer_removal"":12}","{""greedy_insert_repair"":388,""regret2_insert_repair"":7,""regret3_insert_repair"":15}","{""0.400000"":410}",C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,710.6983673999785,900.0,meta_q0.40_t0.0000_e0.05,,budget,train,alpha_ucb_meta,0.4,0.0,0.05
