task_id,group,instance_id,arm_id,algorithm,seed,terminal_status,feasible,objective_cny,hgs_iterations_actual,complete_search_evaluations_actual,complete_search_evaluations_max,post_search_certificate_evaluations,max_hgs_iterations,max_no_improvement_iterations,stop_reason,cpu_seconds,cpu_minutes,wall_seconds,violation_count,solution_path,solution_sha256,common_initial_solution_sha256,route_count,physical_vehicle_count,sp_status,sp_mip_gap,per_view_json,error_type,error_message
G2__MV_HGS_SP_FULL__S2026080203,4.3_one_factor_ablation,cn-prd-100c-01-V2-LOCATIONS,MV_HGS_SP_FULL,MV-HGS-SP full,2026080203,PASS_FEASIBLE,True,3621.569907766804,1822,98,100,1,2000,150,MAX_ITERATIONS+NO_IMPROVEMENT_150,38.15429499999999,0.6359050000000006,104.21013095800299,0,baselines/china_e3_e7/formal_algorithm_20260802/units/G2__MV_HGS_SP_FULL__S2026080203/solution.json,161d134f8fdfa8a155d7fe0c5fe79e143eb0bb5d4022dd98d56aa681ebbd28e6,d7f54cf1a1cab6cfaf9eae597f91a70f404cf861857b10c14686fce4a7d293d9,16,10,OPTIMAL,0.0,"{""cv_only"": {""complete_search_evaluations"": 31, ""hgs_iterations"": 504, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}, ""mechanism_ev"": {""complete_search_evaluations"": 34, ""hgs_iterations"": 800, ""iteration_allocation"": 800, ""no_improvement_limit"": 150, ""stop_reason"": ""MAX_ITERATIONS"", ""wallclock_safety_triggered"": false}, ""naive_ev"": {""complete_search_evaluations"": 31, ""hgs_iterations"": 518, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}}",,
G2__HGS_M_SP_NO_MULTIVIEW__S2026080203,4.3_one_factor_ablation,cn-prd-100c-01-V2-LOCATIONS,HGS_M_SP_NO_MULTIVIEW,HGS-M-SP (-multi-view),2026080203,PASS_FEASIBLE,True,3621.569907766804,812,52,100,1,2000,150,NO_IMPROVEMENT_150,30.97864800000002,0.5163108833333335,79.76275270793121,0,baselines/china_e3_e7/formal_algorithm_20260802/units/G2__HGS_M_SP_NO_MULTIVIEW__S2026080203/solution.json,53fb25dd8f70ba6c4b40172af692b99455860e3aaa1ab45c5c1e749126ccd9dc,d7f54cf1a1cab6cfaf9eae597f91a70f404cf861857b10c14686fce4a7d293d9,16,10,OPTIMAL,0.0,"{""mechanism_ev"": {""complete_search_evaluations"": 50, ""hgs_iterations"": 812, ""iteration_allocation"": 2000, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}}",,
G2__MV_HGS_NO_SP__S2026080203,4.3_one_factor_ablation,cn-prd-100c-01-V2-LOCATIONS,MV_HGS_NO_SP,MV-HGS (-timed MIP recombination),2026080203,PASS_FEASIBLE,True,3621.569907766804,1822,98,100,1,2000,150,MAX_ITERATIONS+NO_IMPROVEMENT_150,71.50579900000002,1.191763366666667,145.6808392079547,0,baselines/china_e3_e7/formal_algorithm_20260802/units/G2__MV_HGS_NO_SP__S2026080203/solution.json,6a5a43dae20f5d8c38b252ccb72a388067bad1e60ca3a9f35f6b1224af54d931,d7f54cf1a1cab6cfaf9eae597f91a70f404cf861857b10c14686fce4a7d293d9,16,10,,,"{""cv_only"": {""complete_search_evaluations"": 32, ""hgs_iterations"": 504, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}, ""mechanism_ev"": {""complete_search_evaluations"": 34, ""hgs_iterations"": 800, ""iteration_allocation"": 800, ""no_improvement_limit"": 150, ""stop_reason"": ""MAX_ITERATIONS"", ""wallclock_safety_triggered"": false}, ""naive_ev"": {""complete_search_evaluations"": 32, ""hgs_iterations"": 518, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}}",,
G2__MV_HGS_SP_FULL__S2026080204,4.3_one_factor_ablation,cn-prd-100c-01-V2-LOCATIONS,MV_HGS_SP_FULL,MV-HGS-SP full,2026080204,PASS_FEASIBLE,True,3621.569907766804,859,87,100,1,2000,150,NO_IMPROVEMENT_150,28.210579999999993,0.4701763833333331,52.84008858294692,0,baselines/china_e3_e7/formal_algorithm_20260802/units/G2__MV_HGS_SP_FULL__S2026080204/solution.json,d408ddd652cded30e77a5183d338791b429310d34339afe864d2078aee05b882,d7f54cf1a1cab6cfaf9eae597f91a70f404cf861857b10c14686fce4a7d293d9,16,10,OPTIMAL,0.0,"{""cv_only"": {""complete_search_evaluations"": 29, ""hgs_iterations"": 395, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}, ""mechanism_ev"": {""complete_search_evaluations"": 28, ""hgs_iterations"": 253, ""iteration_allocation"": 800, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}, ""naive_ev"": {""complete_search_evaluations"": 28, ""hgs_iterations"": 211, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}}",,
G2__HGS_M_SP_NO_MULTIVIEW__S2026080204,4.3_one_factor_ablation,cn-prd-100c-01-V2-LOCATIONS,HGS_M_SP_NO_MULTIVIEW,HGS-M-SP (-multi-view),2026080204,PASS_FEASIBLE,True,3621.569907766804,253,30,100,1,2000,150,NO_IMPROVEMENT_150,19.577169000000026,0.32628621666666696,35.17528962506913,0,baselines/china_e3_e7/formal_algorithm_20260802/units/G2__HGS_M_SP_NO_MULTIVIEW__S2026080204/solution.json,3f0d14ddefe42c91474c120a295893ecedc2041bfdf51350a4200d95d0cf56bb,d7f54cf1a1cab6cfaf9eae597f91a70f404cf861857b10c14686fce4a7d293d9,16,10,OPTIMAL,0.0,"{""mechanism_ev"": {""complete_search_evaluations"": 28, ""hgs_iterations"": 253, ""iteration_allocation"": 2000, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}}",,
G2__MV_HGS_NO_SP__S2026080204,4.3_one_factor_ablation,cn-prd-100c-01-V2-LOCATIONS,MV_HGS_NO_SP,MV-HGS (-timed MIP recombination),2026080204,PASS_FEASIBLE,True,3621.569907766804,859,87,100,1,2000,150,NO_IMPROVEMENT_150,54.21874100000002,0.9036457166666669,111.83030554198194,0,baselines/china_e3_e7/formal_algorithm_20260802/units/G2__MV_HGS_NO_SP__S2026080204/solution.json,2ed1f0ea4a6759e676c1001d0ae5ea76f76f2032e5fd89b1c8533d9572cfe9fa,d7f54cf1a1cab6cfaf9eae597f91a70f404cf861857b10c14686fce4a7d293d9,16,10,,,"{""cv_only"": {""complete_search_evaluations"": 30, ""hgs_iterations"": 395, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}, ""mechanism_ev"": {""complete_search_evaluations"": 28, ""hgs_iterations"": 253, ""iteration_allocation"": 800, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}, ""naive_ev"": {""complete_search_evaluations"": 29, ""hgs_iterations"": 211, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}}",,
G2__MV_HGS_SP_FULL__S2026080205,4.3_one_factor_ablation,cn-prd-100c-01-V2-LOCATIONS,MV_HGS_SP_FULL,MV-HGS-SP full,2026080205,PASS_FEASIBLE,True,3621.569907766804,1827,97,100,1,2000,150,NO_IMPROVEMENT_150,38.03490900000003,0.6339151833333337,74.49394654203206,0,baselines/china_e3_e7/formal_algorithm_20260802/units/G2__MV_HGS_SP_FULL__S2026080205/solution.json,d05600970087aaac4c477cafeaccd078ed2eb23cde00a43123bcc2c1a8ced9eb,d7f54cf1a1cab6cfaf9eae597f91a70f404cf861857b10c14686fce4a7d293d9,16,10,OPTIMAL,0.0,"{""cv_only"": {""complete_search_evaluations"": 31, ""hgs_iterations"": 525, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}, ""mechanism_ev"": {""complete_search_evaluations"": 33, ""hgs_iterations"": 778, ""iteration_allocation"": 800, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}, ""naive_ev"": {""complete_search_evaluations"": 31, ""hgs_iterations"": 524, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}}",,
G2__HGS_M_SP_NO_MULTIVIEW__S2026080205,4.3_one_factor_ablation,cn-prd-100c-01-V2-LOCATIONS,HGS_M_SP_NO_MULTIVIEW,HGS-M-SP (-multi-view),2026080205,PASS_FEASIBLE,True,3621.569907766804,778,51,100,1,2000,150,NO_IMPROVEMENT_150,28.754998999999998,0.4792500333333341,53.519852333003655,0,baselines/china_e3_e7/formal_algorithm_20260802/units/G2__HGS_M_SP_NO_MULTIVIEW__S2026080205/solution.json,300eb3f5b6adf7ac867c671555df31c0f5d0b6f14a940d47d4ebe24d7867c896,d7f54cf1a1cab6cfaf9eae597f91a70f404cf861857b10c14686fce4a7d293d9,16,10,OPTIMAL,0.0,"{""mechanism_ev"": {""complete_search_evaluations"": 49, ""hgs_iterations"": 778, ""iteration_allocation"": 2000, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}}",,
G2__MV_HGS_NO_SP__S2026080205,4.3_one_factor_ablation,cn-prd-100c-01-V2-LOCATIONS,MV_HGS_NO_SP,MV-HGS (-timed MIP recombination),2026080205,PASS_FEASIBLE,True,3621.569907766804,1827,97,100,1,2000,150,NO_IMPROVEMENT_150,71.92616799999996,1.1987695333333335,175.70770629204344,0,baselines/china_e3_e7/formal_algorithm_20260802/units/G2__MV_HGS_NO_SP__S2026080205/solution.json,bc107b8686db86dae3443fc0d676dc7162565955b95e6fdc79b8d674847a485e,d7f54cf1a1cab6cfaf9eae597f91a70f404cf861857b10c14686fce4a7d293d9,16,10,,,"{""cv_only"": {""complete_search_evaluations"": 32, ""hgs_iterations"": 525, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}, ""mechanism_ev"": {""complete_search_evaluations"": 33, ""hgs_iterations"": 778, ""iteration_allocation"": 800, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}, ""naive_ev"": {""complete_search_evaluations"": 32, ""hgs_iterations"": 524, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}}",,
G2__MV_HGS_SP_FULL__S2026080206,4.3_one_factor_ablation,cn-prd-100c-01-V2-LOCATIONS,MV_HGS_SP_FULL,MV-HGS-SP full,2026080206,PASS_FEASIBLE,True,3621.569907766804,1370,92,100,1,2000,150,NO_IMPROVEMENT_150,34.031885999999986,0.5671981666666672,75.53481170802843,0,baselines/china_e3_e7/formal_algorithm_20260802/units/G2__MV_HGS_SP_FULL__S2026080206/solution.json,9ad0cb69664d4a70672a7eb3a9ec74326f16fff86e46679f8ad6d924cb665e41,d7f54cf1a1cab6cfaf9eae597f91a70f404cf861857b10c14686fce4a7d293d9,16,10,OPTIMAL,0.0,"{""cv_only"": {""complete_search_evaluations"": 30, ""hgs_iterations"": 482, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}, ""mechanism_ev"": {""complete_search_evaluations"": 29, ""hgs_iterations"": 339, ""iteration_allocation"": 800, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}, ""naive_ev"": {""complete_search_evaluations"": 31, ""hgs_iterations"": 549, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}}",,
G2__HGS_M_SP_NO_MULTIVIEW__S2026080206,4.3_one_factor_ablation,cn-prd-100c-01-V2-LOCATIONS,HGS_M_SP_NO_MULTIVIEW,HGS-M-SP (-multi-view),2026080206,PASS_FEASIBLE,True,3621.569907766804,339,33,100,1,2000,150,NO_IMPROVEMENT_150,21.104622000000006,0.3517438166666665,43.07886529096868,0,baselines/china_e3_e7/formal_algorithm_20260802/units/G2__HGS_M_SP_NO_MULTIVIEW__S2026080206/solution.json,3d53b597c67300fe9c57ee2c75ac915698396438f00e920a0ea83b89fb2aec86,d7f54cf1a1cab6cfaf9eae597f91a70f404cf861857b10c14686fce4a7d293d9,16,10,OPTIMAL,0.0,"{""mechanism_ev"": {""complete_search_evaluations"": 31, ""hgs_iterations"": 339, ""iteration_allocation"": 2000, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}}",,
G2__MV_HGS_NO_SP__S2026080206,4.3_one_factor_ablation,cn-prd-100c-01-V2-LOCATIONS,MV_HGS_NO_SP,MV-HGS (-timed MIP recombination),2026080206,PASS_FEASIBLE,True,3621.569907766804,1370,92,100,1,2000,150,NO_IMPROVEMENT_150,58.635470999999995,0.9772578833333332,108.93433220894076,0,baselines/china_e3_e7/formal_algorithm_20260802/units/G2__MV_HGS_NO_SP__S2026080206/solution.json,215c5590501b20ca7e3c0d7fa0098d8a888ac3c25fd649fb7a9096b6ccb5fd6b,d7f54cf1a1cab6cfaf9eae597f91a70f404cf861857b10c14686fce4a7d293d9,16,10,,,"{""cv_only"": {""complete_search_evaluations"": 31, ""hgs_iterations"": 482, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}, ""mechanism_ev"": {""complete_search_evaluations"": 29, ""hgs_iterations"": 339, ""iteration_allocation"": 800, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}, ""naive_ev"": {""complete_search_evaluations"": 32, ""hgs_iterations"": 549, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}}",,
G2__MV_HGS_SP_FULL__S2026080207,4.3_one_factor_ablation,cn-prd-100c-01-V2-LOCATIONS,MV_HGS_SP_FULL,MV-HGS-SP full,2026080207,PASS_FEASIBLE,True,3621.569907766804,1122,90,100,1,2000,150,MAX_ITERATIONS+NO_IMPROVEMENT_150,29.226214999999968,0.4871036333333327,73.58509191696066,0,baselines/china_e3_e7/formal_algorithm_20260802/units/G2__MV_HGS_SP_FULL__S2026080207/solution.json,ad8d8a9873cc2be4bc0c0545e3105045a0893b3e07526ee6bc9c21042f650f17,d7f54cf1a1cab6cfaf9eae597f91a70f404cf861857b10c14686fce4a7d293d9,16,10,OPTIMAL,0.0,"{""cv_only"": {""complete_search_evaluations"": 28, ""hgs_iterations"": 287, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}, ""mechanism_ev"": {""complete_search_evaluations"": 28, ""hgs_iterations"": 235, ""iteration_allocation"": 800, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}, ""naive_ev"": {""complete_search_evaluations"": 32, ""hgs_iterations"": 600, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""MAX_ITERATIONS"", ""wallclock_safety_triggered"": false}}",,
G2__HGS_M_SP_NO_MULTIVIEW__S2026080207,4.3_one_factor_ablation,cn-prd-100c-01-V2-LOCATIONS,HGS_M_SP_NO_MULTIVIEW,HGS-M-SP (-multi-view),2026080207,PASS_FEASIBLE,True,3621.569907766804,235,29,100,1,2000,150,NO_IMPROVEMENT_150,17.17380399999996,0.28623013333333347,30.045540416031145,0,baselines/china_e3_e7/formal_algorithm_20260802/units/G2__HGS_M_SP_NO_MULTIVIEW__S2026080207/solution.json,4732456d92062b37ef2fb0b81c9592be721915806a516f6cc51012af30fdebbd,d7f54cf1a1cab6cfaf9eae597f91a70f404cf861857b10c14686fce4a7d293d9,16,10,OPTIMAL,0.0,"{""mechanism_ev"": {""complete_search_evaluations"": 27, ""hgs_iterations"": 235, ""iteration_allocation"": 2000, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}}",,
G2__MV_HGS_NO_SP__S2026080207,4.3_one_factor_ablation,cn-prd-100c-01-V2-LOCATIONS,MV_HGS_NO_SP,MV-HGS (-timed MIP recombination),2026080207,PASS_FEASIBLE,True,3621.569907766804,1122,90,100,1,2000,150,MAX_ITERATIONS+NO_IMPROVEMENT_150,62.91946300000001,1.04865775,136.55706712498795,0,baselines/china_e3_e7/formal_algorithm_20260802/units/G2__MV_HGS_NO_SP__S2026080207/solution.json,0892ee80d96234a655dd603af878545179a0104c01aa0a22485dfdcae4bb735b,d7f54cf1a1cab6cfaf9eae597f91a70f404cf861857b10c14686fce4a7d293d9,16,10,,,"{""cv_only"": {""complete_search_evaluations"": 29, ""hgs_iterations"": 287, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}, ""mechanism_ev"": {""complete_search_evaluations"": 28, ""hgs_iterations"": 235, ""iteration_allocation"": 800, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}, ""naive_ev"": {""complete_search_evaluations"": 33, ""hgs_iterations"": 600, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""MAX_ITERATIONS"", ""wallclock_safety_triggered"": false}}",,
G2__MV_HGS_SP_FULL__S2026080208,4.3_one_factor_ablation,cn-prd-100c-01-V2-LOCATIONS,MV_HGS_SP_FULL,MV-HGS-SP full,2026080208,PASS_FEASIBLE,True,3621.569907766804,1578,95,100,1,2000,150,MAX_ITERATIONS+NO_IMPROVEMENT_150,32.25174800000002,0.5375292166666668,67.10287166701164,0,baselines/china_e3_e7/formal_algorithm_20260802/units/G2__MV_HGS_SP_FULL__S2026080208/solution.json,d8bca924a4a4a133d31859e7178536dd904f887ebd9a8b8eaba634f25289007b,d7f54cf1a1cab6cfaf9eae597f91a70f404cf861857b10c14686fce4a7d293d9,16,10,OPTIMAL,0.0,"{""cv_only"": {""complete_search_evaluations"": 32, ""hgs_iterations"": 600, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""MAX_ITERATIONS"", ""wallclock_safety_triggered"": false}, ""mechanism_ev"": {""complete_search_evaluations"": 32, ""hgs_iterations"": 631, ""iteration_allocation"": 800, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}, ""naive_ev"": {""complete_search_evaluations"": 29, ""hgs_iterations"": 347, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}}",,
G2__HGS_M_SP_NO_MULTIVIEW__S2026080208,4.3_one_factor_ablation,cn-prd-100c-01-V2-LOCATIONS,HGS_M_SP_NO_MULTIVIEW,HGS-M-SP (-multi-view),2026080208,PASS_FEASIBLE,True,3621.569907766804,631,45,100,1,2000,150,NO_IMPROVEMENT_150,28.596912999999972,0.4766152666666661,71.63969541701954,0,baselines/china_e3_e7/formal_algorithm_20260802/units/G2__HGS_M_SP_NO_MULTIVIEW__S2026080208/solution.json,a68c3dbcfe174ca044dede8aeef51bfce685aa0abde90b2e5100ffe4e3a239c4,d7f54cf1a1cab6cfaf9eae597f91a70f404cf861857b10c14686fce4a7d293d9,16,10,OPTIMAL,0.0,"{""mechanism_ev"": {""complete_search_evaluations"": 43, ""hgs_iterations"": 631, ""iteration_allocation"": 2000, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}}",,
G2__MV_HGS_NO_SP__S2026080208,4.3_one_factor_ablation,cn-prd-100c-01-V2-LOCATIONS,MV_HGS_NO_SP,MV-HGS (-timed MIP recombination),2026080208,PASS_FEASIBLE,True,3621.569907766804,1578,95,100,1,2000,150,MAX_ITERATIONS+NO_IMPROVEMENT_150,70.894881,1.181581516666666,185.703910500044,0,baselines/china_e3_e7/formal_algorithm_20260802/units/G2__MV_HGS_NO_SP__S2026080208/solution.json,256fdfb4e8f9fd0984ceeb7e4044242ae8ff7294e2e2d24701033d9cdd3ea2f2,d7f54cf1a1cab6cfaf9eae597f91a70f404cf861857b10c14686fce4a7d293d9,16,10,,,"{""cv_only"": {""complete_search_evaluations"": 33, ""hgs_iterations"": 600, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""MAX_ITERATIONS"", ""wallclock_safety_triggered"": false}, ""mechanism_ev"": {""complete_search_evaluations"": 32, ""hgs_iterations"": 631, ""iteration_allocation"": 800, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}, ""naive_ev"": {""complete_search_evaluations"": 30, ""hgs_iterations"": 347, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}}",,
G2__MV_HGS_SP_FULL__S2026080209,4.3_one_factor_ablation,cn-prd-100c-01-V2-LOCATIONS,MV_HGS_SP_FULL,MV-HGS-SP full,2026080209,PASS_FEASIBLE,True,3621.569907766804,1804,96,100,1,2000,150,NO_IMPROVEMENT_150,37.06579099999993,0.6177632500000007,54.936088916962035,0,baselines/china_e3_e7/formal_algorithm_20260802/units/G2__MV_HGS_SP_FULL__S2026080209/solution.json,a00d1922f1465c8cf6af7d9236261c732290af641cd2ccd73a4d105b821fdaa3,d7f54cf1a1cab6cfaf9eae597f91a70f404cf861857b10c14686fce4a7d293d9,16,10,OPTIMAL,0.0,"{""cv_only"": {""complete_search_evaluations"": 30, ""hgs_iterations"": 457, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}, ""mechanism_ev"": {""complete_search_evaluations"": 33, ""hgs_iterations"": 753, ""iteration_allocation"": 800, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}, ""naive_ev"": {""complete_search_evaluations"": 31, ""hgs_iterations"": 594, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}}",,
G2__HGS_M_SP_NO_MULTIVIEW__S2026080209,4.3_one_factor_ablation,cn-prd-100c-01-V2-LOCATIONS,HGS_M_SP_NO_MULTIVIEW,HGS-M-SP (-multi-view),2026080209,PASS_FEASIBLE,True,3621.569907766804,753,50,100,1,2000,150,NO_IMPROVEMENT_150,29.34619399999997,0.4891032833333327,44.40410262509249,0,baselines/china_e3_e7/formal_algorithm_20260802/units/G2__HGS_M_SP_NO_MULTIVIEW__S2026080209/solution.json,52cf69aa8a9aee66e2a46c8a7cfbc5aa2f2c3fb71ea9b334642dba148b0c5275,d7f54cf1a1cab6cfaf9eae597f91a70f404cf861857b10c14686fce4a7d293d9,16,10,OPTIMAL,0.0,"{""mechanism_ev"": {""complete_search_evaluations"": 48, ""hgs_iterations"": 753, ""iteration_allocation"": 2000, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}}",,
G2__MV_HGS_NO_SP__S2026080209,4.3_one_factor_ablation,cn-prd-100c-01-V2-LOCATIONS,MV_HGS_NO_SP,MV-HGS (-timed MIP recombination),2026080209,PASS_FEASIBLE,True,3621.569907766804,1804,96,100,1,2000,150,NO_IMPROVEMENT_150,69.086367,1.1514395499999996,176.21343504195102,0,baselines/china_e3_e7/formal_algorithm_20260802/units/G2__MV_HGS_NO_SP__S2026080209/solution.json,a84b2388eb9fb519a22d56c4ace292ba49a201cf0b905bf18582d73c0d661440,d7f54cf1a1cab6cfaf9eae597f91a70f404cf861857b10c14686fce4a7d293d9,16,10,,,"{""cv_only"": {""complete_search_evaluations"": 31, ""hgs_iterations"": 457, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}, ""mechanism_ev"": {""complete_search_evaluations"": 33, ""hgs_iterations"": 753, ""iteration_allocation"": 800, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}, ""naive_ev"": {""complete_search_evaluations"": 32, ""hgs_iterations"": 594, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}}",,
G2__MV_HGS_SP_FULL__S2026080210,4.3_one_factor_ablation,cn-prd-100c-01-V2-LOCATIONS,MV_HGS_SP_FULL,MV-HGS-SP full,2026080210,PASS_FEASIBLE,True,3621.569907766804,919,87,100,1,2000,150,NO_IMPROVEMENT_150,26.130217000000016,0.4355036666666668,78.27312341704965,0,baselines/china_e3_e7/formal_algorithm_20260802/units/G2__MV_HGS_SP_FULL__S2026080210/solution.json,b8c38f8e5608abf342d220fb79a9a0175c1b3ee3d2df444e12bda88883501d35,d7f54cf1a1cab6cfaf9eae597f91a70f404cf861857b10c14686fce4a7d293d9,16,10,OPTIMAL,0.0,"{""cv_only"": {""complete_search_evaluations"": 27, ""hgs_iterations"": 166, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}, ""mechanism_ev"": {""complete_search_evaluations"": 29, ""hgs_iterations"": 365, ""iteration_allocation"": 800, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}, ""naive_ev"": {""complete_search_evaluations"": 29, ""hgs_iterations"": 388, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}}",,
G2__HGS_M_SP_NO_MULTIVIEW__S2026080210,4.3_one_factor_ablation,cn-prd-100c-01-V2-LOCATIONS,HGS_M_SP_NO_MULTIVIEW,HGS-M-SP (-multi-view),2026080210,PASS_FEASIBLE,True,3621.569907766804,365,34,100,1,2000,150,NO_IMPROVEMENT_150,19.299133000000097,0.3216522833333348,68.00271475000773,0,baselines/china_e3_e7/formal_algorithm_20260802/units/G2__HGS_M_SP_NO_MULTIVIEW__S2026080210/solution.json,c43e6b51e569a913f8db918fd3b21bad11d3a120de5f8e3c20fd3fcb4f7f5943,d7f54cf1a1cab6cfaf9eae597f91a70f404cf861857b10c14686fce4a7d293d9,16,10,OPTIMAL,0.0,"{""mechanism_ev"": {""complete_search_evaluations"": 32, ""hgs_iterations"": 365, ""iteration_allocation"": 2000, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}}",,
