task_id,instance_id,region,tier,seed,HGS-F_cost,HGS-F_cpu_seconds,HGS-E_cost,HGS-E_cpu_seconds,HGS-M_cost,HGS-M_cpu_seconds,MV-HGS-SP_cost,MV-HGS-SP_cpu_seconds,HGS-F_emissions_kg,HGS-E_emissions_kg,HGS-M_emissions_kg,MV-HGS-SP_emissions_kg,complete_candidate_attempts,wallclock_safety_triggered,all_charging_on_registered_date,all_depot_charging_finishes_before_departure,all_depot_fleet_caps_respected,mip_status,mip_status_class,mip_message,mip_incumbent_available,mip_objective,mip_dual_bound,mip_gap,mip_node_count,mip_time_limit_seconds,mip_optimality_proven,selected_source,witness_sha256,input_manifest_sha256,responsibility_map_sha256,status
D6-E2__cn-prd-10c-01-V2-LOCATIONS__seed1,cn-prd-10c-01-V2-LOCATIONS,prd,10,1,565.595835965041,4.3651226249930914,565.595835965041,4.007338208000874,565.595835965041,4.004242708004313,565.595835965041,12.428404833990498,44.85004606762321,44.85004606762321,44.85004606762321,44.85004606762321,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,565.595835965041,565.595835965041,0.0,1,5.0,True,best_exact_hgs_parent,ff5f324d311bfce5efb43bfbb178363bf435052c18208a18df676a6ce1bf92f5,f52458810622857e1187b21c5b96062f6ae6b9d959c8dc754cdc779e2094ef5a,6ae696a45c8ffe640f067ff9a84f58f3383cf48284a0c35f063db58e65f9c351,PASS
D6-E2__cn-prd-75c-01-V2-LOCATIONS__seed1,cn-prd-75c-01-V2-LOCATIONS,prd,75,1,3604.0216239562046,23.946742791988072,3598.2974424048757,23.97724449999805,3597.8792248712653,24.396708209009375,3597.8792248712653,72.96723183299764,278.21391879627834,276.05565480767564,275.9590529623562,275.9590529623562,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,3597.8792248712653,3597.8792248712653,0.0,0,5.0,True,best_exact_hgs_parent,091cc7406df6040b24de6ec02e212d04b9869f86cba02e86f22eac736544fc92,5e75ff968c675c9002087c32bf9ca6fb380faad7c854c00d16eb2fb54a450817,f42ce11bbbd6a0113eb181d797810140648f25f2e982b7554c1c9eb06ca82115,PASS
D6-E2__cn-prd-200c-01-V2-LOCATIONS__seed1,cn-prd-200c-01-V2-LOCATIONS,prd,200,1,9663.626007240928,51.516818625008455,9893.899489852838,73.74804887500068,10080.544597228378,74.39934129099129,9648.039821257544,209.00330333299644,812.4366433902101,783.4803514646401,788.3288804946313,808.6345349213378,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,9648.039821257542,9648.039821257542,0.0,1,5.0,True,time_limited_mip_recombination,4b6237a930dda760b5ef72f165c59d38afa032e8259d14aed91e38a2d0800b88,ded480aae38e211eb2d79d880f0987e20b7d702a7dd65c86e1f99fae486bd28d,b8bda395d5289c2fd1aaf746b646729a65a4682575a08089291a3fe289502597,PASS
