implementation,instance,seed,compound_mode,refined_admission,iterations,runtime_seconds,cost,complete,feasible,completed_clients,total_clients,completed_delivery,total_delivery,no_duplicate_clients
independent,PR17A,11,full,replace,6914,1200.2389670420089,6309150,True,True,360,360,4814000,4814000,True
