run_id,instance,size,seed,algorithm,scenario_type,battery_kwh,execution_commit,eval_budget,actual_evals,recorded_cost,recomputed_cost,cost_abs_diff,recorded_signature,recomputed_signature,recomputed_violation_count,solution_file,structural_ev_status,mechanism_signal,cost_fix,cost_km,cost_fuel,cost_elec,cost_occ,cost_transship,cost_carbon,E_total,E_cv_direct,E_ev_indirect,distance_total,distance_cv,distance_ev,fuel_liters,electricity_kwh,depot_charging_kwh,station_charging_kwh,route_count_audit,cv_route_count_audit,ev_route_count_audit,ev_route_share,cv_physical_vehicle_count,ev_physical_vehicle_count,total_physical_vehicle_count,max_trips_per_physical_vehicle,reused_physical_vehicle_count,cv_customer_count,ev_customer_count,ev_customer_share,cv_demand,ev_demand,ev_demand_share,cv_distance_m,ev_distance_m,ev_distance_share,charging_action_count_audit,charging_energy_kwh_audit,depot_charging_energy_kwh_audit,public_charging_energy_kwh_audit,verification_status,verification_failures
E2_80K_PREFLIGHT__formal_goeke80__threeshift__L-main-threeshift-50c-01__LNS__seed1,L-main-threeshift-50c-01,50,1,LNS,formal_goeke80,80.0,0124623e347cd2a6a5548e07e0af66e16d3b634b,200,200,2991.9003671216565,2991.9003671216565,0.0,fbc823a19f8fe7b10b3abcb9c66e6c0c2770c54334e66fe816ae6baa0bb9c4c4,fbc823a19f8fe7b10b3abcb9c66e6c0c2770c54334e66fe816ae6baa0bb9c4c4,0,solutions/E2_80K_PREFLIGHT__formal_goeke80__threeshift__L-main-threeshift-50c-01__LNS__seed1.json,EV_AVAILABLE,True,1280.0,942.7633557872297,642.5308095959995,59.24076360211798,7.961846884583912,0.0,59.4035912517257,1180.0475020207728,1152.6279086774036,27.41959334336914,2693609.5879635136,2286588.5130736553,407021.07488985814,448.3502962779984,265.1591752122351,249.23548144306727,15.923693769167826,16,12,4,0.25,4,3,7,3,5,92,22,0.19298245614035087,40179.0,10721.0,0.2106286836935167,2286588.5130736553,407021.07488985814,0.15110618729182052,5,265.1591752122351,249.23548144306727,15.923693769167812,OK,
E2_80K_PREFLIGHT__formal_goeke80__threeshift__L-main-threeshift-50c-01__staged_hybrid_carbon_aware__seed1,L-main-threeshift-50c-01,50,1,staged_hybrid_carbon_aware,formal_goeke80,80.0,0124623e347cd2a6a5548e07e0af66e16d3b634b,200,200,3176.5406900520256,3176.5406900520256,0.0,89de48d1d8a76b97e051087aee6c4e55c08b226cd096861e7471f7b2084e6f23,89de48d1d8a76b97e051087aee6c4e55c08b226cd096861e7471f7b2084e6f23,0,solutions/E2_80K_PREFLIGHT__formal_goeke80__threeshift__L-main-threeshift-50c-01__staged_hybrid_carbon_aware__seed1.json,EV_AVAILABLE,True,1360.0,969.1601645382938,664.5629684434322,87.74127875987753,34.131891339050014,0.0,60.944386971372424,1210.6552834996507,1192.1511203221996,18.50416317745105,2769029.0415379824,2397912.9072821285,371116.1342558536,463.7240726002597,239.68837503555017,171.42459235745014,68.26378267810003,17,14,3,0.17647058823529413,4,3,7,4,4,98,16,0.14035087719298245,42906.0,7994.0,0.15705304518664048,2397912.907282129,371116.1342558536,0.13402392271398034,4,239.68837503555017,171.42459235745014,68.26378267810003,OK,
E2_80K_PREFLIGHT__formal_goeke80__threeshift__L-main-threeshift-50c-01__staged_hybrid_carbon_naive__seed1,L-main-threeshift-50c-01,50,1,staged_hybrid_carbon_naive,formal_goeke80,80.0,0124623e347cd2a6a5548e07e0af66e16d3b634b,200,200,3176.8547543472364,3176.8547543472364,0.0,d51d687303ee5f253c95ebe14c095f096ee98d6162f3ce35253f356532a42618,d51d687303ee5f253c95ebe14c095f096ee98d6162f3ce35253f356532a42618,0,solutions/E2_80K_PREFLIGHT__formal_goeke80__threeshift__L-main-threeshift-50c-01__staged_hybrid_carbon_naive__seed1.json,EV_AVAILABLE,True,1360.0,969.1601645382938,664.5629684434322,87.74127875987753,34.131891339050014,0.0,61.25845126658303,1216.8941451446767,1192.1511203221996,24.74302482247708,2769029.0415379824,2397912.9072821285,371116.1342558536,463.7240726002597,239.68837503555017,171.42459235745014,68.26378267810003,17,14,3,0.17647058823529413,4,3,7,4,4,98,16,0.14035087719298245,42906.0,7994.0,0.15705304518664048,2397912.907282129,371116.1342558536,0.13402392271398034,4,239.68837503555017,171.42459235745014,68.26378267810003,OK,
