stage,trigger_second,trigger_cause,revealed_in_batch,active_customers,committed_customers,future_customers,iterations,runtime_seconds,population_size,initial_feasible_candidates,best_cost,best_emissions_kg,history_preserved,completed_customers,total_active_customers,termination_status,readiness_charging_kwh_cumulative
1,25200.0,fixed_interval,1,41,0,41,0,0.07189012499293312,2,1,1711.2240521838482,128.29272566067831,True,41,41,MECHANICAL_REGRET2_INSERTION,0
2,32400.0,fixed_interval,1,42,0,42,0,0.06321191601455212,2,1,1725.997426182498,131.31359394455257,True,42,42,MECHANICAL_REGRET2_INSERTION,0
3,34200.0,fixed_interval,3,45,0,45,0,0.3512346249772236,2,1,1991.0616552914803,146.6555963032273,True,45,45,MECHANICAL_REGRET2_INSERTION,0
4,37800.0,fixed_interval,1,46,0,46,0,0.06974395900033414,2,1,2013.1518934807475,151.3939593019132,True,46,46,MECHANICAL_REGRET2_INSERTION,0
5,43200.0,fixed_interval,1,47,0,47,0,0.07228962500812486,2,1,2023.4807799406046,153.48782304906288,True,47,47,MECHANICAL_REGRET2_INSERTION,0
6,45000.0,fixed_interval,1,48,20,28,0,0.04213920800248161,2,1,2026.8701199046473,154.26826847647501,True,48,48,MECHANICAL_REGRET2_INSERTION,0
7,48600.0,fixed_interval,1,49,40,9,0,0.02185416698921472,2,1,2031.274390451923,155.29486727060905,True,49,49,MECHANICAL_REGRET2_INSERTION,0
8,55800.0,fixed_interval,1,50,49,1,0,0.01117629196960479,2,1,2314.5008971253005,177.53069175028673,True,50,50,MECHANICAL_REGRET2_INSERTION,0
