arm,completed_stage_count,execution_status,feasible_cross_candidate_count,full_day_actual_total_emissions_kg,full_day_completed_customer_count,full_day_completed_demand,full_day_cross_site_customer_count,full_day_depot_profit_json,full_day_execution_solution_sha256,full_day_net_profit,full_day_predicted_total_emissions_kg,full_day_total_cost,full_day_total_revenue,minimum_stage_bilateral_profit_ratio,network,responsibility_condition,stream_seed
full,3,PASS,101,3721.5899842731887,322,146441.42014345838,0,"{""D0"": 6112.425254396372, ""D1"": 7754.567931107108}",83819f819fb4c04f496c682c621d408735095b88af2f7b38c1652b39a005dc7d,13866.993185503481,3698.3926809017357,13863.154132861806,27730.147318365285,1.0,N322,geographic,2
no_cooperation,3,PASS,0,3731.614450990746,322,146441.42014345838,0,"{""D0"": 6088.116445026941, ""D1"": 7797.819013109928}",605204a73ae970ee7fec21e03be064984eb05d5de1942f36a0f724b0a4731e55,13885.935458136868,3708.6928762966163,13844.211860228414,27730.147318365278,0.9991642826828668,N322,geographic,2
no_participation,3,PASS,101,3746.717295092484,322,146407.9986358427,0,"{""D0"": 6112.425254396372, ""D1"": 7835.045178686429}",a6509d49178ff1a998fee1d2818735f51532209c8ffb4e53650701a9f9fe2117,13947.4704330828,3723.674492841944,13776.348188600376,27723.81862168318,0.9991361066279697,N322,geographic,2
simple_insertion,3,PASS,0,3768.884919510857,322,146441.42014345838,0,"{""D0"": 6092.030225185007, ""D1"": 7868.328459435038}",1f6eb7e7519b8e3fa49b2c282487e589708c9c999dc12b4bc3dab1d5cce4de33,13960.358684620045,3745.59385338084,13769.78863374524,27730.147318365285,0.9832725095337425,N322,geographic,2
full,3,PASS,150,3707.075965353172,322,146637.04776427557,2,"{""D0"": 6290.995836000858, ""D1"": 7710.811734772327}",5dcc3ad6146c11d41ecfad429cc1af6277891a2df894190821ea92f1e07ff466,14001.807570773184,3682.8800767030125,13765.383793870044,27767.19136464323,1.0,N322,geographic,3
no_cooperation,3,PASS,0,3865.870028401579,322,146637.04776427557,0,"{""D0"": 6231.676774720626, ""D1"": 7469.583260741833}",370ee5ef722fcac5c19a7fcd7cee9ec0e8c1aeb597cb0656d07e719af4357b67,13701.26003546246,3842.476705236833,14065.931329180768,27767.19136464323,1.0,N322,geographic,3
no_participation,3,PASS,150,3725.8779824583003,322,146637.04776427557,4,"{""D0"": 6168.765319162416, ""D1"": 7729.157920802417}",94f327109b71d24a1325c5bd08015db0f01a11627badca7db851485238a16e3b,13897.923239964832,3702.643859662236,13869.268124678396,27767.191364643226,0.9967066317263907,N322,geographic,3
simple_insertion,3,PASS,0,3815.4740219017076,322,146637.04776427557,0,"{""D0"": 6084.500308262482, ""D1"": 7641.846044812092}",0cfbaadafae45e50794e948e75f348a8988603c072625cfcb5c6d9a2c18a2875,13726.346353074574,3790.8087146418666,14040.84501156866,27767.19136464323,0.9760805627819052,N322,geographic,3
full,3,PASS,145,3886.4620203651384,322,146398.1740254556,0,"{""D0"": 5937.370065625144, ""D1"": 7557.584728285455}",46fef1844761b70ce220f07b04cb891e8a17e181d16ab57b7cae01fc0d1bbc0f,13494.954793910598,3861.7876552271146,14227.00343954968,27721.958233460282,1.0,N322,geographic,4
no_cooperation,3,PASS,0,3676.7119728773055,322,146398.1740254556,0,"{""D0"": 5982.708675308665, ""D1"": 7863.318406749226}",e0b1515edbbafcb9c19e83089b47c6a55ce9061c140c7f121c49a6663890126a,13846.027082057892,3652.146229891611,13875.93115140239,27721.958233460282,1.0,N322,geographic,4
no_participation,3,PASS,145,3747.990941094843,322,146398.1740254556,3,"{""D0"": 6059.290247819021, ""D1"": 7965.063931345097}",752e61df8e4e4f2678a6429c969515ce0a63441bc752830222d472812d1ddce1,14024.354179164118,3723.4459151318356,13697.604054296162,27721.958233460282,0.9984542615054656,N322,geographic,4
simple_insertion,3,PASS,0,3782.1835370588396,323,147200.1740254556,0,"{""D0"": 5920.256906140826, ""D1"": 7898.104167267926}",24dc3101e385a040007923709ea2db85be94d6b63412bf9373fafb3e30bb18c6,13818.361073408752,3757.588309431742,14055.463880051533,27873.824953460287,0.9988155649085829,N322,geographic,4
full,3,PASS,95,3770.541948254574,323,146910.7912887978,0,"{""D0"": 6288.076017257849, ""D1"": 7759.719596778802}",83878dccae5985b5bee270fb1497248b329808a83863580aa3072c5c49bd44fe,14047.795614036651,3746.9261137932976,13771.231824410102,27819.027438446756,1.0,N322,geographic,5
no_cooperation,3,PASS,0,3663.906642530092,323,146910.7912887978,0,"{""D0"": 6474.824958563453, ""D1"": 7712.376168766162}",5d3f0e7c3fa0d4369ae72193409fe784f3c548178e9a8e6c0dd912e30b0d1080,14187.201127329616,3639.6729170211265,13631.82631111714,27819.027438446756,1.0,N322,geographic,5
no_participation,3,PASS,95,3770.541948254574,323,146910.7912887978,0,"{""D0"": 6288.076017257849, ""D1"": 7759.719596778802}",83878dccae5985b5bee270fb1497248b329808a83863580aa3072c5c49bd44fe,14047.795614036651,3746.9261137932976,13771.231824410102,27819.027438446756,1.0,N322,geographic,5
simple_insertion,3,PASS,0,3843.372642896622,324,147228.7912887978,0,"{""D0"": 6065.942045178363, ""D1"": 7684.057581550364}",ef59bb4835c545025b14ecc050da3f12882bc7d061260bfa07e932a4d9716a05,13749.999626728728,3819.1336528093493,14129.244291718032,27879.24391844676,0.9989200454944133,N322,geographic,5
full,3,PASS,92,4480.971762739365,322,146409.6225845676,3,"{""D0"": 5416.031483058707, ""D1"": 7028.625405974083}",ff9ae06a6c69e8c6d5ae878fd4ae0e344b24c77e8158b1ec07bd89c3e4418da9,12444.65688903279,4451.790941234796,15279.46924358093,27724.126132613717,1.0,N322,historical_mixed,1
no_cooperation,3,PASS,0,4521.58384288213,322,146409.6225845676,0,"{""D0"": 5209.834147174404, ""D1"": 7123.514430667545}",1a64b2038e6cc796de26998d56d52ec91543b887e02b38d33fa97b2edc5bcc67,12333.348577841949,4491.7404638254775,15390.777554771772,27724.12613261372,1.0,N322,historical_mixed,1
no_participation,3,PASS,92,4323.1986063972545,322,146409.6225845676,6,"{""D0"": 5453.7475310526315, ""D1"": 7239.930879803658}",6ebe1ed032834ffd461b0fae58e1fbcd36cbbfa6b53f43db83acecac20977c93,12693.67841085629,4293.523861491351,15030.447721757433,27724.12613261372,0.9999164825038728,N322,historical_mixed,1
simple_insertion,3,PASS,0,4619.479042631654,323,147111.6225845676,0,"{""D0"": 5259.201119077532, ""D1"": 7047.223011394058}",2ca502b5f3bcd773d0d07cf8666670dac6656ca54b80b5f5165ae385680a3b33,12306.42413047159,4589.706825902566,15550.632722142138,27857.05685261373,0.9787735371751902,N322,historical_mixed,1
full,3,PASS,101,4439.388573914895,322,146441.42014345838,3,"{""D0"": 5359.149974767954, ""D1"": 6980.624656209288}",956162856eb07afec1ed64ceb159e5f7052e9dedce514b1ce1b50f71b1239b72,12339.774630977241,4410.104032445169,15390.372687388035,27730.147318365278,1.0,N322,historical_mixed,2
no_cooperation,3,PASS,0,4532.495369914672,322,146441.42014345838,0,"{""D0"": 5244.698555418814, ""D1"": 6976.686362129228}",841af299a92dc61b97d7f2180f47609ed6f8b6418ce233c869eadaf103b41c7c,12221.384917548043,4502.327896177097,15508.762400817235,27730.147318365274,0.9999981154471891,N322,historical_mixed,2
no_participation,3,PASS,101,4601.9414723520185,322,146441.42014345838,1,"{""D0"": 4979.375808387469, ""D1"": 6783.205047740193}",ae895490da462db1510431a5f53a5f60e270e6c74d4805b29a3186d6fbb8b6c0,11762.58085612766,4571.704629240597,15967.566462237617,27730.147318365278,0.9960900784349058,N322,historical_mixed,2
simple_insertion,3,PASS,0,4623.026707696701,322,146407.9986358427,0,"{""D0"": 5112.214595265312, ""D1"": 6990.642649228577}",7e7772e9daa9660f3b04de4874949fb819aef5f9a633d6bb2d7f71fdbca4bc0f,12102.857244493889,4592.977998344763,15620.961377189285,27723.81862168317,0.9957086642005115,N322,historical_mixed,2
full,3,PASS,150,4562.265203234058,323,146982.04776427557,3,"{""D0"": 5537.786271806261, ""D1"": 7044.833064391502}",0a595c738ec121586545412192076941270b1faab04ea19f064bb907acb1feef,12582.619336197764,4532.975955817217,15249.901228445462,27832.520564643222,1.0,N322,historical_mixed,3
no_cooperation,3,PASS,0,4604.751564119469,322,146637.04776427557,0,"{""D0"": 5316.239054306443, ""D1"": 6790.443004808533}",f9cf353d4d87260120c541a1b9aa0027a5506e9d18a31cec2e0a200bd64e3f28,12106.682059114977,4575.872848137311,15660.509305528247,27767.191364643222,0.9983818284984205,N322,historical_mixed,3
no_participation,3,PASS,150,4459.563215884004,323,146982.04776427557,5,"{""D0"": 5731.712665788707, ""D1"": 6989.197188120487}",9dfa61891083551e95fc50e8d04596b5fe07d1c9a9daead41e0f4aa395541cf4,12720.909853909194,4430.085987134954,15111.61071073403,27832.520564643222,0.9969629110332087,N322,historical_mixed,3
simple_insertion,3,PASS,0,4599.585665499429,322,146637.04776427557,0,"{""D0"": 5191.526487386847, ""D1"": 6803.573353479382}",086d754792e67361d0659d8ee5cf8d18e4c27609f0b529059281ecc1afa65e37,11995.099840866229,4569.973152891403,15772.091523776995,27767.191364643222,0.9917938880415296,N322,historical_mixed,3
full,3,PASS,127,4325.629647740626,322,146398.1740254556,2,"{""D0"": 5672.127762692358, ""D1"": 7194.082614127294}",8c7ecc6492657d791e7b821df4c32394c6a6b290cd416b633f10f6d7d7678f13,12866.210376819652,4296.720732438414,14855.747856640624,27721.958233460275,1.0,N322,historical_mixed,4
no_cooperation,3,PASS,0,4428.328039688297,322,146398.1740254556,0,"{""D0"": 5159.077151589838, ""D1"": 7072.502798747333}",5844ae0306ef2098bd0913673bba97c62b08794e6cc09118ba197f1a6cb017b9,12231.57995033717,4397.378189141943,15490.37828312311,27721.95823346028,1.0,N322,historical_mixed,4
no_participation,3,PASS,128,4365.276262835675,322,146398.1740254556,5,"{""D0"": 5804.263257058256, ""D1"": 7008.468771312046}",34589ff590ceffaecba73bad0d8f0ec00af988f8cd806533804a94acee2d790e,12812.732028370301,4337.076839778652,14909.226205089972,27721.958233460275,0.9958998578407805,N322,historical_mixed,4
simple_insertion,3,PASS,0,4491.871494229532,322,146398.1740254556,0,"{""D0"": 5184.534854178732, ""D1"": 7078.244956652334}",39200f2ff58dbfdda86bb73ff3f51406fdf5c4e360bc83341191e676019d71e7,12262.779810831065,4463.092524271486,15459.178422629211,27721.958233460275,0.9832647600982516,N322,historical_mixed,4
full,3,PASS,95,4487.300273762098,323,146933.80976751234,2,"{""D0"": 5499.894176636846, ""D1"": 7126.258063956488}",f3f7b60a5f6f054ca699f9f9c5c1949c6ce95d9f0e8c5b5edbc66a712e85208c,12626.152240593334,4457.236680282058,15197.233976982801,27823.38621757613,1.0,N322,historical_mixed,5
no_cooperation,3,PASS,0,4495.753942154213,323,146933.80976751234,0,"{""D0"": 5465.149382035888, ""D1"": 7074.464991269186}",f7bfa48ba9688af990ecb93999222affa47fec838eaa03c5738aa74fcafa350b,12539.614373305074,4466.093695996095,15283.771844271061,27823.38621757614,0.9999752331131511,N322,historical_mixed,5
no_participation,3,PASS,95,4399.040492937547,323,146933.80976751234,7,"{""D0"": 5720.19199938762, ""D1"": 6871.701397720943}",729876dc2d488948b48a0e4c5007cee01d5067df86b3956066583c3bfb46ac9b,12591.893397108563,4369.164556878847,15231.492820467578,27823.38621757614,0.9926548622217347,N322,historical_mixed,5
simple_insertion,3,PASS,0,4610.639199659579,323,146910.7912887978,0,"{""D0"": 5232.8022587206, ""D1"": 7013.422330280167}",4167458421fcba0d660aa198b482bc70178cf0ada7b42e7a3100c4ae2fe00bd2,12246.224589000767,4581.290923093825,15572.80284944598,27819.02743844675,0.981326495914363,N322,historical_mixed,5
