arm,checkpoint_path,checkpoint_sha256,condition,lineage,network,payload_sha256,selection_reason,source_contract_sha256,stream,task_id
full,baselines/e7_dynamic/e7_multinetwork_formal_20260715/.tasks/N322__geographic__stream2__full.json,f46c44abac00f73bfc318a0c28c790475f1bc55ae7f648f0bb547491f3e3edbb,geographic,parent,N322,20617962b2e14ca51b422d587ae9c0f5d0ddf8fefef53428734dd152806dc984,present_before_preserved_anomaly,bffdc512b8b39fe5c11bb80b63204a39f2a529d7810741354c401644cc3be16f,2,N322__geographic__stream2__full
no_cooperation,baselines/e7_dynamic/e7_multinetwork_formal_20260715/.tasks/N322__geographic__stream2__no_cooperation.json,1072a93586acae5494293ca22377dbc546d2c28957be11f58ba13a4485b62928,geographic,parent,N322,4908c2a3452af54ee24fc32c304efc04022415dc3c646b410d918de812a1700e,present_before_preserved_anomaly,bffdc512b8b39fe5c11bb80b63204a39f2a529d7810741354c401644cc3be16f,2,N322__geographic__stream2__no_cooperation
no_participation,baselines/e7_dynamic/e7_multinetwork_formal_20260715/.tasks/N322__geographic__stream2__no_participation.json,35d69727d6c5a612f34bf0667e1a279008ec935ed3ed90f738d26587d0c1671c,geographic,parent,N322,7eb3843d440afb631219a54c2e6e63f256ac5c29ad93248e13e2be4ee93811e0,present_before_preserved_anomaly,bffdc512b8b39fe5c11bb80b63204a39f2a529d7810741354c401644cc3be16f,2,N322__geographic__stream2__no_participation
simple_insertion,baselines/e7_dynamic/e7_multinetwork_formal_20260715/.tasks/N322__geographic__stream2__simple_insertion.json,6add4ed2193764f9ed6a0eb6d0cafb2899d216e851020818ce416f7221d0767b,geographic,parent,N322,4e1c20878f4b33bcb4ca99c8ac3a6769ac51847cc11c95cb69e39bc2c876ee46,present_before_preserved_anomaly,bffdc512b8b39fe5c11bb80b63204a39f2a529d7810741354c401644cc3be16f,2,N322__geographic__stream2__simple_insertion
full,baselines/e7_dynamic/e7_multinetwork_formal_20260715/.tasks/N322__geographic__stream3__full.json,9a76ad20e6919294c76830bab0bcaa0b8c5b225eabc3ccb700fcbc7c814a9346,geographic,parent,N322,f77707eb6839873a1c407fcd3d29f70cc3ec5a0c81c0e4d296581ffeed1f914f,present_before_preserved_anomaly,bffdc512b8b39fe5c11bb80b63204a39f2a529d7810741354c401644cc3be16f,3,N322__geographic__stream3__full
no_cooperation,baselines/e7_dynamic/e7_multinetwork_formal_20260715/.tasks/N322__geographic__stream3__no_cooperation.json,97a76eb038bc708b39b4b4b0e56ca8962fa05c6842c78674f47bc887a6f193e2,geographic,parent,N322,5f0d9c3460c5cb753965b5a98f37d110332d78ad3c792717a47be3702c9df169,present_before_preserved_anomaly,bffdc512b8b39fe5c11bb80b63204a39f2a529d7810741354c401644cc3be16f,3,N322__geographic__stream3__no_cooperation
no_participation,baselines/e7_dynamic/e7_multinetwork_formal_20260715/.tasks/N322__geographic__stream3__no_participation.json,1db11c85d7179820c4276d948f73eb0dc6c1a97b6c0c451a7a717989dd9b9fab,geographic,parent,N322,f3468ead76f5106dc07c4b0e5e51e41cccfa591f1ec79e551a895e2098913c60,present_before_preserved_anomaly,bffdc512b8b39fe5c11bb80b63204a39f2a529d7810741354c401644cc3be16f,3,N322__geographic__stream3__no_participation
simple_insertion,baselines/e7_dynamic/e7_multinetwork_formal_20260715/.tasks/N322__geographic__stream3__simple_insertion.json,388ffa038f7b75350663d5ec0eb96214cda6625d9995d0aec9e59ba292e48f0e,geographic,parent,N322,7fbcc34cccab13ae5bd1b242f8dc4d73f76cb0cdda636549a81efc8d502b4838,present_before_preserved_anomaly,bffdc512b8b39fe5c11bb80b63204a39f2a529d7810741354c401644cc3be16f,3,N322__geographic__stream3__simple_insertion
full,baselines/e7_dynamic/e7_multinetwork_formal_20260715/.tasks/N322__geographic__stream4__full.json,166ba2c12be70766781f8facc97680118153d8c66f9e1220a94e32efdccf4b47,geographic,parent,N322,6e4a1eebeed1f9ccc68c683a2eeb5e3a24d1b83b51eb005d67f95a9d77b6b9f0,present_before_preserved_anomaly,bffdc512b8b39fe5c11bb80b63204a39f2a529d7810741354c401644cc3be16f,4,N322__geographic__stream4__full
no_cooperation,baselines/e7_dynamic/e7_multinetwork_formal_20260715/.tasks/N322__geographic__stream4__no_cooperation.json,8820f97de432d0fd9db6f70e6d9d02ca5f55d7e850ee199583c5775b335daeba,geographic,parent,N322,0a8e2eb4ae2fe8b008a9d5044bde4ecb1cc53185649fa41fccf65f459781a56a,present_before_preserved_anomaly,bffdc512b8b39fe5c11bb80b63204a39f2a529d7810741354c401644cc3be16f,4,N322__geographic__stream4__no_cooperation
no_participation,baselines/e7_dynamic/e7_multinetwork_formal_20260715/.tasks/N322__geographic__stream4__no_participation.json,4f3b5cd5856e061a76761eb64b58868a0a56c868385c82870ae55ff82f5593b9,geographic,parent,N322,37aa8256e1ea57653111aa01913a4b69b90d1fe2ee1e7dc5dda04974531d28cf,present_before_preserved_anomaly,bffdc512b8b39fe5c11bb80b63204a39f2a529d7810741354c401644cc3be16f,4,N322__geographic__stream4__no_participation
simple_insertion,baselines/e7_dynamic/e7_multinetwork_formal_20260715/.tasks/N322__geographic__stream4__simple_insertion.json,7a403f7eeec89a0be1e00d7658d77910bd51d1c978b168d4fd23eea971717833,geographic,parent,N322,ef26c009d368e9f07db0f943d9334af01a24ff5c8d12d18b5c8b7ff4ff43f349,present_before_preserved_anomaly,bffdc512b8b39fe5c11bb80b63204a39f2a529d7810741354c401644cc3be16f,4,N322__geographic__stream4__simple_insertion
full,baselines/e7_dynamic/e7_multinetwork_formal_20260715/.tasks/N322__geographic__stream5__full.json,88fcac593fce6dd52f210b6e8c16c466b3bebcb89aba53054bf26f7937071c3f,geographic,parent,N322,c7277121299babc609a031522bd7585e8fac63f586f079a9f96c7313db8084d8,present_before_preserved_anomaly,bffdc512b8b39fe5c11bb80b63204a39f2a529d7810741354c401644cc3be16f,5,N322__geographic__stream5__full
no_cooperation,baselines/e7_dynamic/e7_multinetwork_formal_recovery_child_20260716/.tasks/N322__geographic__stream5__no_cooperation.json,5b585f9d3b916ecda2eff69b44513032bab7039b766e89b45719cf9293f506b5,geographic,child,N322,0c6dac05c70ae922ee0c8a67f4a14493b89cff4bd896b6aba343e0e523e8d627,missing_at_preserved_anomaly,b703492d88d5a4db69f4302c709767871a8743ddef853e7be1d8b4ca956c0721,5,N322__geographic__stream5__no_cooperation
no_participation,baselines/e7_dynamic/e7_multinetwork_formal_20260715/.tasks/N322__geographic__stream5__no_participation.json,0851ebb04992e1bd957ef3216ba29eabaa1abc56468cc7a6fb7e5f318282feae,geographic,parent,N322,d954cd2b353d80cda5116ace5c5b4a93fbc5b5ac81a8a78ced92efc8f18c976b,present_before_preserved_anomaly,bffdc512b8b39fe5c11bb80b63204a39f2a529d7810741354c401644cc3be16f,5,N322__geographic__stream5__no_participation
simple_insertion,baselines/e7_dynamic/e7_multinetwork_formal_20260715/.tasks/N322__geographic__stream5__simple_insertion.json,6234365d44ac3147146d5d935ded7c36c8de8190aabc4c472e53cb1bd6f6a1d3,geographic,parent,N322,9d13d6e974262295fbdaaf04f7a6e2ffb99e08974fd3ae5ccde109177edb754b,present_before_preserved_anomaly,bffdc512b8b39fe5c11bb80b63204a39f2a529d7810741354c401644cc3be16f,5,N322__geographic__stream5__simple_insertion
full,baselines/e7_dynamic/e7_multinetwork_formal_20260715/.tasks/N322__historical_mixed__stream1__full.json,095ad527aa7fb36bbf2d606fbd1d50b6716a200375ac0af1a1053234e27d9f1a,historical_mixed,parent,N322,16ed9627568467396b448646b5dc8486762695daabfd477fbbd9c426e324246a,present_before_preserved_anomaly,bffdc512b8b39fe5c11bb80b63204a39f2a529d7810741354c401644cc3be16f,1,N322__historical_mixed__stream1__full
no_cooperation,baselines/e7_dynamic/e7_multinetwork_formal_20260715/.tasks/N322__historical_mixed__stream1__no_cooperation.json,a234768fc915311e2d1260f276ff515dec775d25e3942f4a74e403d37d5f7e8b,historical_mixed,parent,N322,5aec8e02822bc365a8998a9dd91e36f30fc7e726c94b11516be110598469a509,present_before_preserved_anomaly,bffdc512b8b39fe5c11bb80b63204a39f2a529d7810741354c401644cc3be16f,1,N322__historical_mixed__stream1__no_cooperation
no_participation,baselines/e7_dynamic/e7_multinetwork_formal_recovery_child_20260716/.tasks/N322__historical_mixed__stream1__no_participation.json,e756c0d0886a70b87692aff975893a7d83f3061929e95829489a11b1fb3d1098,historical_mixed,child,N322,427efdc58b87ddedda75670ec6573c53c37258793a104e2b817205d5845ac78b,missing_at_preserved_anomaly,b703492d88d5a4db69f4302c709767871a8743ddef853e7be1d8b4ca956c0721,1,N322__historical_mixed__stream1__no_participation
simple_insertion,baselines/e7_dynamic/e7_multinetwork_formal_20260715/.tasks/N322__historical_mixed__stream1__simple_insertion.json,c46d9edd93a0dcee90bdf511ce9923e694f68c1f33131c784df31d5036d93e32,historical_mixed,parent,N322,68425554466a36eb7059bd94d6c374f11e023db51b9e9d928f23c09e7546a7e7,present_before_preserved_anomaly,bffdc512b8b39fe5c11bb80b63204a39f2a529d7810741354c401644cc3be16f,1,N322__historical_mixed__stream1__simple_insertion
full,baselines/e7_dynamic/e7_multinetwork_formal_recovery_child_20260716/.tasks/N322__historical_mixed__stream2__full.json,62e30220e32b37c402bc71145b71934d3984495c14ba72eddec33cf4a6b51a91,historical_mixed,child,N322,f814933b8eabfdcb07b8f72504ab18536cacb27b77dae254b02b924cf751962d,missing_at_preserved_anomaly,b703492d88d5a4db69f4302c709767871a8743ddef853e7be1d8b4ca956c0721,2,N322__historical_mixed__stream2__full
no_cooperation,baselines/e7_dynamic/e7_multinetwork_formal_recovery_child_20260716/.tasks/N322__historical_mixed__stream2__no_cooperation.json,1f8b0fe4e0341d17d5e183cf0a030cf7ffcac5ff79368a6d9cffafa7a115e174,historical_mixed,child,N322,f40c58be50eb4458d18c67b47fe16d87bcba2003b27ff58015145f36483bfb74,missing_at_preserved_anomaly,b703492d88d5a4db69f4302c709767871a8743ddef853e7be1d8b4ca956c0721,2,N322__historical_mixed__stream2__no_cooperation
no_participation,baselines/e7_dynamic/e7_multinetwork_formal_recovery_child_20260716/.tasks/N322__historical_mixed__stream2__no_participation.json,39c2d742ff36551e6f46ce7c10734d7fb17a946066dc96a0f3e3cdb66dcf5158,historical_mixed,child,N322,b858fef6b9594fec2bba943e6427bd973156779309cfe14395b8cf721edc1917,missing_at_preserved_anomaly,b703492d88d5a4db69f4302c709767871a8743ddef853e7be1d8b4ca956c0721,2,N322__historical_mixed__stream2__no_participation
simple_insertion,baselines/e7_dynamic/e7_multinetwork_formal_recovery_child_20260716/.tasks/N322__historical_mixed__stream2__simple_insertion.json,32244ed848f5597d6d2670f6ac22de16edc2d2f7e3464c42eceb1d5e6d692f15,historical_mixed,child,N322,9ead50027077708f532ad561c1a8658430619c1d0abde42689d67a646353da1c,missing_at_preserved_anomaly,b703492d88d5a4db69f4302c709767871a8743ddef853e7be1d8b4ca956c0721,2,N322__historical_mixed__stream2__simple_insertion
full,baselines/e7_dynamic/e7_multinetwork_formal_recovery_child_20260716/.tasks/N322__historical_mixed__stream3__full.json,9ed7f28420d4820becf76b0aa422c0a23ad5d74405dcaeecbc4bece435a83712,historical_mixed,child,N322,2fd96779a626261ad0b60e2e070fd0e165990eb95df5d4e4b7e7d944a7f2c921,missing_at_preserved_anomaly,b703492d88d5a4db69f4302c709767871a8743ddef853e7be1d8b4ca956c0721,3,N322__historical_mixed__stream3__full
no_cooperation,baselines/e7_dynamic/e7_multinetwork_formal_recovery_child_20260716/.tasks/N322__historical_mixed__stream3__no_cooperation.json,6d67ff6dba32c49da60fc19f3fca95df5a9e830186ed9e6a9cfad3c3454ed1c5,historical_mixed,child,N322,93b1806578b3d35d44b84075c8c1e123a9e5f54379164d4175cb0cf4af2b106e,missing_at_preserved_anomaly,b703492d88d5a4db69f4302c709767871a8743ddef853e7be1d8b4ca956c0721,3,N322__historical_mixed__stream3__no_cooperation
no_participation,baselines/e7_dynamic/e7_multinetwork_formal_recovery_child_20260716/.tasks/N322__historical_mixed__stream3__no_participation.json,451158d1f9eed6dc2a4131772c21502fe5a587b3bab02a9c68cba0a0efe8c3e1,historical_mixed,child,N322,fa700e03af093ca355798935dd41a53696be73a8649b91a482f6e7c0a857791b,missing_at_preserved_anomaly,b703492d88d5a4db69f4302c709767871a8743ddef853e7be1d8b4ca956c0721,3,N322__historical_mixed__stream3__no_participation
simple_insertion,baselines/e7_dynamic/e7_multinetwork_formal_recovery_child_20260716/.tasks/N322__historical_mixed__stream3__simple_insertion.json,8fd59632ab274482fe90098b83d7e890255595acf6cd3628717ce19a83730c0c,historical_mixed,child,N322,e5ecee67698a09a5e11b1960cd48ce2568b79ef9ae7422000714abe8de6d916a,missing_at_preserved_anomaly,b703492d88d5a4db69f4302c709767871a8743ddef853e7be1d8b4ca956c0721,3,N322__historical_mixed__stream3__simple_insertion
full,baselines/e7_dynamic/e7_multinetwork_formal_recovery_child_20260716/.tasks/N322__historical_mixed__stream4__full.json,6d346db4d169b9d66abec6ddd23c011ee6e7d5ece39270d69a359a623a437190,historical_mixed,child,N322,19e298cd1aa2c357919d896614918bdcfc48e4007735c06df0fc10d70d074d4f,missing_at_preserved_anomaly,b703492d88d5a4db69f4302c709767871a8743ddef853e7be1d8b4ca956c0721,4,N322__historical_mixed__stream4__full
no_cooperation,baselines/e7_dynamic/e7_multinetwork_formal_recovery_child_20260716/.tasks/N322__historical_mixed__stream4__no_cooperation.json,a3be6f358e1c618f55b293b63d798b30fb8c26c20b0c8da53eb0f9487e1bf23e,historical_mixed,child,N322,0fe9abe702fd627c5cd7091bec13b73f71706d6f9385994a5a20342263c009e3,missing_at_preserved_anomaly,b703492d88d5a4db69f4302c709767871a8743ddef853e7be1d8b4ca956c0721,4,N322__historical_mixed__stream4__no_cooperation
no_participation,baselines/e7_dynamic/e7_multinetwork_formal_recovery_child_20260716/.tasks/N322__historical_mixed__stream4__no_participation.json,edc67a5ab006b6f6b6171f9b7f282766460b2dc1b0090d9307801682bb5e5520,historical_mixed,child,N322,756a9d2ee3766bf2ba299c0ee93c0f5f02c2ddbe6808c1a2e951633a66dd115c,missing_at_preserved_anomaly,b703492d88d5a4db69f4302c709767871a8743ddef853e7be1d8b4ca956c0721,4,N322__historical_mixed__stream4__no_participation
simple_insertion,baselines/e7_dynamic/e7_multinetwork_formal_recovery_child_20260716/.tasks/N322__historical_mixed__stream4__simple_insertion.json,23fe47a1515baaad51632d1945e8dfaa977ca77f0160459d42c8f576c99d7b3c,historical_mixed,child,N322,0231e88c2db19f58342513bd2c1a2806bbf029f19bf3c5a3cea082cc756882a0,missing_at_preserved_anomaly,b703492d88d5a4db69f4302c709767871a8743ddef853e7be1d8b4ca956c0721,4,N322__historical_mixed__stream4__simple_insertion
full,baselines/e7_dynamic/e7_multinetwork_formal_recovery_child_20260716/.tasks/N322__historical_mixed__stream5__full.json,5776f3dbd9cdb2e945d0a1fe42a6c209720e0d78e4dae2f06434433d5205a305,historical_mixed,child,N322,fc26ae06e08e36338e3000b4af9b85c48f9e2128b87c4c5c89ccd6ab035d43f0,missing_at_preserved_anomaly,b703492d88d5a4db69f4302c709767871a8743ddef853e7be1d8b4ca956c0721,5,N322__historical_mixed__stream5__full
no_cooperation,baselines/e7_dynamic/e7_multinetwork_formal_recovery_child_20260716/.tasks/N322__historical_mixed__stream5__no_cooperation.json,dd7f834789a13bfa7217e6d6bc624e8ca217a49f4bf9402d9afae8430587ca48,historical_mixed,child,N322,f6471662a919542225cb8a27a8b7e3919a140210af434f14acf2ba7b74bf3861,missing_at_preserved_anomaly,b703492d88d5a4db69f4302c709767871a8743ddef853e7be1d8b4ca956c0721,5,N322__historical_mixed__stream5__no_cooperation
no_participation,baselines/e7_dynamic/e7_multinetwork_formal_recovery_child_20260716/.tasks/N322__historical_mixed__stream5__no_participation.json,8cf6f3889f4ed0421efd9d11f6799145684e77d56c036b523a85339640b927c7,historical_mixed,child,N322,053705511604f2c2972c7fa22cd07a14e389efc991a40386ec85019685095a5f,missing_at_preserved_anomaly,b703492d88d5a4db69f4302c709767871a8743ddef853e7be1d8b4ca956c0721,5,N322__historical_mixed__stream5__no_participation
simple_insertion,baselines/e7_dynamic/e7_multinetwork_formal_recovery_child_20260716/.tasks/N322__historical_mixed__stream5__simple_insertion.json,d0069f7d323e430212641d9416cb5e31d216973cac11888ed39bb0064625150c,historical_mixed,child,N322,bdbf59ec3f66421e803a374fd3da0dfa6015650add9eb4b8b1ba50bfaf9235c4,missing_at_preserved_anomaly,b703492d88d5a4db69f4302c709767871a8743ddef853e7be1d8b4ca956c0721,5,N322__historical_mixed__stream5__simple_insertion
