instance_id,sample_role,seed,arm,hard_home_depot_lock,complete_candidate_budget_cap,complete_candidate_evaluations_consumed,termination_reason,elapsed_wall_seconds,feasible_candidates,infeasible_candidates,error_candidates,total_cost_cny,vehicle_count,route_count,cross_site_service_count,violation_count,solution_sha256,status
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,1,IND,True,400,376,CANDIDATES_EXHAUSTED,54.4971740830224,156,220,0,2341.446789956353,9,9,0,0,1491cd6362a9601c2684314409815f710d909ee726116b44e25ef5b593ad0183,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,1,JOINT,False,400,331,CANDIDATES_EXHAUSTED,54.46182612498524,147,184,0,2289.318598837748,8,8,3,0,159dc8289888437ac1e1e3e7264d06641d933941b307ca488ee526e0dacf3985,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,1,ZONE,True,400,376,CANDIDATES_EXHAUSTED,54.510514582972974,156,220,0,2341.446789956353,9,9,0,0,1491cd6362a9601c2684314409815f710d909ee726116b44e25ef5b593ad0183,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,2,IND,True,400,326,CANDIDATES_EXHAUSTED,53.860732749977615,149,177,0,2341.446789956353,9,9,0,0,e95ab508d344fd37d7dd5f07fc8582764d99812a0b7fc7057c622380fa545a1f,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,2,JOINT,False,400,298,CANDIDATES_EXHAUSTED,51.02294854196953,99,199,0,2288.011934963608,8,8,4,0,5b31423d4edeb8568a6e6485df9bcdabcd375fe444feabbd8f363f652091d0df,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,2,ZONE,True,400,326,CANDIDATES_EXHAUSTED,53.89670779102016,149,177,0,2341.446789956353,9,9,0,0,e95ab508d344fd37d7dd5f07fc8582764d99812a0b7fc7057c622380fa545a1f,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,3,IND,True,400,325,CANDIDATES_EXHAUSTED,53.6632787080016,137,186,2,,,,,,,HALT_TECHNICAL_ERROR_CROSS_SITE_CANDIDATE_UNDER_HARD_LOCK
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,3,JOINT,False,400,333,CANDIDATES_EXHAUSTED,52.72700066596735,132,201,0,2288.011934963608,8,8,4,0,5b31423d4edeb8568a6e6485df9bcdabcd375fe444feabbd8f363f652091d0df,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,3,ZONE,True,400,325,CANDIDATES_EXHAUSTED,53.71627608296694,137,186,2,,,,,,,HALT_TECHNICAL_ERROR_CROSS_SITE_CANDIDATE_UNDER_HARD_LOCK
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,4,IND,True,400,311,CANDIDATES_EXHAUSTED,53.59194304095581,126,185,0,2341.446789956353,9,9,0,0,1491cd6362a9601c2684314409815f710d909ee726116b44e25ef5b593ad0183,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,4,JOINT,False,400,320,CANDIDATES_EXHAUSTED,53.7682069579605,133,187,0,2288.011934963608,8,8,4,0,8d22c7d6dcdee06c2b780447228695e5482a4f936515cc8f963485a60026515a,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,4,ZONE,True,400,311,CANDIDATES_EXHAUSTED,53.50762666598894,126,185,0,2341.446789956353,9,9,0,0,1491cd6362a9601c2684314409815f710d909ee726116b44e25ef5b593ad0183,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,5,IND,True,400,288,CANDIDATES_EXHAUSTED,52.77339879202191,118,169,1,,,,,,,HALT_TECHNICAL_ERROR_CROSS_SITE_CANDIDATE_UNDER_HARD_LOCK
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,5,JOINT,False,400,310,CANDIDATES_EXHAUSTED,54.54655870801071,137,173,0,2288.888404443811,8,8,4,0,49dc7da8c1bf85e68c38e8cbdef42893daaf56f6ca10fbcfca301a0c369451e9,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,5,ZONE,True,400,288,CANDIDATES_EXHAUSTED,52.89140966697596,118,169,1,,,,,,,HALT_TECHNICAL_ERROR_CROSS_SITE_CANDIDATE_UNDER_HARD_LOCK
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,6,IND,True,400,377,CANDIDATES_EXHAUSTED,54.74178300000494,168,208,1,,,,,,,HALT_TECHNICAL_ERROR_CROSS_SITE_CANDIDATE_UNDER_HARD_LOCK
