instance_id,customer_count,seed,arm_id,hard_home_depot_lock,pilot_hgs_iterations_per_view,complete_candidate_attempts,expected_complete_candidate_budget,archive_completion_attempts,archive_completion_successes,archive_completion_failures,wallclock_safety_seconds_per_view,wallclock_safety_triggered,elapsed_seconds,mip_status_class,mip_incumbent_available,objective_values_recorded,status
cn-prd-10c-01-V2-LOCATIONS,10,1,status_quo_responsibility,True,100,80,80,72,0,72,180.0,False,0.240046,OPTIMAL,True,False,PASS
cn-prd-10c-01-V2-LOCATIONS,10,1,optimized_responsibility_cooperation,False,100,80,80,72,0,72,180.0,False,0.21755,OPTIMAL,True,False,PASS
cn-prd-75c-01-V2-LOCATIONS,75,1,status_quo_responsibility,True,100,80,80,72,72,0,180.0,False,13.551782,LIMIT_WITH_INCUMBENT,True,False,PASS
cn-prd-75c-01-V2-LOCATIONS,75,1,optimized_responsibility_cooperation,False,100,80,80,72,67,5,180.0,False,12.516492,LIMIT_WITH_INCUMBENT,True,False,PASS
cn-prd-200c-01-V2-LOCATIONS,200,1,status_quo_responsibility,True,100,80,80,72,62,10,400.0,False,46.577254,NO_INCUMBENT,False,False,PASS
cn-prd-200c-01-V2-LOCATIONS,200,1,optimized_responsibility_cooperation,False,100,80,80,72,28,44,400.0,False,33.795063,NO_INCUMBENT,False,False,PASS
