instance_id,arm,seed,requested_iterations,actual_iterations,runtime_seconds,initial_cost,best_cost,cost_change_pct,feasible,customers_served,customers_total,demand_served,demand_total,total_emissions_kg,used_cv,used_ev,mechanism_calls,mechanism_improvements,decoded_candidates,rejected_candidates
cn-jjj-50c-01-V2-LOCATIONS,ROUTE_ONLY,11,100,100,11.921319709043019,2675.9848226463887,2159.9816716824216,-19.282738324863548,True,50,50,13264.0,13264.0,200.7814973164028,5,2,0,0,22,15
cn-jjj-50c-01-V2-LOCATIONS,FULL_PROBLEM_COMPONENTS,11,100,100,7.593851250014268,2675.9848226463887,2181.1856642990883,-18.490357425045993,True,50,50,13264.0,13264.0,204.42604922630284,5,2,2,1,23,9
