iterations,seed,view,status,proxy_ranked_count,max_archive_candidates_effective,completion_attempted,completion_succeeded,completion_failed,completion_failure_reasons,archive_completions_count,elite_completions_count,distinct_full_objective_among_succeeded,succeeded_full_objectives_float_hex,unit_failure_text
100,1,cv_only,PASS,111,24,24,0,24,"{""ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chengdu': overage=(2, 0, 2)"":2,""ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chengdu': overage=(3, 0, 3)"":5,""ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chengdu': overage=(4, 0, 4)"":16,""ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chengdu': overage=(5, 0, 5)"":1}",1,1,0,[],
100,1,naive_ev,PASS,118,24,24,0,24,"{""ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chengdu': overage=(1, 0, 1)"":23,""ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chongqing': overage=(1, 0, 1)"":1}",1,1,0,[],
100,1,mechanism_ev,PASS,102,24,24,0,24,"{""ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chengdu': overage=(1, 0, 1)"":7,""ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chengdu': overage=(2, 0, 2)"":16,""ValueError: E3_STRICT_MULTITRIP_V2: route CH81-0018 misses C055's time window"":1}",1,1,0,[],
100,2,cv_only,PASS,123,24,24,0,24,"{""ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chengdu': overage=(2, 0, 2)"":6,""ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chengdu': overage=(3, 0, 3)"":11,""ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chengdu': overage=(4, 0, 4)"":7}",1,1,0,[],
100,2,naive_ev,PASS,101,24,24,0,24,"{""ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chengdu': overage=(1, 0, 1)"":3,""ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chengdu': overage=(2, 0, 2)"":21}",1,1,0,[],
100,2,mechanism_ev,PASS,110,24,24,0,24,"{""ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chengdu': overage=(1, 0, 1)"":4,""ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chengdu': overage=(2, 0, 2)"":20}",1,1,0,[],
25000,1,cv_only,PASS,86,24,24,0,24,"{""ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chengdu': overage=(1, 0, 1)"":24}",1,1,0,[],
25000,1,naive_ev,PASS,107,24,24,0,24,"{""ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chengdu': overage=(1, 0, 1)"":24}",1,1,0,[],
25000,1,mechanism_ev,PASS,92,24,24,0,24,"{""ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chengdu': overage=(1, 0, 1)"":24}",1,1,0,[],
