instance_id,arm,seed,iterations,runtime_seconds,initial_total_cost_cny,total_cost_cny,total_emissions_kg,cv_direct_emissions_kg,ev_indirect_emissions_kg,used_cv,used_ev,electricity_kwh,customers_served,customers_total,demand_served,demand_total,caps_by_depot_json,individual_fingerprint
cn-jjj-50c-01-V2-LOCATIONS,CURRENT_25,11,1,0.10833187500247732,2675.9848226463887,2675.9848226463887,304.9282980586824,260.02380143480036,44.90449662388205,5,2,64.38498104366505,50,50,13264.0,13264.0,"{""D_beijing"": {""num_cv"": 5, ""num_ev"": 1, ""total_fleet_cap"": 6}, ""D_tianjin"": {""num_cv"": 2, ""num_ev"": 1, ""total_fleet_cap"": 3}}",cc6cf976538f8054c35a931c4bde648eab82b393115a4cdfd44228c3d405937e
