instance_id,seed,capacity_kwh,public_charge_power_kw,curve_id,feasible,total_cost_cny,route_hash,route_count,ev_route_count,public_charging_session_count,depot_charging_session_count,taper_entered_session_count,station_charging_kwh,depot_charging_kwh,complete_candidate_evaluations,elapsed_seconds,violation_count,linear_routes_m17_recheck_feasible,linear_routes_m17_recheck_total_cost_cny,linear_routes_m17_recheck_violation_count,linear_routes_m17_recheck_violation_types
cn-prd-100c-02-V2-LOCATIONS,1,16.0,22.0,L100_control,True,4854.011628511664,56672eee8bc817ca667e3dfd1df169c3bbaa1d28055bfe3face06cbe8470af59,18,5,3,0,1,26.38564280006107,0.0,14,3.182345833047293,0,False,4862.240714012433,1,STATION_CAPACITY
cn-prd-100c-02-V2-LOCATIONS,1,16.0,22.0,M17_22KW_NORMAL_PWL,True,4855.813182085531,56672eee8bc817ca667e3dfd1df169c3bbaa1d28055bfe3face06cbe8470af59,18,5,3,0,1,26.38564280006107,0.0,14,2.8465010420186445,0,False,4862.240714012433,1,STATION_CAPACITY
