stage,trigger_second,trigger_cause,revealed_in_batch,active_customers,committed_customers,future_customers,iterations,runtime_seconds,population_size,initial_feasible_candidates,best_cost,best_emissions_kg,history_preserved,completed_customers,total_active_customers,termination_status,readiness_charging_kwh_cumulative
1,23400.0,fixed_interval,1,41,0,41,123,10.69419970799936,25,13,1854.906053164079,171.9697519773901,True,41,41,INTEGRATED_HGS_STOPPED_BY_CALLER,0
2,25200.0,fixed_interval,1,42,0,42,201,10.01631554204505,25,10,1844.7694759453245,167.04016003787183,True,42,42,INTEGRATED_HGS_STOPPED_BY_CALLER,0
3,27000.0,fixed_interval,1,43,0,43,113,10.67553104198305,25,9,2080.774871932737,180.42093899290165,True,43,43,INTEGRATED_HGS_STOPPED_BY_CALLER,0
4,30600.0,fixed_interval,2,45,0,45,69,10.150709750014357,25,19,2114.0554442423254,186.27906145990823,True,45,45,INTEGRATED_HGS_STOPPED_BY_CALLER,0
5,41400.0,fixed_interval,2,47,5,42,96,10.157566667010542,25,15,2135.4423222459495,192.00132109205197,True,47,47,INTEGRATED_HGS_STOPPED_BY_CALLER,0
6,43200.0,fixed_interval,1,48,24,24,107,10.585610333015211,25,23,2135.664050113839,192.0798927412224,True,48,48,INTEGRATED_HGS_STOPPED_BY_CALLER,0
