instance_id,source_scale,actual_customer_count,actual_depot_count,seed,label,family,type_mode,objective,raw_cost,feasible,violation_count,route_count,ev_route_count,charging_action_count,full_signature,route_signature,in_archive,is_anchor,is_best
DEV-INIT-D1-DONOR03-SRC50-N108-DEP2,50,108,2,1,default_regret2,default,default,3440.233386926017,3440.233386926017,True,0,16,1,1,83462492c9d2a4972fca7a1c095132ca3d85abc859add30c8bd75f6f5ad0003a,3d379d5cc481e16a1f4b8ef9a565c59a12c98e80c40403b854e22af7efb0afd9,True,True,True
DEV-INIT-D1-DONOR03-SRC50-N108-DEP2,50,108,2,1,due_time_all_cv,time_window,all_cv,5452.100179505292,5452.100179505292,True,0,15,0,0,c2fb4583fe940da39adb1d5980890b870e5deb68f4c39c2751172b796f69a9b8,6886e2d5e46ff5b782c4552d8b550b9518a01052173786b12596b557fcbaabbc,True,False,False
DEV-INIT-D1-DONOR03-SRC50-N108-DEP2,50,108,2,1,ready_time_all_cv,time_window,all_cv,5604.469221607624,5604.469221607624,True,0,15,0,0,8f93136a6a4d6df4af04ab3b501db782b8c091f82c7ff0c55adcfc9d31a43dd8,f1cd76939d1f31d7c364050a60ae5f03b53c9d25f8557dc77228d20832ec2565,True,False,False
DEV-INIT-D1-DONOR03-SRC50-N108-DEP2,50,108,2,1,sweep_cw_all_cv,sweep,all_cv,4001.1401654920714,4001.1401654920714,True,0,20,0,0,f84ea3582c3f52bad7d4c0d69c64cb2c73b9a4673181d7444815a6bf3a086ffc,a40660196fd87ac6c3b15a12cda80f85e6499f692c78864e79d6ca704b97b58e,False,False,False
DEV-INIT-D1-DONOR03-SRC50-N108-DEP2,50,108,2,1,sweep_ccw_all_cv,sweep,all_cv,3956.0861768469917,3956.0861768469917,True,0,21,0,0,86df626f028c551e6a2f3300c01740d4172a6509f3c73a81a2af959d14b524ab,7f5a0021b871a85340561418183e3140107f73cdc5a923db5ce76179e21ba8fd,True,False,False
DEV-INIT-D1-DONOR03-SRC50-N108-DEP2,50,108,2,1,sweep_cw_rotated_all_cv,sweep,all_cv,3945.916640464902,3945.916640464902,True,0,19,0,0,3241d003d25e9173e1c91bc30748a92279be2d9861ad42c54cfe27207e218ec4,ebeadf3eb6a54b540ceffb76a13752cdaf36dc428467bcf790655230e0d83bf7,False,False,False
DEV-INIT-D1-DONOR03-SRC50-N108-DEP2,50,108,2,1,sweep_ccw_rotated_all_cv,sweep,all_cv,3897.4582233133974,3897.4582233133974,True,0,20,0,0,eae6498259af1c0b7cd0eac734959083ff9cc1506cc1a2f983a80a6659e13996,5ad86ac1180d632ccd40632e779348257de7cb37ec473e5f9cca6a6cf1f3e57c,False,False,False
DEV-INIT-D1-DONOR03-SRC50-N108-DEP2,50,108,2,1,nearest_neighbour_all_cv,nearest_neighbour,all_cv,3725.0361547240286,3725.0361547240286,True,0,21,0,0,b6322ad916124cc5b3b8d27f14cac39c7d145a5361a6e02cf071ffb635f2e065,82913c26eb0c4afb0fcf2e3255212fa6ca926df63532cdd12426d2e86074f39d,True,False,False
DEV-INIT-D1-DONOR03-SRC50-N108-DEP2,50,108,2,1,grasp_a_all_cv,grasp,all_cv,4079.416449014314,4079.416449014314,True,0,21,0,0,ef285c35756efd08435e2558043134689d5ca59009e3dd755aaf85e73124ef3b,2dc624c15f6d2a68333311ad0e3737fba388f31504fbabc0b7aa5dccf616da3a,False,False,False
DEV-INIT-D1-DONOR03-SRC50-N108-DEP2,50,108,2,1,grasp_b_all_cv,grasp,all_cv,4237.156083963068,4237.156083963068,True,0,18,0,0,d3f64f6db07b060fe31825d71a4c031f98b7fb847de8d65fed845f7ba42a9bb8,a23c6f1c1d731ed5d24d675228bf8ad8cee8f4d93fe224f8005d1f56acaf264d,True,False,False
DEV-INIT-D1-DONOR03-SRC50-N108-DEP2,50,108,2,1,due_time_remote_ev,mechanism_aware,remote_ev,5452.100179505292,5452.100179505292,True,0,15,0,0,c2fb4583fe940da39adb1d5980890b870e5deb68f4c39c2751172b796f69a9b8,6886e2d5e46ff5b782c4552d8b550b9518a01052173786b12596b557fcbaabbc,False,False,False
DEV-INIT-D1-DONOR03-SRC50-N108-DEP2,50,108,2,1,sweep_remote_ev,mechanism_aware,remote_ev,3906.3250846332203,3906.3250846332203,True,0,19,1,1,21f0ed48adda11d1aef0f2f5cb4484dced83565fae4b1681ca7c7a085c0e710a,d3e02cabb7495ff2d8621df727ec1070c79b1c6afc3d8807179e7933a9ca8bde,False,False,False
DEV-INIT-D1-DONOR03-SRC25-N54-DEP2,25,54,2,1,default_regret2,default,default,1395.7339336759221,1395.7339336759221,True,0,8,1,1,42615694848c416d623fd0a6b3bdedb88176a313f7edd4b20aba5f29e50e6213,0fe60e7473cd28494a416602ca73e9101d94fe0282674c1e02d494cce378ca8f,True,True,True
DEV-INIT-D1-DONOR03-SRC25-N54-DEP2,25,54,2,1,due_time_all_cv,time_window,all_cv,2349.608628698332,2349.608628698332,True,0,7,0,0,8fda89b1ccdd28b23f89ed102a8a895c1fc1de89385ce94c18fd4998e87078a7,f04eb143fcbe3e527139a2a9ad39d7b8d161c2defbb71a8e40446086ec3161e0,True,False,False
DEV-INIT-D1-DONOR03-SRC25-N54-DEP2,25,54,2,1,ready_time_all_cv,time_window,all_cv,2233.22414101368,2233.22414101368,True,0,7,0,0,dfd5b377392e6a8068c90225bcbb7f310a60149883990d0a6e809753954504c9,e261136e41b691231aacd557f808ec6190207370898a3d44a3cf32c04a3bc10f,True,False,False
DEV-INIT-D1-DONOR03-SRC25-N54-DEP2,25,54,2,1,sweep_cw_all_cv,sweep,all_cv,1557.5247918268178,1557.5247918268178,True,0,9,0,0,631d7862dbc9851896048a26bba5d5f873afb0ea13d32abd5953009d5a62bae0,ba8f7e8c2446769c47b042970abe37d052ca1a667b40a4b0476d3933f2edd996,True,False,False
DEV-INIT-D1-DONOR03-SRC25-N54-DEP2,25,54,2,1,sweep_ccw_all_cv,sweep,all_cv,1551.1610197710138,1551.1610197710138,True,0,9,0,0,5442b1ae37e186320adaff28344cb69f3945baff90f37b4169f969aca23626ee,def5bd0e3937a3ab0c0fe720d17833480eaab731b4d23b00ed832ef750970652,True,False,False
DEV-INIT-D1-DONOR03-SRC25-N54-DEP2,25,54,2,1,sweep_cw_rotated_all_cv,sweep,all_cv,1634.4059504035088,1634.4059504035088,True,0,10,0,0,f157a967c14deb160793275a68e0b1c272f70a6b0e1990799f2c882bbb6e058e,1030aefa11804772d50be7a880a5f2f231e00409364630034458f36bb641098b,False,False,False
DEV-INIT-D1-DONOR03-SRC25-N54-DEP2,25,54,2,1,sweep_ccw_rotated_all_cv,sweep,all_cv,1423.4152432708493,1423.4152432708493,True,0,8,0,0,d0e2de5bb017846607c5ab0101c5424c12f9d1dd162accf17615cf7c56de5fa2,a6306eb1579f7fd18ef41224d9bd8f9c1c870b3622bb14791f50144ae6e26c61,False,False,False
DEV-INIT-D1-DONOR03-SRC25-N54-DEP2,25,54,2,1,nearest_neighbour_all_cv,nearest_neighbour,all_cv,1615.3439530941553,1615.3439530941553,True,0,11,0,0,8a6b9e125549b76eb6ec8ce731cdf613f44078b5f5290fbefe34992d7066b52c,a4236a1ef852deb696c944bc3ed77523353b1f2fe8265696610ad881b313331c,False,False,False
