task_id,instance_id,region,tier,seed,HGS-F_cost,HGS-F_cpu_seconds,HGS-E_cost,HGS-E_cpu_seconds,HGS-M_cost,HGS-M_cpu_seconds,MV-HGS-SP_cost,MV-HGS-SP_cpu_seconds,HGS-F_emissions_kg,HGS-E_emissions_kg,HGS-M_emissions_kg,MV-HGS-SP_emissions_kg,complete_candidate_attempts,wallclock_safety_triggered,mip_status,mip_status_class,mip_message,mip_incumbent_available,mip_objective,mip_dual_bound,mip_gap,mip_node_count,mip_time_limit_seconds,mip_optimality_proven,selected_source,witness_sha256,input_manifest_sha256,responsibility_map_sha256,status
D6-E2__cn-cy-50c-01-V2-LOCATIONS__seed2,cn-cy-50c-01-V2-LOCATIONS,cy,50,2,2687.5470250969447,26.90166745899478,2592.5987155266216,26.97747187499772,2592.5987155266216,28.863253500006977,2592.5987155266216,83.21480495900323,229.06824205904962,179.16385346399818,179.16385346399818,179.16385346399818,80,False,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,2592.5987155266216,2592.5987155266216,0.0,1,5.0,True,best_exact_hgs_parent,7ae5a27ac89728211097afbfd96165ef479d148854ebff93fd199ba57aaa783f,4aef3b269ed2af21ff3877ce7582a212a39e9d47f83f1d568e6f5838ed94c16f,70e83d8808a0061fe835603fbde513d021a8eb5af5ec408d866f3c32e525e8a0,PASS
D6-E2__cn-cy-50c-01-V2-LOCATIONS__seed3,cn-cy-50c-01-V2-LOCATIONS,cy,50,3,2660.1306201479792,26.229709541992634,2592.5987155266216,27.003670874997624,2592.5987155266216,28.96401904099912,2592.5987155266216,82.6605440830026,208.58965960867923,179.16385346399818,179.16385346399818,179.16385346399818,80,False,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,2592.5987155266216,2592.5987155266216,0.0,1,5.0,True,best_exact_hgs_parent,181e0d7bc6a468e27ec578e7e8ce26600c8dc7f4e4196b4d21149924c06da76f,4aef3b269ed2af21ff3877ce7582a212a39e9d47f83f1d568e6f5838ed94c16f,70e83d8808a0061fe835603fbde513d021a8eb5af5ec408d866f3c32e525e8a0,PASS
D6-E2__cn-cy-50c-01-V2-LOCATIONS__seed4,cn-cy-50c-01-V2-LOCATIONS,cy,50,4,2687.5470250969447,25.131818082998507,2592.5987155266216,27.354242916990188,2592.5987155266216,28.264766459004022,2592.5987155266216,81.16398545799893,229.06824205904962,179.16385346399818,179.16385346399818,179.16385346399818,80,False,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,2592.5987155266216,2592.5987155266216,0.0,1,5.0,True,best_exact_hgs_parent,5ef9b22d9ac08ce1a24f44595f5bfe965198f40829cd84fce7b8487af2e7f09e,4aef3b269ed2af21ff3877ce7582a212a39e9d47f83f1d568e6f5838ed94c16f,70e83d8808a0061fe835603fbde513d021a8eb5af5ec408d866f3c32e525e8a0,PASS
D6-E2__cn-cy-50c-01-V2-LOCATIONS__seed5,cn-cy-50c-01-V2-LOCATIONS,cy,50,5,2652.5051973389773,26.034213291000924,2592.5987155266216,27.973344624988385,2592.5987155266216,29.07859108399134,2592.5987155266216,83.5969552500028,207.32417073326653,179.16385346399818,179.16385346399818,179.16385346399818,80,False,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,2592.5987155266216,2592.5987155266216,0.0,1,5.0,True,best_exact_hgs_parent,f7714e41fbecc7a8de08368d976232cd9667242f81af171a68281c3df4d2e5c8,4aef3b269ed2af21ff3877ce7582a212a39e9d47f83f1d568e6f5838ed94c16f,70e83d8808a0061fe835603fbde513d021a8eb5af5ec408d866f3c32e525e8a0,PASS
D6-E2__cn-cy-50c-02-V2-LOCATIONS__seed1,cn-cy-50c-02-V2-LOCATIONS,cy,50,1,2678.647637260252,24.701651291994494,2630.5776090439185,22.479169167010696,2632.8305056020213,23.529460499994457,2629.831591162935,71.23550166600035,199.52864627550437,175.79013717379266,176.10946326195275,176.47494644481864,80,False,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,2629.831591162935,2629.831591162935,0.0,1,5.0,True,time_limited_mip_recombination,b07ca5a5fa1115e45589c9b4989637f0953cf6ebeb7edf11cea71460e640c048,86f65846c928fdafb82c9f324bdd938a58a7138883cc198ba9fd0cfba64568a1,70e83d8808a0061fe835603fbde513d021a8eb5af5ec408d866f3c32e525e8a0,PASS
D6-E2__cn-cy-50c-02-V2-LOCATIONS__seed2,cn-cy-50c-02-V2-LOCATIONS,cy,50,2,2679.9078312577735,26.44638183299685,2630.5776090439185,20.429458665996208,2632.3203052269796,22.5256576660031,2629.831591162935,69.85821970801044,200.5443891700422,175.79013717379266,176.35992317183843,176.47494644481864,80,False,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,2629.831591162935,2629.831591162935,0.0,1,5.0,True,time_limited_mip_recombination,da9fc3e5f43fc4f36df66a86449b1ca49a2ef3183075224bc454e303c4df14cf,86f65846c928fdafb82c9f324bdd938a58a7138883cc198ba9fd0cfba64568a1,70e83d8808a0061fe835603fbde513d021a8eb5af5ec408d866f3c32e525e8a0,PASS
D6-E2__cn-cy-50c-02-V2-LOCATIONS__seed3,cn-cy-50c-02-V2-LOCATIONS,cy,50,3,2699.6642858592077,25.73868283300544,2630.5776090439185,21.739048916002503,2630.5776090439185,22.58031358299195,2629.831591162935,70.55152529200132,210.87484729139763,175.79013717379266,175.79013717379266,176.47494644481864,80,False,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,2629.831591162935,2629.831591162935,0.0,1,5.0,True,time_limited_mip_recombination,f2d38136eb8953c98ea6e1dc6ea9606007c99e5d426908a7e486f17f209993d5,86f65846c928fdafb82c9f324bdd938a58a7138883cc198ba9fd0cfba64568a1,70e83d8808a0061fe835603fbde513d021a8eb5af5ec408d866f3c32e525e8a0,PASS
D6-E2__cn-cy-50c-02-V2-LOCATIONS__seed4,cn-cy-50c-02-V2-LOCATIONS,cy,50,4,2699.9533271288037,25.025534457992762,2630.5776090439185,24.44051987498824,2630.5776090439185,20.757464084003004,2629.831591162935,70.65809949999675,213.81232660181914,175.79013717379266,175.79013717379266,176.47494644481864,80,False,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,2629.831591162935,2629.831591162935,0.0,1,5.0,True,time_limited_mip_recombination,d0579a2668f709fd1c36ef824525a45e23591133638e3ecd1c7c012037c5ab76,86f65846c928fdafb82c9f324bdd938a58a7138883cc198ba9fd0cfba64568a1,70e83d8808a0061fe835603fbde513d021a8eb5af5ec408d866f3c32e525e8a0,PASS
D6-E2__cn-cy-50c-02-V2-LOCATIONS__seed5,cn-cy-50c-02-V2-LOCATIONS,cy,50,5,2699.9533271288037,24.232984832997317,2630.5776090439185,25.13531445899571,2630.5776090439185,21.730888416001108,2629.831591162935,71.56327550001151,213.81232660181914,175.79013717379266,175.79013717379266,176.47494644481864,80,False,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,2629.831591162935,2629.831591162935,0.0,1,5.0,True,time_limited_mip_recombination,f60c940ff64f05032c5b24d79e43bae6ab086ad2969571cdd9135bac7164bfd6,86f65846c928fdafb82c9f324bdd938a58a7138883cc198ba9fd0cfba64568a1,70e83d8808a0061fe835603fbde513d021a8eb5af5ec408d866f3c32e525e8a0,PASS
D6-E2__cn-cy-50c-03-V2-LOCATIONS__seed1,cn-cy-50c-03-V2-LOCATIONS,cy,50,1,2739.8659764326935,21.63456637499621,2739.8659764326935,23.791226250003092,2739.8659764326935,24.560251791001065,2739.8659764326935,70.39476204199309,226.93198675862945,226.93198675862945,226.93198675862945,226.93198675862945,80,False,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,2739.865976432693,2739.865976432693,0.0,0,5.0,True,best_exact_hgs_parent,0e0532d736fea8000be1309526139687ed73ff74686716516df5f5315e140394,c8f04633da62b0416191e6a6e1e809f490ce76febabdad8c35a5270f234ba81f,70e83d8808a0061fe835603fbde513d021a8eb5af5ec408d866f3c32e525e8a0,PASS
D6-E2__cn-cy-50c-03-V2-LOCATIONS__seed2,cn-cy-50c-03-V2-LOCATIONS,cy,50,2,2739.8659764326935,21.48153766700125,2739.8659764326935,23.616660917003173,2739.8659764326935,25.222178916999837,2739.8659764326935,70.78639470800408,226.93198675862945,226.93198675862945,226.93198675862945,226.93198675862945,80,False,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,2739.865976432693,2739.865976432693,0.0,0,5.0,True,best_exact_hgs_parent,eec907c8f3995deeef5dd65452830a02018884d3b3cddd724f6d248c5e360714,c8f04633da62b0416191e6a6e1e809f490ce76febabdad8c35a5270f234ba81f,70e83d8808a0061fe835603fbde513d021a8eb5af5ec408d866f3c32e525e8a0,PASS
D6-E2__cn-cy-50c-03-V2-LOCATIONS__seed3,cn-cy-50c-03-V2-LOCATIONS,cy,50,3,2739.8659764326935,23.338112041004933,2739.8659764326935,23.197517583990702,2739.8659764326935,23.563181042001816,2739.8659764326935,70.52272062499833,226.93198675862945,226.93198675862945,226.93198675862945,226.93198675862945,80,False,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,2739.865976432693,2739.865976432693,0.0,1,5.0,True,best_exact_hgs_parent,0e0532d736fea8000be1309526139687ed73ff74686716516df5f5315e140394,c8f04633da62b0416191e6a6e1e809f490ce76febabdad8c35a5270f234ba81f,70e83d8808a0061fe835603fbde513d021a8eb5af5ec408d866f3c32e525e8a0,PASS
D6-E2__cn-cy-50c-03-V2-LOCATIONS__seed4,cn-cy-50c-03-V2-LOCATIONS,cy,50,4,2739.8659764326935,23.795769417003612,2739.8659764326935,23.645161000007647,2739.8659764326935,23.573137041996233,2739.8659764326935,71.4394937909965,226.93198675862945,226.93198675862945,226.93198675862945,226.93198675862945,80,False,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,2739.865976432693,2739.865976432693,0.0,1,5.0,True,best_exact_hgs_parent,0e0532d736fea8000be1309526139687ed73ff74686716516df5f5315e140394,c8f04633da62b0416191e6a6e1e809f490ce76febabdad8c35a5270f234ba81f,70e83d8808a0061fe835603fbde513d021a8eb5af5ec408d866f3c32e525e8a0,PASS
D6-E2__cn-cy-50c-03-V2-LOCATIONS__seed5,cn-cy-50c-03-V2-LOCATIONS,cy,50,5,2739.8659764326935,22.302899208007148,2739.8659764326935,23.306811083006323,2739.8659764326935,24.340114457998425,2739.8659764326935,70.35800466701039,226.93198675862945,226.93198675862945,226.93198675862945,226.93198675862945,80,False,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,2739.865976432693,2739.865976432693,0.0,1,5.0,True,best_exact_hgs_parent,a336cfd42a7f8a45a264765ed25e92170cd2a7c85fc911009e46e2d168af14ba,c8f04633da62b0416191e6a6e1e809f490ce76febabdad8c35a5270f234ba81f,70e83d8808a0061fe835603fbde513d021a8eb5af5ec408d866f3c32e525e8a0,PASS
D6-E2__cn-cy-75c-01-V2-LOCATIONS__seed1,cn-cy-75c-01-V2-LOCATIONS,cy,75,1,3666.491858768272,26.26532670800225,3592.9630454381004,32.439712874998804,3601.9300635177296,31.059177709001233,3589.871045720372,90.62902283300355,323.1976864281318,274.3498080774146,271.74449524703607,273.34149993277197,80,False,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,3589.8710457203715,3589.8710457203715,0.0,1,5.0,True,time_limited_mip_recombination,24542e13258c9fc2f84ac4f904e7ef3210b9b74ba094a526a9eb71d195082e60,23cae4a34a63f1b8186c32aaf5809bf88b9b076a6a1e4c8ece05734e69306a1f,75ac982c19da10732ed9e6d52dee8f0faf0eb0893a022865550d71e2f4bb40de,PASS
D6-E2__cn-cy-75c-01-V2-LOCATIONS__seed2,cn-cy-75c-01-V2-LOCATIONS,cy,75,2,3666.491858768272,27.503935333006666,3589.9068680025903,31.722254416992655,3591.36057243909,31.682208333004382,3589.9068680025903,91.74354787501215,323.1976864281318,272.3569126483678,273.8648073484815,272.3569126483678,80,False,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,3589.9068680025903,3589.9068680025903,0.0,1,5.0,True,best_exact_hgs_parent,877ab437046009115fa855bcd3ce8c2992d52487bad5f424842495ccd6ee4575,23cae4a34a63f1b8186c32aaf5809bf88b9b076a6a1e4c8ece05734e69306a1f,75ac982c19da10732ed9e6d52dee8f0faf0eb0893a022865550d71e2f4bb40de,PASS
D6-E2__cn-cy-75c-01-V2-LOCATIONS__seed3,cn-cy-75c-01-V2-LOCATIONS,cy,75,3,3666.491858768272,26.846964915996068,3589.4464683196784,31.749684333000914,3589.9068680025903,31.377526834010496,3589.4464683196784,90.81512962499983,323.1976864281318,273.4600089732041,272.3569126483678,273.4600089732041,80,False,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,3589.446468319678,3589.446468319678,0.0,1,5.0,True,best_exact_hgs_parent,fe1005c80c79bd7b0143286eb83d9fbc18240c7d2fdebdf20205508629e706f1,23cae4a34a63f1b8186c32aaf5809bf88b9b076a6a1e4c8ece05734e69306a1f,75ac982c19da10732ed9e6d52dee8f0faf0eb0893a022865550d71e2f4bb40de,PASS
D6-E2__cn-cy-75c-01-V2-LOCATIONS__seed4,cn-cy-75c-01-V2-LOCATIONS,cy,75,4,3666.491858768272,28.319078959000763,3606.096732362898,31.65216074998898,3593.1984845462175,31.98215137500665,3590.2174973304714,92.78332075000799,323.1976864281318,271.67838076447424,273.9321685131053,273.63630234815656,80,False,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,3590.2174973304714,3590.217497330471,0.0,1,5.0,True,time_limited_mip_recombination,5a76d18999949bd1ce293de1b10fef95146456f0b7cdc27aba71df4bcf3bb4b1,23cae4a34a63f1b8186c32aaf5809bf88b9b076a6a1e4c8ece05734e69306a1f,75ac982c19da10732ed9e6d52dee8f0faf0eb0893a022865550d71e2f4bb40de,PASS
D6-E2__cn-cy-75c-01-V2-LOCATIONS__seed5,cn-cy-75c-01-V2-LOCATIONS,cy,75,5,3666.491858768272,27.814168583005085,3589.792919929778,30.62270070798695,3589.9068680025903,31.405813875011518,3589.4464683196784,90.73374891599815,323.1976864281318,273.7548113885887,272.3569126483678,273.4600089732041,80,False,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,3589.446468319678,3589.446468319678,0.0,1,5.0,True,time_limited_mip_recombination,ac9fc331a03408495f824e0c1802ed6eb480143db5385f6fe1e10029a481b760,23cae4a34a63f1b8186c32aaf5809bf88b9b076a6a1e4c8ece05734e69306a1f,75ac982c19da10732ed9e6d52dee8f0faf0eb0893a022865550d71e2f4bb40de,PASS
D6-E2__cn-cy-75c-02-V2-LOCATIONS__seed1,cn-cy-75c-02-V2-LOCATIONS,cy,75,1,3935.354673376081,33.62648554200132,3831.565824849694,30.631172374996822,3832.779272351815,34.1955140420032,3830.0854801315077,99.3438242500124,342.3546968543003,286.7958799476767,286.6154425150826,290.4817914155652,80,False,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,3830.0854801315077,3830.085480131507,0.0,1,5.0,True,time_limited_mip_recombination,a13c549bf662429f03b6b143ed945446d6a8c6a3c7d26a4dda4ebb44aff247e2,440aeb7be0869d1cf5fe590ee4b079edb85114913bd0650a49a3f4d778964db1,75ac982c19da10732ed9e6d52dee8f0faf0eb0893a022865550d71e2f4bb40de,PASS
D6-E2__cn-cy-75c-02-V2-LOCATIONS__seed2,cn-cy-75c-02-V2-LOCATIONS,cy,75,2,3913.3791066894437,33.006496332993265,3831.565824849694,32.32142983400263,3831.565824849694,31.958407375001116,3831.565824849694,98.20302349999838,326.3776619105517,286.7958799476767,286.7958799476767,286.7958799476767,80,False,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,3831.5658248496934,3831.565824849694,0.0,1,5.0,True,best_exact_hgs_parent,50b887bced60b1f6712f044a4d1107c1f34698ccc03545b456aa9b072833cdce,440aeb7be0869d1cf5fe590ee4b079edb85114913bd0650a49a3f4d778964db1,75ac982c19da10732ed9e6d52dee8f0faf0eb0893a022865550d71e2f4bb40de,PASS
D6-E2__cn-cy-75c-02-V2-LOCATIONS__seed3,cn-cy-75c-02-V2-LOCATIONS,cy,75,3,3893.925767488981,32.16456545800611,3831.565824849694,33.81675670899858,3834.7212111706153,32.64849974999379,3831.565824849694,99.55497499999183,322.47230435676215,286.7958799476767,287.8120587201767,286.7958799476767,80,False,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,3831.5658248496934,3831.5658248496934,0.0,1,5.0,True,best_exact_hgs_parent,9c1a669e157da01b7af46d68f44205234bae17780e5b75b05d7ca67f15cf311c,440aeb7be0869d1cf5fe590ee4b079edb85114913bd0650a49a3f4d778964db1,75ac982c19da10732ed9e6d52dee8f0faf0eb0893a022865550d71e2f4bb40de,PASS
D6-E2__cn-cy-75c-02-V2-LOCATIONS__seed4,cn-cy-75c-02-V2-LOCATIONS,cy,75,4,3935.354673376081,32.86476545898768,3831.565824849694,33.47065016599663,3831.565824849694,32.506889374999446,3831.565824849694,99.85258854199492,342.3546968543003,286.7958799476767,286.7958799476767,286.7958799476767,80,False,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,3831.5658248496934,3831.565824849694,0.0,1,5.0,True,best_exact_hgs_parent,35f4d6863d75d1c0b11e77a071d0e1ebe6d48a4490fe390706ca5cadf39f958c,440aeb7be0869d1cf5fe590ee4b079edb85114913bd0650a49a3f4d778964db1,75ac982c19da10732ed9e6d52dee8f0faf0eb0893a022865550d71e2f4bb40de,PASS
D6-E2__cn-cy-75c-02-V2-LOCATIONS__seed5,cn-cy-75c-02-V2-LOCATIONS,cy,75,5,3897.706526156423,34.465257000003476,3831.565824849694,32.104407500009984,3835.6151212161676,32.33011287500267,3831.565824849694,100.02754129198729,322.8707545123723,286.7958799476767,288.36100087227436,286.7958799476767,80,False,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,3831.5658248496934,3831.565824849694,0.0,1,5.0,True,best_exact_hgs_parent,69f27649fe40144d42a37f48d97aab5654878a039e20e918e8fe291cafd3493e,440aeb7be0869d1cf5fe590ee4b079edb85114913bd0650a49a3f4d778964db1,75ac982c19da10732ed9e6d52dee8f0faf0eb0893a022865550d71e2f4bb40de,PASS
D6-E2__cn-cy-75c-03-V2-LOCATIONS__seed1,cn-cy-75c-03-V2-LOCATIONS,cy,75,1,3703.421850641588,29.09889895800734,3665.274025727641,31.049887792003574,3663.7307006544056,32.61391116598679,3663.635263129824,94.23071225000604,330.6149234196916,303.2160798747107,302.68678513957195,302.9166917789111,80,False,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,3663.635263129824,3663.635263129824,0.0,1,5.0,True,time_limited_mip_recombination,e600198646187ade9cc302a2c954828e2ed93a08d9e9b738da2dce70cf86b4d7,676a778788ab1ed78fec79436ad6f05af25179dc7f3caee81c4750270cc13f91,75ac982c19da10732ed9e6d52dee8f0faf0eb0893a022865550d71e2f4bb40de,PASS
D6-E2__cn-cy-75c-03-V2-LOCATIONS__seed2,cn-cy-75c-03-V2-LOCATIONS,cy,75,2,3703.421850641588,28.30389891700179,3662.407416663112,31.2839962500002,3675.67876229389,31.20411979200435,3661.8491250900893,91.83205829099461,330.6149234196916,302.54068028936473,297.97419239745585,302.3667766723966,80,False,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,3661.8491250900893,3661.8491250900893,0.0,1,5.0,True,time_limited_mip_recombination,5ac3c9ebf9be4b1e6d0ef97ca61d1ce6ba720bf47d6445088ad5f934c9ca2170,676a778788ab1ed78fec79436ad6f05af25179dc7f3caee81c4750270cc13f91,75ac982c19da10732ed9e6d52dee8f0faf0eb0893a022865550d71e2f4bb40de,PASS
D6-E2__cn-cy-75c-03-V2-LOCATIONS__seed3,cn-cy-75c-03-V2-LOCATIONS,cy,75,3,3703.421850641588,30.71917837500223,3663.635263129824,31.267455667009926,3670.5116621051197,30.830767042003572,3663.635263129824,93.67138699999487,330.6149234196916,302.9166917789111,302.7742634737585,302.9166917789111,80,False,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,3663.635263129824,3663.635263129824,0.0,1,5.0,True,best_exact_hgs_parent,81bc93d111b8de1242076ddb690053afa9e84487eed0cc0f2143e9caaa0a448c,676a778788ab1ed78fec79436ad6f05af25179dc7f3caee81c4750270cc13f91,75ac982c19da10732ed9e6d52dee8f0faf0eb0893a022865550d71e2f4bb40de,PASS
D6-E2__cn-cy-75c-03-V2-LOCATIONS__seed4,cn-cy-75c-03-V2-LOCATIONS,cy,75,4,3703.421850641588,30.783052165992558,3663.635263129824,30.807526874996256,3663.6915442109134,31.65988170800847,3663.635263129824,94.17403562499385,330.6149234196916,302.9166917789111,302.8392781273368,302.9166917789111,80,False,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,3663.635263129824,3663.635263129824,0.0,1,5.0,True,best_exact_hgs_parent,a2b15d238897f8f83a59e8df7a306711a70f4f38e5ea86c04eb0d42e36d637b7,676a778788ab1ed78fec79436ad6f05af25179dc7f3caee81c4750270cc13f91,75ac982c19da10732ed9e6d52dee8f0faf0eb0893a022865550d71e2f4bb40de,PASS
D6-E2__cn-cy-75c-03-V2-LOCATIONS__seed5,cn-cy-75c-03-V2-LOCATIONS,cy,75,5,3703.421850641588,30.38073474999692,3665.492495671895,30.223985415999778,3661.8491250900893,31.25887070898898,3661.8491250900893,92.77176399999007,330.6149234196916,303.42826721732956,302.3667766723966,302.3667766723966,80,False,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,3661.8491250900893,3661.8491250900897,0.0,1,5.0,True,best_exact_hgs_parent,5785261b1adea53b8c1e125676f356a458d1bb7ec7920252090f71e8748db574,676a778788ab1ed78fec79436ad6f05af25179dc7f3caee81c4750270cc13f91,75ac982c19da10732ed9e6d52dee8f0faf0eb0893a022865550d71e2f4bb40de,PASS
D6-E2__cn-jjj-100c-01-V2-LOCATIONS__seed1,cn-jjj-100c-01-V2-LOCATIONS,jjj,100,1,4994.066901976965,45.3676301670057,4964.3841665445725,51.537247624990414,4963.759977862377,49.704653000007966,4963.759977862377,148.12407983299636,409.64954150187054,400.10809914253826,390.7135028853201,390.7135028853201,80,False,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,4963.759977862377,4963.759977862377,0.0,1,5.0,True,best_exact_hgs_parent,085a4fb9155aa9a1ee9ff34a39cb6fc74877c4446f976fd7b20e1e77915d9dc2,c9da2059a0ba7048a866e569d0721f7d8b562588d6c5d18fa1f7d1e954a6f3fa,b3aba19bc2389846ee1425df38a698a9460d5a7f5613e903046eaa5336159b5b,PASS
D6-E2__cn-jjj-100c-01-V2-LOCATIONS__seed2,cn-jjj-100c-01-V2-LOCATIONS,jjj,100,2,4991.8092241521435,43.91331441699003,4965.402571112539,49.41404641598638,4953.605501274821,48.77669420800521,4934.271295203027,144.62234295799863,409.44232392356395,388.6706616076969,390.50550844325005,380.0253869583433,80,False,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,4934.2712952030115,4934.2712952030115,0.0,1,5.0,True,time_limited_mip_recombination,a143c3baacc77cdd292f4a08615a43fa431c4e23ff41530a0c3e5addc864079b,c9da2059a0ba7048a866e569d0721f7d8b562588d6c5d18fa1f7d1e954a6f3fa,b3aba19bc2389846ee1425df38a698a9460d5a7f5613e903046eaa5336159b5b,PASS
D6-E2__cn-jjj-100c-01-V2-LOCATIONS__seed3,cn-jjj-100c-01-V2-LOCATIONS,jjj,100,3,5016.929063897708,45.22993162499915,4933.437859822635,50.37774837500183,4963.705888370333,50.39918270800263,4933.437859822635,148.2342776669975,414.5913806970091,382.39420545953635,389.4028033773279,382.39420545953635,80,False,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,4933.437859787081,4933.437859787081,0.0,1,5.0,True,best_exact_hgs_parent,5d0ba557cb8260e9131ae97473aabaf8146974e4338ac424e631b6028fc69932,c9da2059a0ba7048a866e569d0721f7d8b562588d6c5d18fa1f7d1e954a6f3fa,b3aba19bc2389846ee1425df38a698a9460d5a7f5613e903046eaa5336159b5b,PASS
D6-E2__cn-jjj-100c-01-V2-LOCATIONS__seed4,cn-jjj-100c-01-V2-LOCATIONS,jjj,100,4,4997.539205371652,44.08004404199892,4968.965419109799,48.064712082996266,4952.074861673484,50.91751904200646,4938.295741834007,144.6401192080084,410.3628129089492,399.8653705281114,395.66833248305437,388.49001535656373,80,False,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,4938.295741834007,4938.295741834007,0.0,1,5.0,True,time_limited_mip_recombination,e794ae9730208c8f6e4707a147fb43a2d9c301e6baa900b9a0b6178c6b089a84,c9da2059a0ba7048a866e569d0721f7d8b562588d6c5d18fa1f7d1e954a6f3fa,b3aba19bc2389846ee1425df38a698a9460d5a7f5613e903046eaa5336159b5b,PASS
D6-E2__cn-jjj-100c-01-V2-LOCATIONS__seed5,cn-jjj-100c-01-V2-LOCATIONS,jjj,100,5,4991.8092241521435,43.71791508300521,4966.6359598115405,48.14412074998836,4968.399660924133,52.16258270799881,4955.359169767745,145.4754921249987,409.44232392356395,400.8572605867911,398.01998749653154,397.3014886798802,80,False,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,4955.359169767745,4955.359169767745,0.0,1,5.0,True,time_limited_mip_recombination,2dc4d5718998deb2f749463e9ea898bfe1c1626097bd35a6d33358844c8e2215,c9da2059a0ba7048a866e569d0721f7d8b562588d6c5d18fa1f7d1e954a6f3fa,b3aba19bc2389846ee1425df38a698a9460d5a7f5613e903046eaa5336159b5b,PASS
D6-E2__cn-jjj-100c-02-V2-LOCATIONS__seed1,cn-jjj-100c-02-V2-LOCATIONS,jjj,100,1,5063.792681384914,42.93689258400991,5044.459934405478,47.72307837501285,5056.206166265673,51.009102582989726,5041.392891303614,143.15459099999862,435.13371010479057,416.31136146694536,424.7415722299023,423.34465762158123,80,False,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,5041.392891303613,5041.392891303613,0.0,1,5.0,True,time_limited_mip_recombination,884898bf1a705a9910b231660234073414b86478691c46d3f5dce601d8218ff2,6ca0d9e668a3284beccefa2e4160d0dff2e51e3b6cba1dff5fd143a610e52ad6,b3aba19bc2389846ee1425df38a698a9460d5a7f5613e903046eaa5336159b5b,PASS
D6-E2__cn-jjj-100c-02-V2-LOCATIONS__seed2,cn-jjj-100c-02-V2-LOCATIONS,jjj,100,2,5065.739993136857,41.4415101659979,5175.632449431156,51.64361120799731,5044.042618797295,52.00148433400318,5039.339592248077,147.02892229099234,435.2037528644012,393.83330334420805,423.76867919131695,420.04873822631123,80,False,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,5039.339592248077,5039.339592248077,0.0,1,5.0,True,time_limited_mip_recombination,89c0949ad18a3cf6364c6ad1d0ebcd217c4fb7adc730f601ef42c5fab93ef381,6ca0d9e668a3284beccefa2e4160d0dff2e51e3b6cba1dff5fd143a610e52ad6,b3aba19bc2389846ee1425df38a698a9460d5a7f5613e903046eaa5336159b5b,PASS
