instance_id,arm,seed,iterations,runtime_seconds,optimisation_initial_cost,optimisation_best_cost,actual_time_varying_cost,actual_time_varying_emissions_kg,actual_ev_emissions_kg,actual_cv_emissions_kg,electricity_kwh,used_cv,used_ev,customers_served,customers_total,demand_served,demand_total
cn-prd-50c-01-V2-LOCATIONS,DAILY_MEAN_CARBON,11,100,139.96594270900823,2020.7232850967723,1861.1411215364155,1861.3693739858038,197.75747045201413,6.3897331009930225,191.3677373510211,17.800984526078878,4,1,50,50,12223.0,12223.0
cn-prd-50c-01-V2-LOCATIONS,TIME_VARYING_CARBON,11,100,160.60637458402198,2020.7252944015852,1861.2874401346492,1861.2874401346492,196.66531034598216,5.297572994961072,191.3677373510211,17.800984526078878,4,1,50,50,12223.0,12223.0
