status,channel,error_type,error,count
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T1 misses C005's time window,260
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T1 misses C006's time window,124
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T1 misses C007's time window,39
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T1 misses C008's time window,241
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T1 misses C009's time window,140
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T1 misses C010's time window,286
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T1 misses C011's time window,30
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T1 misses C012's time window,175
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T1 misses C013's time window,119
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T1 misses C014's time window,161
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T1 misses C015's time window,161
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T1 misses C016's time window,6
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T1 misses C017's time window,161
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T1 misses C018's time window,18
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T1 misses C019's time window,260
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T1 misses C020's time window,6
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T1 misses C021's time window,169
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T1 misses C022's time window,276
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T1 misses C023's time window,260
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T1 misses C024's time window,181
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T1 misses C025's time window,266
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T1 misses C026's time window,30
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T1 misses C027's time window,286
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T1 misses C028's time window,286
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T1 misses C029's time window,180
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T1 misses C030's time window,286
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T1 misses C031's time window,286
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T1 misses C032's time window,220
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T1 misses C033's time window,216
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T1 misses C034's time window,226
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T1 misses C035's time window,161
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T1 misses C036's time window,286
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T1 misses C037's time window,6
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T1 misses C039's time window,34
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T1 misses C040's time window,69
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T1 misses C041's time window,628
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T1 misses C042's time window,889
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T1 misses C043's time window,173
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T1 misses C044's time window,176
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T1 misses C045's time window,381
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T1 misses C046's time window,197
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T1 misses C047's time window,216
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T1 misses C048's time window,52
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T1 misses C049's time window,496
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T1 misses C050's time window,793
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T2 misses C001's time window,9
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T2 misses C002's time window,9
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T2 misses C003's time window,9
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T2 misses C004's time window,9
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T2 misses C005's time window,9
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T2 misses C006's time window,9
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T2 misses C007's time window,9
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T2 misses C008's time window,9
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T2 misses C009's time window,9
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T2 misses C010's time window,9
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T2 misses C011's time window,9
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T2 misses C012's time window,9
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T2 misses C013's time window,9
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T2 misses C014's time window,9
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T2 misses C015's time window,9
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T2 misses C016's time window,9
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T2 misses C017's time window,9
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T2 misses C018's time window,9
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T2 misses C019's time window,9
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T2 misses C020's time window,9
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T2 misses C021's time window,9
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T2 misses C022's time window,9
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T2 misses C023's time window,9
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T2 misses C024's time window,9
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T2 misses C025's time window,9
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T2 misses C026's time window,9
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T2 misses C027's time window,9
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T2 misses C028's time window,9
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T2 misses C029's time window,9
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T2 misses C030's time window,9
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T2 misses C031's time window,9
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T2 misses C032's time window,9
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T2 misses C033's time window,9
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T2 misses C034's time window,9
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T2 misses C035's time window,9
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T2 misses C036's time window,9
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T2 misses C037's time window,9
REJECTED_CHARGING,depot_collaboration,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_tianjin_1#T2 misses C038's time window,54
REJECTED_CHARGING,depot_collaboration,ValueError,No feasible charging insert between C003 and C038,9
REJECTED_CHARGING,depot_collaboration,ValueError,No feasible charging insert between C007 and C038,10
REJECTED_CHARGING,depot_collaboration,ValueError,No feasible charging insert between C008 and C043,1
REJECTED_CHARGING,depot_collaboration,ValueError,No feasible charging insert between C008 and C045,6
REJECTED_CHARGING,depot_collaboration,ValueError,No feasible charging insert between C014 and C043,1
REJECTED_CHARGING,depot_collaboration,ValueError,No feasible charging insert between C014 and C045,6
REJECTED_CHARGING,depot_collaboration,ValueError,No feasible charging insert between C016 and C037,230
REJECTED_CHARGING,depot_collaboration,ValueError,No feasible charging insert between C017 and C043,1
REJECTED_CHARGING,depot_collaboration,ValueError,No feasible charging insert between C017 and C045,6
REJECTED_CHARGING,depot_collaboration,ValueError,No feasible charging insert between C020 and C016,27
REJECTED_CHARGING,depot_collaboration,ValueError,No feasible charging insert between C022 and C043,6
REJECTED_CHARGING,depot_collaboration,ValueError,No feasible charging insert between C022 and C045,6
REJECTED_CHARGING,depot_collaboration,ValueError,No feasible charging insert between C025 and C043,2
REJECTED_CHARGING,depot_collaboration,ValueError,No feasible charging insert between C031 and C043,6
REJECTED_CHARGING,depot_collaboration,ValueError,No feasible charging insert between C031 and C045,6
REJECTED_CHARGING,depot_collaboration,ValueError,No feasible charging insert between C033 and C043,6
REJECTED_CHARGING,depot_collaboration,ValueError,No feasible charging insert between C033 and C045,6
REJECTED_CHARGING,depot_collaboration,ValueError,No feasible charging insert between C035 and C043,1
REJECTED_CHARGING,depot_collaboration,ValueError,No feasible charging insert between C035 and C045,6
REJECTED_CHARGING,depot_collaboration,ValueError,No feasible charging insert between C036 and C043,6
REJECTED_CHARGING,depot_collaboration,ValueError,No feasible charging insert between C036 and C045,6
REJECTED_CHARGING,depot_collaboration,ValueError,No feasible charging insert between C037 and D_beijing,242
REJECTED_CHARGING,depot_collaboration,ValueError,No feasible charging insert between C038 and D_tianjin,261
REJECTED_CHARGING,depot_collaboration,ValueError,No feasible charging insert between C039 and D_beijing,1
REJECTED_CHARGING,depot_collaboration,ValueError,No feasible charging insert between C040 and C020,3
REJECTED_CHARGING,depot_collaboration,ValueError,No feasible charging insert between C042 and C021,1
REJECTED_CHARGING,depot_collaboration,ValueError,No feasible charging insert between C048 and C016,23
REJECTED_CHARGING,depot_collaboration,ValueError,No feasible charging insert between C048 and C020,3
REJECTED_CHARGING,depot_collaboration,ValueError,No feasible charging insert between C050 and C002,1
REJECTED_CHARGING,depot_collaboration,ValueError,No feasible charging insert between C050 and C021,1
REJECTED_CHARGING,depot_collaboration,ValueError,no feasible depot charging window,593
REJECTED_CHARGING,mixed_fleet,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_beijing_1#T1 misses C001's time window,9
REJECTED_CHARGING,mixed_fleet,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_beijing_1#T1 misses C002's time window,9
REJECTED_CHARGING,mixed_fleet,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_beijing_1#T1 misses C003's time window,3
REJECTED_CHARGING,mixed_fleet,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_beijing_1#T1 misses C004's time window,7
REJECTED_CHARGING,mixed_fleet,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_beijing_1#T1 misses C005's time window,7
REJECTED_CHARGING,mixed_fleet,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_beijing_1#T1 misses C006's time window,3
REJECTED_CHARGING,mixed_fleet,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_beijing_1#T1 misses C007's time window,8
REJECTED_CHARGING,mixed_fleet,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_beijing_1#T1 misses C008's time window,597
REJECTED_CHARGING,mixed_fleet,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_beijing_1#T1 misses C009's time window,3
REJECTED_CHARGING,mixed_fleet,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_beijing_1#T1 misses C010's time window,84
REJECTED_CHARGING,mixed_fleet,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_beijing_1#T1 misses C012's time window,16
REJECTED_CHARGING,mixed_fleet,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_beijing_1#T1 misses C013's time window,12
REJECTED_CHARGING,mixed_fleet,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_beijing_1#T1 misses C014's time window,608
REJECTED_CHARGING,mixed_fleet,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_beijing_1#T1 misses C015's time window,1156
REJECTED_CHARGING,mixed_fleet,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_beijing_1#T1 misses C017's time window,1437
REJECTED_CHARGING,mixed_fleet,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_beijing_1#T1 misses C019's time window,7
REJECTED_CHARGING,mixed_fleet,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_beijing_1#T1 misses C021's time window,279
REJECTED_CHARGING,mixed_fleet,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_beijing_1#T1 misses C022's time window,280
REJECTED_CHARGING,mixed_fleet,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_beijing_1#T1 misses C023's time window,9
REJECTED_CHARGING,mixed_fleet,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_beijing_1#T1 misses C024's time window,871
REJECTED_CHARGING,mixed_fleet,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_beijing_1#T1 misses C025's time window,252
REJECTED_CHARGING,mixed_fleet,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_beijing_1#T1 misses C027's time window,34
REJECTED_CHARGING,mixed_fleet,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_beijing_1#T1 misses C028's time window,22
REJECTED_CHARGING,mixed_fleet,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_beijing_1#T1 misses C029's time window,5
REJECTED_CHARGING,mixed_fleet,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_beijing_1#T1 misses C030's time window,92
REJECTED_CHARGING,mixed_fleet,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_beijing_1#T1 misses C031's time window,206
REJECTED_CHARGING,mixed_fleet,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_beijing_1#T1 misses C032's time window,7
REJECTED_CHARGING,mixed_fleet,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_beijing_1#T1 misses C033's time window,724
REJECTED_CHARGING,mixed_fleet,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_beijing_1#T1 misses C034's time window,582
REJECTED_CHARGING,mixed_fleet,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_beijing_1#T1 misses C035's time window,1552
REJECTED_CHARGING,mixed_fleet,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_beijing_1#T1 misses C036's time window,184
REJECTED_CHARGING,mixed_fleet,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_beijing_1#T2 misses C001's time window,77
REJECTED_CHARGING,mixed_fleet,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_beijing_1#T2 misses C002's time window,77
REJECTED_CHARGING,mixed_fleet,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_beijing_1#T2 misses C003's time window,77
REJECTED_CHARGING,mixed_fleet,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_beijing_1#T2 misses C004's time window,77
REJECTED_CHARGING,mixed_fleet,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_beijing_1#T2 misses C005's time window,77
REJECTED_CHARGING,mixed_fleet,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_beijing_1#T2 misses C006's time window,77
REJECTED_CHARGING,mixed_fleet,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_beijing_1#T2 misses C007's time window,77
REJECTED_CHARGING,mixed_fleet,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_beijing_1#T2 misses C008's time window,54
REJECTED_CHARGING,mixed_fleet,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_beijing_1#T2 misses C009's time window,77
REJECTED_CHARGING,mixed_fleet,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_beijing_1#T2 misses C010's time window,77
REJECTED_CHARGING,mixed_fleet,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_beijing_1#T2 misses C011's time window,77
REJECTED_CHARGING,mixed_fleet,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_beijing_1#T2 misses C012's time window,77
REJECTED_CHARGING,mixed_fleet,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_beijing_1#T2 misses C013's time window,77
REJECTED_CHARGING,mixed_fleet,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_beijing_1#T2 misses C016's time window,2
REJECTED_CHARGING,mixed_fleet,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_beijing_1#T2 misses C018's time window,77
REJECTED_CHARGING,mixed_fleet,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_beijing_1#T2 misses C019's time window,77
REJECTED_CHARGING,mixed_fleet,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_beijing_1#T2 misses C020's time window,62
REJECTED_CHARGING,mixed_fleet,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_beijing_1#T2 misses C021's time window,32
REJECTED_CHARGING,mixed_fleet,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_beijing_1#T2 misses C022's time window,71
REJECTED_CHARGING,mixed_fleet,ValueError,E3_STRICT_MULTITRIP_V2: route EV_D_beijing_1#T2 misses C023's time window,77
