task_id,instance_id,region,arm,charge_timing_policy,seed,terminal_status,paper_claim_allowed,full_model_objective_cny,operating_cost_cny,fixed_cost_cny,fuel_cost_cny,charging_electricity_cost_cny,distance_cost_cny,fuel_direct_emissions_kgco2e,charging_emissions_kgco2e,system_emissions_kgco2e,charging_energy_kwh,actual_carbon_intensity_kgco2e_per_kwh,total_distance_km,ev_distance_km,physical_vehicle_count,dispatched_cv_count,dispatched_ev_count,trip_count,ev_trip_count,completed_customer_count,required_customer_count,completed_demand,required_demand,service_redline_status,violation_count,violation_types_json,search_objective,final_full_evaluation_objective,closure_error,completion_success_count,completion_attempt_count,completion_failure_classification_original_json,route_signature,customer_assignment_signature,directed_arc_set_signature,hgs_iterations_total,last_improvement_iteration,wall_seconds,route_pool_mip_initial_limit_seconds,route_pool_mip_actual_seconds,route_pool_mip_extended,route_pool_mip_extension_count,route_pool_mip_status,depot_charge_window_mode,public_station_candidate_mode,unit_succeeded,failure_stage,exception_type,exception_message,traceback_text,last_persisted_state_json,configured_hgs_iterations_total,hgs_iterations_by_view_json,hgs_iteration_limit_by_view_json,last_improvement_global_iteration,last_improvement_by_view_json,improvement_at_any_view_limit,improvement_at_total_iteration_limit,charging_start_signature,charging_start_times_json
T24__CY__COST__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,COST,cost_min,2026080204,FULL_PASS_ZERO_VIOLATIONS,False,4125.789113122824,4094.405775730349,1870.0,1095.907528693998,39.232043305320936,1089.2662037310304,395.59665814895766,22.736284965882366,418.33294311484,99.42465192698168,0.22867854727397072,1441.343998402543,318.01922748139197,11,7,4,18,4,100,100,27293.0,27293.0,PASS_FULL_SERVICE,0,[],4125.789113122824,4125.789113122824,0.0,280,280,[],3a5df16e4e1766562b6436b7d25fbcf8a503e380ee49a8aef8c35dbc8fac3bc2,64af50d2cb106fffe8fb4262390408b5d5308a8a883a1a14c60eb287bfeab33b,e0b9133cd54f1c72e03c263111371e4902ec8506d7137b7be212e40c1dfddf28,20000,5971,681.7812194590224,10.0,10.286093209055252,False,0,REJECTED_COMPLETE_MODEL_VIOLATIONS,same_day_predeparture,fallback,True,,,,,"{""details"":{""hgs_iterations_by_view"":{""cv_only"":6000,""mechanism_ev"":8000,""naive_ev"":6000},""last_improvement_global_iteration"":17971,""service_redline_status"":""PASS_FULL_SERVICE"",""terminal_status"":""FULL_PASS_ZERO_VIOLATIONS"",""violation_count"":0},""elapsed_seconds"":681.7812194590224,""schema_version"":""resetp.t24-unit-state.v1"",""stage"":""COMPLETED"",""task"":{""arm"":""COST"",""charge_timing_policy"":""cost_min"",""instance_id"":""cn-cy-100c-01-V2-LOCATIONS"",""region"":""CY"",""seed"":2026080204,""task_id"":""T24__CY__COST__S2026080204""},""updated_at_utc"":""2026-08-05T12:14:46Z""}",20000,"{""cv_only"":6000,""mechanism_ev"":8000,""naive_ev"":6000}","{""cv_only"":6000,""mechanism_ev"":8000,""naive_ev"":6000}",17971,"{""cv_only"":4606,""mechanism_ev"":5971,""naive_ev"":4309}",False,False,a3da2c7ec8746c336b1051ac1042e616b885402caae8711105d930eaffcc7d44,"[[""D_chengdu"",0,1800.0],[""D_chengdu"",0,4595.726799046],[""D_chongqing"",0,3600.0],[""D_chongqing"",0,12600.0]]"
T24__CY__COST__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,COST,cost_min,2026080205,FULL_PASS_ZERO_VIOLATIONS,False,4101.339716441745,4070.496825340715,1870.0,1069.9769472558116,44.270440741753156,1086.2494373431502,386.23931465235006,24.889598984410767,411.12891363676084,112.13190799223672,0.22196714057638225,1441.739122263094,348.24616383693797,11,7,4,18,4,100,100,27293.0,27293.0,PASS_FULL_SERVICE,0,[],4101.339716441745,4101.339716441745,0.0,279,280,"[{""exception_message"":""China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chengdu': overage=(1, 0, 1)"",""exception_type"":""ValueError"",""failure_category"":""代理找到但完成失败"",""source"":""terminal_population_archive"",""status"":""INFEASIBLE_OR_ERROR"",""view"":""cv_only""}]",88e03726085d8f90a4f71d98c8cff1d32d8dc8987ea39fdbcb65ea3647544e48,2857c91698f2e60b024de68f8bba4792e7b076c85d93d99d8ffb681600e021cb,6fbb6b5519c265ee192d4b494f99a4118f13aa31598719c0e82bbc9e6500a91a,20000,4589,682.9913047919981,10.0,10.101927166921087,False,0,REJECTED_COMPLETE_MODEL_VIOLATIONS,same_day_predeparture,fallback,True,,,,,"{""details"":{""hgs_iterations_by_view"":{""cv_only"":6000,""mechanism_ev"":8000,""naive_ev"":6000},""last_improvement_global_iteration"":15206,""service_redline_status"":""PASS_FULL_SERVICE"",""terminal_status"":""FULL_PASS_ZERO_VIOLATIONS"",""violation_count"":0},""elapsed_seconds"":682.9913047919981,""schema_version"":""resetp.t24-unit-state.v1"",""stage"":""COMPLETED"",""task"":{""arm"":""COST"",""charge_timing_policy"":""cost_min"",""instance_id"":""cn-cy-100c-01-V2-LOCATIONS"",""region"":""CY"",""seed"":2026080205,""task_id"":""T24__CY__COST__S2026080205""},""updated_at_utc"":""2026-08-05T12:14:48Z""}",20000,"{""cv_only"":6000,""mechanism_ev"":8000,""naive_ev"":6000}","{""cv_only"":6000,""mechanism_ev"":8000,""naive_ev"":6000}",15206,"{""cv_only"":4589,""mechanism_ev"":3206,""naive_ev"":2975}",False,False,d6913393eae5d92f3c849b6185a19d8ffede4636f797ecb77e56c5e5aa095e44,"[[""D_chengdu"",0,9818.738125445],[""D_chengdu"",0,14400.0],[""D_chongqing"",0,0.0]]"
T24__CY__COST__S2026080206,cn-cy-100c-01-V2-LOCATIONS,CY,COST,cost_min,2026080206,FULL_PASS_ZERO_VIOLATIONS,False,4169.661228208318,4141.539823920565,2040.0,946.7235475483841,87.09166726109507,1067.7246091110865,341.78014382217725,33.07195278876417,374.85209661094143,153.25150951005634,0.2158018077244061,1435.589502432654,473.047298058033,12,8,4,18,5,100,100,27293.0,27293.0,PASS_FULL_SERVICE,0,[],4169.661228208318,4169.661228208318,0.0,277,280,"[{""exception_message"":""E3_STRICT_MULTITRIP_V2: route T10_ROUTE_0014 misses C053's time window"",""exception_type"":""ValueError"",""failure_category"":""代理找到但完成失败"",""source"":""terminal_population_archive"",""status"":""INFEASIBLE_OR_ERROR"",""view"":""mechanism_ev""},{""exception_message"":""E3_STRICT_MULTITRIP_V2: route T10_ROUTE_0014 misses C072's time window"",""exception_type"":""ValueError"",""failure_category"":""代理找到但完成失败"",""source"":""terminal_population_archive"",""status"":""INFEASIBLE_OR_ERROR"",""view"":""mechanism_ev""},{""exception_message"":""E3_STRICT_MULTITRIP_V2: route T10_ROUTE_0017 misses C053's time window"",""exception_type"":""ValueError"",""failure_category"":""代理找到但完成失败"",""source"":""terminal_population_archive"",""status"":""INFEASIBLE_OR_ERROR"",""view"":""mechanism_ev""}]",a2996b5764160388841cdd0e2980dc68b8ed0e7d1564efb519a22ab7d209f2bb,fd8fbf425d925828d2198cdd5ae2fad922bfbe8fde6ca2b06aea934dcc1ede2d,a2a718dc86a951fa2e6bc8b5aca638d44dc2880c9f9c24d1cfaa2e44bb65e94a,20000,5999,783.3418515829835,10.0,10.496839124942198,False,0,REJECTED_COMPLETE_MODEL_VIOLATIONS,same_day_predeparture,fallback,True,,,,,"{""details"":{""hgs_iterations_by_view"":{""cv_only"":6000,""mechanism_ev"":8000,""naive_ev"":6000},""last_improvement_global_iteration"":16112,""service_redline_status"":""PASS_FULL_SERVICE"",""terminal_status"":""FULL_PASS_ZERO_VIOLATIONS"",""violation_count"":0},""elapsed_seconds"":783.3418515829835,""schema_version"":""resetp.t24-unit-state.v1"",""stage"":""COMPLETED"",""task"":{""arm"":""COST"",""charge_timing_policy"":""cost_min"",""instance_id"":""cn-cy-100c-01-V2-LOCATIONS"",""region"":""CY"",""seed"":2026080206,""task_id"":""T24__CY__COST__S2026080206""},""updated_at_utc"":""2026-08-05T12:16:40Z""}",20000,"{""cv_only"":6000,""mechanism_ev"":8000,""naive_ev"":6000}","{""cv_only"":6000,""mechanism_ev"":8000,""naive_ev"":6000}",16112,"{""cv_only"":5999,""mechanism_ev"":4112,""naive_ev"":3430}",False,False,f2de840dbbc22093d72b90318de7a7fada418f6c0cf61280f720cea4694bc032,"[[""D_chengdu"",0,455.900554154],[""D_chengdu"",0,1800.0],[""D_chongqing"",0,0.0],[""D_chongqing"",0,3025.767714033],[""D_chongqing"",0,54990.17453013926]]"
T24__CY__COST__S2026080207,cn-cy-100c-01-V2-LOCATIONS,CY,COST,cost_min,2026080207,FULL_PASS_ZERO_VIOLATIONS,False,4087.7869233273127,4057.1682761848583,1870.0,1069.6179476584118,41.00542183368777,1076.544906692759,386.10279526669814,22.036996021684168,408.1397912883823,104.07243534116367,0.21174671227250408,1427.341473087867,334.376748325248,11,7,4,18,4,100,100,27293.0,27293.0,PASS_FULL_SERVICE,0,[],4087.7869233273127,4087.7869233273127,0.0,278,280,"[{""exception_message"":""China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chengdu': overage=(1, 0, 1)"",""exception_type"":""ValueError"",""failure_category"":""代理找到但完成失败"",""source"":""terminal_population_archive"",""status"":""INFEASIBLE_OR_ERROR"",""view"":""cv_only""},{""exception_message"":""E3_STRICT_MULTITRIP_V2: route T10_ROUTE_0011 misses C055's time window"",""exception_type"":""ValueError"",""failure_category"":""代理找到但完成失败"",""source"":""terminal_population_archive"",""status"":""INFEASIBLE_OR_ERROR"",""view"":""mechanism_ev""}]",8c3fa16a1adc36c0f7e452680add6d5e9c6500178898d6a0b0c2562a17d9d638,1217d888297565900f0ee4f0069ef736eeebc66739536b4eb2d5ec819b89d170,d8b1dbecc822d6fa5bb4fb2aa49a608ea9a9f21c76299a1ab845904f9689d382,20000,4971,1305.7708431670908,10.0,10.221969708101824,False,0,REJECTED_COMPLETE_MODEL_VIOLATIONS,same_day_predeparture,fallback,True,,,,,"{""details"":{""hgs_iterations_by_view"":{""cv_only"":6000,""mechanism_ev"":8000,""naive_ev"":6000},""last_improvement_global_iteration"":13387,""service_redline_status"":""PASS_FULL_SERVICE"",""terminal_status"":""FULL_PASS_ZERO_VIOLATIONS"",""violation_count"":0},""elapsed_seconds"":1305.7708431670908,""schema_version"":""resetp.t24-unit-state.v1"",""stage"":""COMPLETED"",""task"":{""arm"":""COST"",""charge_timing_policy"":""cost_min"",""instance_id"":""cn-cy-100c-01-V2-LOCATIONS"",""region"":""CY"",""seed"":2026080207,""task_id"":""T24__CY__COST__S2026080207""},""updated_at_utc"":""2026-08-05T12:28:38Z""}",20000,"{""cv_only"":6000,""mechanism_ev"":8000,""naive_ev"":6000}","{""cv_only"":6000,""mechanism_ev"":8000,""naive_ev"":6000}",13387,"{""cv_only"":4971,""mechanism_ev"":1387,""naive_ev"":3784}",False,False,bcbbfddccac4ea27f6521da8be6363a939a65c6cf73c73825442f1d165863c80,"[[""D_chengdu"",0,14400.0],[""D_chengdu"",0,14739.21147652],[""D_chongqing"",0,0.0],[""D_chongqing"",0,1561.907619831]]"
T24__CY__COST__S2026080208,cn-cy-100c-01-V2-LOCATIONS,CY,COST,cost_min,2026080208,FULL_PASS_ZERO_VIOLATIONS,False,4165.982677565812,4138.540482213847,2040.0,923.685673561412,104.39377012449987,1070.4610385279352,333.47761050977834,32.320781278610696,365.79839178838904,157.53569811700802,0.20516480813513624,1443.132580322741,501.65794658002596,12,8,4,18,6,100,100,27293.0,27293.0,PASS_FULL_SERVICE,0,[],4165.982677565812,4165.982677565812,0.0,275,280,"[{""exception_message"":""China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chengdu': overage=(1, 0, 1)"",""exception_type"":""ValueError"",""failure_category"":""代理找到但完成失败"",""source"":""hgs_iteration_checkpoint"",""status"":""INFEASIBLE_OR_ERROR"",""view"":""cv_only""},{""exception_message"":""China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chengdu': overage=(1, 0, 1)"",""exception_type"":""ValueError"",""failure_category"":""代理找到但完成失败"",""source"":""hgs_iteration_checkpoint"",""status"":""INFEASIBLE_OR_ERROR"",""view"":""cv_only""},{""exception_message"":""China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chengdu': overage=(1, 0, 1)"",""exception_type"":""ValueError"",""failure_category"":""代理找到但完成失败"",""source"":""hgs_iteration_checkpoint"",""status"":""INFEASIBLE_OR_ERROR"",""view"":""cv_only""},{""exception_message"":""China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chengdu': overage=(1, 0, 1)"",""exception_type"":""ValueError"",""failure_category"":""代理找到但完成失败"",""source"":""terminal_population_archive"",""status"":""INFEASIBLE_OR_ERROR"",""view"":""cv_only""},{""exception_message"":""China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chengdu': overage=(1, 0, 1)"",""exception_type"":""ValueError"",""failure_category"":""代理找到但完成失败"",""source"":""proxy_best_solution"",""status"":""INFEASIBLE_OR_ERROR"",""view"":""cv_only""}]",dafb0e9196ea472d0669824e33ed63c37a113f440c56f1308e914778d44fd554,28c8e9e6d065a0ce8e8dc48f0b72229ac5654bd6014398427750ccc63dd00cd5,60a60651b1aeec33cbf16c762daca540da08f431fc470cd7532d13b89700bb94,20000,5739,475.2504785000001,10.0,10.12032466699975,False,0,REJECTED_COMPLETE_MODEL_VIOLATIONS,same_day_predeparture,fallback,True,,,,,"{""details"":{""hgs_iterations_by_view"":{""cv_only"":6000,""mechanism_ev"":8000,""naive_ev"":6000},""last_improvement_global_iteration"":14046,""service_redline_status"":""PASS_FULL_SERVICE"",""terminal_status"":""FULL_PASS_ZERO_VIOLATIONS"",""violation_count"":0},""elapsed_seconds"":475.2504785000001,""schema_version"":""resetp.t24-unit-state.v1"",""stage"":""COMPLETED"",""task"":{""arm"":""COST"",""charge_timing_policy"":""cost_min"",""instance_id"":""cn-cy-100c-01-V2-LOCATIONS"",""region"":""CY"",""seed"":2026080208,""task_id"":""T24__CY__COST__S2026080208""},""updated_at_utc"":""2026-08-05T13:48:21Z""}",20000,"{""cv_only"":6000,""mechanism_ev"":8000,""naive_ev"":6000}","{""cv_only"":6000,""mechanism_ev"":8000,""naive_ev"":6000}",14046,"{""cv_only"":5739,""mechanism_ev"":2046,""naive_ev"":5267}",False,False,811d262006ebc0affe51067a59fff0aaf82a4163109cca908961648958cfbafa,"[[""D_chengdu"",0,14400.0],[""D_chengdu"",0,16972.839531486],[""D_chongqing"",0,3600.0],[""D_chongqing"",0,12412.067731923],[""D_chongqing"",0,49785.95397353359],[""D_chongqing"",0,52912.2399421729]]"
T24__CY__COST__S2026080209,cn-cy-100c-01-V2-LOCATIONS,CY,COST,cost_min,2026080209,FULL_PASS_ZERO_VIOLATIONS,False,4137.619881769524,4106.253080880141,1870.0,1101.2688858680585,39.934590090291785,1095.049604921791,397.5080783094894,20.60443687822644,418.11251518771587,101.524892086155,0.20294960629695932,1449.0633262990668,320.1799053771039,11,7,4,18,4,100,100,27293.0,27293.0,PASS_FULL_SERVICE,0,[],4137.619881769524,4137.619881769524,0.0,280,280,[],e7b015a4325eb8bdb1852073ba57b8d46e0ee9e2b94c4217e91ef37c13ccc19d,572a61f1ef9518f8524c957f4d4fc791dd69544b76f36ba7617a8cf068006910,ef78822fc8805865331e1b0689703c4878c211fae2cbedf087ab0dc3e6b21686,20000,4690,478.2114065410001,10.0,10.086389208000128,False,0,REJECTED_COMPLETE_MODEL_VIOLATIONS,same_day_predeparture,fallback,True,,,,,"{""details"":{""hgs_iterations_by_view"":{""cv_only"":6000,""mechanism_ev"":8000,""naive_ev"":6000},""last_improvement_global_iteration"":14650,""service_redline_status"":""PASS_FULL_SERVICE"",""terminal_status"":""FULL_PASS_ZERO_VIOLATIONS"",""violation_count"":0},""elapsed_seconds"":478.2114065410001,""schema_version"":""resetp.t24-unit-state.v1"",""stage"":""COMPLETED"",""task"":{""arm"":""COST"",""charge_timing_policy"":""cost_min"",""instance_id"":""cn-cy-100c-01-V2-LOCATIONS"",""region"":""CY"",""seed"":2026080209,""task_id"":""T24__CY__COST__S2026080209""},""updated_at_utc"":""2026-08-05T13:48:24Z""}",20000,"{""cv_only"":6000,""mechanism_ev"":8000,""naive_ev"":6000}","{""cv_only"":6000,""mechanism_ev"":8000,""naive_ev"":6000}",14650,"{""cv_only"":4673,""mechanism_ev"":2650,""naive_ev"":4690}",False,False,9c4757ec6da07e574e7d80e4486405a68f33f8955969f5607c55131c83244956,"[[""D_chengdu"",0,1800.0],[""D_chengdu"",0,14400.0],[""D_chongqing"",0,0.0],[""D_chongqing"",0,2299.54555915]]"
T24__CY__COST__S2026080210,cn-cy-100c-01-V2-LOCATIONS,CY,COST,cost_min,2026080210,FULL_PASS_ZERO_VIOLATIONS,False,4154.030888502216,4125.990458275311,2040.0,957.6800124565618,79.71748876771885,1048.59295705103,345.72725431795664,28.045475979365566,373.7727302973222,136.30914605037526,0.2057490402661675,1404.794582409098,428.60742934606,12,8,4,18,5,100,100,27293.0,27293.0,PASS_FULL_SERVICE,0,[],4154.030888502216,4154.030888502216,0.0,279,280,"[{""exception_message"":""China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chengdu': overage=(1, 0, 1)"",""exception_type"":""ValueError"",""failure_category"":""代理找到但完成失败"",""source"":""terminal_population_archive"",""status"":""INFEASIBLE_OR_ERROR"",""view"":""cv_only""}]",af38dd454b947631480d1c2dd40b5a8c2681f747cf3a0ebd34bedf0c31eec396,67925ed27d438183cdbfb867f4ee70a317e42736c158107dfe26ca2989248187,528f25fe606035f8f198e0c4f0b978501508cab0fd9dc1d2bc213d09f5826c1d,20000,6620,491.019135,10.0,10.158238250000068,False,0,REJECTED_COMPLETE_MODEL_VIOLATIONS,same_day_predeparture,fallback,True,,,,,"{""details"":{""hgs_iterations_by_view"":{""cv_only"":6000,""mechanism_ev"":8000,""naive_ev"":6000},""last_improvement_global_iteration"":18620,""service_redline_status"":""PASS_FULL_SERVICE"",""terminal_status"":""FULL_PASS_ZERO_VIOLATIONS"",""violation_count"":0},""elapsed_seconds"":491.019135,""schema_version"":""resetp.t24-unit-state.v1"",""stage"":""COMPLETED"",""task"":{""arm"":""COST"",""charge_timing_policy"":""cost_min"",""instance_id"":""cn-cy-100c-01-V2-LOCATIONS"",""region"":""CY"",""seed"":2026080210,""task_id"":""T24__CY__COST__S2026080210""},""updated_at_utc"":""2026-08-05T13:48:37Z""}",20000,"{""cv_only"":6000,""mechanism_ev"":8000,""naive_ev"":6000}","{""cv_only"":6000,""mechanism_ev"":8000,""naive_ev"":6000}",18620,"{""cv_only"":5356,""mechanism_ev"":6620,""naive_ev"":4388}",False,False,48b36fc7b579b67e509e080c67f73fc88d5fe3eed51eb38357dac275ae0a12ff,"[[""D_chengdu"",0,2258.424902387],[""D_chengdu"",0,14400.0],[""D_chongqing"",0,0.0],[""D_chongqing"",0,3600.0],[""D_chongqing"",0,54640.45955871755]]"
T24__JJJ__ASAP__S2026080201,cn-jjj-100c-01-V2-LOCATIONS,JJJ,ASAP,asap,2026080201,FULL_PASS_ZERO_VIOLATIONS,False,3863.407699222774,3832.5842237589636,1870.0,935.1867519336813,59.17899084695783,968.2184809783242,338.65771495198743,72.21239253682435,410.87010748881175,108.60828560733205,0.6648884303164929,1288.756880684669,336.47169050652406,11,7,4,17,4,100,100,25972.0,25972.0,PASS_FULL_SERVICE,0,[],3863.407699222774,3863.407699222774,0.0,280,280,[],af404add2cfbdb73415455ba144398be8fe760c425b02040aee74f7296c38d8b,d6a0d6d15b525236f076e36279b3016f856cdbcf700bdddf4f043eef2042c67a,4b71f88bcc348078203b6bd98ca0c7c783aa38fc18624b93690845facedaf704,20000,7408,261.6353208339997,10.0,10.059926666999672,False,0,NO_INCUMBENT,same_day_predeparture,fallback,True,,,,,"{""details"":{""hgs_iterations_by_view"":{""cv_only"":6000,""mechanism_ev"":8000,""naive_ev"":6000},""last_improvement_global_iteration"":19408,""service_redline_status"":""PASS_FULL_SERVICE"",""terminal_status"":""FULL_PASS_ZERO_VIOLATIONS"",""violation_count"":0},""elapsed_seconds"":261.6353208339997,""schema_version"":""resetp.t24-unit-state.v1"",""stage"":""COMPLETED"",""task"":{""arm"":""ASAP"",""charge_timing_policy"":""asap"",""instance_id"":""cn-jjj-100c-01-V2-LOCATIONS"",""region"":""JJJ"",""seed"":2026080201,""task_id"":""T24__JJJ__ASAP__S2026080201""},""updated_at_utc"":""2026-08-05T14:24:23Z""}",20000,"{""cv_only"":6000,""mechanism_ev"":8000,""naive_ev"":6000}","{""cv_only"":6000,""mechanism_ev"":8000,""naive_ev"":6000}",19408,"{""cv_only"":2628,""mechanism_ev"":7408,""naive_ev"":4552}",False,False,29abc49e539165929ba662e4e71c79222eb001b35e35cd378a0abfe47c6859aa,"[[""D_beijing"",0,0.0],[""D_tianjin"",0,0.0]]"
T24__JJJ__ASAP__S2026080202,cn-jjj-100c-01-V2-LOCATIONS,JJJ,ASAP,asap,2026080202,FULL_PASS_ZERO_VIOLATIONS,False,3821.5769568990077,3791.3168717651733,1870.0,873.9651708239907,79.37423925165194,967.9774616895307,316.35006778033664,87.01017127370567,403.3602390540423,129.08296100601856,0.6740639554251375,1298.950097193819,410.941946560438,11,7,4,17,5,100,100,25972.0,25972.0,PASS_FULL_SERVICE,0,[],3821.5769568990077,3821.5769568990077,0.0,280,280,[],372b4c9d485d0935a63d56207d93b182df477ead46f0f5cde3590d0097e8036f,81dadcd6d895be65c5ff5943e6e040efa39e515ece4447c3d147fe0fc3273067,19370b063723a1c6285336d7fe62a8d3afaae1987436f31aa4174bb6354dcf66,20000,6273,266.9318884580007,10.0,10.058128833999945,False,0,REJECTED_COMPLETE_MODEL_VIOLATIONS,same_day_predeparture,fallback,True,,,,,"{""details"":{""hgs_iterations_by_view"":{""cv_only"":6000,""mechanism_ev"":8000,""naive_ev"":6000},""last_improvement_global_iteration"":18273,""service_redline_status"":""PASS_FULL_SERVICE"",""terminal_status"":""FULL_PASS_ZERO_VIOLATIONS"",""violation_count"":0},""elapsed_seconds"":266.9318884580007,""schema_version"":""resetp.t24-unit-state.v1"",""stage"":""COMPLETED"",""task"":{""arm"":""ASAP"",""charge_timing_policy"":""asap"",""instance_id"":""cn-jjj-100c-01-V2-LOCATIONS"",""region"":""JJJ"",""seed"":2026080202,""task_id"":""T24__JJJ__ASAP__S2026080202""},""updated_at_utc"":""2026-08-05T14:24:28Z""}",20000,"{""cv_only"":6000,""mechanism_ev"":8000,""naive_ev"":6000}","{""cv_only"":6000,""mechanism_ev"":8000,""naive_ev"":6000}",18273,"{""cv_only"":3940,""mechanism_ev"":6273,""naive_ev"":3118}",False,False,7552e61286894b5bf78911f4631c33bc64b6a5a4d5f49dd8b022f667c0d8015e,"[[""D_beijing"",0,0.0],[""D_tianjin"",0,0.0],[""D_tianjin"",0,58350.805095109106]]"
T24__JJJ__ASAP__S2026080203,cn-jjj-100c-01-V2-LOCATIONS,JJJ,ASAP,asap,2026080203,FULL_PASS_ZERO_VIOLATIONS,False,3832.1239344526934,3802.590884346354,1870.0,874.3807066322204,81.94734807173322,976.2628296424001,316.6993526344484,76.96967037727437,393.6690230117228,135.60269636492245,0.5676116510997696,1311.913770485634,427.544648512677,11,7,4,17,5,100,100,25972.0,25972.0,PASS_FULL_SERVICE,0,[],3832.1239344526934,3832.1239344526934,0.0,280,280,[],3688a8f96cf77f6fa045326d0a079a3f3dc1a87183e49931b7926056302f2701,3754a02252f0c07e53546de291a72f4e1f85c82d7473ef9b109f01b1c73d81e8,a9d9b13a9a02698c28074186269af3e54f4d99d29a1b95a6e88749ae247c1fdb,20000,5447,270.0110315000002,10.0,10.009868915999505,False,0,REJECTED_COMPLETE_MODEL_VIOLATIONS,same_day_predeparture,fallback,True,,,,,"{""details"":{""hgs_iterations_by_view"":{""cv_only"":6000,""mechanism_ev"":8000,""naive_ev"":6000},""last_improvement_global_iteration"":17294,""service_redline_status"":""PASS_FULL_SERVICE"",""terminal_status"":""FULL_PASS_ZERO_VIOLATIONS"",""violation_count"":0},""elapsed_seconds"":270.0110315000002,""schema_version"":""resetp.t24-unit-state.v1"",""stage"":""COMPLETED"",""task"":{""arm"":""ASAP"",""charge_timing_policy"":""asap"",""instance_id"":""cn-jjj-100c-01-V2-LOCATIONS"",""region"":""JJJ"",""seed"":2026080203,""task_id"":""T24__JJJ__ASAP__S2026080203""},""updated_at_utc"":""2026-08-05T14:25:47Z""}",20000,"{""cv_only"":6000,""mechanism_ev"":8000,""naive_ev"":6000}","{""cv_only"":6000,""mechanism_ev"":8000,""naive_ev"":6000}",17294,"{""cv_only"":5447,""mechanism_ev"":5294,""naive_ev"":1231}",False,False,43c294dd91ac7d933e66a96d121650c3e7b0bcbed10a323b9de7a9a6248c0a11,"[[""D_beijing"",0,0.0],[""D_beijing"",0,53515.16084305809],[""D_tianjin"",0,0.0]]"
T24__JJJ__ASAP__S2026080204,cn-jjj-100c-01-V2-LOCATIONS,JJJ,ASAP,asap,2026080204,FULL_PASS_ZERO_VIOLATIONS,False,3749.5793050325183,3717.9774427787684,1700.0,980.428785646954,54.18858900501452,983.3600681268,355.01150576975795,66.23432539193102,421.24583116168895,99.53807908859147,0.6654169539777913,1304.897227371927,313.27062930275605,10,6,4,17,4,100,100,25972.0,25972.0,PASS_FULL_SERVICE,0,[],3749.5793050325183,3749.5793050325183,0.0,280,280,[],2eb7700ecc20366ad31656dbded379b56db9f97090cbd56477966ad12f880e98,186b315795e4db2d95479bfb76a6f802ade224e6e7ce29b0507b2716d091b7fc,a226e814fca7387a865e3f7c777bccd2aa6436f705efb4d115c007f412c1becb,20000,6141,274.9491798750005,10.0,10.007059540999762,False,0,REJECTED_COMPLETE_MODEL_VIOLATIONS,same_day_predeparture,fallback,True,,,,,"{""details"":{""hgs_iterations_by_view"":{""cv_only"":6000,""mechanism_ev"":8000,""naive_ev"":6000},""last_improvement_global_iteration"":18141,""service_redline_status"":""PASS_FULL_SERVICE"",""terminal_status"":""FULL_PASS_ZERO_VIOLATIONS"",""violation_count"":0},""elapsed_seconds"":274.9491798750005,""schema_version"":""resetp.t24-unit-state.v1"",""stage"":""COMPLETED"",""task"":{""arm"":""ASAP"",""charge_timing_policy"":""asap"",""instance_id"":""cn-jjj-100c-01-V2-LOCATIONS"",""region"":""JJJ"",""seed"":2026080204,""task_id"":""T24__JJJ__ASAP__S2026080204""},""updated_at_utc"":""2026-08-05T14:29:00Z""}",20000,"{""cv_only"":6000,""mechanism_ev"":8000,""naive_ev"":6000}","{""cv_only"":6000,""mechanism_ev"":8000,""naive_ev"":6000}",18141,"{""cv_only"":3932,""mechanism_ev"":6141,""naive_ev"":5510}",False,False,29abc49e539165929ba662e4e71c79222eb001b35e35cd378a0abfe47c6859aa,"[[""D_beijing"",0,0.0],[""D_tianjin"",0,0.0]]"
