task_id,instance_id,region,arm,charge_timing_policy,seed,solver,mip_invoked,initial_time_limit_seconds,final_time_limit_seconds,actual_elapsed_seconds,time_limit_reached,finished_before_time_limit,incumbent_available,status,status_class,optimality_proven,extended,extension_count,extension_supported,incumbent_trace_supported,extension_unavailable_reason
T24__PRD__COST_CARBON__S2026080208,cn-prd-100c-01-V2-LOCATIONS,PRD,COST_CARBON,cost_plus_carbon,2026080208,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.078462916999342,True,False,True,1,LIMIT_WITH_INCUMBENT,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T24__PRD__COST_CARBON__S2026080209,cn-prd-100c-01-V2-LOCATIONS,PRD,COST_CARBON,cost_plus_carbon,2026080209,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.02946808300112,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T24__PRD__COST_CARBON__S2026080210,cn-prd-100c-01-V2-LOCATIONS,PRD,COST_CARBON,cost_plus_carbon,2026080210,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.011915125000087,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T24__PRD__COST__S2026080201,cn-prd-100c-01-V2-LOCATIONS,PRD,COST,cost_min,2026080201,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.032489999999598,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T24__PRD__COST__S2026080202,cn-prd-100c-01-V2-LOCATIONS,PRD,COST,cost_min,2026080202,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.016685165999661,True,False,True,1,LIMIT_WITH_INCUMBENT,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T24__PRD__COST__S2026080203,cn-prd-100c-01-V2-LOCATIONS,PRD,COST,cost_min,2026080203,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.036972959000195,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T24__PRD__COST__S2026080204,cn-prd-100c-01-V2-LOCATIONS,PRD,COST,cost_min,2026080204,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.03419487499923,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T24__PRD__COST__S2026080205,cn-prd-100c-01-V2-LOCATIONS,PRD,COST,cost_min,2026080205,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.0733879169984,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T24__PRD__COST__S2026080206,cn-prd-100c-01-V2-LOCATIONS,PRD,COST,cost_min,2026080206,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.056243667000672,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T24__PRD__COST__S2026080207,cn-prd-100c-01-V2-LOCATIONS,PRD,COST,cost_min,2026080207,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.024777958000413,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T24__PRD__COST__S2026080208,cn-prd-100c-01-V2-LOCATIONS,PRD,COST,cost_min,2026080208,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.023441624998668,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T24__PRD__COST__S2026080209,cn-prd-100c-01-V2-LOCATIONS,PRD,COST,cost_min,2026080209,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.033057250000638,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T24__PRD__COST__S2026080210,cn-prd-100c-01-V2-LOCATIONS,PRD,COST,cost_min,2026080210,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.018319374999919,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
