algorithm,bundle,seed,eval_budget,best_obj,actual_evals,candidate_scores,repair_delta_count,operator_base_id,control_mode,violation_count,feasible,solution_signature_hash,operator_counts,destroy_counts,repair_counts,q_ratio_counts,worker_python_executable,worker_python_version,worker_numpy_version,elapsed_seconds,runtime_target_seconds,model_label,checkpoint_update,eval_mode,bundle_role,scale,selection_subset,actual_eval_fraction,candidate_generator_mode,search_control_mode,candidate_nondefault_count,search_noncontinue_count,stop_requested_count,meta_q_ratio,meta_threshold_ratio,meta_exploration_ratio
scikit-opt-SA,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-75c-01,3,20,2732.803960039656,20,20,0,,fair_sa_timed,0,1,1501861a0f76c5b994aefedf7b7224ae0f1178f1eb42276ee2677d0a95e22bee,"{""sa_metropolis_path_move"":20}",{},{},{},C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,1.0378023999510333,0.0,,-1,budget,formal,75,,1.0,0,0,0,0,0,,,
alpha_ucb_block,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-75c-01,4,20,2655.3137279225875,20,20,4005,winner_kernel_v1,block_ppo,0,1,2e8634df8fff76d82ea24c52219b3870f8309f68e5019fe28afc0b3e1dbc57a5,{},"{""random_customer_removal"":1,""shaw_related_removal"":1,""vehicle_type_swap"":1,""whole_route_removal"":1,""worst_customer_removal"":1}","{""greedy_insert_repair"":2,""regret2_insert_repair"":2,""regret3_insert_repair"":1}","{""0.160000"":5}",C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,1.8369366999249905,0.0,,-1,budget,formal,75,,1.0,0,0,0,0,0,,,
alpha_ucb_meta_tuned,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-75c-01,4,20,2655.3137279225875,20,20,23260,winner_kernel_v1,block_ppo,0,1,2e8634df8fff76d82ea24c52219b3870f8309f68e5019fe28afc0b3e1dbc57a5,{},"{""route_segment_removal"":1,""shaw_related_removal"":1,""vehicle_type_swap"":1,""whole_route_removal"":1,""worst_customer_removal"":1}","{""greedy_insert_repair"":3,""regret2_insert_repair"":1,""regret3_insert_repair"":1}","{""0.400000"":5}",C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,3.917481500073336,0.0,,-1,budget,formal,75,,1.0,0,0,0,0,0,0.4,0.0025,0.15
ppo_block_best,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-75c-01,4,20,2624.7834214618983,12,12,9299,,block_ppo,0,1,6868b3889555426577d576c473b54700b150c4d9d286e0f4c8d3af18585cde8b,{},"{""random_customer_removal"":4}","{""regret2_insert_repair"":4}","{""0.100000"":3,""0.300000"":1}",C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,4.767334699979983,0.0,best,375,budget,formal,75,,0.6,1,1,4,1,1,,,
alpha_ucb_block,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-75c-01,5,20,2655.3137279225875,20,20,4041,winner_kernel_v1,block_ppo,0,1,2e8634df8fff76d82ea24c52219b3870f8309f68e5019fe28afc0b3e1dbc57a5,{},"{""random_customer_removal"":1,""shaw_related_removal"":1,""vehicle_type_swap"":1,""whole_route_removal"":1,""worst_customer_removal"":1}","{""greedy_insert_repair"":2,""regret2_insert_repair"":2,""regret3_insert_repair"":1}","{""0.160000"":5}",C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,1.8110921999905258,0.0,,-1,budget,formal,75,,1.0,0,0,0,0,0,,,
alpha_ucb_meta_tuned,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-75c-01,5,20,2655.3137279225875,20,20,21028,winner_kernel_v1,block_ppo,0,1,2e8634df8fff76d82ea24c52219b3870f8309f68e5019fe28afc0b3e1dbc57a5,{},"{""random_customer_removal"":1,""route_segment_removal"":1,""shaw_related_removal"":1,""vehicle_type_swap"":1,""whole_route_removal"":1}","{""greedy_insert_repair"":1,""regret2_insert_repair"":3,""regret3_insert_repair"":1}","{""0.400000"":5}",C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,3.609362700022757,0.0,,-1,budget,formal,75,,1.0,0,0,0,0,0,0.4,0.0025,0.15
ppo_block_best,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-75c-01,5,20,2624.7834214618983,12,12,9299,,block_ppo,0,1,6868b3889555426577d576c473b54700b150c4d9d286e0f4c8d3af18585cde8b,{},"{""random_customer_removal"":4}","{""regret2_insert_repair"":4}","{""0.100000"":3,""0.300000"":1}",C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,4.761751500074752,0.0,best,375,budget,formal,75,,0.6,1,1,4,1,1,,,
alpha_ucb_block,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-75c-02,1,20,2433.4889343022924,20,20,4317,winner_kernel_v1,block_ppo,0,1,e3702982e4e9e84868987771b7a69fab1e10c26f08c8c8d6b0815037024cd7a7,{},"{""random_customer_removal"":1,""shaw_related_removal"":1,""vehicle_type_swap"":1,""whole_route_removal"":1,""worst_customer_removal"":1}","{""greedy_insert_repair"":2,""regret2_insert_repair"":2,""regret3_insert_repair"":1}","{""0.160000"":5}",C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,1.5970924999564886,0.0,,-1,budget,formal,75,,1.0,0,0,0,0,0,,,
alpha_ucb_meta_tuned,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-75c-02,1,20,2433.4889343022924,20,20,23213,winner_kernel_v1,block_ppo,0,1,e3702982e4e9e84868987771b7a69fab1e10c26f08c8c8d6b0815037024cd7a7,{},"{""random_customer_removal"":1,""vehicle_type_swap"":2,""whole_route_removal"":1,""worst_customer_removal"":1}","{""greedy_insert_repair"":2,""regret2_insert_repair"":1,""regret3_insert_repair"":2}","{""0.400000"":5}",C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,3.5555044000502676,0.0,,-1,budget,formal,75,,1.0,0,0,0,0,0,0.4,0.0025,0.15
official_winner_kernel,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-75c-02,1,20,2433.4889343022924,20,20,0,winner_kernel_v1,official_kernel,0,1,ff4c10d2c7623b0569074619eff2089ca5bad14722a63e248443bd10f30d1c95,{},{},{},{},C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,1.2679006999824196,0.0,,-1,budget,formal,75,,1.0,0,0,0,0,0,,,
ppo_block_best,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-75c-02,1,20,2433.4889343022924,8,8,9986,,block_ppo,0,1,e3702982e4e9e84868987771b7a69fab1e10c26f08c8c8d6b0815037024cd7a7,{},"{""random_customer_removal"":3}","{""regret2_insert_repair"":3}","{""0.100000"":3}",C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,4.223231600015424,0.0,best,375,budget,formal,75,,0.4,1,1,3,1,1,,,
ppo_block_final,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-75c-02,1,20,2433.4889343022924,8,8,9986,,block_ppo,0,1,e3702982e4e9e84868987771b7a69fab1e10c26f08c8c8d6b0815037024cd7a7,{},"{""random_customer_removal"":3}","{""regret2_insert_repair"":3}","{""0.100000"":3}",C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,4.332808000035584,0.0,final,375,budget,formal,75,,0.4,1,1,3,1,1,,,
random_block,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-75c-02,1,20,2433.4889343022924,20,20,4497,winner_kernel_v1,block_ppo,0,1,e3702982e4e9e84868987771b7a69fab1e10c26f08c8c8d6b0815037024cd7a7,{},"{""random_customer_removal"":1,""route_segment_removal"":1,""shaw_related_removal"":1,""vehicle_type_swap"":1,""whole_route_removal"":1}","{""greedy_insert_repair"":2,""regret3_insert_repair"":3}","{""0.100000"":1,""0.160000"":1,""0.230000"":3}",C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,1.6006870999699458,0.0,,-1,budget,formal,75,,1.0,0,0,0,0,0,,,
scikit-opt-SA,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-75c-02,1,20,2515.46683089774,20,20,0,,fair_sa_timed,0,1,fa450f6a43e45cb0844fa986f2dbe83c5daf74400a896edb81923899abe7259a,"{""sa_metropolis_path_move"":20}",{},{},{},C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,0.8721432000165805,0.0,,-1,budget,formal,75,,1.0,0,0,0,0,0,,,
alpha_ucb_block,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-75c-02,2,20,2433.4889343022924,20,20,4582,winner_kernel_v1,block_ppo,0,1,e3702982e4e9e84868987771b7a69fab1e10c26f08c8c8d6b0815037024cd7a7,{},"{""random_customer_removal"":1,""shaw_related_removal"":1,""vehicle_type_swap"":1,""whole_route_removal"":1,""worst_customer_removal"":1}","{""greedy_insert_repair"":2,""regret2_insert_repair"":2,""regret3_insert_repair"":1}","{""0.160000"":5}",C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,1.5556086000287905,0.0,,-1,budget,formal,75,,1.0,0,0,0,0,0,,,
alpha_ucb_meta_tuned,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-75c-02,2,20,2433.4889343022924,20,20,24919,winner_kernel_v1,block_ppo,0,1,e3702982e4e9e84868987771b7a69fab1e10c26f08c8c8d6b0815037024cd7a7,{},"{""shaw_related_removal"":1,""vehicle_type_swap"":2,""whole_route_removal"":1,""worst_customer_removal"":1}","{""greedy_insert_repair"":3,""regret2_insert_repair"":1,""regret3_insert_repair"":1}","{""0.400000"":5}",C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,3.703532800078392,0.0,,-1,budget,formal,75,,1.0,0,0,0,0,0,0.4,0.0025,0.15
official_winner_kernel,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-75c-02,2,20,2433.4889343022924,20,20,0,winner_kernel_v1,official_kernel,0,1,ff4c10d2c7623b0569074619eff2089ca5bad14722a63e248443bd10f30d1c95,{},{},{},{},C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,1.1778189000906423,0.0,,-1,budget,formal,75,,1.0,0,0,0,0,0,,,
ppo_block_best,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-75c-02,2,20,2433.4889343022924,8,8,9986,,block_ppo,0,1,e3702982e4e9e84868987771b7a69fab1e10c26f08c8c8d6b0815037024cd7a7,{},"{""random_customer_removal"":3}","{""regret2_insert_repair"":3}","{""0.100000"":3}",C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,4.161344400024973,0.0,best,375,budget,formal,75,,0.4,1,1,3,1,1,,,
ppo_block_final,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-75c-02,2,20,2433.4889343022924,8,8,9986,,block_ppo,0,1,e3702982e4e9e84868987771b7a69fab1e10c26f08c8c8d6b0815037024cd7a7,{},"{""random_customer_removal"":3}","{""regret2_insert_repair"":3}","{""0.100000"":3}",C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,4.38515039999038,0.0,final,375,budget,formal,75,,0.4,1,1,3,1,1,,,
random_block,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-75c-02,2,20,2433.4889343022924,20,20,25016,winner_kernel_v1,block_ppo,0,1,e3702982e4e9e84868987771b7a69fab1e10c26f08c8c8d6b0815037024cd7a7,{},"{""shaw_related_removal"":2,""vehicle_type_swap"":1,""whole_route_removal"":1,""worst_customer_removal"":1}","{""greedy_insert_repair"":3,""regret2_insert_repair"":1,""regret3_insert_repair"":1}","{""0.100000"":1,""0.230000"":1,""0.300000"":1,""0.400000"":2}",C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,3.736179400002584,0.0,,-1,budget,formal,75,,1.0,0,0,0,0,0,,,
scikit-opt-SA,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-75c-02,2,20,2515.46683089774,20,20,0,,fair_sa_timed,0,1,fa450f6a43e45cb0844fa986f2dbe83c5daf74400a896edb81923899abe7259a,"{""sa_metropolis_path_move"":20}",{},{},{},C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,0.9305638000369072,0.0,,-1,budget,formal,75,,1.0,0,0,0,0,0,,,
alpha_ucb_block,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-75c-02,3,20,2433.4889343022924,20,20,4292,winner_kernel_v1,block_ppo,0,1,e3702982e4e9e84868987771b7a69fab1e10c26f08c8c8d6b0815037024cd7a7,{},"{""random_customer_removal"":1,""shaw_related_removal"":1,""vehicle_type_swap"":1,""whole_route_removal"":1,""worst_customer_removal"":1}","{""greedy_insert_repair"":2,""regret2_insert_repair"":2,""regret3_insert_repair"":1}","{""0.160000"":5}",C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,1.5344335000263527,0.0,,-1,budget,formal,75,,1.0,0,0,0,0,0,,,
alpha_ucb_meta_tuned,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-75c-02,3,20,2433.4889343022924,20,20,24456,winner_kernel_v1,block_ppo,0,1,e3702982e4e9e84868987771b7a69fab1e10c26f08c8c8d6b0815037024cd7a7,{},"{""random_customer_removal"":1,""route_segment_removal"":1,""shaw_related_removal"":1,""vehicle_type_swap"":1,""whole_route_removal"":1}","{""greedy_insert_repair"":1,""regret2_insert_repair"":2,""regret3_insert_repair"":2}","{""0.400000"":5}",C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,3.6144149999599904,0.0,,-1,budget,formal,75,,1.0,0,0,0,0,0,0.4,0.0025,0.15
official_winner_kernel,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-75c-02,3,20,2433.4889343022924,20,20,0,winner_kernel_v1,official_kernel,0,1,ff4c10d2c7623b0569074619eff2089ca5bad14722a63e248443bd10f30d1c95,{},{},{},{},C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,1.7344535999000072,0.0,,-1,budget,formal,75,,1.0,0,0,0,0,0,,,
ppo_block_best,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-75c-02,3,20,2433.4889343022924,8,8,9986,,block_ppo,0,1,e3702982e4e9e84868987771b7a69fab1e10c26f08c8c8d6b0815037024cd7a7,{},"{""random_customer_removal"":3}","{""regret2_insert_repair"":3}","{""0.100000"":3}",C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,4.191004500025883,0.0,best,375,budget,formal,75,,0.4,1,1,3,1,1,,,
ppo_block_final,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-75c-02,3,20,2433.4889343022924,8,8,9986,,block_ppo,0,1,e3702982e4e9e84868987771b7a69fab1e10c26f08c8c8d6b0815037024cd7a7,{},"{""random_customer_removal"":3}","{""regret2_insert_repair"":3}","{""0.100000"":3}",C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,4.728078900021501,0.0,final,375,budget,formal,75,,0.4,1,1,3,1,1,,,
random_block,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-75c-02,3,20,2433.4889343022924,20,20,21012,winner_kernel_v1,block_ppo,0,1,e3702982e4e9e84868987771b7a69fab1e10c26f08c8c8d6b0815037024cd7a7,{},"{""random_customer_removal"":1,""shaw_related_removal"":2,""whole_route_removal"":1,""worst_customer_removal"":1}","{""greedy_insert_repair"":2,""regret2_insert_repair"":2,""regret3_insert_repair"":1}","{""0.100000"":1,""0.160000"":1,""0.230000"":1,""0.300000"":1,""0.400000"":1}",C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,5.07541049993597,0.0,,-1,budget,formal,75,,1.0,0,0,0,0,0,,,
scikit-opt-SA,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-75c-02,3,20,2515.46683089774,20,20,0,,fair_sa_timed,0,1,fa450f6a43e45cb0844fa986f2dbe83c5daf74400a896edb81923899abe7259a,"{""sa_metropolis_path_move"":20}",{},{},{},C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,1.1372474000090733,0.0,,-1,budget,formal,75,,1.0,0,0,0,0,0,,,
alpha_ucb_block,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-75c-02,4,20,2433.4889343022924,20,20,4345,winner_kernel_v1,block_ppo,0,1,e3702982e4e9e84868987771b7a69fab1e10c26f08c8c8d6b0815037024cd7a7,{},"{""random_customer_removal"":1,""shaw_related_removal"":1,""vehicle_type_swap"":1,""whole_route_removal"":1,""worst_customer_removal"":1}","{""greedy_insert_repair"":2,""regret2_insert_repair"":2,""regret3_insert_repair"":1}","{""0.160000"":5}",C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,1.566445400007069,0.0,,-1,budget,formal,75,,1.0,0,0,0,0,0,,,
alpha_ucb_meta_tuned,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-75c-02,4,20,2433.4889343022924,20,20,24442,winner_kernel_v1,block_ppo,0,1,e3702982e4e9e84868987771b7a69fab1e10c26f08c8c8d6b0815037024cd7a7,{},"{""route_segment_removal"":1,""shaw_related_removal"":1,""vehicle_type_swap"":1,""whole_route_removal"":1,""worst_customer_removal"":1}","{""greedy_insert_repair"":3,""regret2_insert_repair"":1,""regret3_insert_repair"":1}","{""0.400000"":5}",C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,3.6912216000491753,0.0,,-1,budget,formal,75,,1.0,0,0,0,0,0,0.4,0.0025,0.15
ppo_block_best,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-75c-02,4,20,2433.4889343022924,8,8,9986,,block_ppo,0,1,e3702982e4e9e84868987771b7a69fab1e10c26f08c8c8d6b0815037024cd7a7,{},"{""random_customer_removal"":3}","{""regret2_insert_repair"":3}","{""0.100000"":3}",C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,4.168671199935488,0.0,best,375,budget,formal,75,,0.4,1,1,3,1,1,,,
alpha_ucb_block,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-75c-02,5,20,2433.4889343022924,20,20,4450,winner_kernel_v1,block_ppo,0,1,e3702982e4e9e84868987771b7a69fab1e10c26f08c8c8d6b0815037024cd7a7,{},"{""random_customer_removal"":1,""shaw_related_removal"":1,""vehicle_type_swap"":1,""whole_route_removal"":1,""worst_customer_removal"":1}","{""greedy_insert_repair"":2,""regret2_insert_repair"":2,""regret3_insert_repair"":1}","{""0.160000"":5}",C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,1.5643836000235751,0.0,,-1,budget,formal,75,,1.0,0,0,0,0,0,,,
alpha_ucb_meta_tuned,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-75c-02,5,20,2433.4889343022924,20,20,22650,winner_kernel_v1,block_ppo,0,1,e3702982e4e9e84868987771b7a69fab1e10c26f08c8c8d6b0815037024cd7a7,{},"{""random_customer_removal"":1,""route_segment_removal"":1,""shaw_related_removal"":1,""vehicle_type_swap"":1,""whole_route_removal"":1}","{""greedy_insert_repair"":1,""regret2_insert_repair"":2,""regret3_insert_repair"":2}","{""0.400000"":5}",C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,3.5138533000135794,0.0,,-1,budget,formal,75,,1.0,0,0,0,0,0,0.4,0.0025,0.15
ppo_block_best,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-75c-02,5,20,2433.4889343022924,8,8,9986,,block_ppo,0,1,e3702982e4e9e84868987771b7a69fab1e10c26f08c8c8d6b0815037024cd7a7,{},"{""random_customer_removal"":3}","{""regret2_insert_repair"":3}","{""0.100000"":3}",C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,4.229076600051485,0.0,best,375,budget,formal,75,,0.4,1,1,3,1,1,,,
alpha_ucb_block,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-75c-03,1,20,2478.309599401725,20,20,4219,winner_kernel_v1,block_ppo,0,1,d806b31da81c6d7ae5905ded41304f90f5444ffb7bd5fa41880bd6bde8b093c5,{},"{""random_customer_removal"":1,""shaw_related_removal"":1,""vehicle_type_swap"":1,""whole_route_removal"":1,""worst_customer_removal"":1}","{""greedy_insert_repair"":2,""regret2_insert_repair"":2,""regret3_insert_repair"":1}","{""0.160000"":5}",C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,1.6007245000218973,0.0,,-1,budget,formal,75,,1.0,0,0,0,0,0,,,
alpha_ucb_meta_tuned,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-75c-03,1,20,2478.309599401725,20,20,24111,winner_kernel_v1,block_ppo,0,1,d806b31da81c6d7ae5905ded41304f90f5444ffb7bd5fa41880bd6bde8b093c5,{},"{""random_customer_removal"":1,""vehicle_type_swap"":2,""whole_route_removal"":1,""worst_customer_removal"":1}","{""greedy_insert_repair"":2,""regret2_insert_repair"":1,""regret3_insert_repair"":2}","{""0.400000"":5}",C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,3.6585249999770895,0.0,,-1,budget,formal,75,,1.0,0,0,0,0,0,0.4,0.0025,0.15
official_winner_kernel,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-75c-03,1,20,2478.309599401725,20,20,0,winner_kernel_v1,official_kernel,0,1,8f432cb76a1b83daee8c9795a3892a1edfb8b628e393944e43eec584ede583d7,{},{},{},{},C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,1.1683634999208152,0.0,,-1,budget,formal,75,,1.0,0,0,0,0,0,,,
ppo_block_best,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-75c-03,1,20,2478.309599401725,8,8,7998,,block_ppo,0,1,d806b31da81c6d7ae5905ded41304f90f5444ffb7bd5fa41880bd6bde8b093c5,{},"{""random_customer_removal"":3}","{""regret2_insert_repair"":3}","{""0.100000"":3}",C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,4.2126678000204265,0.0,best,375,budget,formal,75,,0.4,1,1,3,1,1,,,
ppo_block_final,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-75c-03,1,20,2478.309599401725,8,8,7998,,block_ppo,0,1,d806b31da81c6d7ae5905ded41304f90f5444ffb7bd5fa41880bd6bde8b093c5,{},"{""random_customer_removal"":3}","{""regret2_insert_repair"":3}","{""0.100000"":3}",C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,3.8806900000199676,0.0,final,375,budget,formal,75,,0.4,1,1,3,1,1,,,
random_block,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-75c-03,1,20,2478.309599401725,20,20,4123,winner_kernel_v1,block_ppo,0,1,d806b31da81c6d7ae5905ded41304f90f5444ffb7bd5fa41880bd6bde8b093c5,{},"{""random_customer_removal"":1,""route_segment_removal"":1,""shaw_related_removal"":1,""vehicle_type_swap"":1,""whole_route_removal"":1}","{""greedy_insert_repair"":2,""regret3_insert_repair"":3}","{""0.100000"":1,""0.160000"":1,""0.230000"":3}",C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,1.5134719000197947,0.0,,-1,budget,formal,75,,1.0,0,0,0,0,0,,,
