instance_id,seed,capacity_kwh,curve_id,feasible,status,total_cost_cny,route_count,ev_route_count,charging_session_count,public_charging_session_count,depot_charging_session_count,taper_entered_session_count,station_charging_kwh,depot_charging_kwh,complete_candidate_evaluations,elapsed_seconds,violation_count,error
cn-prd-50c-01-V2-LOCATIONS,1,16.0,L100_control,True,PASS,2387.059327323635,9,3,2,2,0,0,15.18346234652601,0.0,14,1.4123586249770597,0,
cn-prd-50c-01-V2-LOCATIONS,1,16.0,M17_22KW_NORMAL_PWL,True,PASS,2387.081655944733,9,3,2,2,0,0,15.18346234652601,0.0,14,0.8923561670235358,0,
