date,day_index,half_hour_slot,hour_of_day,minute,source_hour_index,scenario,data_nature,Beijing,Guangdong,Chongqing
2026-07-06,187,13,6,0,4471,S1,piecewise_linear_interpolation_2025_2030,623.180000,521.060000,135.780000
2026-07-06,187,14,6,30,4471,S1,piecewise_linear_interpolation_2025_2030,623.180000,521.060000,135.780000
2026-07-06,187,15,7,0,4472,S1,piecewise_linear_interpolation_2025_2030,508.740000,481.660000,119.960000
2026-07-06,187,16,7,30,4472,S1,piecewise_linear_interpolation_2025_2030,508.740000,481.660000,119.960000
2026-07-06,187,17,8,0,4473,S1,piecewise_linear_interpolation_2025_2030,368.600000,423.240000,264.820000
2026-07-06,187,18,8,30,4473,S1,piecewise_linear_interpolation_2025_2030,368.600000,423.240000,264.820000
2026-07-06,187,19,9,0,4474,S1,piecewise_linear_interpolation_2025_2030,259.540000,366.980000,232.300000
2026-07-06,187,20,9,30,4474,S1,piecewise_linear_interpolation_2025_2030,259.540000,366.980000,232.300000
2026-07-06,187,21,10,0,4475,S1,piecewise_linear_interpolation_2025_2030,218.360000,352.520000,217.660000
2026-07-06,187,22,10,30,4475,S1,piecewise_linear_interpolation_2025_2030,218.360000,352.520000,217.660000
2026-07-06,187,23,11,0,4476,S1,piecewise_linear_interpolation_2025_2030,175.040000,323.980000,209.540000
2026-07-06,187,24,11,30,4476,S1,piecewise_linear_interpolation_2025_2030,175.040000,323.980000,209.540000
2026-07-06,187,25,12,0,4477,S1,piecewise_linear_interpolation_2025_2030,158.980000,305.120000,204.700000
2026-07-06,187,26,12,30,4477,S1,piecewise_linear_interpolation_2025_2030,158.980000,305.120000,204.700000
2026-07-06,187,27,13,0,4478,S1,piecewise_linear_interpolation_2025_2030,154.960000,315.180000,202.740000
2026-07-06,187,28,13,30,4478,S1,piecewise_linear_interpolation_2025_2030,154.960000,315.180000,202.740000
2026-07-06,187,29,14,0,4479,S1,piecewise_linear_interpolation_2025_2030,169.940000,304.460000,204.300000
2026-07-06,187,30,14,30,4479,S1,piecewise_linear_interpolation_2025_2030,169.940000,304.460000,204.300000
2026-07-06,187,31,15,0,4480,S1,piecewise_linear_interpolation_2025_2030,212.840000,316.420000,207.680000
2026-07-06,187,32,15,30,4480,S1,piecewise_linear_interpolation_2025_2030,212.840000,316.420000,207.680000
2026-07-06,187,33,16,0,4481,S1,piecewise_linear_interpolation_2025_2030,298.860000,345.080000,211.860000
2026-07-06,187,34,16,30,4481,S1,piecewise_linear_interpolation_2025_2030,298.860000,345.080000,211.860000
2026-07-06,187,35,17,0,4482,S1,piecewise_linear_interpolation_2025_2030,390.020000,349.720000,145.380000
2026-07-06,187,36,17,30,4482,S1,piecewise_linear_interpolation_2025_2030,390.020000,349.720000,145.380000
2026-07-06,187,37,18,0,4483,S1,piecewise_linear_interpolation_2025_2030,452.600000,370.440000,18.160000
2026-07-06,187,38,18,30,4483,S1,piecewise_linear_interpolation_2025_2030,452.600000,370.440000,18.160000
2026-07-06,187,39,19,0,4484,S1,piecewise_linear_interpolation_2025_2030,466.340000,413.520000,16.560000
2026-07-06,187,40,19,30,4484,S1,piecewise_linear_interpolation_2025_2030,466.340000,413.520000,16.560000
2026-07-06,187,41,20,0,4485,S1,piecewise_linear_interpolation_2025_2030,476.740000,415.980000,39.420000
2026-07-06,187,42,20,30,4485,S1,piecewise_linear_interpolation_2025_2030,476.740000,415.980000,39.420000
2026-07-06,187,43,21,0,4486,S1,piecewise_linear_interpolation_2025_2030,443.100000,413.020000,59.640000
2026-07-06,187,44,21,30,4486,S1,piecewise_linear_interpolation_2025_2030,443.100000,413.020000,59.640000
2026-07-06,187,45,22,0,4487,S1,piecewise_linear_interpolation_2025_2030,453.800000,415.380000,103.580000
2026-07-06,187,46,22,30,4487,S1,piecewise_linear_interpolation_2025_2030,453.800000,415.380000,103.580000
2026-07-06,187,47,23,0,4488,S1,piecewise_linear_interpolation_2025_2030,475.340000,414.880000,177.100000
2026-07-06,187,48,23,30,4488,S1,piecewise_linear_interpolation_2025_2030,475.340000,414.880000,177.100000
2026-07-07,188,1,0,0,4489,S1,piecewise_linear_interpolation_2025_2030,456.480000,453.000000,263.620000
2026-07-07,188,2,0,30,4489,S1,piecewise_linear_interpolation_2025_2030,456.480000,453.000000,263.620000
2026-07-07,188,3,1,0,4490,S1,piecewise_linear_interpolation_2025_2030,458.500000,459.120000,271.380000
2026-07-07,188,4,1,30,4490,S1,piecewise_linear_interpolation_2025_2030,458.500000,459.120000,271.380000
2026-07-07,188,5,2,0,4491,S1,piecewise_linear_interpolation_2025_2030,467.260000,470.440000,281.200000
2026-07-07,188,6,2,30,4491,S1,piecewise_linear_interpolation_2025_2030,467.260000,470.440000,281.200000
2026-07-07,188,7,3,0,4492,S1,piecewise_linear_interpolation_2025_2030,483.860000,486.660000,286.540000
2026-07-07,188,8,3,30,4492,S1,piecewise_linear_interpolation_2025_2030,483.860000,486.660000,286.540000
2026-07-07,188,9,4,0,4493,S1,piecewise_linear_interpolation_2025_2030,489.760000,490.700000,289.660000
2026-07-07,188,10,4,30,4493,S1,piecewise_linear_interpolation_2025_2030,489.760000,490.700000,289.660000
2026-07-07,188,11,5,0,4494,S1,piecewise_linear_interpolation_2025_2030,510.240000,495.420000,295.340000
2026-07-07,188,12,5,30,4494,S1,piecewise_linear_interpolation_2025_2030,510.240000,495.420000,295.340000
2026-07-07,188,13,6,0,4495,S1,piecewise_linear_interpolation_2025_2030,474.420000,488.420000,216.840000
2026-07-07,188,14,6,30,4495,S1,piecewise_linear_interpolation_2025_2030,474.420000,488.420000,216.840000
2026-07-07,188,15,7,0,4496,S1,piecewise_linear_interpolation_2025_2030,396.820000,447.040000,213.060000
2026-07-07,188,16,7,30,4496,S1,piecewise_linear_interpolation_2025_2030,396.820000,447.040000,213.060000
2026-07-07,188,17,8,0,4497,S1,piecewise_linear_interpolation_2025_2030,320.000000,413.040000,234.720000
2026-07-07,188,18,8,30,4497,S1,piecewise_linear_interpolation_2025_2030,320.000000,413.040000,234.720000
2026-07-07,188,19,9,0,4498,S1,piecewise_linear_interpolation_2025_2030,223.140000,350.100000,222.760000
2026-07-07,188,20,9,30,4498,S1,piecewise_linear_interpolation_2025_2030,223.140000,350.100000,222.760000
2026-07-07,188,21,10,0,4499,S1,piecewise_linear_interpolation_2025_2030,163.100000,292.380000,209.720000
2026-07-07,188,22,10,30,4499,S1,piecewise_linear_interpolation_2025_2030,163.100000,292.380000,209.720000
2026-07-07,188,23,11,0,4500,S1,piecewise_linear_interpolation_2025_2030,170.260000,267.660000,198.460000
2026-07-07,188,24,11,30,4500,S1,piecewise_linear_interpolation_2025_2030,170.260000,267.660000,198.460000
2026-07-07,188,25,12,0,4501,S1,piecewise_linear_interpolation_2025_2030,155.260000,253.200000,197.100000
2026-07-07,188,26,12,30,4501,S1,piecewise_linear_interpolation_2025_2030,155.260000,253.200000,197.100000
2026-07-07,188,27,13,0,4502,S1,piecewise_linear_interpolation_2025_2030,158.480000,253.620000,204.180000
2026-07-07,188,28,13,30,4502,S1,piecewise_linear_interpolation_2025_2030,158.480000,253.620000,204.180000
2026-07-07,188,29,14,0,4503,S1,piecewise_linear_interpolation_2025_2030,183.580000,265.380000,200.080000
2026-07-07,188,30,14,30,4503,S1,piecewise_linear_interpolation_2025_2030,183.580000,265.380000,200.080000
2026-07-07,188,31,15,0,4504,S1,piecewise_linear_interpolation_2025_2030,216.520000,302.540000,205.660000
2026-07-07,188,32,15,30,4504,S1,piecewise_linear_interpolation_2025_2030,216.520000,302.540000,205.660000
2026-07-07,188,33,16,0,4505,S1,piecewise_linear_interpolation_2025_2030,239.880000,339.980000,209.160000
2026-07-07,188,34,16,30,4505,S1,piecewise_linear_interpolation_2025_2030,239.880000,339.980000,209.160000
2026-07-07,188,35,17,0,4506,S1,piecewise_linear_interpolation_2025_2030,385.940000,343.260000,160.700000
2026-07-07,188,36,17,30,4506,S1,piecewise_linear_interpolation_2025_2030,385.940000,343.260000,160.700000
2026-07-07,188,37,18,0,4507,S1,piecewise_linear_interpolation_2025_2030,460.240000,356.060000,26.160000
2026-07-07,188,38,18,30,4507,S1,piecewise_linear_interpolation_2025_2030,460.240000,356.060000,26.160000
2026-07-07,188,39,19,0,4508,S1,piecewise_linear_interpolation_2025_2030,444.360000,376.960000,20.980000
2026-07-07,188,40,19,30,4508,S1,piecewise_linear_interpolation_2025_2030,444.360000,376.960000,20.980000
2026-07-07,188,41,20,0,4509,S1,piecewise_linear_interpolation_2025_2030,482.080000,381.780000,33.440000
2026-07-07,188,42,20,30,4509,S1,piecewise_linear_interpolation_2025_2030,482.080000,381.780000,33.440000
2026-07-07,188,43,21,0,4510,S1,piecewise_linear_interpolation_2025_2030,493.580000,382.240000,40.260000
2026-07-07,188,44,21,30,4510,S1,piecewise_linear_interpolation_2025_2030,493.580000,382.240000,40.260000
2026-07-07,188,45,22,0,4511,S1,piecewise_linear_interpolation_2025_2030,498.580000,374.440000,38.240000
2026-07-07,188,46,22,30,4511,S1,piecewise_linear_interpolation_2025_2030,498.580000,374.440000,38.240000
2026-07-07,188,47,23,0,4512,S1,piecewise_linear_interpolation_2025_2030,487.260000,370.740000,58.840000
2026-07-07,188,48,23,30,4512,S1,piecewise_linear_interpolation_2025_2030,487.260000,370.740000,58.840000
2026-07-08,189,1,0,0,4513,S1,piecewise_linear_interpolation_2025_2030,651.380000,459.940000,356.400000
2026-07-08,189,2,0,30,4513,S1,piecewise_linear_interpolation_2025_2030,651.380000,459.940000,356.400000
2026-07-08,189,3,1,0,4514,S1,piecewise_linear_interpolation_2025_2030,650.920000,466.840000,367.120000
2026-07-08,189,4,1,30,4514,S1,piecewise_linear_interpolation_2025_2030,650.920000,466.840000,367.120000
2026-07-08,189,5,2,0,4515,S1,piecewise_linear_interpolation_2025_2030,663.920000,480.700000,375.060000
2026-07-08,189,6,2,30,4515,S1,piecewise_linear_interpolation_2025_2030,663.920000,480.700000,375.060000
2026-07-08,189,7,3,0,4516,S1,piecewise_linear_interpolation_2025_2030,672.800000,499.680000,384.680000
2026-07-08,189,8,3,30,4516,S1,piecewise_linear_interpolation_2025_2030,672.800000,499.680000,384.680000
2026-07-08,189,9,4,0,4517,S1,piecewise_linear_interpolation_2025_2030,674.560000,503.340000,388.520000
2026-07-08,189,10,4,30,4517,S1,piecewise_linear_interpolation_2025_2030,674.560000,503.340000,388.520000
2026-07-08,189,11,5,0,4518,S1,piecewise_linear_interpolation_2025_2030,676.760000,508.380000,398.060000
2026-07-08,189,12,5,30,4518,S1,piecewise_linear_interpolation_2025_2030,676.760000,508.380000,398.060000
2026-07-08,189,13,6,0,4519,S1,piecewise_linear_interpolation_2025_2030,628.000000,502.440000,378.080000
2026-07-08,189,14,6,30,4519,S1,piecewise_linear_interpolation_2025_2030,628.000000,502.440000,378.080000
2026-07-08,189,15,7,0,4520,S1,piecewise_linear_interpolation_2025_2030,514.180000,472.380000,343.620000
2026-07-08,189,16,7,30,4520,S1,piecewise_linear_interpolation_2025_2030,514.180000,472.380000,343.620000
2026-07-08,189,17,8,0,4521,S1,piecewise_linear_interpolation_2025_2030,384.440000,424.920000,338.100000
2026-07-08,189,18,8,30,4521,S1,piecewise_linear_interpolation_2025_2030,384.440000,424.920000,338.100000
2026-07-08,189,19,9,0,4522,S1,piecewise_linear_interpolation_2025_2030,268.500000,372.520000,311.220000
2026-07-08,189,20,9,30,4522,S1,piecewise_linear_interpolation_2025_2030,268.500000,372.520000,311.220000
2026-07-08,189,21,10,0,4523,S1,piecewise_linear_interpolation_2025_2030,224.760000,315.540000,290.220000
2026-07-08,189,22,10,30,4523,S1,piecewise_linear_interpolation_2025_2030,224.760000,315.540000,290.220000
2026-07-08,189,23,11,0,4524,S1,piecewise_linear_interpolation_2025_2030,191.120000,297.660000,288.440000
2026-07-08,189,24,11,30,4524,S1,piecewise_linear_interpolation_2025_2030,191.120000,297.660000,288.440000
2026-07-08,189,25,12,0,4525,S1,piecewise_linear_interpolation_2025_2030,193.600000,280.540000,282.480000
2026-07-08,189,26,12,30,4525,S1,piecewise_linear_interpolation_2025_2030,193.600000,280.540000,282.480000
2026-07-08,189,27,13,0,4526,S1,piecewise_linear_interpolation_2025_2030,183.100000,275.660000,278.700000
2026-07-08,189,28,13,30,4526,S1,piecewise_linear_interpolation_2025_2030,183.100000,275.660000,278.700000
2026-07-08,189,29,14,0,4527,S1,piecewise_linear_interpolation_2025_2030,202.000000,286.980000,286.760000
2026-07-08,189,30,14,30,4527,S1,piecewise_linear_interpolation_2025_2030,202.000000,286.980000,286.760000
2026-07-08,189,31,15,0,4528,S1,piecewise_linear_interpolation_2025_2030,197.380000,323.880000,307.060000
2026-07-08,189,32,15,30,4528,S1,piecewise_linear_interpolation_2025_2030,197.380000,323.880000,307.060000
2026-07-08,189,33,16,0,4529,S1,piecewise_linear_interpolation_2025_2030,193.060000,356.400000,303.080000
2026-07-08,189,34,16,30,4529,S1,piecewise_linear_interpolation_2025_2030,193.060000,356.400000,303.080000
2026-07-08,189,35,17,0,4530,S1,piecewise_linear_interpolation_2025_2030,315.620000,357.600000,269.080000
2026-07-08,189,36,17,30,4530,S1,piecewise_linear_interpolation_2025_2030,315.620000,357.600000,269.080000
2026-07-08,189,37,18,0,4531,S1,piecewise_linear_interpolation_2025_2030,373.500000,366.560000,119.260000
2026-07-08,189,38,18,30,4531,S1,piecewise_linear_interpolation_2025_2030,373.500000,366.560000,119.260000
2026-07-08,189,39,19,0,4532,S1,piecewise_linear_interpolation_2025_2030,455.500000,382.460000,114.120000
2026-07-08,189,40,19,30,4532,S1,piecewise_linear_interpolation_2025_2030,455.500000,382.460000,114.120000
2026-07-08,189,41,20,0,4533,S1,piecewise_linear_interpolation_2025_2030,507.800000,394.480000,122.300000
2026-07-08,189,42,20,30,4533,S1,piecewise_linear_interpolation_2025_2030,507.800000,394.480000,122.300000
2026-07-08,189,43,21,0,4534,S1,piecewise_linear_interpolation_2025_2030,513.020000,392.140000,132.900000
2026-07-08,189,44,21,30,4534,S1,piecewise_linear_interpolation_2025_2030,513.020000,392.140000,132.900000
2026-07-08,189,45,22,0,4535,S1,piecewise_linear_interpolation_2025_2030,527.700000,381.880000,118.560000
2026-07-08,189,46,22,30,4535,S1,piecewise_linear_interpolation_2025_2030,527.700000,381.880000,118.560000
2026-07-08,189,47,23,0,4536,S1,piecewise_linear_interpolation_2025_2030,543.340000,381.400000,119.580000
2026-07-08,189,48,23,30,4536,S1,piecewise_linear_interpolation_2025_2030,543.340000,381.400000,119.580000
2026-07-09,190,1,0,0,4537,S1,piecewise_linear_interpolation_2025_2030,692.820000,505.600000,294.440000
2026-07-09,190,2,0,30,4537,S1,piecewise_linear_interpolation_2025_2030,692.820000,505.600000,294.440000
2026-07-09,190,3,1,0,4538,S1,piecewise_linear_interpolation_2025_2030,689.060000,512.720000,307.520000
2026-07-09,190,4,1,30,4538,S1,piecewise_linear_interpolation_2025_2030,689.060000,512.720000,307.520000
2026-07-09,190,5,2,0,4539,S1,piecewise_linear_interpolation_2025_2030,679.140000,520.020000,316.180000
2026-07-09,190,6,2,30,4539,S1,piecewise_linear_interpolation_2025_2030,679.140000,520.020000,316.180000
2026-07-09,190,7,3,0,4540,S1,piecewise_linear_interpolation_2025_2030,655.580000,520.500000,323.840000
2026-07-09,190,8,3,30,4540,S1,piecewise_linear_interpolation_2025_2030,655.580000,520.500000,323.840000
2026-07-09,190,9,4,0,4541,S1,piecewise_linear_interpolation_2025_2030,651.680000,530.380000,332.640000
2026-07-09,190,10,4,30,4541,S1,piecewise_linear_interpolation_2025_2030,651.680000,530.380000,332.640000
2026-07-09,190,11,5,0,4542,S1,piecewise_linear_interpolation_2025_2030,654.920000,527.640000,300.200000
2026-07-09,190,12,5,30,4542,S1,piecewise_linear_interpolation_2025_2030,654.920000,527.640000,300.200000
2026-07-09,190,13,6,0,4543,S1,piecewise_linear_interpolation_2025_2030,567.460000,522.040000,348.500000
2026-07-09,190,14,6,30,4543,S1,piecewise_linear_interpolation_2025_2030,567.460000,522.040000,348.500000
2026-07-09,190,15,7,0,4544,S1,piecewise_linear_interpolation_2025_2030,389.400000,492.940000,340.740000
2026-07-09,190,16,7,30,4544,S1,piecewise_linear_interpolation_2025_2030,389.400000,492.940000,340.740000
2026-07-09,190,17,8,0,4545,S1,piecewise_linear_interpolation_2025_2030,366.460000,445.820000,329.100000
2026-07-09,190,18,8,30,4545,S1,piecewise_linear_interpolation_2025_2030,366.460000,445.820000,329.100000
2026-07-09,190,19,9,0,4546,S1,piecewise_linear_interpolation_2025_2030,266.660000,381.800000,278.720000
2026-07-09,190,20,9,30,4546,S1,piecewise_linear_interpolation_2025_2030,266.660000,381.800000,278.720000
2026-07-09,190,21,10,0,4547,S1,piecewise_linear_interpolation_2025_2030,213.320000,349.060000,246.220000
2026-07-09,190,22,10,30,4547,S1,piecewise_linear_interpolation_2025_2030,213.320000,349.060000,246.220000
2026-07-09,190,23,11,0,4548,S1,piecewise_linear_interpolation_2025_2030,195.020000,326.540000,262.520000
2026-07-09,190,24,11,30,4548,S1,piecewise_linear_interpolation_2025_2030,195.020000,326.540000,262.520000
2026-07-09,190,25,12,0,4549,S1,piecewise_linear_interpolation_2025_2030,182.400000,314.960000,268.640000
2026-07-09,190,26,12,30,4549,S1,piecewise_linear_interpolation_2025_2030,182.400000,314.960000,268.640000
2026-07-09,190,27,13,0,4550,S1,piecewise_linear_interpolation_2025_2030,173.080000,311.600000,264.460000
2026-07-09,190,28,13,30,4550,S1,piecewise_linear_interpolation_2025_2030,173.080000,311.600000,264.460000
2026-07-09,190,29,14,0,4551,S1,piecewise_linear_interpolation_2025_2030,167.580000,320.540000,263.960000
2026-07-09,190,30,14,30,4551,S1,piecewise_linear_interpolation_2025_2030,167.580000,320.540000,263.960000
2026-07-09,190,31,15,0,4552,S1,piecewise_linear_interpolation_2025_2030,171.120000,341.240000,266.420000
2026-07-09,190,32,15,30,4552,S1,piecewise_linear_interpolation_2025_2030,171.120000,341.240000,266.420000
2026-07-09,190,33,16,0,4553,S1,piecewise_linear_interpolation_2025_2030,204.480000,346.020000,265.960000
2026-07-09,190,34,16,30,4553,S1,piecewise_linear_interpolation_2025_2030,204.480000,346.020000,265.960000
2026-07-09,190,35,17,0,4554,S1,piecewise_linear_interpolation_2025_2030,280.060000,354.020000,268.280000
2026-07-09,190,36,17,30,4554,S1,piecewise_linear_interpolation_2025_2030,280.060000,354.020000,268.280000
2026-07-09,190,37,18,0,4555,S1,piecewise_linear_interpolation_2025_2030,370.500000,387.280000,201.080000
2026-07-09,190,38,18,30,4555,S1,piecewise_linear_interpolation_2025_2030,370.500000,387.280000,201.080000
2026-07-09,190,39,19,0,4556,S1,piecewise_linear_interpolation_2025_2030,429.080000,399.760000,83.320000
2026-07-09,190,40,19,30,4556,S1,piecewise_linear_interpolation_2025_2030,429.080000,399.760000,83.320000
2026-07-09,190,41,20,0,4557,S1,piecewise_linear_interpolation_2025_2030,450.560000,409.940000,104.160000
2026-07-09,190,42,20,30,4557,S1,piecewise_linear_interpolation_2025_2030,450.560000,409.940000,104.160000
2026-07-09,190,43,21,0,4558,S1,piecewise_linear_interpolation_2025_2030,454.560000,409.880000,106.780000
2026-07-09,190,44,21,30,4558,S1,piecewise_linear_interpolation_2025_2030,454.560000,409.880000,106.780000
2026-07-09,190,45,22,0,4559,S1,piecewise_linear_interpolation_2025_2030,462.460000,405.980000,124.560000
2026-07-09,190,46,22,30,4559,S1,piecewise_linear_interpolation_2025_2030,462.460000,405.980000,124.560000
2026-07-09,190,47,23,0,4560,S1,piecewise_linear_interpolation_2025_2030,442.880000,402.580000,141.280000
2026-07-09,190,48,23,30,4560,S1,piecewise_linear_interpolation_2025_2030,442.880000,402.580000,141.280000
2026-07-10,191,1,0,0,4561,S1,piecewise_linear_interpolation_2025_2030,523.820000,496.460000,302.880000
2026-07-10,191,2,0,30,4561,S1,piecewise_linear_interpolation_2025_2030,523.820000,496.460000,302.880000
2026-07-10,191,3,1,0,4562,S1,piecewise_linear_interpolation_2025_2030,521.340000,500.400000,310.100000
2026-07-10,191,4,1,30,4562,S1,piecewise_linear_interpolation_2025_2030,521.340000,500.400000,310.100000
2026-07-10,191,5,2,0,4563,S1,piecewise_linear_interpolation_2025_2030,514.660000,503.400000,315.880000
2026-07-10,191,6,2,30,4563,S1,piecewise_linear_interpolation_2025_2030,514.660000,503.400000,315.880000
2026-07-10,191,7,3,0,4564,S1,piecewise_linear_interpolation_2025_2030,517.900000,503.320000,321.180000
2026-07-10,191,8,3,30,4564,S1,piecewise_linear_interpolation_2025_2030,517.900000,503.320000,321.180000
2026-07-10,191,9,4,0,4565,S1,piecewise_linear_interpolation_2025_2030,510.640000,514.480000,326.800000
2026-07-10,191,10,4,30,4565,S1,piecewise_linear_interpolation_2025_2030,510.640000,514.480000,326.800000
2026-07-10,191,11,5,0,4566,S1,piecewise_linear_interpolation_2025_2030,507.780000,514.280000,336.440000
2026-07-10,191,12,5,30,4566,S1,piecewise_linear_interpolation_2025_2030,507.780000,514.280000,336.440000
2026-07-10,191,13,6,0,4567,S1,piecewise_linear_interpolation_2025_2030,507.620000,509.600000,339.480000
2026-07-10,191,14,6,30,4567,S1,piecewise_linear_interpolation_2025_2030,507.620000,509.600000,339.480000
2026-07-10,191,15,7,0,4568,S1,piecewise_linear_interpolation_2025_2030,405.640000,483.780000,316.360000
2026-07-10,191,16,7,30,4568,S1,piecewise_linear_interpolation_2025_2030,405.640000,483.780000,316.360000
2026-07-10,191,17,8,0,4569,S1,piecewise_linear_interpolation_2025_2030,356.860000,434.220000,310.560000
2026-07-10,191,18,8,30,4569,S1,piecewise_linear_interpolation_2025_2030,356.860000,434.220000,310.560000
2026-07-10,191,19,9,0,4570,S1,piecewise_linear_interpolation_2025_2030,288.600000,369.740000,277.580000
2026-07-10,191,20,9,30,4570,S1,piecewise_linear_interpolation_2025_2030,288.600000,369.740000,277.580000
2026-07-10,191,21,10,0,4571,S1,piecewise_linear_interpolation_2025_2030,233.360000,341.620000,264.240000
2026-07-10,191,22,10,30,4571,S1,piecewise_linear_interpolation_2025_2030,233.360000,341.620000,264.240000
2026-07-10,191,23,11,0,4572,S1,piecewise_linear_interpolation_2025_2030,183.460000,321.100000,260.480000
2026-07-10,191,24,11,30,4572,S1,piecewise_linear_interpolation_2025_2030,183.460000,321.100000,260.480000
2026-07-10,191,25,12,0,4573,S1,piecewise_linear_interpolation_2025_2030,153.780000,303.580000,253.020000
2026-07-10,191,26,12,30,4573,S1,piecewise_linear_interpolation_2025_2030,153.780000,303.580000,253.020000
2026-07-10,191,27,13,0,4574,S1,piecewise_linear_interpolation_2025_2030,156.060000,293.080000,254.180000
2026-07-10,191,28,13,30,4574,S1,piecewise_linear_interpolation_2025_2030,156.060000,293.080000,254.180000
2026-07-10,191,29,14,0,4575,S1,piecewise_linear_interpolation_2025_2030,179.960000,307.880000,257.240000
2026-07-10,191,30,14,30,4575,S1,piecewise_linear_interpolation_2025_2030,179.960000,307.880000,257.240000
2026-07-10,191,31,15,0,4576,S1,piecewise_linear_interpolation_2025_2030,224.120000,334.780000,253.780000
2026-07-10,191,32,15,30,4576,S1,piecewise_linear_interpolation_2025_2030,224.120000,334.780000,253.780000
2026-07-10,191,33,16,0,4577,S1,piecewise_linear_interpolation_2025_2030,296.880000,339.140000,212.420000
2026-07-10,191,34,16,30,4577,S1,piecewise_linear_interpolation_2025_2030,296.880000,339.140000,212.420000
2026-07-10,191,35,17,0,4578,S1,piecewise_linear_interpolation_2025_2030,413.460000,344.580000,124.260000
2026-07-10,191,36,17,30,4578,S1,piecewise_linear_interpolation_2025_2030,413.460000,344.580000,124.260000
2026-07-10,191,37,18,0,4579,S1,piecewise_linear_interpolation_2025_2030,440.960000,376.440000,116.080000
2026-07-10,191,38,18,30,4579,S1,piecewise_linear_interpolation_2025_2030,440.960000,376.440000,116.080000
2026-07-10,191,39,19,0,4580,S1,piecewise_linear_interpolation_2025_2030,479.860000,391.140000,107.280000
2026-07-10,191,40,19,30,4580,S1,piecewise_linear_interpolation_2025_2030,479.860000,391.140000,107.280000
2026-07-10,191,41,20,0,4581,S1,piecewise_linear_interpolation_2025_2030,513.120000,395.860000,103.160000
2026-07-10,191,42,20,30,4581,S1,piecewise_linear_interpolation_2025_2030,513.120000,395.860000,103.160000
2026-07-10,191,43,21,0,4582,S1,piecewise_linear_interpolation_2025_2030,517.200000,395.840000,94.340000
2026-07-10,191,44,21,30,4582,S1,piecewise_linear_interpolation_2025_2030,517.200000,395.840000,94.340000
2026-07-10,191,45,22,0,4583,S1,piecewise_linear_interpolation_2025_2030,526.460000,398.060000,92.440000
2026-07-10,191,46,22,30,4583,S1,piecewise_linear_interpolation_2025_2030,526.460000,398.060000,92.440000
2026-07-10,191,47,23,0,4584,S1,piecewise_linear_interpolation_2025_2030,515.880000,399.260000,96.400000
2026-07-10,191,48,23,30,4584,S1,piecewise_linear_interpolation_2025_2030,515.880000,399.260000,96.400000
2026-07-11,192,1,0,0,4585,S1,piecewise_linear_interpolation_2025_2030,633.740000,502.120000,261.200000
2026-07-11,192,2,0,30,4585,S1,piecewise_linear_interpolation_2025_2030,633.740000,502.120000,261.200000
2026-07-11,192,3,1,0,4586,S1,piecewise_linear_interpolation_2025_2030,632.180000,505.880000,267.260000
2026-07-11,192,4,1,30,4586,S1,piecewise_linear_interpolation_2025_2030,632.180000,505.880000,267.260000
2026-07-11,192,5,2,0,4587,S1,piecewise_linear_interpolation_2025_2030,625.940000,508.240000,268.720000
2026-07-11,192,6,2,30,4587,S1,piecewise_linear_interpolation_2025_2030,625.940000,508.240000,268.720000
2026-07-11,192,7,3,0,4588,S1,piecewise_linear_interpolation_2025_2030,616.620000,509.500000,276.700000
2026-07-11,192,8,3,30,4588,S1,piecewise_linear_interpolation_2025_2030,616.620000,509.500000,276.700000
2026-07-11,192,9,4,0,4589,S1,piecewise_linear_interpolation_2025_2030,615.740000,526.600000,280.920000
2026-07-11,192,10,4,30,4589,S1,piecewise_linear_interpolation_2025_2030,615.740000,526.600000,280.920000
2026-07-11,192,11,5,0,4590,S1,piecewise_linear_interpolation_2025_2030,629.320000,528.980000,285.080000
2026-07-11,192,12,5,30,4590,S1,piecewise_linear_interpolation_2025_2030,629.320000,528.980000,285.080000
2026-07-11,192,13,6,0,4591,S1,piecewise_linear_interpolation_2025_2030,575.000000,525.920000,248.080000
2026-07-11,192,14,6,30,4591,S1,piecewise_linear_interpolation_2025_2030,575.000000,525.920000,248.080000
2026-07-11,192,15,7,0,4592,S1,piecewise_linear_interpolation_2025_2030,451.160000,500.260000,285.560000
2026-07-11,192,16,7,30,4592,S1,piecewise_linear_interpolation_2025_2030,451.160000,500.260000,285.560000
2026-07-11,192,17,8,0,4593,S1,piecewise_linear_interpolation_2025_2030,471.340000,439.620000,267.500000
2026-07-11,192,18,8,30,4593,S1,piecewise_linear_interpolation_2025_2030,471.340000,439.620000,267.500000
2026-07-11,192,19,9,0,4594,S1,piecewise_linear_interpolation_2025_2030,406.900000,372.640000,242.020000
2026-07-11,192,20,9,30,4594,S1,piecewise_linear_interpolation_2025_2030,406.900000,372.640000,242.020000
2026-07-11,192,21,10,0,4595,S1,piecewise_linear_interpolation_2025_2030,367.980000,352.460000,230.580000
2026-07-11,192,22,10,30,4595,S1,piecewise_linear_interpolation_2025_2030,367.980000,352.460000,230.580000
2026-07-11,192,23,11,0,4596,S1,piecewise_linear_interpolation_2025_2030,329.740000,331.060000,226.780000
2026-07-11,192,24,11,30,4596,S1,piecewise_linear_interpolation_2025_2030,329.740000,331.060000,226.780000
2026-07-11,192,25,12,0,4597,S1,piecewise_linear_interpolation_2025_2030,293.520000,319.200000,219.220000
