instance,source_scale,customer_count,num_cv,num_ev,map_seed,demand_balance_swaps,moved_customer_count,moved_customer_share,geographic_owner_counts_json,mixed_owner_counts_json,max_owner_demand_relative_drift,max_allowed_owner_demand_relative_drift,median_assigned_to_nearest_distance_ratio,mean_extra_one_way_distance_km,moved_customer_median_assigned_to_nearest_distance_ratio,moved_customer_mean_extra_one_way_distance_km,geographic_map_sha256,mixed_map_sha256,structure_gate_pass
L-main-threeshift-10c-01,10,22,1,1,202607130010,3,6,0.2727272727272727,"{""D0"": 8, ""D1"": 14}","{""D0"": 8, ""D1"": 14}",0.010332950631458095,0.18920780711825488,1.0,10.358946977195906,1.8505444304561098,37.98280558305165,6a763f89d6874d377eb90928a7823f670854bc600dfe7849598c1393c267594f,6839a2a879e610b4a958140bb8753bdee40d4c3c42463f25b07800e633b8d733,True
L-main-threeshift-20c-01,20,45,2,1,202607130020,2,22,0.4888888888888889,"{""D0"": 27, ""D1"": 18}","{""D0"": 27, ""D1"": 18}",0.00012913223140495868,0.10356404958677685,1.0,16.466035042656127,1.7642423478560372,33.680526223614805,682338b8a92b374546814fd252cab06a724d706b49a2d4e463dedcfe35e5ea59,f3c0716178ff26c267f521c2ebc2624539d1fd058454e7f218b1127bffc07002,True
L-main-threeshift-25c-01,25,55,2,1,202607130025,2,22,0.4,"{""D0"": 29, ""D1"": 26}","{""D0"": 29, ""D1"": 26}",0.00025989777354240665,0.07069219440353461,1.0,15.043695160744331,2.5407004014339396,37.60923790186083,0e591a32964515bf03077d198c09e47378502a971e083a5215b7cbcf84725033,fd6a1430820f0959fd1f7f5d3652187960fcda116aa3ab7d01fcd5be8701d280,True
L-main-threeshift-50c-01,50,114,4,3,202607130050,4,50,0.43859649122807015,"{""D0"": 60, ""D1"": 54}","{""D0"": 60, ""D1"": 54}",0.0,0.03613507949717489,1.0,16.57105428216053,1.5955190790822102,37.78200376332602,e790d640c56a748775f5991974780b786885d89638b7e244f40d0825b022f883,d15449a19f1a46ac21c97ce70fd04ee8d7eef61a1a991d4e34ee722829eb7b02,True
L-main-threeshift-75c-01,75,163,6,5,202607130075,2,76,0.4662576687116564,"{""D0"": 84, ""D1"": 79}","{""D0"": 84, ""D1"": 79}",0.0,0.02158573102460617,1.0,21.68617787147187,2.4431954034085397,46.511144645393614,78e60955353d9bbbf746fd3844a4b8efe8ff566b1748fdd74fdae0e6f96d042a,85fc0ecea0cf52193c70864683578c54a2f2b66bc39f0bf3dc9fed924c899509,True
L-main-threeshift-100c-01,100,221,7,7,202607130100,1,112,0.5067873303167421,"{""D0"": 119, ""D1"": 102}","{""D0"": 119, ""D1"": 102}",0.0,0.017618040873854827,1.0235950242132337,18.931568016780442,1.791857421387406,37.35604046168284,224661a81d2e79b34a649b124596af0764894bea836f05327e1ce99dd66d2202,c2028d75bb370121c2616e70ead87c1b7765b278bc6b5b723b07196682177edc,True
L-main-threeshift-150c-01,150,322,10,10,202607130150,1,150,0.4658385093167702,"{""D0"": 168, ""D1"": 154}","{""D0"": 168, ""D1"": 154}",0.0,0.01123839513545795,1.0,2.953043984390887,1.1237612087844437,6.339201086492437,e4ce0243614129af51b1d94139fe673f33aab3aa2a8f02d30e0b35f16dd0b2a5,55dccbeaddf6f18ff4d50d774e7839393b7c22361155e0769905e441abfb7543,True
L-main-threeshift-200c-01,200,449,14,14,202607130200,8,230,0.512249443207127,"{""D0"": 230, ""D1"": 219}","{""D0"": 230, ""D1"": 219}",0.0,0.008587220134689247,1.066355936035528,15.332635600030535,1.7890531516580939,29.931971236581347,724f8b09ee458f161d7c5860ada72c7096c46ecdb9c1560d418494709c201c74,c41bf36015fb401da6ea90e8ea808b2b2fb3d155e6024f8f699928bc562e2ba7,True
