task_id,instance_id,region,arm,charge_timing_policy,seed,terminal_status,paper_claim_allowed,full_model_objective_cny,operating_cost_cny,fixed_cost_cny,fuel_cost_cny,charging_electricity_cost_cny,distance_cost_cny,fuel_direct_emissions_kgco2e,charging_emissions_kgco2e,system_emissions_kgco2e,charging_energy_kwh,actual_carbon_intensity_kgco2e_per_kwh,total_distance_km,ev_distance_km,physical_vehicle_count,dispatched_cv_count,dispatched_ev_count,trip_count,ev_trip_count,completed_customer_count,required_customer_count,completed_demand,required_demand,service_redline_status,violation_count,violation_types_json,search_objective,final_full_evaluation_objective,closure_error,completion_success_count,completion_attempt_count,completion_failure_classification_original_json,route_signature,customer_assignment_signature,directed_arc_set_signature,hgs_iterations_total,last_improvement_iteration,wall_seconds,route_pool_mip_initial_limit_seconds,route_pool_mip_actual_seconds,route_pool_mip_extended,route_pool_mip_extension_count,route_pool_mip_status,depot_charge_window_mode,public_station_candidate_mode
T21_SMOKE__JJJ__COST_CARBON__S2026080201,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080201,SMOKE_PASS_ZERO_VIOLATIONS,False,4121.404744908565,4092.885596013615,2210.0,852.425173236328,78.01960531803195,952.4408174592546,308.67826785291993,71.47567636128363,380.15394421420353,131.52871996193565,0.543422580117625,1279.726831754613,415.873739175851,13,9,4,17,5,100,100,25972.0,25972.0,PASS_FULL_SERVICE,0,[],4121.404744908565,4121.404744908565,0.0,29,29,[],174a20761072c7fe9c59c878c6758460ba4439ca5d1eaac133251417e4411661,fae9fc002747b80f651ddd0e44897067c59ac05785e4532760362b9ac163f5fb,cc39b8eec22f166f36bb6d3184daafa9fc450fe763bb88ea8c1e81db85ad15cd,180,57,27.757893208996393,10.0,0.8706315840827301,False,0,REJECTED_COMPLETE_MODEL_VIOLATIONS,same_day_predeparture,fallback
