unit_id,instance_id,fleet_level_percent,seed,status,available_cv,available_ev,available_total,aware_dispatched_cv,aware_dispatched_ev,aware_used_physical_vehicles,aware_route_count,aware_operating_cost_cny,aware_full_model_cost_cny,aware_system_emissions_kg,aware_charging_emissions_kg,aware_solution_sha256,blind_dispatched_cv,blind_dispatched_ev,blind_used_physical_vehicles,blind_route_count,blind_operating_cost_cny,blind_rescored_full_model_cost_cny,blind_system_emissions_kg,blind_charging_emissions_kg,blind_solution_sha256,emissions_difference_vs_blind_kg,emissions_difference_vs_blind_pct,operating_cost_difference_vs_blind_cny,operating_cost_difference_vs_blind_pct,charging_timing_change_count,charging_action_unmatched_count,vehicle_type_change_customer_count,route_change_customer_count,route_count_difference,unserved_customer_count,duplicate_service_count,violation_count,violations,aware_hgs_iterations_by_view,blind_hgs_iterations_by_view,aware_stop_reasons_by_view,blind_stop_reasons_by_view,attempted_search_arm_count,successful_search_arm_count,complete_solution_available,solution_kind,failure_evidence_sha256,pair_solution_sha256,solution_sha256,elapsed_seconds,failure_reason,aware_complete_candidate_evaluation_attempts,aware_objective_float_hex,aware_route_structure_sha256,aware_charging_structure_sha256,aware_iterations_exact_25000_all_views,blind_complete_candidate_evaluation_attempts,blind_objective_float_hex,blind_route_structure_sha256,blind_charging_structure_sha256,blind_iterations_exact_25000_all_views
level_050__seed_04,cn-cy-100c-01-V2-LOCATIONS,50,4,PASS,8,8,16,5,7,12,18,4178.230353186307,4201.130262011553,305.2507174786151,63.9265079094707,1baa88313f6bf82366e1666711c3f97fb514c3682515d614418b368f85f64d0f,5,7,12,18,4178.230353186307,4201.130262011553,305.2507174786151,63.9265079094707,1baa88313f6bf82366e1666711c3f97fb514c3682515d614418b368f85f64d0f,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,[],"{""cv_only"":25000,""mechanism_ev"":25000,""naive_ev"":25000}","{""cv_only"":25000,""mechanism_ev"":25000,""naive_ev"":25000}","{""cv_only"":""MAX_ITERATIONS"",""mechanism_ev"":""MAX_ITERATIONS"",""naive_ev"":""MAX_ITERATIONS""}","{""cv_only"":""MAX_ITERATIONS"",""mechanism_ev"":""MAX_ITERATIONS"",""naive_ev"":""MAX_ITERATIONS""}",2,2,true,FULL_PAIRED_COMPLETE_SOLUTIONS,,32049b091beec9908cf21d3f5586ae8d663427c269d7c2404bffaec82bf15b1b,32049b091beec9908cf21d3f5586ae8d663427c269d7c2404bffaec82bf15b1b,673.6603687499883,,80,0x1.0692158d9e788p+12,3717740b529075d7dbc932d7dcfe6e9457ecdf83c7f7d06fdefcff994c0ec202,e57232890e29fb1f1d46a639c5038418b9eefdd5d240089dcc97a3333bbef232,true,80,0x1.0523af86d29b8p+12,3717740b529075d7dbc932d7dcfe6e9457ecdf83c7f7d06fdefcff994c0ec202,e57232890e29fb1f1d46a639c5038418b9eefdd5d240089dcc97a3333bbef232,true
level_050__seed_05,cn-cy-100c-01-V2-LOCATIONS,50,5,PASS,8,8,16,5,7,12,18,4178.230353186307,4201.130262011553,305.2507174786151,63.9265079094707,1baa88313f6bf82366e1666711c3f97fb514c3682515d614418b368f85f64d0f,5,7,12,18,4178.230353186307,4201.130262011553,305.2507174786151,63.9265079094707,1baa88313f6bf82366e1666711c3f97fb514c3682515d614418b368f85f64d0f,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,[],"{""cv_only"":25000,""mechanism_ev"":25000,""naive_ev"":25000}","{""cv_only"":25000,""mechanism_ev"":25000,""naive_ev"":25000}","{""cv_only"":""MAX_ITERATIONS"",""mechanism_ev"":""MAX_ITERATIONS"",""naive_ev"":""MAX_ITERATIONS""}","{""cv_only"":""MAX_ITERATIONS"",""mechanism_ev"":""MAX_ITERATIONS"",""naive_ev"":""MAX_ITERATIONS""}",2,2,true,FULL_PAIRED_COMPLETE_SOLUTIONS,,b61439698c38dcf2127116da21d88d38fff301569e7dc5152bf5ba914e4275b3,b61439698c38dcf2127116da21d88d38fff301569e7dc5152bf5ba914e4275b3,673.7661524580326,,80,0x1.0692158d9e788p+12,3717740b529075d7dbc932d7dcfe6e9457ecdf83c7f7d06fdefcff994c0ec202,e57232890e29fb1f1d46a639c5038418b9eefdd5d240089dcc97a3333bbef232,true,80,0x1.0523af86d29b8p+12,3717740b529075d7dbc932d7dcfe6e9457ecdf83c7f7d06fdefcff994c0ec202,e57232890e29fb1f1d46a639c5038418b9eefdd5d240089dcc97a3333bbef232,true
level_050__seed_06,cn-cy-100c-01-V2-LOCATIONS,50,6,PASS,8,8,16,5,7,12,18,4178.230353186307,4201.130262011553,305.2507174786151,63.9265079094707,1baa88313f6bf82366e1666711c3f97fb514c3682515d614418b368f85f64d0f,5,7,12,18,4178.230353186307,4201.130262011553,305.2507174786151,63.9265079094707,1baa88313f6bf82366e1666711c3f97fb514c3682515d614418b368f85f64d0f,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,[],"{""cv_only"":25000,""mechanism_ev"":25000,""naive_ev"":25000}","{""cv_only"":25000,""mechanism_ev"":25000,""naive_ev"":25000}","{""cv_only"":""MAX_ITERATIONS"",""mechanism_ev"":""MAX_ITERATIONS"",""naive_ev"":""MAX_ITERATIONS""}","{""cv_only"":""MAX_ITERATIONS"",""mechanism_ev"":""MAX_ITERATIONS"",""naive_ev"":""MAX_ITERATIONS""}",2,2,true,FULL_PAIRED_COMPLETE_SOLUTIONS,,3eed6066019499148ad303b9e6a6b87cf8482556acdab8ac15056de8e1a318f9,3eed6066019499148ad303b9e6a6b87cf8482556acdab8ac15056de8e1a318f9,656.3251052079722,,80,0x1.0692158d9e788p+12,3717740b529075d7dbc932d7dcfe6e9457ecdf83c7f7d06fdefcff994c0ec202,e57232890e29fb1f1d46a639c5038418b9eefdd5d240089dcc97a3333bbef232,true,80,0x1.0523af86d29b8p+12,3717740b529075d7dbc932d7dcfe6e9457ecdf83c7f7d06fdefcff994c0ec202,e57232890e29fb1f1d46a639c5038418b9eefdd5d240089dcc97a3333bbef232,true
level_050__seed_07,cn-cy-100c-01-V2-LOCATIONS,50,7,PASS,8,8,16,5,7,12,18,4178.230353186307,4201.130262011553,305.2507174786151,63.9265079094707,1baa88313f6bf82366e1666711c3f97fb514c3682515d614418b368f85f64d0f,5,7,12,18,4178.230353186307,4201.130262011553,305.2507174786151,63.9265079094707,1baa88313f6bf82366e1666711c3f97fb514c3682515d614418b368f85f64d0f,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,[],"{""cv_only"":25000,""mechanism_ev"":25000,""naive_ev"":25000}","{""cv_only"":25000,""mechanism_ev"":25000,""naive_ev"":25000}","{""cv_only"":""MAX_ITERATIONS"",""mechanism_ev"":""MAX_ITERATIONS"",""naive_ev"":""MAX_ITERATIONS""}","{""cv_only"":""MAX_ITERATIONS"",""mechanism_ev"":""MAX_ITERATIONS"",""naive_ev"":""MAX_ITERATIONS""}",2,2,true,FULL_PAIRED_COMPLETE_SOLUTIONS,,6b82fcdbc5c7d97bb66457856f8e9840750e6e7e2fda8461fe1e3f7978d2c18a,6b82fcdbc5c7d97bb66457856f8e9840750e6e7e2fda8461fe1e3f7978d2c18a,657.3089546249248,,80,0x1.0692158d9e788p+12,3717740b529075d7dbc932d7dcfe6e9457ecdf83c7f7d06fdefcff994c0ec202,e57232890e29fb1f1d46a639c5038418b9eefdd5d240089dcc97a3333bbef232,true,80,0x1.0523af86d29b8p+12,3717740b529075d7dbc932d7dcfe6e9457ecdf83c7f7d06fdefcff994c0ec202,e57232890e29fb1f1d46a639c5038418b9eefdd5d240089dcc97a3333bbef232,true
level_050__seed_08,cn-cy-100c-01-V2-LOCATIONS,50,8,PASS,8,8,16,5,7,12,18,4178.230353186307,4201.130262011553,305.2507174786151,63.9265079094707,1baa88313f6bf82366e1666711c3f97fb514c3682515d614418b368f85f64d0f,5,7,12,18,4178.230353186307,4201.130262011553,305.2507174786151,63.9265079094707,1baa88313f6bf82366e1666711c3f97fb514c3682515d614418b368f85f64d0f,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,[],"{""cv_only"":25000,""mechanism_ev"":25000,""naive_ev"":25000}","{""cv_only"":25000,""mechanism_ev"":25000,""naive_ev"":25000}","{""cv_only"":""MAX_ITERATIONS"",""mechanism_ev"":""MAX_ITERATIONS"",""naive_ev"":""MAX_ITERATIONS""}","{""cv_only"":""MAX_ITERATIONS"",""mechanism_ev"":""MAX_ITERATIONS"",""naive_ev"":""MAX_ITERATIONS""}",2,2,true,FULL_PAIRED_COMPLETE_SOLUTIONS,,331743cd3f24b87717486e14e1f1bb03f6f3a807edd01e6248a585310e738f1e,331743cd3f24b87717486e14e1f1bb03f6f3a807edd01e6248a585310e738f1e,660.4102160830516,,80,0x1.0692158d9e788p+12,3717740b529075d7dbc932d7dcfe6e9457ecdf83c7f7d06fdefcff994c0ec202,e57232890e29fb1f1d46a639c5038418b9eefdd5d240089dcc97a3333bbef232,true,80,0x1.0523af86d29b8p+12,3717740b529075d7dbc932d7dcfe6e9457ecdf83c7f7d06fdefcff994c0ec202,e57232890e29fb1f1d46a639c5038418b9eefdd5d240089dcc97a3333bbef232,true
level_050__seed_09,cn-cy-100c-01-V2-LOCATIONS,50,9,PASS,8,8,16,5,7,12,18,4178.230353186307,4201.130262011553,305.2507174786151,63.9265079094707,1baa88313f6bf82366e1666711c3f97fb514c3682515d614418b368f85f64d0f,5,7,12,18,4178.230353186307,4201.130262011553,305.2507174786151,63.9265079094707,1baa88313f6bf82366e1666711c3f97fb514c3682515d614418b368f85f64d0f,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,[],"{""cv_only"":25000,""mechanism_ev"":25000,""naive_ev"":25000}","{""cv_only"":25000,""mechanism_ev"":25000,""naive_ev"":25000}","{""cv_only"":""MAX_ITERATIONS"",""mechanism_ev"":""MAX_ITERATIONS"",""naive_ev"":""MAX_ITERATIONS""}","{""cv_only"":""MAX_ITERATIONS"",""mechanism_ev"":""MAX_ITERATIONS"",""naive_ev"":""MAX_ITERATIONS""}",2,2,true,FULL_PAIRED_COMPLETE_SOLUTIONS,,542957014b446252d51182d9c5f18ab5a3a6ca2d776428b2514af9702829e24e,542957014b446252d51182d9c5f18ab5a3a6ca2d776428b2514af9702829e24e,669.2789838340832,,80,0x1.0692158d9e788p+12,3717740b529075d7dbc932d7dcfe6e9457ecdf83c7f7d06fdefcff994c0ec202,e57232890e29fb1f1d46a639c5038418b9eefdd5d240089dcc97a3333bbef232,true,80,0x1.0523af86d29b8p+12,3717740b529075d7dbc932d7dcfe6e9457ecdf83c7f7d06fdefcff994c0ec202,e57232890e29fb1f1d46a639c5038418b9eefdd5d240089dcc97a3333bbef232,true
level_050__seed_10,cn-cy-100c-01-V2-LOCATIONS,50,10,PASS,8,8,16,5,7,12,18,4178.230353186307,4201.130262011553,305.2507174786151,63.9265079094707,1baa88313f6bf82366e1666711c3f97fb514c3682515d614418b368f85f64d0f,5,7,12,18,4178.230353186307,4201.130262011553,305.2507174786151,63.9265079094707,1baa88313f6bf82366e1666711c3f97fb514c3682515d614418b368f85f64d0f,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,[],"{""cv_only"":25000,""mechanism_ev"":25000,""naive_ev"":25000}","{""cv_only"":25000,""mechanism_ev"":25000,""naive_ev"":25000}","{""cv_only"":""MAX_ITERATIONS"",""mechanism_ev"":""MAX_ITERATIONS"",""naive_ev"":""MAX_ITERATIONS""}","{""cv_only"":""MAX_ITERATIONS"",""mechanism_ev"":""MAX_ITERATIONS"",""naive_ev"":""MAX_ITERATIONS""}",2,2,true,FULL_PAIRED_COMPLETE_SOLUTIONS,,c5e92f3e58bbdd1a99143053042ad8459c04e0a8fc38f25a20125a35ce0a2382,c5e92f3e58bbdd1a99143053042ad8459c04e0a8fc38f25a20125a35ce0a2382,665.0373880830593,,80,0x1.0692158d9e788p+12,3717740b529075d7dbc932d7dcfe6e9457ecdf83c7f7d06fdefcff994c0ec202,e57232890e29fb1f1d46a639c5038418b9eefdd5d240089dcc97a3333bbef232,true,80,0x1.0523af86d29b8p+12,3717740b529075d7dbc932d7dcfe6e9457ecdf83c7f7d06fdefcff994c0ec202,e57232890e29fb1f1d46a639c5038418b9eefdd5d240089dcc97a3333bbef232,true
level_075__seed_01,cn-cy-100c-01-V2-LOCATIONS,75,1,INFEASIBLE_OR_NOT_FOUND,4,12,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"[""COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chongqing': overage=(1, 0, 0)"",""COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chongqing': overage=(1, 0, 0)""]",,,,,2,0,false,REGISTERED_INITIAL_SOLUTION_INFEASIBILITY_WITNESS,292e22b38585893ea098e5cf00a390538c9a2c55dac5e4d62823f4a8772d2698,292e22b38585893ea098e5cf00a390538c9a2c55dac5e4d62823f4a8772d2698,82f991694675e4f7f769192efcb9019990cb90d8401e4014313ac6809f955fc8,203.616986750043,"COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chongqing': overage=(1, 0, 0); COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chongqing': overage=(1, 0, 0)",,,,,,,,,,
level_075__seed_02,cn-cy-100c-01-V2-LOCATIONS,75,2,INFEASIBLE_OR_NOT_FOUND,4,12,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"[""COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chongqing': overage=(1, 0, 0)"",""COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chongqing': overage=(1, 0, 0)""]",,,,,2,0,false,REGISTERED_INITIAL_SOLUTION_INFEASIBILITY_WITNESS,38dbf5445c9eb23462253980275815cc589f6f9f48538f86531fa508d2f6a449,38dbf5445c9eb23462253980275815cc589f6f9f48538f86531fa508d2f6a449,82f991694675e4f7f769192efcb9019990cb90d8401e4014313ac6809f955fc8,204.55064666701946,"COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chongqing': overage=(1, 0, 0); COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chongqing': overage=(1, 0, 0)",,,,,,,,,,
level_075__seed_03,cn-cy-100c-01-V2-LOCATIONS,75,3,INFEASIBLE_OR_NOT_FOUND,4,12,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"[""COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chongqing': overage=(1, 0, 0)"",""COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chongqing': overage=(1, 0, 0)""]",,,,,2,0,false,REGISTERED_INITIAL_SOLUTION_INFEASIBILITY_WITNESS,53a7a0b19b0eb727860a32b27e30012ccebe6113e7acfb16ed72ee100917b251,53a7a0b19b0eb727860a32b27e30012ccebe6113e7acfb16ed72ee100917b251,82f991694675e4f7f769192efcb9019990cb90d8401e4014313ac6809f955fc8,204.10966316598933,"COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chongqing': overage=(1, 0, 0); COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chongqing': overage=(1, 0, 0)",,,,,,,,,,
level_075__seed_04,cn-cy-100c-01-V2-LOCATIONS,75,4,INFEASIBLE_OR_NOT_FOUND,4,12,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"[""COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chongqing': overage=(1, 0, 0)"",""COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chongqing': overage=(1, 0, 0)""]",,,,,2,0,false,REGISTERED_INITIAL_SOLUTION_INFEASIBILITY_WITNESS,031eab37821a47e28aaf7b1e529db146104cf9180733cc67c3de13a1146b26e0,031eab37821a47e28aaf7b1e529db146104cf9180733cc67c3de13a1146b26e0,82f991694675e4f7f769192efcb9019990cb90d8401e4014313ac6809f955fc8,195.170433124993,"COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chongqing': overage=(1, 0, 0); COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chongqing': overage=(1, 0, 0)",,,,,,,,,,
level_075__seed_05,cn-cy-100c-01-V2-LOCATIONS,75,5,INFEASIBLE_OR_NOT_FOUND,4,12,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"[""COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chongqing': overage=(1, 0, 0)"",""COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chongqing': overage=(1, 0, 0)""]",,,,,2,0,false,REGISTERED_INITIAL_SOLUTION_INFEASIBILITY_WITNESS,47fcfd66061f25d12cbe2b85807d22c2b4df500cca9442ebeb8daba88b488423,47fcfd66061f25d12cbe2b85807d22c2b4df500cca9442ebeb8daba88b488423,82f991694675e4f7f769192efcb9019990cb90d8401e4014313ac6809f955fc8,194.42938395799138,"COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chongqing': overage=(1, 0, 0); COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chongqing': overage=(1, 0, 0)",,,,,,,,,,
level_075__seed_06,cn-cy-100c-01-V2-LOCATIONS,75,6,INFEASIBLE_OR_NOT_FOUND,4,12,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"[""COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chongqing': overage=(1, 0, 0)"",""COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chongqing': overage=(1, 0, 0)""]",,,,,2,0,false,REGISTERED_INITIAL_SOLUTION_INFEASIBILITY_WITNESS,cea7b98f2d6d06f8fb38096c5a69fdf07a132fdb1d0528d0fdfe2d24a63ecf04,cea7b98f2d6d06f8fb38096c5a69fdf07a132fdb1d0528d0fdfe2d24a63ecf04,82f991694675e4f7f769192efcb9019990cb90d8401e4014313ac6809f955fc8,194.3597627080744,"COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chongqing': overage=(1, 0, 0); COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chongqing': overage=(1, 0, 0)",,,,,,,,,,
level_075__seed_07,cn-cy-100c-01-V2-LOCATIONS,75,7,INFEASIBLE_OR_NOT_FOUND,4,12,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"[""COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chongqing': overage=(1, 0, 0)"",""COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chongqing': overage=(1, 0, 0)""]",,,,,2,0,false,REGISTERED_INITIAL_SOLUTION_INFEASIBILITY_WITNESS,608af1c58581868f39440e4d49ad9824559975acf9219a41c16b2ec81466c8dc,608af1c58581868f39440e4d49ad9824559975acf9219a41c16b2ec81466c8dc,82f991694675e4f7f769192efcb9019990cb90d8401e4014313ac6809f955fc8,199.61958208389115,"COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chongqing': overage=(1, 0, 0); COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chongqing': overage=(1, 0, 0)",,,,,,,,,,
level_075__seed_08,cn-cy-100c-01-V2-LOCATIONS,75,8,INFEASIBLE_OR_NOT_FOUND,4,12,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"[""COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chongqing': overage=(1, 0, 0)"",""COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chongqing': overage=(1, 0, 0)""]",,,,,2,0,false,REGISTERED_INITIAL_SOLUTION_INFEASIBILITY_WITNESS,362ecd76561c4efa2c04999186af52f8ff55251dc86a6d30671249d93615305a,362ecd76561c4efa2c04999186af52f8ff55251dc86a6d30671249d93615305a,82f991694675e4f7f769192efcb9019990cb90d8401e4014313ac6809f955fc8,199.17833491694182,"COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chongqing': overage=(1, 0, 0); COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chongqing': overage=(1, 0, 0)",,,,,,,,,,
level_075__seed_09,cn-cy-100c-01-V2-LOCATIONS,75,9,INFEASIBLE_OR_NOT_FOUND,4,12,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"[""COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chongqing': overage=(1, 0, 0)"",""COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chongqing': overage=(1, 0, 0)""]",,,,,2,0,false,REGISTERED_INITIAL_SOLUTION_INFEASIBILITY_WITNESS,fe314061602f9e385b9be967efd916f3c1538d070f457faf17995aba513d6a00,fe314061602f9e385b9be967efd916f3c1538d070f457faf17995aba513d6a00,82f991694675e4f7f769192efcb9019990cb90d8401e4014313ac6809f955fc8,201.4215209169779,"COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chongqing': overage=(1, 0, 0); COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chongqing': overage=(1, 0, 0)",,,,,,,,,,
level_075__seed_10,cn-cy-100c-01-V2-LOCATIONS,75,10,INFEASIBLE_OR_NOT_FOUND,4,12,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"[""COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chongqing': overage=(1, 0, 0)"",""COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chongqing': overage=(1, 0, 0)""]",,,,,2,0,false,REGISTERED_INITIAL_SOLUTION_INFEASIBILITY_WITNESS,52f7d610edcdbac1f1fe6897145a673dc7d6cfaf850b70af5e720564a758bd83,52f7d610edcdbac1f1fe6897145a673dc7d6cfaf850b70af5e720564a758bd83,82f991694675e4f7f769192efcb9019990cb90d8401e4014313ac6809f955fc8,201.60229950002395,"COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chongqing': overage=(1, 0, 0); COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chongqing': overage=(1, 0, 0)",,,,,,,,,,
level_100__seed_01,cn-cy-100c-01-V2-LOCATIONS,100,1,INFEASIBLE_OR_NOT_FOUND,0,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"[""COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chengdu': overage=(2, 0, 0)"",""COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chengdu': overage=(2, 0, 0)""]",,,,,2,0,false,REGISTERED_INITIAL_SOLUTION_INFEASIBILITY_WITNESS,61ee81c65e69837b5a5213454f27033d99562d70f456957eec3d20b2797a3d5a,61ee81c65e69837b5a5213454f27033d99562d70f456957eec3d20b2797a3d5a,eb1dbec0a782507e7eab4991ab6a091162365bbf305aa6a70e064b60c5e12cdf,200.40109537506942,"COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chengdu': overage=(2, 0, 0); COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chengdu': overage=(2, 0, 0)",,,,,,,,,,
level_100__seed_02,cn-cy-100c-01-V2-LOCATIONS,100,2,INFEASIBLE_OR_NOT_FOUND,0,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"[""COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chengdu': overage=(2, 0, 0)"",""COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chengdu': overage=(2, 0, 0)""]",,,,,2,0,false,REGISTERED_INITIAL_SOLUTION_INFEASIBILITY_WITNESS,ebb4e0997e5bfb0ecf1e88b8d7b40c2a06d2bdaf75f7ad90058146d2645cee54,ebb4e0997e5bfb0ecf1e88b8d7b40c2a06d2bdaf75f7ad90058146d2645cee54,eb1dbec0a782507e7eab4991ab6a091162365bbf305aa6a70e064b60c5e12cdf,201.48734495800454,"COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chengdu': overage=(2, 0, 0); COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chengdu': overage=(2, 0, 0)",,,,,,,,,,
level_100__seed_03,cn-cy-100c-01-V2-LOCATIONS,100,3,INFEASIBLE_OR_NOT_FOUND,0,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"[""COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chengdu': overage=(2, 0, 0)"",""COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chengdu': overage=(2, 0, 0)""]",,,,,2,0,false,REGISTERED_INITIAL_SOLUTION_INFEASIBILITY_WITNESS,117441c6f55c7f749edb0b820d5b266bb737e98e6b93215b22d31b79fc61aa4d,117441c6f55c7f749edb0b820d5b266bb737e98e6b93215b22d31b79fc61aa4d,eb1dbec0a782507e7eab4991ab6a091162365bbf305aa6a70e064b60c5e12cdf,200.83027745806612,"COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chengdu': overage=(2, 0, 0); COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chengdu': overage=(2, 0, 0)",,,,,,,,,,
level_100__seed_04,cn-cy-100c-01-V2-LOCATIONS,100,4,INFEASIBLE_OR_NOT_FOUND,0,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"[""COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chengdu': overage=(2, 0, 0)"",""COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chengdu': overage=(2, 0, 0)""]",,,,,2,0,false,REGISTERED_INITIAL_SOLUTION_INFEASIBILITY_WITNESS,02f123f6b046143180311bf94ef380f1b4ec0293fa993def2bbaefcca77611a9,02f123f6b046143180311bf94ef380f1b4ec0293fa993def2bbaefcca77611a9,eb1dbec0a782507e7eab4991ab6a091162365bbf305aa6a70e064b60c5e12cdf,199.88898150005843,"COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chengdu': overage=(2, 0, 0); COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_chengdu': overage=(2, 0, 0)",,,,,,,,,,
