algorithm,selected_seed,point_order,elapsed_seconds,elapsed_minutes,cost_cny,source
HGS-F,1,0,0.0,0.0,2749.607011277801,common_initial
HGS-F,1,1,0.0280123340053251,0.000466872233422085,2587.207431321163,hgs_new_proxy_population_best
HGS-F,1,2,0.23051458400732372,0.0038419097334553955,2551.908197020615,hgs_new_proxy_population_best
HGS-F,1,3,0.3058722499990836,0.0050978708333180595,2508.6239965800023,hgs_new_proxy_population_best
HGS-F,1,4,0.3545432920072926,0.00590905486678821,2506.886601377965,hgs_new_proxy_population_best
HGS-F,1,5,0.9839490419981303,0.016399150699968838,2501.3867767084375,hgs_new_proxy_population_best
HGS-F,1,6,15.650686209002743,0.2608447701500457,2496.0390972782943,sealed_final_solution
HGS-E,10,0,0.0,0.0,2749.607011277801,common_initial
HGS-E,10,1,0.003196040997863747,5.3267349964395784e-05,2513.7668793872485,hgs_new_proxy_population_best
HGS-E,10,2,0.016957915999228135,0.0002826319333204689,2479.528139268674,hgs_new_proxy_population_best
HGS-E,10,3,0.02145912499690894,0.00035765208328181566,2472.7435955476935,hgs_new_proxy_population_best
HGS-E,10,4,0.06950604099256452,0.001158434016542742,2470.813029298703,hgs_new_proxy_population_best
HGS-E,10,5,0.07748516599531285,0.0012914194332552143,2441.1488329595313,hgs_new_proxy_population_best
HGS-E,10,6,0.6033846659993287,0.010056411099988812,2440.0766390450717,hgs_new_proxy_population_best
HGS-E,10,7,0.8494399579940364,0.01415733263323394,2436.7216034048074,hgs_new_proxy_population_best
HGS-M,5,0,0.0,0.0,2749.607011277801,common_initial
HGS-M,5,1,0.010739999997895211,0.0001789999999649202,2474.667173052061,hgs_new_proxy_population_best
HGS-M,5,2,0.06691150000551715,0.0011151916667586192,2457.3884814015933,hgs_new_proxy_population_best
HGS-M,5,3,0.2668440410052426,0.0044474006834207104,2455.954777930201,hgs_new_proxy_population_best
HGS-M,5,4,0.4304837910021888,0.00717472985003648,2445.38904585423,hgs_new_proxy_population_best
HGS-M,5,5,0.6917035410006065,0.011528392350010108,2444.4350934787144,hgs_new_proxy_population_best
HGS-M,5,6,0.8210242909990484,0.013683738183317473,2443.7008069180656,hgs_new_proxy_population_best
HGS-M,5,7,0.9754638330050511,0.016257730550084185,2441.67370829393,hgs_new_proxy_population_best
HGS-M,5,8,1.4782806250004796,0.024638010416674662,2439.850854576919,hgs_new_proxy_population_best
HGS-M,5,9,3.6101265409961343,0.06016877568326891,2438.875777490123,hgs_new_proxy_population_best
HGS-M,5,10,16.1154365830007,0.26859060971667836,2435.457999418578,sealed_final_solution
MV-HGS-SP,1,0,0.0,0.0,2749.607011277801,common_initial
MV-HGS-SP,1,1,0.0280123340053251,0.000466872233422085,2587.207431321163,cv_only:hgs_new_proxy_population_best
MV-HGS-SP,1,2,0.23051458400732372,0.0038419097334553955,2551.908197020615,cv_only:hgs_new_proxy_population_best
MV-HGS-SP,1,3,0.3058722499990836,0.0050978708333180595,2508.6239965800023,cv_only:hgs_new_proxy_population_best
MV-HGS-SP,1,4,0.3545432920072926,0.00590905486678821,2506.886601377965,cv_only:hgs_new_proxy_population_best
MV-HGS-SP,1,5,0.9839490419981303,0.016399150699968838,2501.3867767084375,cv_only:hgs_new_proxy_population_best
MV-HGS-SP,1,6,15.669587584008696,0.2611597930668116,2460.475368555163,naive_ev:hgs_new_proxy_population_best
MV-HGS-SP,1,7,15.718899751009303,0.2619816625168217,2458.9104978474866,naive_ev:hgs_new_proxy_population_best
MV-HGS-SP,1,8,15.747191126007237,0.262453185433454,2448.3564209314786,naive_ev:hgs_new_proxy_population_best
MV-HGS-SP,1,9,15.755548792003538,0.2625924798667256,2444.3102251310133,naive_ev:hgs_new_proxy_population_best
MV-HGS-SP,1,10,34.24685445899377,0.5707809076498961,2441.363705456013,mechanism_ev:hgs_new_proxy_population_best
MV-HGS-SP,1,11,36.066940374992555,0.6011156729165426,2439.237309976471,mechanism_ev:hgs_new_proxy_population_best
MV-HGS-SP,1,12,48.070210042002145,0.8011701673667024,2434.5852089862865,sealed_final_solution
