#{"t_start": 1781772374.165544, "env_id": "None"}
r,l,t,actual_evals,candidate_scores,repair_delta_count,best_obj,violation_count
1801.9226,16000,2121.418044,16000,16000,2386077,3612.732925202119,0
2111.31,16000,2121.41932,16000,16000,2234326,3610.1963228879076,0
2048.1086,16000,2121.419337,16000,16000,2075217,3609.0096407803835,0
1944.5658,16000,2121.419345,16000,16000,2240046,3573.161083876692,0
1998.1101,16000,2121.419353,16000,16000,2286440,3681.8855375638273,0
2216.623,16000,2121.419362,16000,16000,2134396,3617.3584545670005,0
2048.7048,16000,2121.419368,16000,16000,2234571,3642.6021833635905,0
1945.4828,16000,2121.419378,16000,16000,2168949,3675.977195138033,0
2395.9517,16000,2121.419384,16000,16000,2338133,3560.1737260405393,0
