phase,instance,config,seed,runtime_budget_seconds,objective,bks,gap_percent,iterations,solver_runtime_seconds,end_to_end_seconds,complete,feasible,independent_valid,record_route_calls,scheduled_route_calls,record_improvements,scheduled_improvements,route_seconds
development,PR11A,foundation,4,30.0,6774840,6655548,1.7923693135411238,29606,30.000184541975614,30.257254041032866,True,True,True,37,0,0,0,0.026771791686769575
development,PR17A,foundation,4,30.0,6378038,6292594,1.357850196596189,29724,30.00026462500682,30.27789337496506,True,True,True,37,0,0,0,0.022795459837652743
development,PR17A,late_vns_250,4,30.0,6378038,6292594,1.357850196596189,29717,30.000320458028,30.282764374976978,True,True,True,37,40,0,1,0.0362855417188257
development,PR11A,late_vns_250,4,30.0,6774840,6655548,1.7923693135411238,29627,30.001311915984843,30.305282999994233,True,True,True,37,39,0,0,0.049070331908296794
development,PR11A,late_vns_500,4,30.0,6773831,6655548,1.7772090292189313,29756,30.00005783396773,30.306760666018818,True,True,True,38,19,0,0,0.03508220601361245
development,PR17A,late_vns_500,4,30.0,6378038,6292594,1.357850196596189,29945,30.000631665985566,30.309074709017295,True,True,True,37,20,0,0,0.034606959496159106
development,PR21A,late_vns_500,4,30.0,6291964,6230046,0.9938610405123814,40607,30.00003499997547,30.345302250003442,True,True,True,52,27,5,0,0.04133466613711789
development,PR21A,late_vns_250,4,30.0,6291964,6230046,0.9938610405123814,40576,30.000880957988556,30.337451833998784,True,True,True,52,54,5,2,0.055854621867183596
development,PR21A,foundation,4,30.0,6291964,6230046,0.9938610405123814,40622,30.000904624990653,30.370494000031613,True,True,True,52,0,5,0,0.02775929495692253
