task_id,instance_id,region,tier,seed,HGS-F_cost,HGS-F_cpu_seconds,HGS-E_cost,HGS-E_cpu_seconds,HGS-M_cost,HGS-M_cpu_seconds,MV-HGS-SP_cost,MV-HGS-SP_cpu_seconds,HGS-F_emissions_kg,HGS-E_emissions_kg,HGS-M_emissions_kg,MV-HGS-SP_emissions_kg,protected_stage_1_cost,improvement_over_protected_stage_1,best_current_single_view_cost,route_fusion_incremental_improvement,selected_source,base_source,stage_1_iterations_per_view,stage_2_iterations_per_view,total_iterations_per_view,search_complete_candidate_attempts,budget_padding_rechecks,budget_padding_reference_arm,complete_candidate_attempts,historical_population_snapshot_count,historical_population_candidate_references,historical_quality_selected_count,historical_diversity_selected_count,base_route_pool_size,expanded_route_pool_size,base_mip_status,base_mip_incumbent_available,base_mip_objective,base_mip_dual_bound,base_mip_gap,expanded_mip_status,expanded_mip_incumbent_available,expanded_mip_objective,expanded_mip_dual_bound,expanded_mip_gap,mip_time_limit_seconds_per_stage,HGS-F_curve_points,HGS-F_strict_decreases,HGS-E_curve_points,HGS-E_strict_decreases,HGS-M_curve_points,HGS-M_strict_decreases,MV-HGS-SP_curve_points,MV-HGS-SP_strict_decreases,wallclock_safety_triggered,all_charging_on_registered_date,all_depot_charging_finishes_before_departure,all_depot_fleet_caps_respected,warm_route_types_preserved,history_archive_ledger_complete,all_independently_feasible,witness_sha256,trajectory_sha256,input_manifest_sha256,responsibility_map_sha256,status
D6-E2-STAGED__cn-cy-100c-03-V2-LOCATIONS__seed4,cn-cy-100c-03-V2-LOCATIONS,cy,100,4,4848.9493719384445,136.8637618740031,4793.265372366562,139.72081987498677,4793.265372366562,149.32306841600803,4793.265372366562,428.10197541699745,423.12314156649916,402.1866317415031,402.1866317415031,402.1866317415031,4793.265372366562,0.0,4793.265372366562,0.0,protected_stage_1,stage_1_base_pool_mip,5000,20000,25000,280,0,HGS-F,280,120,5252,72,72,103,236,OPTIMAL,True,4793.265372366562,4793.265372366562,0.0,OPTIMAL,True,4793.265372366562,4793.265372366562,0.0,30.0,5,4,14,13,14,13,14,13,False,True,True,True,True,True,True,082a3c12e475b33869baa88085c7b4a7b3f79751879a3af09f83b01ce75a6175,c5fe8fb44819cfae39c8253bbc1777ca4b95850b768dd156b4c18b44c65e2043,af774e74f237207e091e4226c4e082c5d5288365a99fecbb6e5bcf1392152616,42bda529b1ac47cf5b53cf47eb9e57015369ad724df6874e9158ecbf7c03c9ae,PASS
