factor,value,unit,boundary
Shanghai purchased electricity annual average,0.5737,kgCO2_per_kWh,"operational purchased electricity; annual average, not TVCI"
Mainland China purchased electricity annual average,0.5306,kgCO2_per_kWh,"operational purchased electricity; annual average, not TVCI"
diesel combustion,2.70480534,kgCO2_per_L,"CO2 from fuel combustion only; excludes CH4, N2O, urea, upstream fuel, vehicle and battery manufacturing"
