algorithm,bundle,seed,eval_budget,best_obj,actual_evals,candidate_scores,repair_delta_count,operator_base_id,control_mode,violation_count,feasible,solution_signature_hash,operator_counts,destroy_counts,repair_counts,q_ratio_counts,worker_python_executable,worker_python_version,worker_numpy_version
random_block,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,7,16000,4783.982551895818,16000,16000,7179956,winner_kernel_v1,block_ppo,0,1,b3ca8960dd84ed3f5415861b95b1166091288cd1c12c53448f84575c5e8436f8,{},"{""random_customer_removal"":12,""route_segment_removal"":19,""shaw_related_removal"":17,""vehicle_type_swap"":47,""whole_route_removal"":16,""worst_customer_removal"":14}","{""greedy_insert_repair"":69,""regret2_insert_repair"":31,""regret3_insert_repair"":25}","{""0.100000"":22,""0.160000"":19,""0.230000"":28,""0.300000"":31,""0.400000"":25}",/opt/anaconda3/bin/python3.13,"3.13.9 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 19:11:29) [Clang 20.1.8 ]",2.3.5
random_full,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,7,16000,4813.441005994648,16000,16000,11275243,winner_kernel_v1,ppo_full,0,1,8015d3ec65d1bed4e8a3250b3360c1386b80633c4b745ba5eed7c4b2289f4dc3,{},"{""random_customer_removal"":2675,""route_segment_removal"":2654,""shaw_related_removal"":2639,""vehicle_type_swap"":2771,""whole_route_removal"":2626,""worst_customer_removal"":2635}","{""greedy_insert_repair"":5386,""regret2_insert_repair"":5179,""regret3_insert_repair"":5435}","{""0.100000"":1536,""0.133333"":1620,""0.166667"":1624,""0.200000"":1647,""0.233333"":1607,""0.266667"":1616,""0.300000"":1625,""0.333333"":1548,""0.366667"":1539,""0.400000"":1638}",/opt/anaconda3/bin/python3.13,"3.13.9 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 19:11:29) [Clang 20.1.8 ]",2.3.5
alpha_ucb_block,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,8,16000,4883.239145304127,16000,16000,533738,winner_kernel_v1,block_ppo,0,1,28b6012880370c918273a898026610141a9cda4727651dc991c562c0253a7cb0,{},"{""route_segment_removal"":91,""shaw_related_removal"":5,""vehicle_type_swap"":8,""whole_route_removal"":20,""worst_customer_removal"":1}","{""greedy_insert_repair"":13,""regret2_insert_repair"":24,""regret3_insert_repair"":88}","{""0.160000"":125}",/opt/anaconda3/bin/python3.13,"3.13.9 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 19:11:29) [Clang 20.1.8 ]",2.3.5
alpha_ucb_env,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,8,16000,4839.22405845257,16000,16000,187787,winner_kernel_v1,kernel_default,0,1,2429ab41e1f171ad5541cc5b838d37b4c6a21302a94e451386ffa888d6880fcf,{},"{""random_customer_removal"":12,""route_segment_removal"":14033,""shaw_related_removal"":12,""vehicle_type_swap"":1004,""whole_route_removal"":655,""worst_customer_removal"":284}","{""greedy_insert_repair"":1257,""regret2_insert_repair"":14025,""regret3_insert_repair"":718}",{},/opt/anaconda3/bin/python3.13,"3.13.9 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 19:11:29) [Clang 20.1.8 ]",2.3.5
official_winner_kernel,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,8,16000,4839.22405845257,16000,16000,0,winner_kernel_v1,official_kernel,0,1,75be93f0b617df677eaacf361bdfbd1fabf40615d31d7e37fd1f0f860fa6ada0,{},{},{},{},/opt/anaconda3/bin/python3.13,"3.13.9 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 19:11:29) [Clang 20.1.8 ]",2.3.5
random_block,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,8,16000,4769.709663536974,16000,16000,6679811,winner_kernel_v1,block_ppo,0,1,4fcc1907ce75f6990c27ce35ad7b69c252c7bcc1f19511a3685fc5ac4728b9f0,{},"{""random_customer_removal"":14,""route_segment_removal"":13,""shaw_related_removal"":16,""vehicle_type_swap"":49,""whole_route_removal"":19,""worst_customer_removal"":14}","{""greedy_insert_repair"":56,""regret2_insert_repair"":44,""regret3_insert_repair"":25}","{""0.100000"":20,""0.160000"":35,""0.230000"":26,""0.300000"":25,""0.400000"":19}",/opt/anaconda3/bin/python3.13,"3.13.9 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 19:11:29) [Clang 20.1.8 ]",2.3.5
random_full,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,8,16000,4745.383653626312,16000,16000,11557824,winner_kernel_v1,ppo_full,0,1,3272745e7849bf528f8c352fcc8554176c3610abbe4c0822c35ec5149148e431,{},"{""random_customer_removal"":2648,""route_segment_removal"":2677,""shaw_related_removal"":2690,""vehicle_type_swap"":2648,""whole_route_removal"":2694,""worst_customer_removal"":2643}","{""greedy_insert_repair"":5243,""regret2_insert_repair"":5360,""regret3_insert_repair"":5397}","{""0.100000"":1593,""0.133333"":1571,""0.166667"":1607,""0.200000"":1579,""0.233333"":1563,""0.266667"":1645,""0.300000"":1581,""0.333333"":1612,""0.366667"":1618,""0.400000"":1631}",/opt/anaconda3/bin/python3.13,"3.13.9 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 19:11:29) [Clang 20.1.8 ]",2.3.5
alpha_ucb_block,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,9,16000,4876.249686780732,16000,16000,545332,winner_kernel_v1,block_ppo,0,1,d037512bee449034cd29ff8c42a2548c77a191bb30cf7fdb265b9bd855dc4102,{},"{""route_segment_removal"":116,""shaw_related_removal"":7,""vehicle_type_swap"":2}","{""greedy_insert_repair"":9,""regret2_insert_repair"":116}","{""0.160000"":125}",/opt/anaconda3/bin/python3.13,"3.13.9 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 19:11:29) [Clang 20.1.8 ]",2.3.5
alpha_ucb_env,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,9,16000,4794.909333913854,16000,16000,458106,winner_kernel_v1,kernel_default,0,1,512f56ea0b4a84a85326a3ca8a87bbd99d0f6c5b6b743c49849d96ad254ebba8,{},"{""random_customer_removal"":54,""route_segment_removal"":13678,""shaw_related_removal"":1109,""vehicle_type_swap"":812,""whole_route_removal"":40,""worst_customer_removal"":307}","{""greedy_insert_repair"":2239,""regret2_insert_repair"":13684,""regret3_insert_repair"":77}",{},/opt/anaconda3/bin/python3.13,"3.13.9 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 19:11:29) [Clang 20.1.8 ]",2.3.5
official_winner_kernel,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,9,16000,4794.909333913854,16000,16000,0,winner_kernel_v1,official_kernel,0,1,102c0312a878132fc1416fec44f10329c6aadd882a84c4d866af9365f5a90d6f,{},{},{},{},/opt/anaconda3/bin/python3.13,"3.13.9 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 19:11:29) [Clang 20.1.8 ]",2.3.5
random_block,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,9,16000,4858.874719067087,16000,16000,10003324,winner_kernel_v1,block_ppo,0,1,794c01ae79daeee1e7da26301396370b05fc35e002b05a8f2002205b588ae1c2,{},"{""random_customer_removal"":15,""route_segment_removal"":15,""shaw_related_removal"":8,""vehicle_type_swap"":22,""whole_route_removal"":51,""worst_customer_removal"":14}","{""greedy_insert_repair"":65,""regret2_insert_repair"":33,""regret3_insert_repair"":27}","{""0.100000"":23,""0.160000"":20,""0.230000"":19,""0.300000"":34,""0.400000"":29}",/opt/anaconda3/bin/python3.13,"3.13.9 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 19:11:29) [Clang 20.1.8 ]",2.3.5
random_full,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,9,16000,4793.774120622368,16000,16000,11531090,winner_kernel_v1,ppo_full,0,1,807d43d00f0434e2f05582e6f1e1391a66709c57a833333d12799ac6b33afbd7,{},"{""random_customer_removal"":2644,""route_segment_removal"":2631,""shaw_related_removal"":2756,""vehicle_type_swap"":2670,""whole_route_removal"":2638,""worst_customer_removal"":2661}","{""greedy_insert_repair"":5322,""regret2_insert_repair"":5379,""regret3_insert_repair"":5299}","{""0.100000"":1572,""0.133333"":1608,""0.166667"":1596,""0.200000"":1621,""0.233333"":1591,""0.266667"":1607,""0.300000"":1642,""0.333333"":1594,""0.366667"":1581,""0.400000"":1588}",/opt/anaconda3/bin/python3.13,"3.13.9 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 19:11:29) [Clang 20.1.8 ]",2.3.5
alpha_ucb_block,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,10,16000,4888.5544662653865,16000,16000,644916,winner_kernel_v1,block_ppo,0,1,bc58954b8837c505d903108128a43b2ff8286ebf547d5d059c50a561b56d110f,{},"{""route_segment_removal"":106,""shaw_related_removal"":7,""vehicle_type_swap"":8,""whole_route_removal"":3,""worst_customer_removal"":1}","{""greedy_insert_repair"":117,""regret3_insert_repair"":8}","{""0.160000"":125}",/opt/anaconda3/bin/python3.13,"3.13.9 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 19:11:29) [Clang 20.1.8 ]",2.3.5
alpha_ucb_env,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,10,16000,5015.928380853362,16000,16000,5217132,winner_kernel_v1,kernel_default,0,1,7136c6a12df6ea637ca135e2a21c3ef61ad3b4d0188ec6124f29a35ab617fa9a,{},"{""random_customer_removal"":15202,""route_segment_removal"":3,""shaw_related_removal"":3,""vehicle_type_swap"":696,""whole_route_removal"":3,""worst_customer_removal"":93}","{""greedy_insert_repair"":790,""regret2_insert_repair"":7,""regret3_insert_repair"":15203}",{},/opt/anaconda3/bin/python3.13,"3.13.9 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 19:11:29) [Clang 20.1.8 ]",2.3.5
official_winner_kernel,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,10,16000,5015.928380853362,16000,16000,0,winner_kernel_v1,official_kernel,0,1,2a64b86491cc00c31d4147e6eee1ad8367d0039ff577efd2ef9c130c868fd3f4,{},{},{},{},/opt/anaconda3/bin/python3.13,"3.13.9 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 19:11:29) [Clang 20.1.8 ]",2.3.5
random_block,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,10,16000,4732.715110331017,16000,16000,15519501,winner_kernel_v1,block_ppo,0,1,dce68e23cacfaeaaa198711a94951a5cc4eeaccb79b89d1b5151cb2ed83b12d3,{},"{""random_customer_removal"":55,""route_segment_removal"":15,""shaw_related_removal"":10,""vehicle_type_swap"":8,""whole_route_removal"":20,""worst_customer_removal"":17}","{""greedy_insert_repair"":31,""regret2_insert_repair"":30,""regret3_insert_repair"":64}","{""0.100000"":28,""0.160000"":30,""0.230000"":21,""0.300000"":21,""0.400000"":25}",/opt/anaconda3/bin/python3.13,"3.13.9 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 19:11:29) [Clang 20.1.8 ]",2.3.5
random_full,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,10,16000,4792.990131079082,16000,16000,11349269,winner_kernel_v1,ppo_full,0,1,33f84e464ec35139b4872aabdbf94e1d4d630e00585f5391b097592016539196,{},"{""random_customer_removal"":2654,""route_segment_removal"":2638,""shaw_related_removal"":2631,""vehicle_type_swap"":2716,""whole_route_removal"":2674,""worst_customer_removal"":2687}","{""greedy_insert_repair"":5323,""regret2_insert_repair"":5396,""regret3_insert_repair"":5281}","{""0.100000"":1584,""0.133333"":1614,""0.166667"":1582,""0.200000"":1696,""0.233333"":1627,""0.266667"":1639,""0.300000"":1534,""0.333333"":1582,""0.366667"":1523,""0.400000"":1619}",/opt/anaconda3/bin/python3.13,"3.13.9 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 19:11:29) [Clang 20.1.8 ]",2.3.5
