instance_id,sample_role,seed_units,units_naturally_pareto_U,natural_pareto_pct_U,I_total_cost_avg_cny,I_profit_D_guangzhou_avg_cny,I_profit_D_shenzhen_avg_cny,I_vehicle_count_avg,I_elapsed_seconds_avg,U_total_cost_avg_cny,U_profit_D_guangzhou_avg_cny,U_profit_D_shenzhen_avg_cny,U_vehicle_count_avg,U_elapsed_seconds_avg,U_weak_member_change_avg_cny,U_weak_member_change_median_cny,F_total_cost_avg_cny,F_profit_D_guangzhou_avg_cny,F_profit_D_shenzhen_avg_cny,F_vehicle_count_avg,F_elapsed_seconds_avg,fairness_cost_pct_F_vs_U,F_weak_member_improvement_cny
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,10,0,0.0,2341.446789956353,6917.233079222592,9075.820130821055,9.0,54.04552009999752,2288.2313376165866,6042.162188944298,10004.106473439115,8.0,53.54081198320491,-875.0708902782944,-966.9993319555515,NA_CANDIDATE_POOL_NOT_PERSISTED,NA_CANDIDATE_POOL_NOT_PERSISTED,NA_CANDIDATE_POOL_NOT_PERSISTED,NA_CANDIDATE_POOL_NOT_PERSISTED,NA_CANDIDATE_POOL_NOT_PERSISTED,NA_CANDIDATE_POOL_NOT_PERSISTED,NA_CANDIDATE_POOL_NOT_PERSISTED
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,10,0,0.0,4739.691421723927,16215.690760304617,21031.117817971455,18.0,115.5175040710019,4706.839924920587,15763.241034684286,21516.41904039513,17.2,113.48631149589201,-634.9644415548955,-715.1290472732626,NA_CANDIDATE_POOL_NOT_PERSISTED,NA_CANDIDATE_POOL_NOT_PERSISTED,NA_CANDIDATE_POOL_NOT_PERSISTED,NA_CANDIDATE_POOL_NOT_PERSISTED,NA_CANDIDATE_POOL_NOT_PERSISTED,NA_CANDIDATE_POOL_NOT_PERSISTED,NA_CANDIDATE_POOL_NOT_PERSISTED
