instance_id,seed,curve_id,formal_result,battery_capacity_kwh,initial_ev_battery_kwh,route_time_cost_per_hour,charge_amount_strategies,status,violation_count,total_cost_cny,route_hash,route_count,ev_route_count,charging_action_count,public_charging_action_count,public_actions_over_85pct,complete_candidate_evaluations,elapsed_seconds,selected_charge_amount_strategies
cn-prd-50c-01-V2-LOCATIONS,1,L100_control,False,77.28,0.0,75.0,just_enough|max_coverage|soc_85|soc_95|full,OK,0,3201.7645881707813,93cf1de0ecee9faee9da6f293b570fbfb2ceba98572c16a20c73efb139ba85bb,9,3,3,0,0,14,3.5278162920149043,
cn-prd-50c-01-V2-LOCATIONS,1,M17_22KW_NORMAL_PWL,False,77.28,0.0,75.0,just_enough|max_coverage|soc_85|soc_95|full,OK,0,3201.7644879827817,93cf1de0ecee9faee9da6f293b570fbfb2ceba98572c16a20c73efb139ba85bb,9,3,3,0,0,14,4.135442708968185,
cn-prd-100c-02-V2-LOCATIONS,1,L100_control,False,77.28,0.0,75.0,just_enough|max_coverage|soc_85|soc_95|full,OK,0,6329.992480685919,6e615de6d42ae396cfb5f0aa9926cff5171c2215f7fe2d114ee8b8f92ad1f8d1,18,5,5,0,0,14,7.606933124945499,just_enough
cn-prd-100c-02-V2-LOCATIONS,1,M17_22KW_NORMAL_PWL,False,77.28,0.0,75.0,just_enough|max_coverage|soc_85|soc_95|full,OK,0,6329.992280309919,6e615de6d42ae396cfb5f0aa9926cff5171c2215f7fe2d114ee8b8f92ad1f8d1,18,5,5,0,0,14,10.365947833983228,just_enough
