scope,algorithm,seed,run_id,verdict,flags,native_best_updates,route_count_unique
run,ACO,1,B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed1,BASELINE_LIVENESS_PASS,,33,7
run,ACO,2,B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed2,BASELINE_LIVENESS_PASS,,29,7
run,ACO,3,B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed3,BASELINE_LIVENESS_PASS,,24,5
run,GA-VNS,1,B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__GA-VNS__seed1,BASELINE_LIVENESS_PASS,,17,8
run,GA-VNS,2,B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__GA-VNS__seed2,BASELINE_LIVENESS_PASS,,15,7
run,GA-VNS,3,B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__GA-VNS__seed3,BASELINE_LIVENESS_PASS,,17,9
run,GWO,1,B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__GWO__seed1,BASELINE_LIVENESS_PASS,,17,6
run,GWO,2,B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__GWO__seed2,BASELINE_LIVENESS_PASS,,27,9
run,GWO,3,B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__GWO__seed3,BASELINE_LIVENESS_PASS,,26,9
run,IWD,1,B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__IWD__seed1,BASELINE_LIVENESS_PASS,,10,5
run,IWD,2,B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__IWD__seed2,BASELINE_LIVENESS_PASS,,20,5
run,IWD,3,B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__IWD__seed3,BASELINE_LIVENESS_PASS,,15,5
algorithm_seed_group,ACO,1|2|3,,SEED_VARIATION_OK,,,
algorithm_seed_group,GA-VNS,1|2|3,,SEED_VARIATION_OK,,,
algorithm_seed_group,GWO,1|2|3,,SEED_VARIATION_OK,,,
algorithm_seed_group,IWD,1|2|3,,SEED_VARIATION_OK,,,
