instance_id,seed,customer_count,protected_stage_1_cost,candidate_final_cost,candidate_minus_stage_1,strict_improvement_over_stage_1,HGS-F_cost,HGS-E_cost,HGS-M_cost,strict_win_over_HGS-E,strict_win_over_HGS-M,zero_loss_to_all_views,complete_candidate_attempts,base_route_pool_size,expanded_route_pool_size,selected_source,elapsed_seconds,HGS-F_curve_points,HGS-F_strict_decreases,HGS-E_curve_points,HGS-E_strict_decreases,HGS-M_curve_points,HGS-M_strict_decreases,MV-HGS-SP_curve_points,MV-HGS-SP_strict_decreases,main_curve_gate,all_independently_feasible,status
cn-jjj-150c-01-V2-LOCATIONS,13,150,6933.49706797779,6922.754149163804,-10.742918813985852,True,6995.40023886665,6922.754149163804,6925.118295029251,False,True,True,280,593,1063,two_stage_best_parent,595.1794654169935,11,10,20,19,22,21,19,18,True,True,PASS
