instance_id,lane,output_objective,start_objective,status,task_id,violation_count
cn-cy-25c-02-V2-LOCATIONS,LOCAL,1441.5252141764643,1441.5252141764643,PASS,cn-cy-25c-02-V2-LOCATIONS__LOCAL,0
cn-cy-25c-02-V2-LOCATIONS,RESOURCE-SLOT,1441.5252141764643,1441.5252141764643,PASS,cn-cy-25c-02-V2-LOCATIONS__RESOURCE-SLOT,0
cn-jjj-150c-02-V2-LOCATIONS,LOCAL,7318.567088974847,7318.567088974847,PASS,cn-jjj-150c-02-V2-LOCATIONS__LOCAL,0
cn-jjj-150c-02-V2-LOCATIONS,RESOURCE-SLOT,7318.567088974847,7318.567088974847,PASS,cn-jjj-150c-02-V2-LOCATIONS__RESOURCE-SLOT,0
cn-jjj-75c-01-V2-LOCATIONS,LOCAL,3823.106569937251,3823.106569937251,PASS,cn-jjj-75c-01-V2-LOCATIONS__LOCAL,0
cn-jjj-75c-01-V2-LOCATIONS,RESOURCE-SLOT,3823.106569937251,3823.106569937251,PASS,cn-jjj-75c-01-V2-LOCATIONS__RESOURCE-SLOT,0
