instance_id,seed,customer_count,protected_stage_1_cost,candidate_final_cost,candidate_minus_stage_1,strict_improvement_over_stage_1,HGS-F_cost,HGS-E_cost,HGS-M_cost,best_current_single_view_cost,candidate_minus_best_current_single_view,strict_route_fusion_improvement,strict_win_over_HGS-E,strict_win_over_HGS-M,zero_loss_to_all_views,warm_route_types_preserved,complete_candidate_attempts,base_route_pool_size,expanded_route_pool_size,selected_source,base_source,base_mip_status,base_mip_dual_bound,base_mip_gap,expanded_mip_status,expanded_mip_dual_bound,expanded_mip_gap,elapsed_seconds,HGS-F_curve_points,HGS-F_strict_decreases,HGS-E_curve_points,HGS-E_strict_decreases,HGS-M_curve_points,HGS-M_strict_decreases,MV-HGS-SP_curve_points,MV-HGS-SP_strict_decreases,main_curve_gate,all_independently_feasible,status
cn-jjj-200c-01-V2-LOCATIONS,16,200,9710.155901118613,9702.60333212648,-7.552568992132365,True,9709.875073628707,9702.60333212648,9705.014012843934,9702.60333212648,0.0,False,False,True,True,True,280,996,1863,two_stage_best_parent,stage_1_base_pool_mip,LIMIT_WITH_INCUMBENT,9672.203782953558,0.003908497304423905,LIMIT_WITH_INCUMBENT,9651.862191453254,0.005702233855149225,966.9188741669932,24,23,25,24,28,27,21,20,True,True,PASS
