instance_id,seed,customer_count,protected_stage_1_cost,candidate_final_cost,candidate_minus_stage_1,strict_improvement_over_stage_1,HGS-F_cost,HGS-E_cost,HGS-M_cost,best_current_single_view_cost,candidate_minus_best_current_single_view,strict_route_fusion_improvement,strict_win_over_HGS-E,strict_win_over_HGS-M,zero_loss_to_all_views,warm_route_types_preserved,complete_candidate_attempts,base_route_pool_size,expanded_route_pool_size,selected_source,base_source,base_mip_status,base_mip_dual_bound,base_mip_gap,expanded_mip_status,expanded_mip_dual_bound,expanded_mip_gap,elapsed_seconds,HGS-F_curve_points,HGS-F_strict_decreases,HGS-E_curve_points,HGS-E_strict_decreases,HGS-M_curve_points,HGS-M_strict_decreases,MV-HGS-SP_curve_points,MV-HGS-SP_strict_decreases,main_curve_gate,all_independently_feasible,status,failure_type,failure
cn-cy-100c-03-V2-LOCATIONS,15,100,4794.332203231027,4793.265372366562,-1.0668308644653735,True,4850.01620280291,4794.332203231027,4794.512853763044,4794.332203231027,-1.0668308644653735,True,True,True,True,True,275,213,336,two_stage_expanded_pool_mip,stage_1_base_pool_mip,OPTIMAL,4794.332203223562,0.0,OPTIMAL,4793.26537236652,0.0,353.3668046669918,6,5,12,11,15,14,18,17,True,True,PASS,,
cn-cy-200c-03-V2-LOCATIONS,15,200,9856.504106480887,9844.44881154458,-12.055294936306382,True,9844.44881154458,9852.730115175476,9855.526621061063,9844.44881154458,0.0,False,True,True,True,True,280,925,1728,two_stage_best_parent,stage_1_parent,NO_INCUMBENT,,,NO_INCUMBENT,,,827.7207846250094,24,23,29,28,26,25,24,23,True,True,PASS,,
cn-jjj-100c-03-V2-LOCATIONS,15,100,4969.622723255875,4969.572389171571,-0.05033408430426789,True,4975.558077323827,4969.572389171571,4969.572389171571,4969.572389171571,0.0,False,False,False,True,True,280,163,291,two_stage_best_parent,stage_1_parent,OPTIMAL,4969.622723255875,0.0,OPTIMAL,4969.562183223503,2.0538885428966213e-06,398.4523443749931,11,10,11,10,11,10,10,9,False,True,PASS,,
cn-jjj-200c-03-V2-LOCATIONS,15,200,9561.125234929375,9559.931022761999,-1.1942121673764632,True,9591.484520974736,9559.931022761999,9573.315591304086,9559.931022761999,0.0,False,False,True,True,True,280,757,1397,two_stage_best_parent,stage_1_base_pool_mip,LIMIT_WITH_INCUMBENT,9520.966691953485,0.00420019003926334,LIMIT_WITH_INCUMBENT,9477.326904519381,0.010699771958212216,890.6894776670088,24,23,23,22,24,23,20,19,True,True,PASS,,
cn-prd-100c-03-V2-LOCATIONS,15,100,4616.183683334074,4616.183683334074,0.0,False,4616.212092211577,4616.183683334074,4616.183683334074,4616.183683334074,0.0,False,False,False,True,True,279,218,321,protected_stage_1,stage_1_parent,OPTIMAL,4616.183683334075,0.0,OPTIMAL,4616.183683334075,0.0,324.0152627499774,12,11,12,11,13,12,11,10,False,True,PASS,,
cn-prd-200c-03-V2-LOCATIONS,15,200,10017.498404645994,9998.28163665279,-19.216767993204485,True,10009.018298926956,9998.28163665279,10073.367505026636,9998.28163665279,0.0,False,False,True,True,True,280,739,1795,two_stage_best_parent,stage_1_parent,LIMIT_WITH_INCUMBENT,9966.979561775368,0.005058041044552949,NO_INCUMBENT,,,846.9586328750011,26,25,30,29,28,27,36,35,True,True,PASS,,
