record_id,experiment,instance_id,seed,variant,source_path,source_sha256,formal_result,status,failure,original_route_count,original_physical_vehicle_count,packed_physical_vehicle_count,saved_physical_vehicle_count,original_counts_by_depot_type,packed_counts_by_depot_type,certificate_status,certificate_valid,current_checker_violation_count,experiment_checker_violation_count,legacy_static_checker_violation_count,depot_fleet_violation_count,saved_terminal_charge_count,saved_terminal_charge_kwh,depot_charge_ledger_count,depot_charge_ledger_kwh,depot_charge_ledger_entrywise_bitwise_equal,interface_directly_usable,interface_note,single_trip_regression_selected,single_trip_objective_bitwise_equal,single_trip_component_count,single_trip_components_bitwise_equal,single_trip_mismatch_fields,certificate_record_sha256,prepared_solution_sha256
E4/cn-prd-50c-01-V2-LOCATIONS/seed_03/COST_PLUS_CARBON,E4,cn-prd-50c-01-V2-LOCATIONS,3,COST_PLUS_CARBON,baselines/china_e3_e7/e4_joint_routing_20260801/formal_panel_20260801/cn-prd-50c-01-V2-LOCATIONS/solutions/seed3_cost_plus_carbon.json,493b69305437ef1f2bbed171ac1204592a2714fc1e7d9095f1fd809e559dd09b,False,PASS_E4_MULTITRIP_SOC_INTERFACE,,9,9,9,0,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,PASS,True,0,0,0,0,3,65.2346039852356,3,65.2346039852356,True,True,E4 terminal_charges are bound to the 60-20-80-next-day-60 continuous-SOC depot ledger,True,True,13,True,,d01f965c7864bb7ee6a7e41355aa1d082cb9cc8a59b8751559cb37847425a7a9,08a9e46be7ca31970dc424848179d7972d3e911bd64f0ebc5c95db9fb3555acf
E4/cn-prd-50c-01-V2-LOCATIONS/seed_03/PURE_CARBON,E4,cn-prd-50c-01-V2-LOCATIONS,3,PURE_CARBON,baselines/china_e3_e7/e4_joint_routing_20260801/formal_panel_20260801/cn-prd-50c-01-V2-LOCATIONS/solutions/seed3_pure_carbon.json,5415389c053e449f32776cb9ee280b0feb0774385e0f294ce08a672f72cd2959,False,PASS_E4_MULTITRIP_SOC_INTERFACE,,9,9,9,0,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,PASS,True,0,0,0,0,3,65.2346039852356,3,65.2346039852356,True,True,E4 terminal_charges are bound to the 60-20-80-next-day-60 continuous-SOC depot ledger,True,True,13,True,,99e886932950839fd1eb8307f8088399334ba2b5b1f1a852d46073525152fdea,08a9e46be7ca31970dc424848179d7972d3e911bd64f0ebc5c95db9fb3555acf
E4/cn-prd-50c-01-V2-LOCATIONS/seed_04/COST_ONLY,E4,cn-prd-50c-01-V2-LOCATIONS,4,COST_ONLY,baselines/china_e3_e7/e4_joint_routing_20260801/formal_panel_20260801/cn-prd-50c-01-V2-LOCATIONS/solutions/seed4_cost_only.json,03a3015f62b37b4af0cf3b5d7fa273d74075fb3d49949e2e6c0f3ef3aea92022,False,PASS_E4_MULTITRIP_SOC_INTERFACE,,9,9,9,0,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,PASS,True,0,0,0,0,3,68.7264077554158,3,68.7264077554158,True,True,E4 terminal_charges are bound to the 60-20-80-next-day-60 continuous-SOC depot ledger,True,True,13,True,,e3897028929f5ab92c3e5e67be295277d631924444715e8c4b336b1d546a2158,fd14ca7e7e20cfd1e5cc0b0ddabc1ce05713caa6c7e67d70d442b26ba3015854
E4/cn-prd-50c-01-V2-LOCATIONS/seed_04/COST_PLUS_CARBON,E4,cn-prd-50c-01-V2-LOCATIONS,4,COST_PLUS_CARBON,baselines/china_e3_e7/e4_joint_routing_20260801/formal_panel_20260801/cn-prd-50c-01-V2-LOCATIONS/solutions/seed4_cost_plus_carbon.json,b7af46f97cee360de7a2f11e57c75afd8009f12ef52de257f32a0c714eaaeae6,False,PASS_E4_MULTITRIP_SOC_INTERFACE,,9,9,9,0,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,PASS,True,0,0,0,0,3,68.7264077554158,3,68.7264077554158,True,True,E4 terminal_charges are bound to the 60-20-80-next-day-60 continuous-SOC depot ledger,True,True,13,True,,b8d987d06d569df663555dcd0b4c514390a6072245ccf62df60d0c54625902fb,fd14ca7e7e20cfd1e5cc0b0ddabc1ce05713caa6c7e67d70d442b26ba3015854
E4/cn-prd-50c-01-V2-LOCATIONS/seed_04/PURE_CARBON,E4,cn-prd-50c-01-V2-LOCATIONS,4,PURE_CARBON,baselines/china_e3_e7/e4_joint_routing_20260801/formal_panel_20260801/cn-prd-50c-01-V2-LOCATIONS/solutions/seed4_pure_carbon.json,973ea995e86bb56c2cdd50d4cad80901a09437c4b878698d8e1638a4e111324b,False,PASS_E4_MULTITRIP_SOC_INTERFACE,,9,9,9,0,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,PASS,True,0,0,0,0,3,68.28529038150626,3,68.28529038150626,True,True,E4 terminal_charges are bound to the 60-20-80-next-day-60 continuous-SOC depot ledger,True,True,13,True,,251df843b0fbc8e277cd3b8ec194347f111eed7e8be6f254526d5f127d567fde,4966db25115e4323ae4d05d4f8dc2e41864c5f45724da1886ced717daf709d97
E4/cn-prd-50c-01-V2-LOCATIONS/seed_05/COST_ONLY,E4,cn-prd-50c-01-V2-LOCATIONS,5,COST_ONLY,baselines/china_e3_e7/e4_joint_routing_20260801/formal_panel_20260801/cn-prd-50c-01-V2-LOCATIONS/solutions/seed5_cost_only.json,26a0f6f7517799f64b73139a8057649441cb494de0c7085dcf466082bc5c3d23,False,PASS_E4_MULTITRIP_SOC_INTERFACE,,9,9,9,0,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,PASS,True,0,0,0,0,3,66.83895379590612,3,66.83895379590612,True,True,E4 terminal_charges are bound to the 60-20-80-next-day-60 continuous-SOC depot ledger,True,True,13,True,,a0a00e5b186df46402c47bb891e75e0c2b569ccd9e05f3778a5aea306d46cb19,26391b2ff334953c00c41f98232493b9fc699e439de143a2d18e3df5bbf13484
E4/cn-prd-50c-01-V2-LOCATIONS/seed_05/COST_PLUS_CARBON,E4,cn-prd-50c-01-V2-LOCATIONS,5,COST_PLUS_CARBON,baselines/china_e3_e7/e4_joint_routing_20260801/formal_panel_20260801/cn-prd-50c-01-V2-LOCATIONS/solutions/seed5_cost_plus_carbon.json,b5895607aab21ac85ef05b0a39cbd6ad3917b8149e17d933fb5b0e802a0651cc,False,PASS_E4_MULTITRIP_SOC_INTERFACE,,9,9,9,0,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,PASS,True,0,0,0,0,3,66.83895379590612,3,66.83895379590612,True,True,E4 terminal_charges are bound to the 60-20-80-next-day-60 continuous-SOC depot ledger,True,True,13,True,,b2da0d1c77e5d1274b007dae9cc5523be08b62614b6bb3b7d7c8e1084ecedc07,26391b2ff334953c00c41f98232493b9fc699e439de143a2d18e3df5bbf13484
E4/cn-prd-50c-01-V2-LOCATIONS/seed_05/PURE_CARBON,E4,cn-prd-50c-01-V2-LOCATIONS,5,PURE_CARBON,baselines/china_e3_e7/e4_joint_routing_20260801/formal_panel_20260801/cn-prd-50c-01-V2-LOCATIONS/solutions/seed5_pure_carbon.json,1824752c2e73f4e5223f867d27fd77e0e0aec30a6a67cb8ad1b7e5a8fc3485aa,False,PASS_E4_MULTITRIP_SOC_INTERFACE,,9,9,9,0,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,PASS,True,0,0,0,0,3,66.83895379590612,3,66.83895379590612,True,True,E4 terminal_charges are bound to the 60-20-80-next-day-60 continuous-SOC depot ledger,True,True,13,True,,cab1f1ad3a44b362844e60ca77d13ccf07369754ee3c6a467baca375233d5263,26391b2ff334953c00c41f98232493b9fc699e439de143a2d18e3df5bbf13484
E4/cn-prd-50c-01-V2-LOCATIONS/seed_06/COST_ONLY,E4,cn-prd-50c-01-V2-LOCATIONS,6,COST_ONLY,baselines/china_e3_e7/e4_joint_routing_20260801/formal_panel_20260801/cn-prd-50c-01-V2-LOCATIONS/solutions/seed6_cost_only.json,b47713000075330888f5db1b765312cf5743a8d725cc5a0fdee2c74ac6319fc3,False,PASS_E4_MULTITRIP_SOC_INTERFACE,,9,9,9,0,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,PASS,True,0,0,0,0,3,68.19925208407662,3,68.19925208407662,True,True,E4 terminal_charges are bound to the 60-20-80-next-day-60 continuous-SOC depot ledger,True,True,13,True,,329cbf44edf1466a549dd12c9fca4184108391fe425ed6406c57322e5b978275,b7a1b716455c88d6804497a91d817ac1493d48e010b619b11e42ef945859bcdf
E4/cn-prd-50c-01-V2-LOCATIONS/seed_06/COST_PLUS_CARBON,E4,cn-prd-50c-01-V2-LOCATIONS,6,COST_PLUS_CARBON,baselines/china_e3_e7/e4_joint_routing_20260801/formal_panel_20260801/cn-prd-50c-01-V2-LOCATIONS/solutions/seed6_cost_plus_carbon.json,eea94685c7e887eafad9469e5c8150f456c832e314d5bb247b2dafdcdd66de36,False,PASS_E4_MULTITRIP_SOC_INTERFACE,,9,9,9,0,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,PASS,True,0,0,0,0,3,68.19925208407662,3,68.19925208407662,True,True,E4 terminal_charges are bound to the 60-20-80-next-day-60 continuous-SOC depot ledger,True,True,13,True,,1a34e616ba0dacb922508ac8cd185a1bf497166aa9095429a76fdec2c6ddd544,b7a1b716455c88d6804497a91d817ac1493d48e010b619b11e42ef945859bcdf
E4/cn-prd-50c-01-V2-LOCATIONS/seed_06/PURE_CARBON,E4,cn-prd-50c-01-V2-LOCATIONS,6,PURE_CARBON,baselines/china_e3_e7/e4_joint_routing_20260801/formal_panel_20260801/cn-prd-50c-01-V2-LOCATIONS/solutions/seed6_pure_carbon.json,d17e9b01205ce68f3febfe667563c9a7da52c37c022d61ca92c396781ace9c3c,False,PASS_E4_MULTITRIP_SOC_INTERFACE,,9,9,8,1,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:2|D_shenzhen:ev:2,PASS,True,0,0,0,0,3,67.9808930449408,3,67.9808930449408,True,True,E4 terminal_charges are bound to the 60-20-80-next-day-60 continuous-SOC depot ledger,True,True,13,True,,34359f38f58bbe669b405aa9391c477679977b8808ec7fd477649b0e02d099d7,5d02db497806249fbc9a6fa17fc23d5ba2a37512f12db8aa014b6fd69c8fe5dd
E4/cn-prd-50c-01-V2-LOCATIONS/seed_07/COST_ONLY,E4,cn-prd-50c-01-V2-LOCATIONS,7,COST_ONLY,baselines/china_e3_e7/e4_joint_routing_20260801/formal_panel_20260801/cn-prd-50c-01-V2-LOCATIONS/solutions/seed7_cost_only.json,af21f5728cf1c38a74530261b4cf94259e0ac3f13f5924d865380b3f3829c04d,False,PASS_E4_MULTITRIP_SOC_INTERFACE,,9,9,9,0,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,PASS,True,0,0,0,0,3,65.58443042988895,3,65.58443042988895,True,True,E4 terminal_charges are bound to the 60-20-80-next-day-60 continuous-SOC depot ledger,True,True,13,True,,c680ec0155049b5f0e928ceddd105b48aa05c3343eb4d816d636ee1c316dd5a8,f74453f65e963e2ce36c6b883c323db60491ff24f51de8afc2390d879db0889d
E4/cn-prd-50c-01-V2-LOCATIONS/seed_07/COST_PLUS_CARBON,E4,cn-prd-50c-01-V2-LOCATIONS,7,COST_PLUS_CARBON,baselines/china_e3_e7/e4_joint_routing_20260801/formal_panel_20260801/cn-prd-50c-01-V2-LOCATIONS/solutions/seed7_cost_plus_carbon.json,a473f805d8b08b809834da29a2ab99325fb8735697f111783bf1cec91e7f61be,False,PASS_E4_MULTITRIP_SOC_INTERFACE,,9,9,9,0,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,PASS,True,0,0,0,0,3,65.58443042988895,3,65.58443042988895,True,True,E4 terminal_charges are bound to the 60-20-80-next-day-60 continuous-SOC depot ledger,True,True,13,True,,dfbaec090847dd0b0a24099670ef7fe48431702cc17890e5d0d58134758a5693,f74453f65e963e2ce36c6b883c323db60491ff24f51de8afc2390d879db0889d
E4/cn-prd-50c-01-V2-LOCATIONS/seed_07/PURE_CARBON,E4,cn-prd-50c-01-V2-LOCATIONS,7,PURE_CARBON,baselines/china_e3_e7/e4_joint_routing_20260801/formal_panel_20260801/cn-prd-50c-01-V2-LOCATIONS/solutions/seed7_pure_carbon.json,89133d6b9a3aef2aad4bd0b6f4726776323d5d5d937b1f75423089d7ef7aaea2,False,PASS_E4_MULTITRIP_SOC_INTERFACE,,9,9,9,0,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,PASS,True,0,0,0,0,3,69.25445468551918,3,69.25445468551918,True,True,E4 terminal_charges are bound to the 60-20-80-next-day-60 continuous-SOC depot ledger,False,,0,,,6387c44341902b3e107413d5152b7dafae9552e90957bd21940f2545668934db,a36a846f321ce3beff7dc5d247e3e88e441332795047a19476d936305b532e41
E4/cn-prd-50c-01-V2-LOCATIONS/seed_08/COST_ONLY,E4,cn-prd-50c-01-V2-LOCATIONS,8,COST_ONLY,baselines/china_e3_e7/e4_joint_routing_20260801/formal_panel_20260801/cn-prd-50c-01-V2-LOCATIONS/solutions/seed8_cost_only.json,e10091e5556af472343fb48b78c889cbe6c96c15fb960a60652adfda7157f3c3,False,PASS_E4_MULTITRIP_SOC_INTERFACE,,9,9,9,0,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,PASS,True,0,0,0,0,3,69.14210358443755,3,69.14210358443755,True,True,E4 terminal_charges are bound to the 60-20-80-next-day-60 continuous-SOC depot ledger,False,,0,,,2d3d609a36a39be90f9238e86bca14edd252eb288df8a0a2d30b3f58c4c48882,c2356e1fc3cd10c7783ee735bf5d9556ff743bfa47d70bc90a71c53445810b6e
E4/cn-prd-50c-01-V2-LOCATIONS/seed_08/COST_PLUS_CARBON,E4,cn-prd-50c-01-V2-LOCATIONS,8,COST_PLUS_CARBON,baselines/china_e3_e7/e4_joint_routing_20260801/formal_panel_20260801/cn-prd-50c-01-V2-LOCATIONS/solutions/seed8_cost_plus_carbon.json,708d1401c1b57988ae4d9fbb914816951bbd042c2b1adb2629fabfd7adc9730e,False,PASS_E4_MULTITRIP_SOC_INTERFACE,,9,9,9,0,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,PASS,True,0,0,0,0,3,69.14210358443755,3,69.14210358443755,True,True,E4 terminal_charges are bound to the 60-20-80-next-day-60 continuous-SOC depot ledger,False,,0,,,3a031dc0c1b334c1ed52ac8bf9224b2b65f0b2351bd180bc97547c7f267d5780,c2356e1fc3cd10c7783ee735bf5d9556ff743bfa47d70bc90a71c53445810b6e
