run_id,instance,size,seed,algorithm,scenario_type,battery_kwh,execution_commit,eval_budget,actual_evals,recorded_cost,recomputed_cost,cost_abs_diff,recorded_signature,recomputed_signature,recorded_route_structure_signature,recomputed_route_structure_signature,recomputed_violation_count,solution_file,structural_ev_status,mechanism_signal,cost_fix,cost_km,cost_fuel,cost_elec,cost_occ,cost_transship,cost_carbon,E_total,E_cv_direct,E_ev_indirect,distance_total,distance_cv,distance_ev,fuel_liters,electricity_kwh,depot_charging_kwh,station_charging_kwh,route_count_audit,cv_route_count_audit,ev_route_count_audit,ev_route_share,cv_physical_vehicle_count,ev_physical_vehicle_count,total_physical_vehicle_count,max_trips_per_physical_vehicle,reused_physical_vehicle_count,cv_customer_count,ev_customer_count,ev_customer_share,cv_demand,ev_demand,ev_demand_share,cv_distance_m,ev_distance_m,ev_distance_share,charging_action_count_audit,charging_energy_kwh_audit,depot_charging_energy_kwh_audit,public_charging_energy_kwh_audit,verification_status,verification_failures
E2_80K_FORMAL__formal_goeke80__threeshift__L-main-threeshift-200c-01__staged_hybrid_carbon_aware__seed1,L-main-threeshift-200c-01,200,1,staged_hybrid_carbon_aware,formal_goeke80,80.0,40bd28835dff1a4287486e720351e531fc7a38d0,4000,4000,10079.038405713334,10079.038405713334,0.0,c52baf1f91f419863202bdec0fb0e3a272b487aaf8af9bcc26c3b2a96695bbfe,c52baf1f91f419863202bdec0fb0e3a272b487aaf8af9bcc26c3b2a96695bbfe,1da36b94b9334b9fbdb19fcedc50ea2f2bd26c1b6d771a393de232dca0c619ed,1da36b94b9334b9fbdb19fcedc50ea2f2bd26c1b6d771a393de232dca0c619ed,0,solutions/E2_80K_FORMAL__formal_goeke80__threeshift__L-main-threeshift-200c-01__staged_hybrid_carbon_aware__seed1.json,EV_AVAILABLE,True,5120.0,2837.9737777907076,1333.2767750181056,549.0497423271855,109.23826527195635,0.0,129.49984530537859,2572.5038797254383,2391.748376772065,180.75550295337317,8108496.50797345,4744796.410237145,3363700.097736305,930.3445502882602,2214.6934073986195,1996.2168768547067,218.4765305439127,64,23,41,0.640625,14,14,28,3,23,179,270,0.6013363028953229,79468.0,122164.0,0.6058760514204095,4744796.410237146,3363700.097736306,0.4148364736210502,44,2214.6934073986195,1996.2168768547067,218.47653054391276,OK,
E2_80K_FORMAL__formal_goeke80__threeshift__L-main-threeshift-200c-01__staged_hybrid_carbon_aware__seed2,L-main-threeshift-200c-01,200,2,staged_hybrid_carbon_aware,formal_goeke80,80.0,40bd28835dff1a4287486e720351e531fc7a38d0,4000,4000,10283.306517761252,10283.306517761252,0.0,b50ef07fc159e0459d3eb0a1d6f3f5951bcded5fa1030896787fd4c639fb687b,b50ef07fc159e0459d3eb0a1d6f3f5951bcded5fa1030896787fd4c639fb687b,a60f4109c938825735ec04bd2699b32b147cabe06b628ae89fe253dabc68529b,a60f4109c938825735ec04bd2699b32b147cabe06b628ae89fe253dabc68529b,0,solutions/E2_80K_FORMAL__formal_goeke80__threeshift__L-main-threeshift-200c-01__staged_hybrid_carbon_aware__seed2.json,EV_AVAILABLE,True,5360.0,2842.2704059508874,1317.1453465619268,538.4867415672171,96.97176205218969,0.0,128.43226162903045,2551.2964169453803,2362.810410891307,188.4860060540731,8120772.588431107,4707881.038440958,3412891.5499901487,919.0882328950713,2241.720382181153,2047.7768580767738,193.9435241043794,67,24,43,0.6417910447761194,14,14,28,4,24,178,271,0.6035634743875279,77963.0,123669.0,0.6133401444215204,4707881.038440958,3412891.5499901497,0.4202668542710052,46,2241.720382181153,2047.7768580767738,193.94352410437932,OK,
E2_80K_FORMAL__formal_goeke80__threeshift__L-main-threeshift-200c-01__staged_hybrid_carbon_aware__seed3,L-main-threeshift-200c-01,200,3,staged_hybrid_carbon_aware,formal_goeke80,80.0,40bd28835dff1a4287486e720351e531fc7a38d0,4000,4000,10395.024012736312,10395.024012736312,0.0,b1e0a0875fb6b3bd51d4b5ae9ac370ea2056a87b54ac3ca510be0f0ffc992f23,b1e0a0875fb6b3bd51d4b5ae9ac370ea2056a87b54ac3ca510be0f0ffc992f23,3044b276b8629bea48660753c55bc987ffebbc666246a0714aaa17b4d2f49561,3044b276b8629bea48660753c55bc987ffebbc666246a0714aaa17b4d2f49561,0,solutions/E2_80K_FORMAL__formal_goeke80__threeshift__L-main-threeshift-200c-01__staged_hybrid_carbon_aware__seed3.json,EV_AVAILABLE,True,5280.0,2815.078231684143,1168.6328418767184,775.8093011545391,239.88640485119225,0.0,115.6172331697201,2296.726920336116,2096.3957034076516,200.33121692846439,8043080.661954694,4166054.000322091,3877026.6616326035,815.457987493349,2543.4295673849747,2063.65675768259,479.7728097023845,66,21,45,0.6818181818181818,14,14,28,4,21,165,284,0.6325167037861915,71932.0,129700.0,0.6432510712585304,4166054.000322091,3877026.661632603,0.4820325475500549,52,2543.4295673849747,2063.65675768259,479.7728097023846,OK,
E2_80K_FORMAL__formal_goeke80__threeshift__L-main-threeshift-200c-01__staged_hybrid_carbon_naive__seed1,L-main-threeshift-200c-01,200,1,staged_hybrid_carbon_naive,formal_goeke80,80.0,40bd28835dff1a4287486e720351e531fc7a38d0,4000,4000,10083.693526264064,10083.693526264064,0.0,c0c40a2c0a6e38a2615f079515cf97fd2ede440bc408f6dc914ac49a1116a42a,c0c40a2c0a6e38a2615f079515cf97fd2ede440bc408f6dc914ac49a1116a42a,1da36b94b9334b9fbdb19fcedc50ea2f2bd26c1b6d771a393de232dca0c619ed,1da36b94b9334b9fbdb19fcedc50ea2f2bd26c1b6d771a393de232dca0c619ed,0,solutions/E2_80K_FORMAL__formal_goeke80__threeshift__L-main-threeshift-200c-01__staged_hybrid_carbon_naive__seed1.json,EV_AVAILABLE,True,5120.0,2837.9737777907076,1333.2767750181056,549.0497423271855,109.23826527195635,0.0,134.154965856107,2664.9774703239373,2391.748376772065,273.2290935518723,8108496.50797345,4744796.410237145,3363700.097736305,930.3445502882602,2214.6934073986195,1996.2168768547067,218.4765305439127,64,23,41,0.640625,14,14,28,3,23,179,270,0.6013363028953229,79468.0,122164.0,0.6058760514204095,4744796.410237146,3363700.097736306,0.4148364736210502,44,2214.6934073986195,1996.2168768547067,218.47653054391276,OK,
E2_80K_FORMAL__formal_goeke80__threeshift__L-main-threeshift-200c-01__staged_hybrid_carbon_naive__seed2,L-main-threeshift-200c-01,200,2,staged_hybrid_carbon_naive,formal_goeke80,80.0,40bd28835dff1a4287486e720351e531fc7a38d0,4000,4000,10287.45826230018,10287.45826230018,0.0,4a6a6c18534f851be87fcdebaaa898547b299270f7e66734289b154b688d2888,4a6a6c18534f851be87fcdebaaa898547b299270f7e66734289b154b688d2888,a60f4109c938825735ec04bd2699b32b147cabe06b628ae89fe253dabc68529b,a60f4109c938825735ec04bd2699b32b147cabe06b628ae89fe253dabc68529b,0,solutions/E2_80K_FORMAL__formal_goeke80__threeshift__L-main-threeshift-200c-01__staged_hybrid_carbon_naive__seed2.json,EV_AVAILABLE,True,5360.0,2842.2704059508874,1317.1453465619268,538.4867415672171,96.97176205218969,0.0,132.58400616795882,2633.770484067517,2362.810410891307,270.96007317621,8120772.588431107,4707881.038440958,3412891.5499901487,919.0882328950713,2241.720382181153,2047.7768580767738,193.9435241043794,67,24,43,0.6417910447761194,14,14,28,4,24,178,271,0.6035634743875279,77963.0,123669.0,0.6133401444215204,4707881.038440958,3412891.5499901497,0.4202668542710052,46,2241.720382181153,2047.7768580767738,193.94352410437932,OK,
E2_80K_FORMAL__formal_goeke80__threeshift__L-main-threeshift-200c-01__staged_hybrid_carbon_naive__seed3,L-main-threeshift-200c-01,200,3,staged_hybrid_carbon_naive,formal_goeke80,80.0,40bd28835dff1a4287486e720351e531fc7a38d0,4000,4000,10399.825889652453,10399.825889652453,0.0,a969e357618c09454d38e6e7067c065a61d2a4e0d995087bb6a033e5e5559842,a969e357618c09454d38e6e7067c065a61d2a4e0d995087bb6a033e5e5559842,3044b276b8629bea48660753c55bc987ffebbc666246a0714aaa17b4d2f49561,3044b276b8629bea48660753c55bc987ffebbc666246a0714aaa17b4d2f49561,0,solutions/E2_80K_FORMAL__formal_goeke80__threeshift__L-main-threeshift-200c-01__staged_hybrid_carbon_naive__seed3.json,EV_AVAILABLE,True,5280.0,2815.078231684143,1168.6328418767184,775.8093011545391,239.88640485119225,0.0,120.41911008586054,2392.1158141807814,2096.3957034076516,295.7201107731299,8043080.661954694,4166054.000322091,3877026.6616326035,815.457987493349,2543.4295673849747,2063.65675768259,479.7728097023845,66,21,45,0.6818181818181818,14,14,28,4,21,165,284,0.6325167037861915,71932.0,129700.0,0.6432510712585304,4166054.000322091,3877026.661632603,0.4820325475500549,52,2543.4295673849747,2063.65675768259,479.7728097023846,OK,
E2_80K_FORMAL__formal_goeke80__threeshift__L-main-threeshift-50c-01__LNS__seed1,L-main-threeshift-50c-01,50,1,LNS,formal_goeke80,80.0,40bd28835dff1a4287486e720351e531fc7a38d0,4000,4000,2693.933016724359,2693.933016724359,0.0,81f81d7d2a488e722d89a54f2dbee0a09e9e0b697c2c4b16618addf1e28e1ddd,81f81d7d2a488e722d89a54f2dbee0a09e9e0b697c2c4b16618addf1e28e1ddd,9aceb53d9c970e954efe094414ef5d90bce7d3f9811a0a547f60fa90ffcfdf84,9aceb53d9c970e954efe094414ef5d90bce7d3f9811a0a547f60fa90ffcfdf84,0,solutions/E2_80K_FORMAL__formal_goeke80__threeshift__L-main-threeshift-50c-01__LNS__seed1.json,EV_AVAILABLE,True,1200.0,836.3200435351679,552.1577566426457,53.26209604994115,0.6829944481888575,0.0,51.51012604841515,1023.2444586494864,990.5088297620867,32.73562888739964,2389485.8386719082,1965317.2731698246,424168.5655020835,385.2890633191304,282.7582455337842,281.3922566374065,1.365988896377715,15,11,4,0.26666666666666666,4,3,7,3,5,86,28,0.24561403508771928,38039.0,12861.0,0.25267190569744596,1965317.2731698249,424168.5655020835,0.17751457599675047,5,282.7582455337842,281.3922566374065,1.3659888963777007,OK,
E2_80K_FORMAL__formal_goeke80__threeshift__L-main-threeshift-50c-01__LNS__seed2,L-main-threeshift-50c-01,50,2,LNS,formal_goeke80,80.0,40bd28835dff1a4287486e720351e531fc7a38d0,4000,4000,2772.7944448522394,2772.7944448522394,0.0,684343647b7f0eeb5bbc8011adde664c4912421f114dc5b5a8ef3182dad152f7,684343647b7f0eeb5bbc8011adde664c4912421f114dc5b5a8ef3182dad152f7,4dc0746331f6440c29f2b3d352e1db068b374c45046e1d3c250bd36f1e391936,4dc0746331f6440c29f2b3d352e1db068b374c45046e1d3c250bd36f1e391936,0,solutions/E2_80K_FORMAL__formal_goeke80__threeshift__L-main-threeshift-50c-01__LNS__seed2.json,EV_AVAILABLE,True,1200.0,879.0854814037965,588.6654547532276,50.73150871521481,0.0,0.0,54.311999980000756,1078.903456098545,1055.9995285665289,22.90392753201605,2511672.8040108476,2096546.2853071867,415126.51870366075,410.76369740648073,273.78040321216844,273.78040321216844,0,15,11,4,0.26666666666666666,4,3,7,3,5,90,24,0.21052631578947367,38091.0,12809.0,0.25165029469548134,2096546.285307187,415126.5187036608,0.16527890019780933,4,273.78040321216844,273.78040321216844,0.0,OK,
E2_80K_FORMAL__formal_goeke80__threeshift__L-main-threeshift-50c-01__LNS__seed3,L-main-threeshift-50c-01,50,3,LNS,formal_goeke80,80.0,40bd28835dff1a4287486e720351e531fc7a38d0,4000,4000,2702.2299577637127,2702.2299577637127,0.0,9a2a1e5b37e672ec0d70365adc82b4f8428a56d1c5229c6d888e04b485aaec82,9a2a1e5b37e672ec0d70365adc82b4f8428a56d1c5229c6d888e04b485aaec82,6589463ccf0af15c945d8d1b5a427462107b1b4e1a02879315d7c7c978384d4e,6589463ccf0af15c945d8d1b5a427462107b1b4e1a02879315d7c7c978384d4e,0,solutions/E2_80K_FORMAL__formal_goeke80__threeshift__L-main-threeshift-50c-01__LNS__seed3.json,EV_AVAILABLE,True,1280.0,812.3128131532841,497.76053204881805,65.48901375892778,0.0,0.0,46.66759880268281,927.0480493182918,892.9263352185767,34.12171409971504,2320893.751866526,1785782.5645468773,535111.1873196486,347.33133211137954,353.42155293539014,353.42155293539014,0,16,10,6,0.375,4,3,7,3,7,77,37,0.32456140350877194,32721.0,18179.0,0.35715127701375243,1785782.5645468775,535111.1873196486,0.23056255241727355,6,353.42155293539014,353.42155293539014,0.0,OK,
E2_80K_FORMAL__formal_goeke80__threeshift__L-main-threeshift-50c-01__staged_hybrid_carbon_aware__seed1,L-main-threeshift-50c-01,50,1,staged_hybrid_carbon_aware,formal_goeke80,80.0,40bd28835dff1a4287486e720351e531fc7a38d0,4000,4000,2693.672718519543,2693.672718519543,0.0,c19ed57be9761c38ac3e355d843f575e4fc1b46ed86169e79bccbc1e91adeed4,c19ed57be9761c38ac3e355d843f575e4fc1b46ed86169e79bccbc1e91adeed4,5350adf200af97d0e68fb8bf1038e2d83050b1986ee46a945586d7876d1ea34e,5350adf200af97d0e68fb8bf1038e2d83050b1986ee46a945586d7876d1ea34e,0,solutions/E2_80K_FORMAL__formal_goeke80__threeshift__L-main-threeshift-50c-01__staged_hybrid_carbon_aware__seed1.json,EV_AVAILABLE,True,1200.0,795.9035962477841,434.7599625407518,162.84857135862342,58.87471005061197,0.0,41.28587832177157,820.14061028549,779.9104088333092,40.230201452180765,2274010.2749936692,1554802.6277536233,719207.6472400458,303.3702899593551,475.5154582858963,357.76603818467237,117.74942010122393,15,8,7,0.4666666666666667,4,3,7,3,7,65,49,0.4298245614035088,28006.0,22894.0,0.4497838899803536,1554802.627753623,719207.6472400458,0.3162728221366758,9,475.5154582858963,357.76603818467237,117.7494201012239,OK,
E2_80K_FORMAL__formal_goeke80__threeshift__L-main-threeshift-50c-01__staged_hybrid_carbon_aware__seed2,L-main-threeshift-50c-01,50,2,staged_hybrid_carbon_aware,formal_goeke80,80.0,40bd28835dff1a4287486e720351e531fc7a38d0,4000,4000,2728.7122761933833,2728.7122761933833,0.0,2d2d0c3404ca085657b762a1edcc0813e7019261c3fa791b88fc47866e202810,2d2d0c3404ca085657b762a1edcc0813e7019261c3fa791b88fc47866e202810,9124595cca6af41e8d926b7510667eb8f080f5b14b5397bb90c5929617c9160a,9124595cca6af41e8d926b7510667eb8f080f5b14b5397bb90c5929617c9160a,0,solutions/E2_80K_FORMAL__formal_goeke80__threeshift__L-main-threeshift-50c-01__staged_hybrid_carbon_aware__seed2.json,EV_AVAILABLE,True,1280.0,806.5992297924408,429.10484168824263,137.64647411281675,34.50588920216971,0.0,40.85584139771358,811.5979618139369,769.7657589204995,41.83220289343742,2304569.2279784027,1534848.3025777757,769720.9254006268,299.42421442205193,506.44737377000826,437.4355953656688,69.01177840433942,16,8,8,0.5,4,3,7,3,7,64,50,0.43859649122807015,26457.0,24443.0,0.48021611001964637,1534848.3025777757,769720.9254006268,0.3339977450257963,9,506.44737377000826,437.4355953656688,69.01177840433945,OK,
E2_80K_FORMAL__formal_goeke80__threeshift__L-main-threeshift-50c-01__staged_hybrid_carbon_aware__seed3,L-main-threeshift-50c-01,50,3,staged_hybrid_carbon_aware,formal_goeke80,80.0,40bd28835dff1a4287486e720351e531fc7a38d0,4000,4000,2807.6546350181793,2807.6546350181793,0.0,4f4eb566f663069fdcde75de4a68149eeecf15d5e5c88f246e61c696ba8c2335,4f4eb566f663069fdcde75de4a68149eeecf15d5e5c88f246e61c696ba8c2335,050a17b8ccae3ca6cf473fa4a276dccf0529a911b58c53d4619907dfb323015a,050a17b8ccae3ca6cf473fa4a276dccf0529a911b58c53d4619907dfb323015a,0,solutions/E2_80K_FORMAL__formal_goeke80__threeshift__L-main-threeshift-50c-01__staged_hybrid_carbon_aware__seed3.json,EV_AVAILABLE,True,1280.0,820.025312707342,423.91564975721747,180.94681274947754,62.36231848614088,0.0,40.40454131800158,802.6329224871191,760.4569330185261,42.17598946859299,2342929.46487812,1502790.0337861031,840139.4310920169,295.8032585006053,549.2935006107413,424.5688636384595,124.72463697228176,16,8,8,0.5,4,3,7,3,7,62,52,0.45614035087719296,26697.0,24203.0,0.4755009823182711,1502790.0337861031,840139.4310920169,0.3585850294198768,10,549.2935006107413,424.5688636384595,124.72463697228176,OK,
E2_80K_FORMAL__formal_goeke80__threeshift__L-main-threeshift-50c-01__staged_hybrid_carbon_naive__seed1,L-main-threeshift-50c-01,50,1,staged_hybrid_carbon_naive,formal_goeke80,80.0,40bd28835dff1a4287486e720351e531fc7a38d0,4000,4000,2694.228121510745,2694.228121510745,0.0,ac7806427f1015a6103df2e24eba536655c3ddfafc3285cc9e7099df4968c59c,ac7806427f1015a6103df2e24eba536655c3ddfafc3285cc9e7099df4968c59c,5350adf200af97d0e68fb8bf1038e2d83050b1986ee46a945586d7876d1ea34e,5350adf200af97d0e68fb8bf1038e2d83050b1986ee46a945586d7876d1ea34e,0,solutions/E2_80K_FORMAL__formal_goeke80__threeshift__L-main-threeshift-50c-01__staged_hybrid_carbon_naive__seed1.json,EV_AVAILABLE,True,1200.0,795.9035962477841,434.7599625407518,162.84857135862342,58.87471005061197,0.0,41.841281312973464,831.1736454702714,779.9104088333092,51.263236636962176,2274010.2749936692,1554802.6277536233,719207.6472400458,303.3702899593551,475.5154582858963,357.76603818467237,117.74942010122393,15,8,7,0.4666666666666667,4,3,7,3,7,65,49,0.4298245614035088,28006.0,22894.0,0.4497838899803536,1554802.627753623,719207.6472400458,0.3162728221366758,9,475.5154582858963,357.76603818467237,117.7494201012239,OK,
E2_80K_FORMAL__formal_goeke80__threeshift__L-main-threeshift-50c-01__staged_hybrid_carbon_naive__seed2,L-main-threeshift-50c-01,50,2,staged_hybrid_carbon_naive,formal_goeke80,80.0,40bd28835dff1a4287486e720351e531fc7a38d0,4000,4000,2729.2800731572793,2729.2800731572793,0.0,091832b52566e2a845853f37924b91aa5b54b54b7a4306992b9e3c594ebc6550,091832b52566e2a845853f37924b91aa5b54b54b7a4306992b9e3c594ebc6550,9124595cca6af41e8d926b7510667eb8f080f5b14b5397bb90c5929617c9160a,9124595cca6af41e8d926b7510667eb8f080f5b14b5397bb90c5929617c9160a,0,solutions/E2_80K_FORMAL__formal_goeke80__threeshift__L-main-threeshift-50c-01__staged_hybrid_carbon_naive__seed2.json,EV_AVAILABLE,True,1280.0,806.5992297924408,429.10484168824263,137.64647411281675,34.50588920216971,0.0,41.42363836160945,822.8772022568423,769.7657589204995,53.11144333634281,2304569.2279784027,1534848.3025777757,769720.9254006268,299.42421442205193,506.44737377000826,437.4355953656688,69.01177840433942,16,8,8,0.5,4,3,7,3,7,64,50,0.43859649122807015,26457.0,24443.0,0.48021611001964637,1534848.3025777757,769720.9254006268,0.3339977450257963,9,506.44737377000826,437.4355953656688,69.01177840433945,OK,
E2_80K_FORMAL__formal_goeke80__threeshift__L-main-threeshift-50c-01__staged_hybrid_carbon_naive__seed3,L-main-threeshift-50c-01,50,3,staged_hybrid_carbon_naive,formal_goeke80,80.0,40bd28835dff1a4287486e720351e531fc7a38d0,4000,4000,2808.5928574084674,2808.5928574084674,0.0,48de936a8adb6794ce27fa84a960cd8a879464eb74715f1566a8d88f245c6f77,48de936a8adb6794ce27fa84a960cd8a879464eb74715f1566a8d88f245c6f77,050a17b8ccae3ca6cf473fa4a276dccf0529a911b58c53d4619907dfb323015a,050a17b8ccae3ca6cf473fa4a276dccf0529a911b58c53d4619907dfb323015a,0,solutions/E2_80K_FORMAL__formal_goeke80__threeshift__L-main-threeshift-50c-01__staged_hybrid_carbon_naive__seed3.json,EV_AVAILABLE,True,1280.0,820.025312707342,423.91564975721747,180.94681274947754,62.36231848614088,0.0,41.34276370828957,821.2706338555734,760.4569330185261,60.813700837047264,2342929.46487812,1502790.0337861031,840139.4310920169,295.8032585006053,549.2935006107413,424.5688636384595,124.72463697228176,16,8,8,0.5,4,3,7,3,7,62,52,0.45614035087719296,26697.0,24203.0,0.4755009823182711,1502790.0337861031,840139.4310920169,0.3585850294198768,10,549.2935006107413,424.5688636384595,124.72463697228176,OK,
