instance,right_algorithm,pairs,mean_gain_pct,median_gain_pct,wins,ties,losses
L-main-threeshift-100c-01,staged_hybrid_carbon_naive,3,0.019963477605950516,0.020794172982588073,3,0,0
L-main-threeshift-100c-01,LNS,3,3.7062965961957297,2.127449167449506,3,0,0
L-main-threeshift-15c-01,staged_hybrid_carbon_naive,3,0.0,0.0,0,3,0
L-main-threeshift-15c-01,LNS,3,-0.8158239344317219,-0.2126188940973159,1,0,2
L-main-threeshift-200c-01,staged_hybrid_carbon_naive,3,0.04423161414492419,0.0461648357182281,3,0,0
L-main-threeshift-200c-01,LNS,3,16.584849647270257,16.834713530234986,3,0,0
L-main-threeshift-50c-01,staged_hybrid_carbon_naive,3,0.024941294891627913,0.02080390977387331,3,0,0
L-main-threeshift-50c-01,LNS,3,-0.7673076321842286,0.009662385931634316,2,0,1
