instance,size,pairs,mean_gain_pct,median_gain_pct,wins,ties,losses
L-main-threeshift-15c-01,15,3,-0.8158239344317219,-0.2126188940973159,1,0,2
L-main-threeshift-50c-01,50,3,-0.7673076321842287,0.009662385931634317,2,0,1
L-main-threeshift-100c-01,100,3,3.7062965961957297,2.127449167449506,3,0,0
L-main-threeshift-200c-01,200,3,16.584849647270254,16.834713530234986,3,0,0
