instance,size,rows,structural_no_ev,signal_seed_count,majority_seed_signal,mean_ev_customer_share,mean_ev_demand_share,mean_ev_distance_share,mean_charging_actions,mean_charging_energy_kwh
L-main-threeshift-15c-01,15,3,True,0,False,0.0,0.0,0.0,0.0,0.0
L-main-threeshift-50c-01,50,3,False,3,True,0.44152046783625726,0.4685003274394237,0.33628519886078295,9.333333333333334,510.4187775555486
L-main-threeshift-100c-01,100,3,False,3,True,0.34690799396681754,0.36445706232575237,0.24402980877008473,13.0,781.6826574031123
L-main-threeshift-200c-01,200,3,False,3,True,0.6124721603563474,0.6208224223668201,0.4390452918140368,47.333333333333336,2333.281118988249
