actual_evaluations,algorithm,best_cost,best_ev_routes,best_routes,dominant_pair_share,elapsed_seconds,eval_budget,feasible,hidden_local_search_scores,instance,scale,seed,selected_pair_count,vehicle_type_attempts,violation_count
400,CHAIN_UCB,9613.824704911174,64,68,0.6134020618556701,91.36057283300033,400,True,0,L-main-threeshift-200c-01,hardest,1,16,238,0
400,CHAIN_UCB,9684.927710158043,62,67,0.654639175257732,64.09523945800174,400,True,0,L-main-threeshift-200c-01,hardest,2,16,254,0
