first_taper_soc_pct,affected_sessions,denominator,affected_session_pct,decision_role
80.0,36,196,18.36734693877551,sensitivity_only
85.0,36,196,18.36734693877551,selected_literature_curve
90.0,36,196,18.36734693877551,completed_NL90_reference
95.0,36,196,18.36734693877551,sensitivity_only
