instance_id,verdict,focus_customer_count,focus_customers_json,all_generated_move_count,all_cross_depot_move_count,focused_cross_depot_move_count,evaluated_count,complete_model_feasible_count,improving_feasible_count,status_counts_json,initial_cost_cny,initial_emissions_kg,initial_minimum_participation_margin_cny,initial_maximum_charge_end_soc,initial_charging_actions_entering_taper_region,best_feasible_action_id,best_feasible_penalized_change_cny,best_feasible_improves_initial,incremental_evaluations,sentinel_evaluations,wall_seconds,peak_rss_mb,failure_reason
cn-prd-150c-02-V2-LOCATIONS,CROSS_DEPOT_FOCUS_PROBE_COMPLETE,5,"{""C020"": -6.585290356272004, ""C043"": -1.0328872325910083, ""C046"": -1.0328872325910083, ""C068"": -3.3850560139159853, ""C081"": -0.11808224318400562}",37104,26363,1151,28,0,0,"{""EVALUATED"": 28, ""REJECTED_CHARGING"": 485, ""REJECTED_INTERFACE"": 638}",6517.612987537928,663.919067084583,0.0,0.5096570926348705,0,,,False,28,28,3.769027208996704,139.765625,
